GEO_ID,C14003_001E,C14003_001M,C14003_002E,C14003_002M,C14003_003E,C14003_003M,C14003_004E,C14003_004M,C14003_005E,C14003_005M,C14003_006E,C14003_006M,C14003_007E,C14003_007M,C14003_008E,C14003_008M,C14003_009E,C14003_009M,C14003_010E,C14003_010M,C14003_011E,C14003_011M,C14003_012E,C14003_012M,C14003_013E,C14003_013M,C14003_014E,C14003_014M,C14003_015E,C14003_015M,C14003_016E,C14003_016M,C14003_017E,C14003_017M,C14003_018E,C14003_018M,C14003_019E,C14003_019M,C14003_020E,C14003_020M,C14003_021E,C14003_021M,C14003_022E,C14003_022M,C14003_023E,C14003_023M,C14003_024E,C14003_024M,C14003_025E,C14003_025M,C14003_026E,C14003_026M,C14003_027E,C14003_027M,C14003_028E,C14003_028M,NAME,C14003_001MA,C14003_001EA,C14003_002EA,C14003_002MA,C14003_003EA,C14003_003MA,C14003_004EA,C14003_004MA,C14003_005EA,C14003_005MA,C14003_006MA,C14003_006EA,C14003_007MA,C14003_007EA,C14003_008EA,C14003_008MA,C14003_009EA,C14003_009MA,C14003_010EA,C14003_010MA,C14003_011MA,C14003_011EA,C14003_012MA,C14003_012EA,C14003_013EA,C14003_013MA,C14003_014EA,C14003_014MA,C14003_015EA,C14003_015MA,C14003_016MA,C14003_016EA,C14003_017MA,C14003_017EA,C14003_018MA,C14003_018EA,C14003_019EA,C14003_019MA,C14003_020EA,C14003_020MA,C14003_021EA,C14003_021MA,C14003_022MA,C14003_022EA,C14003_023MA,C14003_023EA,C14003_024EA,C14003_024MA,C14003_025EA,C14003_025MA,C14003_026EA,C14003_026MA,C14003_027MA,C14003_027EA,C14003_028MA,C14003_028EA,state
0400000US01,4429245,4698,1000814,10585,24573,2571,246479,6783,277435,6802,165076,3115,86519,3402,99882,4959,54094,3764,46756,2933,178911,6630,31961,2802,39390,2822,32833,3070,22752,1965,10434,1465,21030,2656,9422,2091,11089,1642,3249520,10070,67408,4143,19575,2082,6775,1396,11626,1723,43793,3427,198826,5575,518940,6380,2382577,5219,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,641857,1719,170145,4340,3970,825,40386,2615,45112,2448,30360,1258,15719,1709,12815,1576,9676,1667,12107,1761,19718,2180,3792,970,4694,1565,2822,770,1674,602,1045,468,1790,719,1589,824,2312,786,451994,4213,11523,1290,4296,862,884,467,1978,726,7499,1309,35868,2199,82731,2784,307215,2691,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5880670,5482,1447595,13007,37778,3423,375441,7397,405057,7488,234549,3640,96650,4267,122534,6895,93520,5540,82066,4757,177759,8080,25315,2335,37537,3420,23896,2433,16153,2322,8974,1464,18175,3169,23070,3251,24639,2652,4255316,14204,130404,5374,31040,3041,7950,1648,16087,2419,60346,3369,279409,7808,782941,7861,2947139,5894,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2695855,3244,624687,8558,28603,2829,161333,4707,167514,4990,105195,2161,48649,2570,54051,3723,32804,3143,26538,2702,76340,4731,11574,1678,18575,2486,12337,1657,7004,1249,7224,929,8605,1290,6375,1274,4646,1192,1994828,8238,39547,2611,15045,1973,4219,1080,7073,1080,24399,2498,127583,4531,327243,4733,1449719,4815,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34864598,13099,8916068,30669,301291,10022,2127006,17086,2416033,17548,1463982,7200,670194,8728,908059,15161,532369,12057,497134,10885,1469323,25746,221619,7324,285149,9310,242410,9463,126098,5731,100166,3992,177802,8926,155994,7739,160085,5907,24479207,31422,556805,10856,102484,6368,42022,3912,53196,3572,325091,8370,1612017,15986,4543897,13903,17243695,13476,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4557347,4491,1059427,9962,33184,2470,269236,6777,279993,6896,167561,2511,80391,3499,109554,4933,65394,4561,54114,3842,173851,7452,28266,2404,33343,3064,25432,2800,15788,1776,9155,1382,18026,2617,21478,2278,22363,2358,3324069,11199,81515,4569,20401,2299,7961,1534,10933,1584,37958,3100,210150,5853,624629,7122,2330522,5991,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3387593,3016,731813,7134,23908,2115,187381,4863,211781,4905,131644,2123,52940,2345,57407,3504,33529,3182,33223,2820,202004,6475,24475,1977,30262,3197,23492,2449,16564,1676,25619,1802,43195,3074,18518,1987,19879,2085,2453776,7207,36472,2651,6951,1335,3760,1043,3960,1151,19392,1930,120879,4273,355883,4001,1906479,3276,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,817955,2015,170511,4854,3944,913,41134,2980,41065,3179,28877,1586,16626,1358,20736,2479,8437,1367,9692,1469,49098,4079,5381,1018,11680,2003,12003,1793,5200,1237,2334,484,5211,1180,4259,988,3030,992,598346,4876,12245,1652,3379,1082,1555,921,1752,632,6581,1086,31940,2214,96991,2109,443903,2290,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,558758,1584,95777,3896,4959,1183,23174,2287,23472,2290,14054,889,8276,1140,7370,1471,8467,1627,6005,984,54625,4032,3133,936,4958,1138,6439,1799,3916,896,6824,1764,13502,2277,9460,1500,6393,1356,408356,4732,4116,1094,1199,648,1170,514,1468,527,4697,1482,30401,2571,86591,2358,278714,1704,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17425514,8797,3498866,22991,105151,6495,842457,11314,972749,14351,606214,5617,257105,7993,329131,8802,200202,7975,185857,6605,770766,16002,121231,5547,158652,6700,130861,6667,71028,4429,50973,3365,83110,5430,69802,5095,85109,4895,13155882,24833,226873,7164,54680,4582,23739,2849,40634,3473,148640,6330,741848,11360,1977131,13258,9942337,10536,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
