GEO_ID,B18043_001E,B18043_001M,B18043_002E,B18043_002M,B18043_003E,B18043_003M,B18043_004E,B18043_004M,B18043_005E,B18043_005M,B18043_006E,B18043_006M,B18043_007E,B18043_007M,NAME,B18043_001MA,B18043_001EA,B18043_002MA,B18043_002EA,B18043_003MA,B18043_003EA,B18043_004MA,B18043_004EA,B18043_005MA,B18043_005EA,B18043_006EA,B18043_006MA,B18043_007MA,B18043_007EA,state
0400000US23,25180,344,10229,1923,14105,2557,7211,1462,25751,333,31366,438,20898,418,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,35657,310,13216,1648,12357,2422,14094,1967,36063,310,41866,365,30671,312,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,32799,452,10334,1361,12114,1905,8693,1386,33616,442,41445,286,27043,349,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,27002,181,10343,732,11530,870,8778,1188,27455,223,35441,320,21292,180,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,30221,144,8424,1022,8903,1550,8015,1147,30656,146,37093,312,24427,364,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,22221,260,11209,1269,13573,1768,8540,1574,22562,355,28082,757,17915,502,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,25399,207,9955,1051,10532,1797,9394,1534,25825,203,31377,241,21035,256,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21408,377,7199,2552,8360,3484,6151,2412,21827,396,28288,1240,16713,640,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25039,303,9921,1248,11016,2033,7808,2516,25370,275,30813,380,20506,326,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,30258,227,20088,3936,23406,3230,13439,2135,30392,224,34970,785,25754,372,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,31055,370,10240,1763,11905,3367,7111,2403,31425,336,39738,986,25056,534,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,35559,275,13187,1959,15875,3674,11845,1344,35897,270,42960,777,28976,542,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,22274,396,10394,1291,11421,1741,8798,2330,22788,592,28081,1182,18610,734,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,30539,133,11534,575,12366,1056,10566,786,30798,131,36053,234,26025,173,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,25319,169,10428,647,11315,948,9223,1339,25678,171,30583,215,21241,196,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,23521,593,11497,3002,16758,2440,9008,1190,23983,631,30871,543,18057,965,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,26462,156,10799,716,11003,1066,10632,783,26876,154,33126,395,21350,181,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,22773,368,9659,1013,11397,1229,7926,1267,23349,368,29317,928,18483,420,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,25509,314,9963,1178,10731,1914,9114,1678,26020,319,31468,408,21154,293,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,27283,133,9680,677,10376,1231,9135,739,27778,225,34645,334,22059,157,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,28144,1031,10553,2232,12837,6128,8071,2908,28889,1036,35127,1243,23363,872,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,24679,273,11423,1046,12907,3195,10128,1260,25034,237,30311,292,20513,260,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,23679,548,9344,2960,11289,3631,6979,3682,24134,566,28180,853,20210,489,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,25102,203,10611,745,11915,1054,8634,1048,25441,202,30731,242,20806,228,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25097,137,11368,512,15103,1450,9350,767,25417,135,30406,166,20537,146,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,23615,418,11187,1588,11842,2202,10535,1954,24028,430,31865,472,16395,403,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,25713,450,8987,1926,8602,2191,10083,3939,26265,456,31107,605,21726,529,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,31025,213,11773,980,13350,2899,10823,1163,31315,204,37473,488,25514,308,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,29784,427,11644,834,12642,1762,10903,1004,30306,236,36954,366,23173,368,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22680,534,8908,1948,12941,2667,5705,1439,23125,559,30052,688,17478,597,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,27262,202,9326,838,10075,1395,8660,1086,27742,297,34933,392,21941,217,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,25226,725,8876,3324,9293,3684,8305,5759,25719,681,34510,1548,18727,1048,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,14275,207,9167,1113,7891,1339,10682,1475,14455,212,14647,258,14230,305,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
