GEO_ID,B14001A_001E,B14001A_001M,B14001A_002E,B14001A_002M,B14001A_003E,B14001A_003M,B14001A_004E,B14001A_004M,B14001A_005E,B14001A_005M,B14001A_006E,B14001A_006M,B14001A_007E,B14001A_007M,NAME,B14001A_001EA,B14001A_001MA,B14001A_002MA,B14001A_002EA,B14001A_003EA,B14001A_003MA,B14001A_004MA,B14001A_004EA,B14001A_005MA,B14001A_005EA,B14001A_006EA,B14001A_006MA,B14001A_007EA,B14001A_007MA,state
0400000US01,3127701,4711,749332,8240,87088,4586,314400,4491,163115,4029,184729,7184,2378369,8577,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,444028,2584,118132,3399,10710,1725,47265,1748,26635,1694,33522,2632,325896,3494,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4543746,20214,1158126,15680,123738,6032,487416,8946,242567,5590,304405,10984,3385620,15548,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2127638,6111,511609,6697,64823,3054,210872,3432,112051,3160,123863,4974,1616029,8811,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,20970069,58292,5702359,34418,602850,12840,2266686,20265,1245777,12214,1587046,19266,15267710,44149,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3785256,13895,977932,9298,115823,4012,383641,5066,204766,4850,273702,7250,2807324,14626,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2717037,9401,697917,7424,80061,3777,272439,4276,154804,3220,190613,5725,2019120,8028,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,594006,3657,145876,3363,15140,1976,56691,1698,30669,1261,43376,2735,448130,3815,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,194561,3244,43300,3661,3393,877,7954,1180,2890,505,29063,3386,151261,3591,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13329580,23942,2901746,20767,331633,9742,1189916,9873,624003,9051,756194,15436,10427834,26394,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5588010,12701,1423547,11460,179880,6152,595183,7067,300330,5585,348154,8802,4164463,13937,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,328148,2611,69395,2997,6122,1032,25771,1879,12693,815,24809,2337,258753,3508,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1296465,5162,355273,5616,36470,2610,148699,3072,83605,2736,86499,4330,941192,6575,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8751274,22267,2302001,15756,268205,6856,889691,8922,491755,6587,652350,10826,6449273,19295,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5223729,9919,1352742,9200,149032,4938,571295,5033,291479,5264,340936,7097,3870987,10727,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2675729,4694,709947,6979,80156,3466,274925,3224,162082,3507,192784,5747,1965782,6219,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2267261,6661,622531,7283,72881,3198,240951,3678,134709,3258,173990,5345,1644730,8408,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3619503,5690,896607,8051,96797,3924,377126,4557,201274,4167,221410,6880,2722896,8240,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2661573,5427,652113,7866,79959,4998,272408,3890,137518,4146,162228,6171,2009460,8455,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1227165,3377,285696,3983,27046,2286,115110,2352,70634,2010,72906,3365,941469,4235,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3322920,10247,843128,9627,91704,4382,325709,4966,187724,3796,237991,6657,2479792,8837,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5153837,12922,1325980,11880,152564,6197,498324,6625,275244,4180,399848,8013,3827857,10793,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7755519,9201,2059199,12380,210515,5844,808406,6114,463334,5882,576944,9310,5696320,12269,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4374706,7443,1115838,7057,122201,3771,442605,4552,254086,3494,296946,6462,3258868,8815,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1684723,4032,403923,5187,44350,3800,172822,3757,88134,2921,98617,4535,1280800,5633,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4730002,6884,1193607,9358,134952,4420,488041,5625,266906,4457,303708,7267,3536395,9582,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,817519,2493,195674,3609,18359,1777,78453,2169,45947,2015,52915,3351,621845,4279,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1501882,4798,404599,5739,42488,2582,161428,3100,89998,2575,110685,4745,1097283,6283,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1766324,11882,411663,8681,43259,3236,180298,3783,95673,3935,92433,6171,1354661,10680,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1209461,3345,311089,5354,33462,2897,122484,2542,72142,2191,83001,4232,898372,6024,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5872115,15619,1487519,10615,187818,6286,595693,6442,330024,5066,373984,8165,4384596,14932,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1276576,11729,332605,8472,32881,2755,134410,3959,67963,4101,97351,5840,943971,8455,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12391406,25338,3131382,21619,329227,8366,1203672,9005,677285,7380,921198,15301,9260024,23224,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6003744,13575,1479476,13209,168927,6706,597739,6822,318402,5616,394408,9420,4524268,13171,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,558825,1634,145975,2719,11377,1241,53162,1289,31776,1411,49660,2383,412850,2697,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9307395,9030,2380517,13706,256722,6247,965695,7257,528274,5644,629826,10407,6926878,14167,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2598824,5777,646680,8196,74292,4100,263130,4620,142853,4079,166405,6268,1952144,7634,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3077790,10998,740597,9386,76017,4031,296347,4554,170649,4286,197584,7782,2337193,10771,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10109990,9533,2444514,11260,257228,5606,964917,7061,548611,6138,673758,8689,7665476,13184,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,854710,5362,220335,4583,19753,1897,79175,2172,44977,1842,76430,3732,634375,4785,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2806843,5103,664286,7305,75478,3899,272262,4455,145209,4299,171337,5420,2142557,7922,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,656974,2133,165384,3692,18252,1738,65940,1746,36217,1489,44975,2801,491590,3595,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4611848,7162,1082882,9261,116212,5039,457647,5642,241742,4459,267281,7424,3528966,10135,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,15676567,45326,4320261,26341,532902,11412,1830458,13044,953500,9652,1003401,15621,11356306,33438,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2142647,8348,720332,8120,80017,3466,287957,3897,146487,3853,205871,5888,1422315,9729,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,582876,1497,146352,3032,14368,1485,55545,1419,34665,1421,41774,2561,436524,3040,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5224516,11018,1315742,12450,145853,5279,514165,5580,275505,4709,380219,9907,3908774,13242,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4978095,12184,1230328,11187,125553,5292,501324,6075,283239,6065,320212,8795,3747767,10665,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1664312,2845,380077,6009,38635,3063,159633,3076,87090,2748,94719,5041,1284235,5916,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
