GEO_ID,B19119_001E,B19119_001M,B19119_002E,B19119_002M,B19119_003E,B19119_003M,B19119_004E,B19119_004M,B19119_005E,B19119_005M,B19119_006E,B19119_006M,B19119_007E,B19119_007M,NAME,B19119_001EA,B19119_001MA,B19119_002EA,B19119_002MA,B19119_003EA,B19119_003MA,B19119_004MA,B19119_004EA,B19119_005MA,B19119_005EA,B19119_006MA,B19119_006EA,B19119_007EA,B19119_007MA,state
0400000US01,49207,747,43674,1061,49688,1426,60298,1088,55104,2400,61436,8889,54104,8215,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,69872,2371,66125,3009,70378,7818,71781,6553,84085,6876,68818,12411,71250,12798,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,55709,646,51681,747,58127,2007,65050,1682,56336,1760,53513,3656,53887,5438,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,45093,813,40604,821,47588,1487,52185,1486,50500,1924,51971,6247,49272,4514,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,64563,413,60032,524,64766,854,74801,868,64132,1356,61348,1096,68030,2050,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,64614,975,60577,839,64883,1911,75775,1964,66558,2844,64703,9902,62354,9813,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,78154,951,66972,1309,76786,2195,93821,2331,93970,3247,91105,8187,91371,12570,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,62623,2217,54105,1868,64840,3614,78321,4287,73730,8501,91901,17610,71220,16720,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,61105,4029,65913,7151,59619,6027,71571,13132,35754,11700,49423,38482,75135,29619,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,54445,402,49234,524,55347,858,65024,1028,62246,1388,59606,2994,55126,4884,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,56112,609,50001,743,57254,1470,66711,1412,61526,1946,61997,3727,55871,4438,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
