GEO_ID,B22003_001E,B22003_001M,B22003_002E,B22003_002M,B22003_003E,B22003_003M,B22003_004E,B22003_004M,B22003_005E,B22003_005M,B22003_006E,B22003_006M,B22003_007E,B22003_007M,NAME,B22003_001EA,B22003_001MA,B22003_002EA,B22003_002MA,B22003_003EA,B22003_003MA,B22003_004MA,B22003_004EA,B22003_005EA,B22003_005MA,B22003_006MA,B22003_006EA,B22003_007EA,B22003_007MA,state
0400000US01,1796058,10547,182205,6222,110271,5178,71934,3969,1613853,10961,197789,7955,1416064,12091,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,229878,2779,19165,1999,8408,1229,10757,1499,210713,3015,12776,1791,197937,3433,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2224992,11475,151366,6111,79604,4265,71762,4515,2073626,12692,192560,7464,1881066,12555,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1103428,7576,131564,5016,81702,4715,49862,2974,971864,8639,108326,4626,863538,8189,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12151227,18090,525699,10757,286173,8084,239526,8485,11625528,21028,1107796,18938,10517732,27000,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1846988,9333,92037,4875,53559,3636,38478,2845,1754951,9590,157422,6118,1597529,9113,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1325443,5814,74615,4298,43788,3157,30827,3273,1250828,7543,70223,4155,1180605,7926,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,320110,3955,22010,2196,11352,1859,10658,1475,298100,3797,21047,2364,277053,4229,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,250456,3518,22867,2382,13932,1991,8935,1461,227589,3606,28567,2836,199022,4092,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106042,22495,528223,11871,241191,8482,287032,9289,6577819,21984,623073,13762,5954746,22089,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3376763,13781,272688,8255,158805,5600,113883,5591,3104075,14605,314286,9959,2789789,15522,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,432632,4384,28383,2653,12743,1865,15640,1831,404249,4533,31049,3119,373200,5268,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,548555,3560,33287,2745,20021,1923,13266,1590,515268,3962,48754,3612,466514,4673,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4724252,12168,373776,10544,216878,6892,156898,7311,4350476,16029,339158,8109,4011318,17394,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2435274,11216,204924,7391,121690,5838,83234,4946,2230350,12055,171714,5985,2058636,13035,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1208765,6039,89273,3894,51486,3297,37787,2810,1119492,6772,84585,3838,1034907,7647,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1088288,6040,70750,3950,44337,3437,26413,2193,1017538,7136,89385,4313,928153,6963,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1651911,8409,209327,6718,138584,6175,70743,4392,1442584,10006,148366,5315,1294218,10952,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1564978,7812,367263,7920,136334,5720,230929,6917,1197715,10330,152086,6788,1045629,10330,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,548247,3968,67317,3504,35760,2903,31557,2417,480930,4814,35061,2490,445869,5116,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2089031,6574,101102,5651,46367,3754,54735,3805,1987929,8156,111214,4674,1876715,8372,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2446485,10151,158348,5249,92643,4385,65705,4137,2288137,10671,167598,6337,2120539,11001,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3869117,11246,377514,8018,213767,6895,163747,6103,3491603,13341,280111,6423,3211492,14056,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2042297,7113,101402,4093,61974,3719,39428,2560,1940895,7041,136486,4505,1804409,7377,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1075521,7501,186727,6848,93447,4594,93280,4498,888794,8508,129890,5634,758904,9131,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2305027,10294,239092,8028,137601,5974,101491,4985,2065935,11584,172100,6304,1893835,12183,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,372190,3596,28942,2360,18957,1825,9985,1209,343248,3781,31644,2075,311604,3957,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,700888,4044,47769,2690,29672,2061,18097,2139,653119,4846,52615,3105,600504,5416,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,936828,5750,36069,3274,20056,2347,16013,2094,900759,5952,70763,4194,829996,6625,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,504503,4403,23127,2346,12803,1828,10324,1588,481376,4511,28664,2114,452712,4628,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3135490,10908,125306,5975,68198,4816,57108,3770,3010184,12281,204431,6951,2805753,13601,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,726033,5057,63047,4381,40576,3247,22471,2581,662986,5711,84734,5044,578252,6820,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7088376,16391,681594,13943,418488,10999,263106,7749,6406782,18697,552636,10815,5854146,19397,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3454068,13312,304554,7832,188398,6641,116156,6067,3149514,13846,306857,8503,2842657,15991,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,272352,2425,16975,1851,10080,1533,6895,985,255377,2850,25816,1978,229561,3216,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4499506,13030,417221,9597,258540,8061,158681,6816,4082285,16037,332596,9000,3749689,17034,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1385300,8701,145576,4790,86692,4716,58884,3258,1239724,8728,135301,5068,1104423,9487,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1449662,7388,154726,6269,79903,5342,74823,4129,1294936,8159,105671,5840,1189265,9266,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4845603,12498,359597,8243,221302,6498,138295,5983,4486006,12713,359959,8961,4126047,13354,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,405627,3350,24388,2179,14112,1881,10276,1443,381239,3865,33329,2880,347910,4140,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1656978,10079,165344,5756,102897,4645,62447,3537,1491634,10206,152750,6376,1338884,10353,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,312477,2799,22515,2133,15393,1911,7122,1350,289962,3376,27958,2304,262004,3681,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2375123,11752,293017,7922,178689,6466,114328,4538,2082106,12360,203274,7572,1878832,13617,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8109388,19850,797179,14162,461327,10534,335852,9706,7312209,22264,792426,14953,6519783,23902,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,814028,5168,44709,3240,26835,2632,17874,2003,769319,6201,56267,3728,713052,6224,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,253808,2408,22717,2269,11793,1561,10924,1604,231091,3127,15469,1375,215622,3094,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2905071,10869,174266,5941,97596,4499,76670,4191,2730805,11691,183850,6929,2546955,11867,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2471912,8400,206900,6569,116151,5216,90749,4287,2265012,10915,159658,6320,2105354,11648,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,743064,5703,91642,4177,61486,3744,30156,2607,651422,6831,66278,3939,585144,7699,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
