GEO_ID,B08014_001E,B08014_001M,B08014_002E,B08014_002M,B08014_003E,B08014_003M,B08014_004E,B08014_004M,B08014_005E,B08014_005M,B08014_006E,B08014_006M,B08014_007E,B08014_007M,B08014_008E,B08014_008M,B08014_009E,B08014_009M,B08014_010E,B08014_010M,B08014_011E,B08014_011M,B08014_012E,B08014_012M,B08014_013E,B08014_013M,B08014_014E,B08014_014M,B08014_015E,B08014_015M,B08014_016E,B08014_016M,B08014_017E,B08014_017M,B08014_018E,B08014_018M,B08014_019E,B08014_019M,B08014_020E,B08014_020M,B08014_021E,B08014_021M,NAME,B08014_001EA,B08014_001MA,B08014_002EA,B08014_002MA,B08014_003EA,B08014_003MA,B08014_004EA,B08014_004MA,B08014_005MA,B08014_005EA,B08014_006EA,B08014_006MA,B08014_007EA,B08014_007MA,B08014_008MA,B08014_008EA,B08014_009EA,B08014_009MA,B08014_010MA,B08014_010EA,B08014_011EA,B08014_011MA,B08014_012EA,B08014_012MA,B08014_013MA,B08014_013EA,B08014_014EA,B08014_014MA,B08014_015EA,B08014_015MA,B08014_016EA,B08014_016MA,B08014_017MA,B08014_017EA,B08014_018MA,B08014_018EA,B08014_019EA,B08014_019MA,B08014_020MA,B08014_020EA,B08014_021MA,B08014_021EA,state
0400000US01,1952883,13646,39250,3178,367363,9087,807867,16713,470228,13267,188749,10027,79426,6517,1054173,8822,20094,2626,159177,6882,455416,10336,265365,7790,106779,6232,47342,4291,898710,9130,19156,2051,208186,5337,352451,9233,204863,7226,81970,5149,32084,2937,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,305294,5549,21340,2359,65519,4885,120987,5682,69472,5734,18611,3233,9365,2178,160982,3673,11182,1852,31820,3068,64309,3373,37953,3357,10637,2147,5081,1380,144312,3895,10158,1435,33699,2671,56678,3202,31519,3130,7974,1704,4284,1026,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2714289,15307,77163,6155,634234,15095,1183266,20504,545950,17685,198731,11494,74945,7550,1523423,8812,45100,4953,329161,10219,676084,13746,313656,12064,113868,7793,45554,5639,1190866,12284,32063,3434,305073,8701,507182,11231,232294,8886,84863,5558,29391,3341,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1214223,10890,23805,3325,256565,7786,542272,11679,268235,10241,91294,7215,32052,4715,651551,7722,13643,2644,117651,6395,299049,7663,150068,6424,52180,4211,18960,3005,562672,7367,10162,1591,138914,4927,243223,6193,118167,5571,39114,3605,13092,1958,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16170744,37974,561722,19515,3207886,38610,6452831,46819,3564895,37709,1589297,36639,794113,27157,9041513,26315,326644,13196,1644635,26873,3691589,29487,1998866,25080,911153,24253,468626,17176,7129231,27199,235078,10468,1563251,19663,2761242,25349,1566029,19484,678144,17111,325487,13387,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2370772,13036,51707,4293,479876,12091,1030949,17230,516482,15618,199851,12079,91907,7754,1306441,9677,29074,3322,233469,7528,591225,11168,290735,10180,110523,7668,51415,4964,1064331,9544,22633,2484,246407,7362,439724,9340,225747,7420,89328,5785,40492,3820,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1690043,11439,52534,5377,321929,11727,748300,14400,364635,11353,142140,8893,60505,5780,894312,7574,26997,3789,148719,6771,404795,8973,200487,7464,78904,5574,34410,3632,795731,8441,25537,3135,173210,7273,343505,7643,164148,6162,63236,4157,26095,2824,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,394452,6001,10325,1899,72635,4862,181903,6342,84372,5711,32254,4534,12963,3194,205460,4065,4995,1189,33284,2989,97523,4091,45766,3206,16599,2597,7293,1911,188992,4642,5330,1293,39351,3442,84380,4206,38606,3495,15655,2429,5670,1600,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,272485,4279,68039,4754,115119,5961,67743,5471,14635,2892,6209,2409,740,897,130937,3409,32441,3429,53015,3853,35394,3444,6641,1428,3061,1396,385,432,141548,3788,35598,3329,62104,3643,32349,3102,7994,1947,3148,1543,355,485,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8093215,27554,223705,11537,1869108,28512,3776894,33108,1556222,29647,513742,20700,153544,12808,4386932,18442,131596,9078,914487,18498,2100184,25546,863665,16660,287076,13122,89924,8570,3706283,19952,92109,5358,954621,15822,1676710,17162,692557,16486,226666,9549,63620,5938,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4235620,20922,142428,7919,915528,18248,1821510,23656,892879,19689,328472,16067,134803,9101,2296356,12926,78999,6789,425276,13585,1026191,14336,501967,12225,184181,10186,79742,6435,1939264,14825,63429,4614,490252,11458,795319,13852,390912,11307,144291,8263,55061,4115,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,609362,6718,22754,3708,129126,7295,233892,9853,126588,8486,57009,6859,39993,6247,325914,4651,11089,2442,66095,4497,126494,5772,68334,4893,32325,4386,21577,3679,283448,4493,11665,1950,63031,4278,107398,5506,58254,4422,24684,3065,18416,2994,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,670930,6160,8814,1618,98296,6145,282608,8199,180279,7072,65506,5024,35427,4508,375640,3945,5684,1524,47026,4175,162493,4969,103126,4585,37338,3028,19973,2777,295290,4782,3130,720,51270,3604,120115,5182,77153,3581,28168,2640,15454,2490,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5939386,17734,270841,11376,1331028,18448,2543566,26519,1158955,21436,448725,17045,186271,14112,3193642,12608,127770,7621,640269,13528,1423957,16952,638923,14086,255426,10810,107297,8386,2745744,14863,143071,7068,690759,11152,1119609,16049,520032,11098,193299,8230,78974,6864,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2923670,15049,64368,4735,548962,11632,1278180,17364,665924,13900,261774,10945,104462,7303,1573910,10665,38030,3385,255746,7146,704668,11821,366888,9341,146053,7820,62525,4311,1349760,11585,26338,2695,293216,8807,573512,9520,299036,6833,115721,5102,41937,4001,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1480005,9264,26187,2747,246493,8154,642110,9315,353596,9924,139337,7865,72282,4921,783626,5616,13675,1774,109951,4555,352073,5778,189112,5909,77600,4746,41215,3287,696379,7375,12512,1757,136542,5512,290037,5427,164484,5249,61737,3891,31067,2231,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1360281,10363,22925,2664,236922,9554,582321,12556,331965,11452,120945,7831,65203,6608,733661,6171,12576,2016,109293,5687,324491,6996,183280,7057,65404,4405,38617,4300,626620,7133,10349,1623,127629,5619,257830,7202,148685,5816,55541,3935,26586,2776,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1815259,14555,43210,4185,350040,10801,793893,14147,412154,11658,152980,7953,62982,7123,975886,9746,22932,2805,155762,7257,445688,9245,228834,8007,87987,5062,34683,4383,839373,9656,20278,2483,194278,6308,348205,8387,183320,6071,64993,3905,28299,3612,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1794329,14012,56812,4886,391770,11314,809239,15975,364145,12634,128309,8451,44054,5613,954381,9176,25521,3096,180782,8377,448748,10164,203001,7749,72662,5409,23667,2652,839948,10243,31291,3589,210988,7185,360491,8514,161144,7223,55647,4338,20387,3912,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,638795,7110,11389,2030,120069,5663,303580,7651,138337,6476,48497,4215,16923,2253,336996,3860,6288,1410,57077,3914,163185,5025,74248,3793,26171,2444,10027,1338,301799,5177,5101,1235,62992,3250,140395,4191,64089,3318,22326,2399,6896,1200,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2789259,14753,127377,7782,596479,14960,1130460,18680,600603,14596,230549,11777,103791,9479,1438490,8995,59360,4330,268269,8857,606333,11002,320704,8500,126380,6672,57444,5396,1350769,10137,68017,4979,328210,9949,524127,10710,279899,8059,104169,6308,46347,5047,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3130473,16662,154716,8813,707019,15568,1401052,21745,575324,14164,214783,12179,77579,7662,1626253,11487,73551,5809,335172,9890,752669,11972,309139,9406,112788,7811,42934,4207,1504220,10336,81165,4841,371847,9603,648383,12737,266185,7683,101995,5996,34645,4328,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4395747,21461,94329,5113,858168,14740,1979948,24599,936912,19316,376219,13934,150171,8312,2326523,13920,49575,3622,392765,9483,1085052,14951,509562,10943,206017,7979,83552,5226,2069224,13793,44754,3289,465403,10263,894896,12440,427350,11034,170202,7576,66619,4301,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2637060,12022,58733,3576,449856,9023,1209768,15510,603451,11778,217786,10578,97466,5757,1392662,8212,30543,2650,202298,6419,657876,9140,326733,7431,118347,5993,56865,3654,1244398,8750,28190,2363,247558,6445,551892,9309,276718,6128,99439,5775,40601,3092,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
