GEO_ID,C18026_001E,C18026_001M,C18026_002E,C18026_002M,C18026_003E,C18026_003M,C18026_004E,C18026_004M,C18026_005E,C18026_005M,C18026_006E,C18026_006M,C18026_007E,C18026_007M,C18026_008E,C18026_008M,C18026_009E,C18026_009M,C18026_010E,C18026_010M,C18026_011E,C18026_011M,C18026_012E,C18026_012M,C18026_013E,C18026_013M,C18026_014E,C18026_014M,C18026_015E,C18026_015M,NAME,C18026_001EA,C18026_001MA,C18026_002EA,C18026_002MA,C18026_003MA,C18026_003EA,C18026_004MA,C18026_004EA,C18026_005EA,C18026_005MA,C18026_006EA,C18026_006MA,C18026_007EA,C18026_007MA,C18026_008EA,C18026_008MA,C18026_009MA,C18026_009EA,C18026_010MA,C18026_010EA,C18026_011EA,C18026_011MA,C18026_012EA,C18026_012MA,C18026_013EA,C18026_013MA,C18026_014MA,C18026_014EA,C18026_015MA,C18026_015EA,state
0400000US01,2951988,4297,1427442,3763,147660,5426,19285,2285,128375,4614,1279782,5994,1014223,9062,265559,7860,1524546,3722,166085,5842,17826,2273,148259,5655,1358461,6544,885840,8348,472621,8100,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,452444,2307,228486,2076,13528,1634,2699,780,10829,1700,214958,2673,163366,3844,51592,3507,223958,2030,14801,2222,3410,1125,11391,1815,209157,3131,145072,3953,64085,3378,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3860234,5265,1936954,4703,117794,4784,24371,2561,93423,4606,1819160,6855,1473854,9594,345306,9718,1923280,3362,130972,6227,19662,2251,111310,6078,1792308,6747,1181017,12411,611291,12958,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1777162,4762,872342,4383,98504,4213,17018,2063,81486,3916,773838,5519,620080,7459,153758,5189,904820,2917,103172,4786,12621,1864,90551,4367,801648,5785,549307,7590,252341,6647,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23637212,11405,11846411,8943,672287,14747,129216,5991,543071,12647,11174124,16325,8825752,26317,2348372,22774,11790801,8460,722300,11352,121202,5928,601098,11122,11068501,13297,7113416,27880,3955085,25197,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3175932,4473,1602294,3307,86394,4644,21968,2301,64426,4365,1515900,5707,1261261,9134,254639,8371,1573638,3457,84910,4787,16764,1855,68146,4311,1488728,5334,1054444,10105,434284,9249,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2282855,3703,1117245,2770,57585,3520,13822,1845,43763,3254,1059660,4387,868550,7185,191110,6683,1165610,2280,65499,4006,13841,1880,51658,3489,1100111,4616,789444,7193,310667,7490,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,548272,1494,265929,1329,18332,2099,3254,843,15078,1957,247597,2389,198944,3591,48653,3363,282343,1325,18656,2248,2699,783,15957,2030,263687,2543,186907,4170,76780,3799,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,396111,4501,183679,3548,10878,1707,1667,609,9211,1488,172801,3884,128278,3486,44523,3385,212432,1486,10730,1363,1688,572,9042,1289,201702,2031,141045,3653,60657,3917,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11280359,9827,5550811,9010,378823,10781,74497,5013,304326,9267,5171988,14204,4196564,18665,975424,14885,5729548,7991,412131,10675,66901,3988,345230,9953,5317417,10392,3628621,18680,1688796,16786,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
