GEO_ID,B01001A_001E,B01001A_001M,B01001A_002E,B01001A_002M,B01001A_003E,B01001A_003M,B01001A_004E,B01001A_004M,B01001A_005E,B01001A_005M,B01001A_006E,B01001A_006M,B01001A_007E,B01001A_007M,B01001A_008E,B01001A_008M,B01001A_009E,B01001A_009M,B01001A_010E,B01001A_010M,B01001A_011E,B01001A_011M,B01001A_012E,B01001A_012M,B01001A_013E,B01001A_013M,B01001A_014E,B01001A_014M,B01001A_015E,B01001A_015M,B01001A_016E,B01001A_016M,B01001A_017E,B01001A_017M,B01001A_018E,B01001A_018M,B01001A_019E,B01001A_019M,B01001A_020E,B01001A_020M,B01001A_021E,B01001A_021M,B01001A_022E,B01001A_022M,B01001A_023E,B01001A_023M,B01001A_024E,B01001A_024M,B01001A_025E,B01001A_025M,B01001A_026E,B01001A_026M,B01001A_027E,B01001A_027M,B01001A_028E,B01001A_028M,B01001A_029E,B01001A_029M,B01001A_030E,B01001A_030M,B01001A_031E,B01001A_031M,NAME,B01001A_001EA,B01001A_001MA,B01001A_002MA,B01001A_002EA,B01001A_003MA,B01001A_003EA,B01001A_004MA,B01001A_004EA,B01001A_005EA,B01001A_005MA,B01001A_006EA,B01001A_006MA,B01001A_007EA,B01001A_007MA,B01001A_008MA,B01001A_008EA,B01001A_009MA,B01001A_009EA,B01001A_010EA,B01001A_010MA,B01001A_011EA,B01001A_011MA,B01001A_012EA,B01001A_012MA,B01001A_013MA,B01001A_013EA,B01001A_014MA,B01001A_014EA,B01001A_015MA,B01001A_015EA,B01001A_016EA,B01001A_016MA,B01001A_017EA,B01001A_017MA,B01001A_018MA,B01001A_018EA,B01001A_019MA,B01001A_019EA,B01001A_020MA,B01001A_020EA,B01001A_021MA,B01001A_021EA,B01001A_022EA,B01001A_022MA,B01001A_023EA,B01001A_023MA,B01001A_024EA,B01001A_024MA,B01001A_025EA,B01001A_025MA,B01001A_026MA,B01001A_026EA,B01001A_027EA,B01001A_027MA,B01001A_028EA,B01001A_028MA,B01001A_029EA,B01001A_029MA,B01001A_030MA,B01001A_030EA,B01001A_031EA,B01001A_031MA,state
0400000US01,3237958,4503,1588256,3440,97960,1451,99651,3231,104465,3323,67080,1292,46053,2361,106500,2763,100768,2146,98418,1179,231290,1674,237577,1040,193060,543,120717,763,68077,1754,16640,1635,1649702,3173,92860,1903,95636,3514,95873,3352,61513,1448,41659,1711,99692,1915,101876,1336,96789,1015,228884,1267,241731,1215,206063,496,141625,612,102453,2819,43048,2824,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,460170,2621,240263,1797,14277,462,15699,1656,15064,1685,10146,446,7464,832,19521,1057,18049,877,16632,594,36627,873,42312,557,28555,350,10201,176,4822,355,894,291,219907,1581,13797,476,13022,1318,15615,1224,10178,506,5612,757,14332,818,17139,505,15361,563,33637,687,39978,719,24450,355,9270,169,5614,424,1902,375,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4741310,21386,2367371,12525,172953,3568,159727,5577,154303,6080,97941,2164,59994,1862,161939,3320,182866,3627,160733,3190,332462,3545,312047,2713,255251,1775,166252,1239,118905,2762,31998,2631,2373939,11529,163168,3414,150770,5114,149666,4582,89399,1930,54050,2270,145850,2980,166656,3555,151394,2597,315988,2940,319461,2342,274929,1500,188372,1433,149514,3282,54722,2770,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2208224,5887,1083927,3941,69282,1608,69769,2242,68462,2256,45900,1221,32358,2208,72038,2039,73085,1605,67324,1316,152414,1422,154730,854,131574,864,83968,546,49633,1353,13390,1293,1124297,3694,68020,1510,69400,3151,63360,2876,42889,1265,28575,1628,66715,2118,73622,1639,65194,1103,151037,1177,157690,725,139925,630,96465,460,72699,2080,28706,2085,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,21810156,62036,10926748,34215,727096,7997,681895,12137,767927,11419,466483,5793,311650,3926,809167,7913,756198,8710,732417,7585,1659347,9402,1622486,7218,1153629,4018,658139,3408,441085,5430,139229,4907,10883408,32627,687818,9009,657867,11082,710919,11049,436013,4805,293250,4975,723097,7605,689498,7121,671433,7350,1562844,7805,1602481,7134,1203914,4654,746229,3943,617761,7617,280284,7189,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3934971,14748,1970379,8768,134302,2220,127106,4811,125392,4582,77779,1663,52696,1732,139856,3038,152599,2984,143544,2906,302391,2927,309287,2051,216042,1493,108920,1122,62191,1697,18274,1656,1964592,7791,125386,2350,121967,4276,118493,3832,76203,1313,49882,2027,128766,2376,143210,2294,129833,2379,292836,2676,310864,1968,220707,1480,121836,1261,88266,2095,36343,2130,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2800344,9041,1358458,5371,73442,1118,85473,3432,89530,3149,58490,701,38522,735,83291,1527,70132,1729,76463,1529,211720,2069,228539,1489,165806,889,92230,633,62306,1658,22514,1639,1441886,5249,70143,1406,80907,3424,87833,3536,55278,828,37590,937,79689,1472,68311,1199,76750,1484,218335,1703,237031,1377,178065,804,108263,618,94805,2470,48886,2406,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,615638,3832,300093,2123,18335,514,18833,1385,17969,1502,12920,245,8653,492,19846,562,18873,445,17151,461,43355,902,45853,501,36668,289,22845,186,14694,752,4098,736,315545,2213,16403,769,16949,1312,18168,1384,11463,303,8882,219,20203,404,19219,486,17296,401,43952,617,47361,782,39686,380,27171,476,20026,887,8766,922,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,200395,3340,99290,1890,4283,318,2646,698,2565,763,1358,208,3930,814,10658,985,12763,706,11049,617,17629,538,11742,309,10486,297,5812,244,3464,432,905,344,101105,1840,4172,449,2670,504,1900,683,1273,196,3367,1002,14487,1138,14581,494,11108,432,14480,439,10146,419,11007,303,5512,382,4461,751,1941,661,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13767248,25188,6759194,14791,380638,3962,369777,7245,390907,8110,253479,2813,154764,2802,413670,5542,413245,5671,397873,4173,985456,5543,988443,4195,820150,2973,584023,2301,468876,5436,137893,5136,7008054,14980,352160,4254,351035,7703,368781,7106,236684,2720,149829,3130,387830,4291,389704,3785,379141,3225,960467,5468,1003913,3744,892224,2898,686098,2023,605971,7455,244217,7018,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
