GEO_ID,C24040_001E,C24040_001M,C24040_002E,C24040_002M,C24040_003E,C24040_003M,C24040_004E,C24040_004M,C24040_005E,C24040_005M,C24040_006E,C24040_006M,C24040_007E,C24040_007M,C24040_008E,C24040_008M,C24040_009E,C24040_009M,C24040_010E,C24040_010M,C24040_011E,C24040_011M,C24040_012E,C24040_012M,C24040_013E,C24040_013M,C24040_014E,C24040_014M,C24040_015E,C24040_015M,C24040_016E,C24040_016M,C24040_017E,C24040_017M,C24040_018E,C24040_018M,C24040_019E,C24040_019M,C24040_020E,C24040_020M,C24040_021E,C24040_021M,C24040_022E,C24040_022M,C24040_023E,C24040_023M,C24040_024E,C24040_024M,C24040_025E,C24040_025M,C24040_026E,C24040_026M,C24040_027E,C24040_027M,C24040_028E,C24040_028M,C24040_029E,C24040_029M,C24040_030E,C24040_030M,C24040_031E,C24040_031M,C24040_032E,C24040_032M,C24040_033E,C24040_033M,C24040_034E,C24040_034M,C24040_035E,C24040_035M,C24040_036E,C24040_036M,C24040_037E,C24040_037M,C24040_038E,C24040_038M,C24040_039E,C24040_039M,C24040_040E,C24040_040M,C24040_041E,C24040_041M,C24040_042E,C24040_042M,C24040_043E,C24040_043M,C24040_044E,C24040_044M,C24040_045E,C24040_045M,C24040_046E,C24040_046M,C24040_047E,C24040_047M,C24040_048E,C24040_048M,C24040_049E,C24040_049M,C24040_050E,C24040_050M,C24040_051E,C24040_051M,C24040_052E,C24040_052M,C24040_053E,C24040_053M,C24040_054E,C24040_054M,C24040_055E,C24040_055M,NAME,C24040_001MA,C24040_001EA,C24040_002MA,C24040_002EA,C24040_003EA,C24040_003MA,C24040_004EA,C24040_004MA,C24040_005MA,C24040_005EA,C24040_006MA,C24040_006EA,C24040_007MA,C24040_007EA,C24040_008MA,C24040_008EA,C24040_009EA,C24040_009MA,C24040_010EA,C24040_010MA,C24040_011MA,C24040_011EA,C24040_012MA,C24040_012EA,C24040_013MA,C24040_013EA,C24040_014EA,C24040_014MA,C24040_015EA,C24040_015MA,C24040_016MA,C24040_016EA,C24040_017MA,C24040_017EA,C24040_018MA,C24040_018EA,C24040_019MA,C24040_019EA,C24040_020EA,C24040_020MA,C24040_021EA,C24040_021MA,C24040_022MA,C24040_022EA,C24040_023MA,C24040_023EA,C24040_024MA,C24040_024EA,C24040_025EA,C24040_025MA,C24040_026MA,C24040_026EA,C24040_027MA,C24040_027EA,C24040_028MA,C24040_028EA,C24040_029MA,C24040_029EA,C24040_030MA,C24040_030EA,C24040_031MA,C24040_031EA,C24040_032MA,C24040_032EA,C24040_033MA,C24040_033EA,C24040_034MA,C24040_034EA,C24040_035MA,C24040_035EA,C24040_036EA,C24040_036MA,C24040_037MA,C24040_037EA,C24040_038MA,C24040_038EA,C24040_039MA,C24040_039EA,C24040_040MA,C24040_040EA,C24040_041MA,C24040_041EA,C24040_042MA,C24040_042EA,C24040_043EA,C24040_043MA,C24040_044MA,C24040_044EA,C24040_045EA,C24040_045MA,C24040_046MA,C24040_046EA,C24040_047EA,C24040_047MA,C24040_048EA,C24040_048MA,C24040_049MA,C24040_049EA,C24040_050MA,C24040_050EA,C24040_051MA,C24040_051EA,C24040_052MA,C24040_052EA,C24040_053EA,C24040_053MA,C24040_054EA,C24040_054MA,C24040_055MA,C24040_055EA,state
0400000US01,1359367,14505,796983,10330,20107,2002,12558,1700,7549,1339,105682,6010,183880,6282,43490,3546,82860,4616,64817,4233,46024,3374,18793,2276,16197,1878,34560,3298,23357,2639,11203,1743,70677,3746,44126,2778,933,510,25618,2287,58795,4107,28022,2577,30773,3209,28427,3201,7550,1658,20877,2897,34889,2808,52602,4038,562384,8434,2444,839,1536,644,908,441,11499,1987,68819,4146,11911,1687,70821,3724,18461,1857,12560,1691,5901,1043,13753,2096,57983,3876,45584,3429,12399,1615,39158,3105,26972,2166,550,310,11636,1636,175674,6777,54743,4074,120931,5553,30601,3333,3797,992,26804,3076,22762,2290,38498,3036,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,178555,4898,102252,3163,6725,1349,2687,801,4038,1071,13799,1850,4731,1037,3841,985,10282,1408,12835,1660,10795,1632,2040,575,2545,762,3578,904,1951,701,1627,464,8870,1235,5723,939,366,304,2781,880,9740,1349,4005,875,5735,1111,5281,1234,648,311,4633,1287,3659,993,16366,2010,76303,3344,1284,507,348,228,936,432,1707,626,656,346,852,406,10613,1637,4207,1067,3604,909,603,543,2594,798,6053,1161,4336,1115,1717,546,6048,1255,3566,801,364,245,2118,960,22527,2125,5980,1221,16547,2017,5111,1519,706,522,4405,1372,3508,871,11143,1686,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1852563,17076,1126390,12007,18209,2504,10597,1879,7612,1360,213307,8732,133171,6250,50976,3675,119170,6561,77631,4198,58788,3843,18843,2119,22486,2774,82166,5192,51261,4394,30905,3004,131199,6264,69864,4190,1324,567,60011,4910,84222,4532,40972,3415,43250,3085,81225,6433,21506,2977,59719,5234,45138,3832,67490,4539,726173,10961,4269,1049,2631,848,1638,645,18570,2297,45426,3436,16838,2209,81156,5568,29142,2811,22877,2724,6265,1287,17703,2114,94234,4718,69516,3670,24718,3103,74803,4057,41369,3212,1355,551,32079,2988,197816,6658,61206,3976,136610,5384,62578,4719,15160,2065,47418,4326,30123,3420,53515,4183,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,818439,10514,476716,7611,24815,2212,21722,2049,3093,819,60791,4032,117955,4853,24872,2781,51413,3477,39495,3047,30091,2797,9404,1313,10485,1493,16522,1818,11815,1612,4707,1046,28351,2360,13580,1601,631,397,14140,1968,40887,2944,18881,2121,22006,1910,17268,2391,2753,861,14515,2145,21064,2696,22798,2199,341723,7631,4013,974,3408,888,605,360,4969,1034,47579,3152,7733,1427,46245,3780,12032,1592,9841,1590,2191,610,7586,1284,28329,2559,23170,2338,5159,1011,18786,2264,12423,1706,1005,399,5358,1270,115556,5170,35013,2944,80543,4409,14264,2059,2848,916,11416,1978,11870,1599,22761,2301,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10640757,41193,6513634,29728,155636,7273,138121,6579,17515,2429,807241,17712,1000308,17749,345436,11019,647611,12141,438420,11201,363535,10356,74885,4594,226944,8423,423082,11363,270934,8876,152148,7666,849627,17231,499455,11683,8015,1342,342157,13160,528755,10213,222882,7202,305873,8964,440865,13088,124884,6976,315981,11727,299247,10171,350462,8963,4127123,25488,30242,3152,27310,2858,2932,1027,72695,4435,413862,11893,143051,6900,428194,11649,123204,5570,100401,5325,22803,2608,122355,6684,464822,13272,337332,10347,127490,6421,470277,13554,325803,11146,7077,1368,137397,6579,1102922,16845,319506,10243,783416,13751,297448,10725,77296,5093,220152,9354,207638,7916,250413,9164,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1536186,14307,933714,10704,26765,2876,16634,2190,10131,1546,148856,7299,104761,4322,43168,3557,93821,4883,62178,3899,51413,3265,10765,1744,40417,2475,68942,4083,43721,3629,25221,2727,123751,5121,86246,4136,2481,676,35024,3502,69424,4184,33934,3054,35490,2790,58767,4792,14975,1987,43792,4286,37801,2831,55063,3406,602472,9323,5933,1003,4232,856,1701,545,14694,2090,35678,2898,14305,1732,66133,4344,18335,2138,15030,1955,3305,790,24725,2274,74098,3710,56572,3333,17526,1901,73435,4793,50034,3740,1476,557,21925,2494,158704,5611,48575,3751,110129,4642,46520,3572,11529,1858,34991,2791,26749,2932,43163,2663,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1127717,11501,670290,8311,3423,844,2657,655,766,464,77720,4448,129085,5208,32477,2655,68254,4127,37752,3027,28448,2402,9304,1621,20306,2134,64407,4004,52162,3344,12245,1663,79588,4428,53637,3389,1371,585,24580,2687,64649,3953,28723,2711,35926,2856,33589,3179,12654,1824,20935,2641,24422,2145,34618,3074,457427,7149,1055,414,961,407,94,108,4511,908,49870,3763,11581,1600,43100,3281,11602,1591,9672,1480,1930,582,14808,2007,64377,4004,54800,3802,9577,1465,47634,3285,33051,3029,1408,555,13175,1851,142283,5364,42653,3142,99630,4591,25262,2762,8504,1355,16758,2136,18843,2267,22501,2052,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,277533,6051,158092,4031,2710,894,2658,855,52,87,22254,1863,23407,2351,5713,1073,17270,2023,11260,1776,8814,1534,2446,867,2927,902,16008,2080,11637,1893,4371,1266,16324,1881,10627,1263,246,211,5451,1421,14018,1972,7471,1340,6547,1419,9214,1990,2824,1114,6390,1446,6852,1427,10135,1578,119441,4520,490,277,490,277,0,261,2591,861,8454,1392,3181,946,13087,2095,2400,782,2057,749,343,238,1723,597,19927,1883,16819,1756,3108,925,10392,1736,6911,1486,402,243,3079,910,37638,2835,11436,1474,26202,2708,7831,1786,1424,633,6407,1654,4128,1303,7599,1327,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,201267,4613,101752,3146,440,280,359,232,81,136,5930,1193,1331,536,785,431,4572,1177,4621,1072,4554,1055,67,111,5679,1128,8655,1360,5518,1228,3137,926,27480,2410,21501,2080,155,150,5824,1658,12446,1717,6561,1172,5885,1443,8550,1838,2091,784,6459,1561,4362,930,16901,1701,99515,3440,143,173,143,173,0,292,1226,888,1211,716,228,194,2487,778,1119,498,960,494,159,150,5038,1120,7831,1505,5301,1204,2530,836,21128,2162,16458,1751,192,185,4478,1108,22810,2344,10431,1773,12379,1628,6801,1338,1846,664,4955,1332,8729,1332,20764,2032,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5622608,32456,3278126,22992,44423,4627,38365,4450,6058,1454,579339,15468,280274,9437,173589,7909,378555,10661,248682,8553,207654,7534,41028,3444,92288,5355,245698,7463,141722,5398,103976,6160,397749,11124,208002,8671,2652,691,187095,9106,249239,8012,96521,5076,152718,6053,246266,9270,71243,3764,175023,8428,145808,7041,196216,8229,2344482,21421,12780,2195,11660,2042,1120,634,71078,4816,110599,5335,62549,4964,275408,9328,78164,4477,68707,4239,9457,1878,56312,3798,290642,8796,205062,6808,85580,5034,264721,8625,157876,6174,4273,1141,102572,6433,666862,14414,178846,7593,488016,12702,196604,8604,41902,3994,154702,7569,114692,6038,144071,5907,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
