GEO_ID,C18031_001E,C18031_001M,C18031_002E,C18031_002M,C18031_003E,C18031_003M,C18031_004E,C18031_004M,C18031_005E,C18031_005M,C18031_006E,C18031_006M,C18031_007E,C18031_007M,C18031_008E,C18031_008M,C18031_009E,C18031_009M,C18031_010E,C18031_010M,C18031_011E,C18031_011M,C18031_012E,C18031_012M,C18031_013E,C18031_013M,C18031_014E,C18031_014M,C18031_015E,C18031_015M,NAME,C18031_001MA,C18031_001EA,C18031_002MA,C18031_002EA,C18031_003MA,C18031_003EA,C18031_004MA,C18031_004EA,C18031_005EA,C18031_005MA,C18031_006MA,C18031_006EA,C18031_007MA,C18031_007EA,C18031_008EA,C18031_008MA,C18031_009MA,C18031_009EA,C18031_010EA,C18031_010MA,C18031_011EA,C18031_011MA,C18031_012MA,C18031_012EA,C18031_013EA,C18031_013MA,C18031_014MA,C18031_014EA,C18031_015EA,C18031_015MA,state
0400000US01,4183331,3707,248163,7445,125945,4442,22162,2418,103783,3708,122218,5353,34223,2737,87995,5024,3935168,8516,1881174,6638,249024,9681,1632150,10109,2053994,6463,361091,10200,1692903,11309,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,597192,1823,29608,2235,17628,1642,1768,482,15860,1665,11980,1659,1831,675,10149,1494,567584,2945,284446,2712,27373,3044,257073,3853,283138,2388,32192,3913,250946,4818,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5569950,11682,238512,8516,124023,5473,16680,2297,107343,5183,114489,5427,22757,2309,91732,5059,5331438,15757,2639571,9438,321294,13025,2318277,13066,2691867,7965,390287,14050,2301580,14539,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2532591,3010,162675,6011,86578,4494,14523,1999,72055,3841,76097,3804,18241,2070,57856,3332,2369916,6698,1140996,5896,157678,7242,983318,8782,1228920,4969,224523,8429,1004397,9486,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32969824,8313,1207115,19803,600374,12133,80315,4448,520059,11745,606741,13131,107507,5635,499234,13585,31762709,20630,15723254,15597,1809736,35463,13913518,37627,16039455,14919,2187589,36281,13851866,38335,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4303770,3083,169930,6140,93197,4248,13889,2183,79308,4224,76733,3989,14081,2042,62652,3547,4133840,6757,2052056,5400,210083,8330,1841973,10879,2081784,5497,256881,10483,1824903,11339,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3188109,2308,112356,4852,50947,3128,5680,1052,45267,3071,61409,3896,8527,1335,52882,3549,3075753,5358,1490570,4230,100319,6041,1390251,7075,1585183,4739,140703,7105,1444480,7941,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,769423,1264,31448,2702,15901,1805,1198,393,14703,1736,15547,1597,2553,846,12994,1481,737975,2549,355325,2152,33566,4382,321759,4716,382650,2011,45212,4178,337438,4545,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,515199,1044,18586,1882,8245,1359,3389,1015,4856,871,10341,1593,3218,1075,7123,1382,496613,2350,229160,2420,38335,3352,190825,4026,267453,2679,53672,4711,213781,5295,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16546347,6783,816411,15123,412087,10107,66252,4531,345835,9473,404324,9133,84527,4665,319797,8827,15729936,17270,7612522,14023,779857,19096,6832665,20824,8117414,11547,1071958,22258,7045456,25815,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8361562,6243,357872,9193,175061,6103,32370,3414,142691,5002,182811,7609,48578,4216,134233,5869,8003690,10939,3874905,9773,459517,13988,3415388,16368,4128785,10375,634750,15752,3494035,17995,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1142476,3265,49296,2649,28161,2211,4642,1275,23519,2133,21135,2003,4223,1137,16912,1603,1093180,4510,528290,3309,39823,3703,488467,4617,564890,2854,57871,5096,507019,5902,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1315805,2247,65865,3374,37831,2442,4748,948,33083,2163,28034,2574,6951,1387,21083,2208,1249940,3956,620420,3362,66619,3904,553801,5470,629520,3287,82416,4704,547104,5023,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11627962,4102,409138,8788,204768,6756,31667,2743,173101,5929,204370,5864,38050,2639,166320,5646,11218824,10327,5478866,8808,553369,15380,4925497,16185,5739958,7479,746766,17607,4993192,17383,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5693818,3881,255382,6769,132995,4876,17823,2294,115172,4585,122387,4734,25412,2292,96975,4170,5438436,7922,2655665,7449,267580,10537,2388085,11963,2782771,5879,374366,11841,2408405,12828,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2688584,2454,110895,3599,58430,2507,7604,1319,50826,2367,52465,2586,10281,1601,42184,2211,2577689,4411,1262436,4005,115140,5618,1147296,6435,1315253,4227,151311,6511,1163942,7400,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
