GEO_ID,C18002_001E,C18002_001M,C18002_002E,C18002_002M,C18002_003E,C18002_003M,C18002_004E,C18002_004M,C18002_005E,C18002_005M,C18002_006E,C18002_006M,C18002_007E,C18002_007M,C18002_008E,C18002_008M,C18002_009E,C18002_009M,C18002_010E,C18002_010M,C18002_011E,C18002_011M,C18002_012E,C18002_012M,C18002_013E,C18002_013M,C18002_014E,C18002_014M,C18002_015E,C18002_015M,C18002_016E,C18002_016M,C18002_017E,C18002_017M,C18002_018E,C18002_018M,C18002_019E,C18002_019M,C18002_020E,C18002_020M,C18002_021E,C18002_021M,NAME,C18002_001EA,C18002_001MA,C18002_002EA,C18002_002MA,C18002_003EA,C18002_003MA,C18002_004EA,C18002_004MA,C18002_005MA,C18002_005EA,C18002_006EA,C18002_006MA,C18002_007EA,C18002_007MA,C18002_008EA,C18002_008MA,C18002_009EA,C18002_009MA,C18002_010EA,C18002_010MA,C18002_011MA,C18002_011EA,C18002_012MA,C18002_012EA,C18002_013MA,C18002_013EA,C18002_014EA,C18002_014MA,C18002_015MA,C18002_015EA,C18002_016EA,C18002_016MA,C18002_017EA,C18002_017MA,C18002_018MA,C18002_018EA,C18002_019EA,C18002_019MA,C18002_020MA,C18002_020EA,C18002_021EA,C18002_021MA,state
0400000US01,4227433,3183,2028809,4847,358364,3715,35242,2626,323122,4052,1427442,3763,248413,6588,1179029,7386,243003,1681,109566,3424,133437,2971,2198624,3769,333072,3204,16957,2126,316115,3701,1524546,3722,267236,7885,1257310,7861,341006,1418,172953,3996,168053,3943,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,605065,1896,305857,2086,57595,1407,3737,874,53858,1557,228486,2076,33279,2539,195207,3345,19776,618,9269,945,10507,948,299208,1647,51951,1390,2679,908,49272,1517,223958,2030,30299,2731,193659,3476,23299,849,11364,1428,11935,1224,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5605494,3897,2781906,4003,497229,2896,38447,3485,458782,3941,1936954,4703,209027,6958,1727927,8124,347723,1353,130630,3689,217093,3813,2823588,2265,471787,3040,18296,2453,453491,3411,1923280,3362,228269,7504,1695011,8021,428521,1140,171713,4891,256808,4964,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2561959,2402,1243349,3866,213590,2917,26080,2216,187510,2999,872342,4383,164605,5419,707737,6679,157417,1244,76374,2935,81043,2902,1318610,2596,201611,2673,12751,1450,188860,2899,904820,2917,167205,6153,737615,6782,212179,1719,110219,2954,101960,3024,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33211121,5156,16434773,7277,2948558,8130,177082,6924,2771476,8563,11846411,8943,1195297,18729,10651114,20476,1639804,3067,610073,8698,1029731,8907,16776348,6260,2817252,6773,97840,5090,2719412,9044,11790801,8460,1248166,17454,10542635,18455,2168295,3352,955010,9949,1213285,10179,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4336687,2598,2162121,3075,357005,2675,22309,2430,334696,3328,1602294,3307,170694,6664,1431600,7626,202822,1366,73655,2511,129167,2531,2174566,2883,342671,2884,13858,1793,328813,3087,1573638,3457,162888,6290,1410750,6565,258257,1520,102826,4014,155431,3857,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3241592,1339,1565837,2306,262789,2267,17676,1813,245113,2747,1117245,2770,110401,4892,1006844,5152,185803,1263,63156,2553,122647,2685,1675755,1996,252320,2225,10042,1659,242278,2679,1165610,2280,118454,4617,1047156,5220,257825,1301,97896,3089,159929,2892,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,781963,827,376537,1194,63025,916,5708,1382,57317,1625,265929,1329,34312,2777,231617,2921,47583,560,17892,1445,29691,1498,405426,1210,60642,1223,2565,804,58077,1259,282343,1325,34544,2855,247799,3128,62441,658,24831,1696,37610,1782,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,531139,4160,243614,3505,34089,934,2988,881,31101,1238,183679,3548,20470,2244,163209,4386,25846,519,8210,1051,17636,1051,287525,1221,32685,876,2269,923,30416,1143,212432,1486,23380,2598,189052,2731,42408,500,17478,1472,24930,1494,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16653760,4594,8077414,7593,1235252,5666,97577,5839,1137675,7706,5550811,9010,684104,15807,4866707,17392,1291351,2908,470047,7515,821304,7730,8576346,6918,1186390,4852,50653,4141,1135737,6761,5729548,7991,715690,14481,5013858,14431,1660408,2812,661997,9207,998411,9486,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8455369,4186,4093402,6087,752883,4523,51904,3573,700979,5382,2979932,6442,357803,8709,2622129,10359,360587,2347,148399,4702,212188,4945,4361967,5579,721204,4769,31007,3121,690197,5631,3129904,5865,392531,9500,2737373,11008,510859,2546,244965,5695,265894,5879,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1151598,2607,560590,2273,91703,1375,4902,1170,86801,1814,393209,2532,43137,3202,350072,3856,75678,624,27482,1769,48196,1881,591008,1411,82948,1287,3577,991,79371,1437,408766,1987,34096,2766,374670,3449,99294,730,39270,2441,60024,2348,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1328476,1654,664014,2169,121684,1646,8788,1337,112896,1835,468251,2720,61961,3569,406290,4332,74079,795,30091,1814,43988,1909,664462,1962,115966,1840,5176,1016,110790,2132,462260,1999,57179,2877,405081,3301,86236,1264,36283,2320,49953,2547,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11751371,2392,5750105,3634,1001165,5008,69721,4405,931444,6948,4142103,5491,407435,8948,3734668,9906,606837,2240,222176,5010,384661,5084,6001266,3408,957870,3832,39667,3392,918203,4564,4199006,4688,416416,9038,3782590,9716,844390,2480,353085,5751,491305,5770,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5782926,2741,2832249,4393,489973,3666,46406,3181,443567,4242,2032154,4175,251160,8499,1780994,10043,310122,1303,123663,3777,186459,3866,2950677,4055,469969,3005,24302,2473,445667,3645,2055499,4368,266823,7269,1788676,8444,425209,1948,183736,4722,241473,4821,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2739996,1833,1347241,2832,222340,2257,18416,2292,203924,2655,952677,2471,107954,4337,844723,4711,172224,1313,61610,2166,110614,2599,1392755,2656,214353,2238,11027,1491,203326,2704,943808,2377,106554,4187,837254,4558,234594,1470,84788,3148,149806,3042,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2507638,2582,1233462,3637,215498,1901,19979,2117,195519,2798,876175,3091,103595,4200,772580,4944,141789,1545,55375,2750,86414,2767,1274176,2981,204380,2524,8856,1314,195524,2715,880015,2536,103673,5262,776342,5736,189781,1783,78807,2593,110974,2566,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
