GEO_ID,B16002_001E,B16002_001M,B16002_002E,B16002_002M,B16002_003E,B16002_003M,B16002_004E,B16002_004M,B16002_005E,B16002_005M,B16002_006E,B16002_006M,B16002_007E,B16002_007M,B16002_008E,B16002_008M,B16002_009E,B16002_009M,B16002_010E,B16002_010M,B16002_011E,B16002_011M,B16002_012E,B16002_012M,B16002_013E,B16002_013M,B16002_014E,B16002_014M,NAME,B16002_001MA,B16002_001EA,B16002_002EA,B16002_002MA,B16002_003EA,B16002_003MA,B16002_004MA,B16002_004EA,B16002_005MA,B16002_005EA,B16002_006MA,B16002_006EA,B16002_007EA,B16002_007MA,B16002_008MA,B16002_008EA,B16002_009MA,B16002_009EA,B16002_010MA,B16002_010EA,B16002_011MA,B16002_011EA,B16002_012MA,B16002_012EA,B16002_013MA,B16002_013EA,B16002_014EA,B16002_014MA,state
0400000US17,4724252,12168,3717014,13446,520005,7774,151236,6587,368769,8469,327408,9092,78683,5107,248725,7331,121332,4446,32423,2673,88909,4085,38493,3210,5659,1327,32834,3188,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2435274,11216,2216780,11696,117540,3993,27975,2578,89565,4327,67156,3752,7153,1239,60003,3610,25597,1885,6217,1191,19380,1922,8201,1425,1711,741,6490,1202,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1208765,6039,1118912,6268,47251,2681,10475,1312,36776,2491,25201,2422,2949,910,22252,2190,13915,1316,4025,1058,9890,1311,3486,944,1152,562,2334,805,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1088288,6040,968077,5935,71057,3124,19603,2022,51454,3306,27254,2436,2229,734,25025,2287,17135,1696,4255,935,12880,1645,4765,1163,653,498,4112,1015,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1651911,8409,1567163,8608,41617,2840,9317,1460,32300,2874,27000,2064,2603,592,24397,2167,11648,1358,3423,719,8225,1309,4483,947,950,589,3533,815,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1564978,7812,1369320,9220,52307,2755,10415,1553,41892,2815,124739,4362,10718,1382,114021,4240,14272,1242,3839,807,10433,1276,4340,1166,543,499,3797,1086,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,548247,3968,488055,4809,7709,1080,546,335,7163,1113,47212,3017,4544,775,42668,2979,2811,636,394,257,2417,609,2460,699,371,216,2089,675,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2089031,6574,1744198,9349,124177,3908,25110,2429,99067,4514,112866,4882,16104,2186,96762,4857,71991,2634,17986,1977,54005,2593,35799,3156,2638,865,33161,3036,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2446485,10151,1897916,12350,174167,5166,49948,3607,124219,5097,267334,7827,57786,4356,209548,6154,84278,3426,27594,2547,56684,3138,22790,2403,4929,1146,17861,2050,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3869117,11246,3461707,12686,145889,4859,25055,2128,120834,5194,153004,5317,22737,2235,130267,4476,58395,2659,15319,1818,43076,2921,50122,3588,10762,1838,39360,3095,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2042297,7113,1824812,8035,81191,3490,16432,1602,64759,3244,63125,3231,6408,1082,56717,3012,41321,2132,8932,1298,32389,2112,31848,2470,7762,1535,24086,2253,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1075521,7501,1030469,7260,25123,2438,5456,1074,19667,2256,9587,1420,853,420,8734,1298,7149,1095,1069,410,6080,1028,3193,818,810,504,2383,815,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2305027,10294,2143288,10499,71472,3552,12212,1413,59260,3340,55945,3737,6454,1343,49491,3519,26101,2071,6601,1123,19500,2204,8221,1363,1765,742,6456,1115,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,372190,3596,346355,3661,9111,1278,696,421,8415,1226,9066,1257,219,153,8847,1246,1854,613,498,369,1356,513,5804,978,250,182,5554,961,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,700888,4044,632570,4023,40037,1965,11871,1354,28166,1976,14704,1562,1288,468,13416,1462,9370,1225,2818,877,6552,1184,4207,956,1167,531,3040,883,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,936828,5750,687833,6845,157613,4522,51604,3603,106009,4560,31419,2904,4075,926,27344,2736,51585,2331,9151,1178,42434,2344,8378,1422,1446,565,6932,1361,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,504503,4403,446117,4156,14780,1612,1324,555,13456,1560,35969,2376,3364,740,32605,2351,5554,986,1905,764,3649,785,2083,768,312,292,1771,717,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3135490,10908,2227295,13808,424476,6853,130626,5427,293850,6520,302024,7542,56830,3652,245194,6965,136747,4744,32042,3016,104705,4956,44948,3616,7636,1477,37312,3472,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,726033,5057,433196,5514,233051,4854,39581,2728,193470,4984,14524,1627,949,385,13575,1605,7875,1147,1952,739,5923,1092,37387,2296,4966,948,32421,2086,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7088376,16391,4994778,17857,974744,10110,293645,7957,681099,9834,720403,11109,168843,6984,551560,8444,297654,6720,111259,4712,186395,5850,100797,5057,21006,2599,79791,4528,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3454068,13312,3117708,13868,207741,6158,75044,4383,132697,5826,71576,3943,7687,1212,63889,3816,43387,3151,9452,1408,33935,2922,13656,1884,1631,700,12025,1760,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,272352,2425,251928,3112,5580,976,709,608,4871,929,11507,1196,1611,573,9896,1097,1674,710,471,356,1203,592,1663,587,444,460,1219,384,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4499506,13030,4145622,13987,128686,5017,18604,2001,110082,4827,146389,4857,20404,1927,125985,4323,47863,2387,11958,1800,35905,2040,30946,2743,6526,1220,24420,2387,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1385300,8701,1255838,7990,74268,2835,20623,2013,53645,3075,21258,1822,1210,466,20048,1859,17620,1671,4225,991,13395,1484,16316,1680,1195,540,15121,1568,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1449662,7388,1239843,8496,112676,3842,30445,2597,82231,4050,50132,3324,6399,1284,43733,3361,39705,2445,10799,1423,28906,2143,7306,1435,655,312,6651,1374,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4845603,12498,4327290,14468,199126,5100,37105,2871,162021,4210,218686,6007,29016,2265,189670,5653,72917,3215,23607,2289,49310,3307,27584,2400,3807,1025,23777,2269,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,405627,3350,315962,4759,38028,2358,13206,1581,24822,2329,41914,2958,7621,1335,34293,2716,6745,965,1326,579,5419,889,2978,764,439,396,2539,730,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1656978,10079,1539038,10591,67371,3492,21566,2070,45805,3267,33303,2792,3013,981,30290,2590,13248,1315,2930,771,10318,1173,4018,1168,873,476,3145,1011,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,312477,2799,287329,3057,7592,1061,1657,526,5935,917,9358,1294,1037,387,8321,1202,1651,500,336,373,1315,431,6547,931,558,465,5989,917,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2375123,11752,2224295,11003,79771,4013,23183,2275,56588,4471,38097,2938,3827,951,34270,2755,22186,2120,6273,1121,15913,1887,10774,1768,2397,878,8377,1504,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8109388,19850,5354215,18872,2304837,16534,617125,13539,1687712,19030,203467,7027,18379,2357,185088,6628,193721,5237,50701,2577,143020,5203,53148,4247,7085,1593,46063,3847,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,814028,5168,672880,5429,84520,3027,21980,2226,62540,2813,30383,2278,1832,572,28551,2244,19827,1518,2908,886,16919,1603,6418,1139,363,315,6055,1114,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,253808,2408,233866,2597,3897,761,242,214,3655,718,13993,1376,1756,576,12237,1260,1331,462,246,152,1085,428,721,331,185,175,536,268,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2905071,10869,2502549,13115,167182,5125,42943,3356,124239,5117,111371,4750,10911,1694,100460,4736,97151,3708,22536,2382,74615,3606,26818,2362,4747,1173,22071,2078,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2471912,8400,2047157,10768,170182,4540,47412,3654,122770,5211,106875,4641,17285,2319,89590,4156,126245,4505,33942,2819,92303,4028,21453,2249,5482,1373,15971,1812,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,743064,5703,718084,6162,11750,1515,1132,570,10618,1511,7985,1481,530,255,7455,1439,3812,797,698,369,3114,714,1433,604,285,265,1148,549,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2230060,8147,2016379,8868,105685,3729,21864,2296,83821,3869,73431,3425,8579,1259,64852,3237,26170,1818,5217,1119,20953,1804,8395,1204,1059,509,7336,1051,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,207302,2675,188426,3081,11062,1441,1082,447,9980,1440,4702,1042,145,118,4557,1024,1672,607,85,144,1587,618,1440,404,0,259,1440,404,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1240456,7941,43162,2467,1195556,7348,867335,9217,328221,7675,1243,443,202,164,1041,413,456,314,346,285,110,135,39,65,0,275,39,65,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
