GEO_ID,B06010_001E,B06010_001M,B06010_002E,B06010_002M,B06010_003E,B06010_003M,B06010_004E,B06010_004M,B06010_005E,B06010_005M,B06010_006E,B06010_006M,B06010_007E,B06010_007M,B06010_008E,B06010_008M,B06010_009E,B06010_009M,B06010_010E,B06010_010M,B06010_011E,B06010_011M,B06010_012E,B06010_012M,B06010_013E,B06010_013M,B06010_014E,B06010_014M,B06010_015E,B06010_015M,B06010_016E,B06010_016M,B06010_017E,B06010_017M,B06010_018E,B06010_018M,B06010_019E,B06010_019M,B06010_020E,B06010_020M,B06010_021E,B06010_021M,B06010_022E,B06010_022M,B06010_023E,B06010_023M,B06010_024E,B06010_024M,B06010_025E,B06010_025M,B06010_026E,B06010_026M,B06010_027E,B06010_027M,B06010_028E,B06010_028M,B06010_029E,B06010_029M,B06010_030E,B06010_030M,B06010_031E,B06010_031M,B06010_032E,B06010_032M,B06010_033E,B06010_033M,B06010_034E,B06010_034M,B06010_035E,B06010_035M,B06010_036E,B06010_036M,B06010_037E,B06010_037M,B06010_038E,B06010_038M,B06010_039E,B06010_039M,B06010_040E,B06010_040M,B06010_041E,B06010_041M,B06010_042E,B06010_042M,B06010_043E,B06010_043M,B06010_044E,B06010_044M,B06010_045E,B06010_045M,B06010_046E,B06010_046M,B06010_047E,B06010_047M,B06010_048E,B06010_048M,B06010_049E,B06010_049M,B06010_050E,B06010_050M,B06010_051E,B06010_051M,B06010_052E,B06010_052M,B06010_053E,B06010_053M,B06010_054E,B06010_054M,B06010_055E,B06010_055M,NAME,B06010_001EA,B06010_001MA,B06010_002EA,B06010_002MA,B06010_003MA,B06010_003EA,B06010_004MA,B06010_004EA,B06010_005MA,B06010_005EA,B06010_006EA,B06010_006MA,B06010_007EA,B06010_007MA,B06010_008MA,B06010_008EA,B06010_009MA,B06010_009EA,B06010_010MA,B06010_010EA,B06010_011MA,B06010_011EA,B06010_012EA,B06010_012MA,B06010_013EA,B06010_013MA,B06010_014MA,B06010_014EA,B06010_015MA,B06010_015EA,B06010_016MA,B06010_016EA,B06010_017EA,B06010_017MA,B06010_018EA,B06010_018MA,B06010_019MA,B06010_019EA,B06010_020MA,B06010_020EA,B06010_021MA,B06010_021EA,B06010_022MA,B06010_022EA,B06010_023EA,B06010_023MA,B06010_024EA,B06010_024MA,B06010_025MA,B06010_025EA,B06010_026MA,B06010_026EA,B06010_027MA,B06010_027EA,B06010_028EA,B06010_028MA,B06010_029EA,B06010_029MA,B06010_030MA,B06010_030EA,B06010_031MA,B06010_031EA,B06010_032MA,B06010_032EA,B06010_033MA,B06010_033EA,B06010_034EA,B06010_034MA,B06010_035EA,B06010_035MA,B06010_036MA,B06010_036EA,B06010_037MA,B06010_037EA,B06010_038MA,B06010_038EA,B06010_039MA,B06010_039EA,B06010_040EA,B06010_040MA,B06010_041MA,B06010_041EA,B06010_042MA,B06010_042EA,B06010_043MA,B06010_043EA,B06010_044EA,B06010_044MA,B06010_045EA,B06010_045MA,B06010_046EA,B06010_046MA,B06010_047MA,B06010_047EA,B06010_048MA,B06010_048EA,B06010_049EA,B06010_049MA,B06010_050MA,B06010_050EA,B06010_051EA,B06010_051MA,B06010_052MA,B06010_052EA,B06010_053MA,B06010_053EA,B06010_054EA,B06010_054MA,B06010_055EA,B06010_055MA,state
0400000US01,3682816,2732,442682,10218,3240134,9989,896388,12998,396487,10590,574892,11192,437095,11666,404219,10508,233212,6994,77661,3881,220180,6378,2499402,14819,295319,8178,2204083,15243,638971,10928,283096,8880,396588,8689,301402,9902,272446,8778,147546,5633,47188,2832,116846,4530,1034072,14241,122263,5079,911809,13309,224967,7203,95309,5037,149631,5702,122190,5322,119505,4835,78470,4751,27348,2353,94389,4307,29275,3154,3133,822,26142,2996,7111,1321,2086,734,4260,1331,3775,1143,4150,817,2244,693,723,352,1793,619,120067,4918,21967,2538,98100,4203,25339,2575,15996,2231,24413,2549,9728,1476,8118,1393,4952,1226,2402,809,7152,1330,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,524378,1179,22433,2512,501945,2669,131273,4543,45877,3331,67444,4314,59312,3601,73019,3893,50172,3308,21780,2115,53068,3108,152367,5145,6030,1100,146337,5018,61897,2935,15064,1787,18969,2167,14075,1700,14626,1673,10003,1739,3844,1041,7859,1458,318122,5668,12372,1911,305750,5481,58382,3877,25500,2830,37960,3395,37647,3346,51845,3499,35832,2603,16747,1994,41837,2552,9769,2004,672,347,9097,1856,1923,685,901,501,1358,624,986,481,1041,513,1461,650,339,290,1088,575,44120,3441,3359,1026,40761,3172,9071,1768,4412,1147,9157,1576,6604,1279,5507,1012,2876,829,850,365,2284,678,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4806252,1626,636353,11662,4169899,11894,907745,15117,447213,11940,744966,14177,595359,13482,606663,11511,347271,8467,127190,5809,393492,9445,1200803,20435,225325,8356,975478,17578,285418,10487,100195,6323,164845,7550,143104,6771,135484,6716,66038,4516,22600,2653,57794,4074,2688234,16457,229879,7649,2458355,16201,454310,9413,251970,8179,398328,8975,340611,9167,386061,9767,240198,7998,90990,4668,295887,7510,60892,4392,8830,1941,52062,3994,10705,1707,4483,1060,8132,1810,8136,1906,9119,1795,5261,1188,1487,657,4739,1114,856323,16878,172319,8239,684004,13978,157312,7150,90565,5212,173661,8484,103508,6174,75999,5160,35774,3429,12113,1939,35072,3289,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2237108,2323,243036,6419,1994072,6574,552509,9317,256716,7075,397647,8173,278272,6309,245632,6800,121951,4659,40419,2785,100926,3863,1281770,12362,136821,5037,1144949,11698,333673,8254,152622,5194,221836,5587,159000,5527,136606,5325,67460,4127,22182,2109,51570,3019,840076,11465,86400,4047,753676,11045,198769,6579,92331,4559,143275,5636,106296,4524,99363,4214,50522,3184,16760,1858,46360,3296,14745,2306,1908,623,12837,2074,2953,903,1785,762,3492,1047,1548,550,1761,669,682,345,160,194,456,265,100517,3836,17907,2170,82610,3745,17114,2488,9978,1458,29044,3322,11428,1901,7902,1490,3287,847,1317,488,2540,701,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28569779,3305,4314406,32975,24255373,33309,5208268,36961,2722275,29935,3976647,34083,2852808,29668,3174326,23616,2159080,24412,934724,17119,3227245,23925,12118172,49673,2146854,24747,9971318,47428,2422190,26239,982131,17259,1438881,20296,1157130,21155,1370140,16784,948110,16719,410106,10122,1242630,15193,6666070,35739,489326,11105,6176744,32682,1009196,15636,630595,12485,874712,18185,698925,14214,833108,12845,635414,11973,304177,8953,1190617,16263,345262,10765,41241,3236,304021,9965,58356,3829,28927,3200,45537,3820,34250,3068,48939,3676,29035,3004,12210,1757,46767,3564,9440275,45336,1636985,20527,7803290,43933,1718526,23502,1080622,20338,1617517,23546,962503,17441,922139,17981,546521,13379,208231,9108,747231,11616,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3778016,2360,387458,10389,3390558,10720,716463,11694,321602,8538,539749,11485,462228,10301,504954,10157,320107,8192,126718,5312,398737,8847,1270410,17828,143902,6220,1126508,16922,298127,8245,117696,5337,179768,6630,154256,5934,168341,6737,91557,4167,33318,2564,83445,3964,2006749,17091,157625,6390,1849124,16450,326497,8189,151655,5942,267388,7732,244866,8089,288966,8184,203636,6821,83385,4068,282731,7880,54840,4295,6338,1773,48502,3738,9875,1508,4231,1236,6639,1318,6898,1349,6509,1376,4848,1030,3097,784,6405,1199,446017,11029,79593,5737,366424,10520,81964,5755,48020,3976,85954,6307,56208,4584,41138,3674,20066,2404,6918,1300,26156,2597,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2839111,909,278754,7062,2560357,7069,513237,8855,228746,6996,361774,7686,318288,8775,367239,9004,278362,7574,118595,5039,374116,8809,1423350,13879,140690,4914,1282660,13173,274158,6920,116473,5347,177885,5884,164911,6105,197816,6581,148355,5291,60742,3609,142320,5341,891518,12301,74852,4573,816666,10989,143634,4945,62271,3320,101676,4246,89213,5506,108564,5052,88927,4559,41332,3100,181049,6422,98640,4471,11779,1839,86861,4126,25696,2701,11748,1972,16399,1876,12366,2222,8343,1408,6177,1545,1524,492,4608,924,425603,12426,51433,3501,374170,11357,69749,4982,38254,3344,65814,5095,51798,3990,52516,4526,34903,3760,14997,2157,46139,3598,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,685569,860,67585,3509,617984,3543,129484,4624,56610,3472,101950,4949,85681,4956,100949,4439,60594,3736,22960,2015,59756,3190,277101,7334,28512,2699,248589,7140,56681,3875,24125,2131,42513,3274,36099,2717,38882,2736,25206,2328,7410,1411,17673,2213,332623,7353,27056,2705,305567,6989,59216,3284,27666,2594,45615,2855,40979,3700,52944,3212,29356,2683,13763,1674,36028,2637,10795,1558,1297,616,9498,1437,2171,727,1164,678,1933,728,1373,653,1465,616,527,311,173,203,692,336,65050,4416,10720,1833,54330,4007,11416,2020,3655,902,11889,1996,7230,1555,7658,1472,5505,1345,1614,581,5363,1053,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,486138,487,50388,3705,435750,3723,98800,5905,29848,2911,56843,4466,50775,4413,61818,3634,40112,3300,15660,1724,81894,3939,160346,5000,27201,2937,133145,4629,41142,3404,7920,1094,20121,2337,19810,2869,20424,2012,10479,1568,2189,738,11060,1803,249082,5190,15738,2018,233344,4912,45086,3900,16489,2090,25193,3161,20780,2207,32557,2841,24659,2577,10862,1362,57718,2945,7128,1611,477,272,6651,1511,1211,616,486,429,486,479,350,303,1022,497,1156,503,565,351,1375,476,69582,3915,6972,1868,62610,3503,11361,1894,4953,1292,11043,1922,9835,1880,7815,1519,3818,1126,2044,843,11741,1578,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14789121,3369,1752792,21295,13036329,21593,2849493,24741,1474678,20672,2460077,29026,1927867,22964,1807526,21693,1018620,18248,364684,9235,1133384,17788,3583501,30476,635772,14069,2947729,27411,835408,15370,306370,10324,532831,15367,429980,11964,390074,10487,213842,8548,65507,4202,173717,5872,7502293,29147,592160,13354,6910133,27341,1281546,15725,760828,14704,1196418,17784,1034222,16868,1045749,17110,612302,12276,232182,6994,746886,12568,460020,13231,51336,4093,408684,11986,103561,6603,48424,3924,79292,4430,66141,5081,49700,3686,25210,2858,10886,1628,25470,3032,3243307,27546,473524,14209,2769783,25620,628978,13373,359056,10871,651536,16936,397524,13182,322003,10147,167266,6865,56109,3828,187311,7613,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
