GEO_ID,C06001_001E,C06001_001M,C06001_002E,C06001_002M,C06001_003E,C06001_003M,C06001_004E,C06001_004M,C06001_005E,C06001_005M,C06001_006E,C06001_006M,C06001_007E,C06001_007M,C06001_008E,C06001_008M,C06001_009E,C06001_009M,C06001_010E,C06001_010M,C06001_011E,C06001_011M,C06001_012E,C06001_012M,C06001_013E,C06001_013M,C06001_014E,C06001_014M,C06001_015E,C06001_015M,C06001_016E,C06001_016M,C06001_017E,C06001_017M,C06001_018E,C06001_018M,C06001_019E,C06001_019M,C06001_020E,C06001_020M,C06001_021E,C06001_021M,C06001_022E,C06001_022M,C06001_023E,C06001_023M,C06001_024E,C06001_024M,C06001_025E,C06001_025M,C06001_026E,C06001_026M,C06001_027E,C06001_027M,C06001_028E,C06001_028M,C06001_029E,C06001_029M,C06001_030E,C06001_030M,C06001_031E,C06001_031M,C06001_032E,C06001_032M,C06001_033E,C06001_033M,C06001_034E,C06001_034M,C06001_035E,C06001_035M,C06001_036E,C06001_036M,C06001_037E,C06001_037M,C06001_038E,C06001_038M,C06001_039E,C06001_039M,C06001_040E,C06001_040M,C06001_041E,C06001_041M,C06001_042E,C06001_042M,C06001_043E,C06001_043M,C06001_044E,C06001_044M,C06001_045E,C06001_045M,NAME,C06001_001EA,C06001_001MA,C06001_002MA,C06001_002EA,C06001_003MA,C06001_003EA,C06001_004EA,C06001_004MA,C06001_005MA,C06001_005EA,C06001_006EA,C06001_006MA,C06001_007EA,C06001_007MA,C06001_008MA,C06001_008EA,C06001_009MA,C06001_009EA,C06001_010EA,C06001_010MA,C06001_011EA,C06001_011MA,C06001_012EA,C06001_012MA,C06001_013MA,C06001_013EA,C06001_014MA,C06001_014EA,C06001_015EA,C06001_015MA,C06001_016EA,C06001_016MA,C06001_017EA,C06001_017MA,C06001_018MA,C06001_018EA,C06001_019MA,C06001_019EA,C06001_020MA,C06001_020EA,C06001_021EA,C06001_021MA,C06001_022EA,C06001_022MA,C06001_023MA,C06001_023EA,C06001_024MA,C06001_024EA,C06001_025MA,C06001_025EA,C06001_026EA,C06001_026MA,C06001_027EA,C06001_027MA,C06001_028EA,C06001_028MA,C06001_029EA,C06001_029MA,C06001_030MA,C06001_030EA,C06001_031MA,C06001_031EA,C06001_032MA,C06001_032EA,C06001_033MA,C06001_033EA,C06001_034EA,C06001_034MA,C06001_035MA,C06001_035EA,C06001_036MA,C06001_036EA,C06001_037MA,C06001_037EA,C06001_038MA,C06001_038EA,C06001_039EA,C06001_039MA,C06001_040MA,C06001_040EA,C06001_041MA,C06001_041EA,C06001_042MA,C06001_042EA,C06001_043EA,C06001_043MA,C06001_044MA,C06001_044EA,C06001_045EA,C06001_045MA,state
0400000US01,4599030,0,293727,2767,821941,2798,460484,4480,1232170,5952,662648,4059,517689,2189,325859,2454,284512,2171,3261356,18246,256915,3748,653340,7346,308160,6040,799552,10378,433382,6719,361073,5220,237227,3859,211707,3478,1175927,17349,34555,3074,152386,7683,125421,5111,360027,9392,208100,5814,144608,4600,82288,3712,68542,3536,31698,3310,718,442,3049,788,5910,1205,14154,2015,5449,1196,1682,633,245,200,491,299,130049,5097,1539,600,13166,1898,20993,2756,58437,3145,15717,2234,10326,1547,6099,1208,3772,882,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,670053,0,47481,1070,132206,1151,74736,2116,194526,2774,109113,2132,67956,1154,26117,854,17918,998,260324,5869,40857,1594,88080,2583,39149,2675,54336,3132,20111,1807,9974,1094,4798,748,3019,582,350518,5942,5575,1181,38115,2541,29102,2452,117605,3878,77538,2127,50653,1337,18689,656,13241,718,12145,2200,568,339,2694,984,1623,655,4125,1210,2015,589,801,446,201,164,118,127,47066,3744,481,311,3317,925,4862,1172,18460,2529,9449,1260,6528,1018,2429,748,1540,680,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6166318,0,479145,1432,1147710,1647,586088,3805,1757377,3871,787098,2475,619149,1506,405034,1669,384717,1758,2200209,26606,404676,5688,748494,11286,259964,7844,464540,12472,158378,6061,86584,3839,44171,3128,33402,2946,2966993,24046,61600,4918,296156,11427,211586,6899,834355,11780,492077,6282,447884,4724,307420,3471,315915,3273,70033,5203,2353,866,11573,2161,7811,1321,27011,3335,10970,1846,6006,1459,2918,705,1391,517,929083,18802,10516,2137,91487,6640,106727,5315,431471,10352,125673,5011,78675,4260,50525,3036,34009,3016,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2810872,0,194741,1982,498295,2325,270511,3343,750685,4751,390827,2945,316953,2073,203152,1378,185708,1443,1723478,14609,163091,3344,357281,5693,166817,5443,408937,7386,205272,4251,184490,3900,124147,2953,113443,2932,963130,13909,30125,2705,129266,5478,88081,4058,281012,7536,166844,4258,123915,3891,75145,3072,68742,2827,16918,2410,618,400,2393,720,2568,1030,6825,1447,3071,781,569,274,356,355,518,364,107346,4254,907,457,9355,1629,13045,1883,53911,3091,15640,1733,7979,1250,3504,814,3005,961,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36457549,0,2672666,2490,6858380,3523,3793329,5833,10757296,7373,5017599,5050,3430449,3250,2002937,3328,1924893,2660,19089635,57197,2494747,8036,5808891,19171,2450756,20053,4432684,27887,1878590,18003,1118804,12154,465924,8580,439239,9360,7070335,39658,97340,5633,406961,11526,419735,11636,1781902,19531,1326939,14359,1197954,11299,858597,9470,980907,9439,395512,10569,13836,2163,50308,4505,38419,3050,141902,7131,71391,4203,42756,3096,20617,2422,16283,1962,9902067,50752,66743,5710,592220,16533,884419,15564,4400808,24464,1740679,15338,1070935,11483,657799,9054,488464,8301,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4753377,0,338995,1529,830648,1969,465234,3963,1431521,4901,720742,3534,489352,1960,256742,1995,220143,1749,2000357,23037,293887,3516,552577,8362,227972,7301,456521,9719,202427,5897,130738,4415,73117,3567,63118,3545,2199272,20647,36276,2948,217771,7986,179181,6380,705825,10103,439240,6324,318426,4885,159604,4100,142949,3517,64252,4809,1922,823,10925,1849,7215,1428,26102,2353,11645,1769,3851,869,1650,593,942,382,489496,12993,6910,1527,49375,4058,50866,3547,243073,8715,67430,3817,36337,3010,22371,2320,13134,1857,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3504809,0,202071,762,615795,988,319432,2185,953472,2598,551480,1895,392094,1173,225872,1329,244593,1239,1953665,16438,174844,2404,462729,6609,199335,5312,464522,8896,266224,5546,175438,4078,92080,3157,118493,3620,988006,14053,21871,2137,104421,5460,75823,4197,266144,7922,190028,5713,148281,3577,90242,3334,91196,3316,110780,5378,1388,641,13992,2259,7229,1452,40420,3119,18930,2118,15295,1239,8645,1158,4881,973,452358,13441,3968,1147,34653,3755,37045,3491,182386,7382,76298,4163,53080,3138,34905,2654,30023,2775,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,853476,0,57091,442,146645,427,83428,1020,235093,1653,122004,1257,94661,736,60623,854,53931,588,400956,8912,48455,1572,98294,3975,41738,2427,96426,4006,49680,2772,32111,2414,17486,1723,16766,1424,371850,9314,8320,1520,41093,4084,33333,2397,100775,4270,61709,2752,55091,2458,37508,1874,34021,1510,11948,1759,120,107,1854,740,892,572,4325,958,2234,721,1292,642,504,286,727,414,68722,4737,196,163,5404,1906,7465,1544,33567,2447,8381,1582,6167,1353,5125,1048,2417,680,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,581530,0,34980,609,79850,641,71070,609,189166,1038,75160,798,59849,395,36338,727,35117,654,232943,6312,26937,1916,60319,2548,21382,1948,59765,3060,31253,1741,17670,1678,8444,1178,7173,1197,267450,5879,7080,1914,15301,2426,40905,1963,92475,3510,31886,2206,32263,1974,23250,1359,24290,1437,7317,1647,0,292,237,202,992,559,3776,1096,1010,447,531,286,490,526,281,305,73820,4254,963,506,3993,1672,7791,1389,33150,2192,11011,1638,9385,1310,4154,961,3373,1074,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18089889,0,1117630,2859,2901014,3606,1610807,6958,4850011,7463,2534472,5466,2041838,3269,1452008,3505,1582109,3482,6079334,39295,975049,7552,1961357,19991,765147,12680,1302688,19319,502577,9878,290696,7342,148208,4434,133612,4966,8068780,34809,112527,5980,635752,16734,512199,11202,2071259,21048,1354056,11522,1273648,7543,961021,7103,1148318,7492,516141,14648,10823,2209,63734,5130,48086,4136,176890,7713,84369,5007,60961,4436,39370,2892,31908,2969,3425634,30892,19231,2792,240171,10288,285375,7689,1299174,16590,593470,10455,416533,6885,303409,5887,268271,6461,Florida,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
