GEO_ID,C18023_001E,C18023_001M,C18023_002E,C18023_002M,C18023_003E,C18023_003M,C18023_004E,C18023_004M,C18023_005E,C18023_005M,C18023_006E,C18023_006M,C18023_007E,C18023_007M,C18023_008E,C18023_008M,C18023_009E,C18023_009M,C18023_010E,C18023_010M,C18023_011E,C18023_011M,C18023_012E,C18023_012M,C18023_013E,C18023_013M,C18023_014E,C18023_014M,C18023_015E,C18023_015M,NAME,C18023_001EA,C18023_001MA,C18023_002EA,C18023_002MA,C18023_003EA,C18023_003MA,C18023_004MA,C18023_004EA,C18023_005MA,C18023_005EA,C18023_006EA,C18023_006MA,C18023_007EA,C18023_007MA,C18023_008EA,C18023_008MA,C18023_009EA,C18023_009MA,C18023_010MA,C18023_010EA,C18023_011MA,C18023_011EA,C18023_012EA,C18023_012MA,C18023_013EA,C18023_013MA,C18023_014EA,C18023_014MA,C18023_015MA,C18023_015EA,state
0400000US01,2951988,4297,199440,6399,97171,4338,25064,2417,72107,3694,102269,4771,21567,2129,80702,3995,2752548,7859,1330271,5898,1008444,8749,321827,9081,1422277,5456,882099,8903,540178,8914,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,452444,2307,21080,2288,10223,1362,4147,1180,6076,1168,10857,1775,3615,978,7242,1517,431364,3354,218263,2581,161918,3893,56345,3734,213101,2855,144867,3878,68234,3660,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3860234,5265,162605,7059,80959,4891,25254,2694,55705,4009,81646,4463,21070,2212,60576,3882,3697629,9301,1855995,6749,1472971,10223,383024,9590,1841634,5791,1179609,12460,662025,13133,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1777162,4762,125199,5976,64991,4066,20801,2055,44190,3341,60208,3804,13342,1782,46866,3525,1651963,7388,807351,5720,616297,7599,191054,5801,844612,4940,548586,7537,296026,7174,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23637212,11405,941277,15824,469426,9985,127805,5859,341621,8125,471851,10673,118695,6245,353156,9541,22695935,18447,11376985,13409,8827163,25716,2549822,25486,11318950,13369,7115923,27319,4203027,26660,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3175932,4473,128820,6570,68397,4310,26118,2464,42279,3478,60423,4129,19576,2523,40847,3502,3047112,7599,1533897,5178,1257111,9311,276786,8022,1513215,4862,1051632,9583,461583,9662,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2282855,3703,88923,5102,45137,2820,17111,1973,28026,2270,43786,3846,14096,1957,29690,3085,2193932,6128,1072108,3791,865261,7359,206847,7071,1121824,4525,789189,7165,332635,7916,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,548272,1494,26256,2758,13239,1963,4477,983,8762,1594,13017,1703,3934,1036,9083,1288,522016,2939,252690,2525,197721,3647,54969,3392,269326,1957,185672,4283,83654,3950,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,396111,4501,17157,2365,8932,1632,1364,515,7568,1466,8225,1382,1762,582,6463,1260,378954,4509,174747,3680,128581,3345,46166,3390,204207,1717,140971,3615,63236,3801,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11280359,9827,528679,12998,260542,8537,77695,4819,182847,7099,268137,9597,66493,4569,201644,8307,10751680,16082,5290269,12632,4193366,18589,1096903,14248,5461411,10874,3629029,18972,1832382,17210,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6109836,7200,278373,9270,135638,6570,37311,3988,98327,5489,142735,6393,34362,3060,108373,5396,5831463,11677,2844294,8698,2225702,13085,618592,13198,2987169,9367,1931855,13553,1055314,15254,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,801975,3569,28545,2831,16259,1801,4736,916,11523,1598,12286,2034,3357,858,8929,1756,773430,4259,376950,2658,296962,4495,79988,3830,396480,2879,278379,4826,118101,4529,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,930511,2620,50140,3514,25628,2442,9272,1666,16356,2062,24512,2019,7143,1328,17369,1902,880371,4180,442623,3594,358987,4376,83636,3419,437748,2509,293349,4634,144399,4633,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8341109,6406,310119,9161,162608,6232,49329,3640,113279,4861,147511,6306,42833,3424,104678,5233,8030990,11033,3979495,7681,3121543,13096,857952,11909,4051495,7917,2717980,14464,1333515,14662,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4087653,4336,197155,7940,96219,5555,33207,3196,63012,4176,100936,4935,25657,2439,75279,3950,3890498,9235,1935935,7494,1523553,10365,412382,9225,1954563,6862,1339434,11406,615129,10621,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1896485,2715,87851,5097,44614,3022,19181,2179,25433,2109,43237,3287,14978,1663,28259,2638,1808634,5629,908063,3690,752082,5028,155981,4866,900571,3922,683644,6964,216927,6304,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1756190,3397,81686,4442,41604,2844,14473,1810,27131,2511,40082,3125,15509,2449,24573,2305,1674504,5558,834571,3916,691560,5877,143011,4333,839933,3945,609130,6593,230803,5906,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2736210,4684,206576,8187,101232,5542,22076,2546,79156,4752,105344,5077,16304,2050,89040,4600,2529634,9719,1241414,7196,936720,9511,304694,9312,1288220,6585,833075,9090,455145,8499,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2732075,5364,174682,7289,91007,5272,22867,2661,68140,4001,83675,4565,22551,2214,61124,3921,2557393,9572,1223606,7042,914381,8741,309225,7407,1333787,6545,824743,10000,509044,9354,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,874798,2300,63733,3456,32369,2313,11574,1600,20795,1786,31364,2407,8603,1356,22761,2218,811065,3886,397066,2719,319954,3962,77112,3190,413999,2896,297412,4389,116587,3900,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3701954,4420,142790,7154,74718,5004,26983,3582,47735,3411,68072,4751,21639,2421,46433,3986,3559164,8872,1700148,6413,1377294,9917,322854,9474,1859016,5580,1338240,9659,520776,9041,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4268589,3903,188416,6706,99429,5585,32191,3394,67238,4416,88987,4104,26415,2431,62572,3813,4080173,8074,1986014,6086,1582372,10627,403642,9389,2094159,5051,1504384,10070,589775,9609,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6583481,5392,379864,8598,198535,6264,56343,3065,142192,5595,181329,5542,43428,3056,137901,4315,6203617,10174,3055871,7384,2268865,12705,787006,12696,3147746,6855,2066332,11642,1081414,12614,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3404922,3624,143200,5523,77209,4452,32422,2971,44787,2756,65991,3096,25459,2232,40532,2323,3261722,6594,1633460,5100,1348895,7954,284565,6377,1628262,4519,1232819,8435,395443,8395,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1833556,4030,138950,5994,68392,4013,15607,2042,52785,3754,70558,4409,13451,1889,57107,3939,1694606,7049,811821,6162,588162,7941,223659,8248,882785,4596,542253,8023,340532,7416,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3744132,4536,212168,8960,105508,5752,33382,2914,72126,4764,106660,5327,29850,2533,76810,4489,3531964,10417,1730366,7396,1370153,9877,360213,9280,1801598,6447,1255987,10463,545611,9153,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,614663,2208,34622,3244,19013,2536,7542,1624,11471,1702,15609,1910,5962,1330,9647,1445,580041,4223,288737,3009,226505,3949,62232,3440,291304,2965,207535,3862,83769,3545,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1127084,2273,44594,2898,24634,2501,11620,1856,13014,1597,19960,1786,6667,1061,13293,1639,1082490,3586,542880,3301,456191,4536,86689,3755,539610,2267,408245,4586,131365,4372,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1630778,2730,54536,4049,29024,2932,11006,1469,18018,2506,25512,2379,7596,1361,17916,2021,1576242,4778,801871,4421,644248,6397,157623,6100,774371,3793,515097,7065,259274,7538,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,887758,2003,45414,3500,23828,2795,9916,1745,13912,2058,21586,2449,7017,1378,14569,1975,842344,4281,416474,3601,348270,4835,68204,3570,425870,3373,313633,3769,112237,3458,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5686100,4835,196701,8095,103138,5418,29345,2631,73793,4685,93563,4699,26003,2900,67560,3742,5489399,10651,2694491,7603,2137692,11218,556799,9463,2794908,6119,1900616,13175,894292,12693,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1239177,3348,69431,4370,36127,2756,10973,1732,25154,2475,33304,3070,9941,1686,23363,2545,1169746,4863,570097,3332,435731,6486,134366,5888,599649,3615,384036,5758,215613,5922,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12662582,7936,515543,12274,256074,7807,68717,4243,187357,6592,259469,8104,59642,3868,199827,6894,12147039,14558,5902372,9763,4452599,17514,1449773,16813,6244667,9616,4081970,20685,2162697,19078,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5732292,7173,305172,10059,157902,6077,47377,3802,110525,4771,147270,6705,35984,3315,111286,5466,5427120,11691,2640769,9288,2058037,13458,582732,10980,2786351,8210,1864937,11519,921414,12098,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
