GEO_ID,B17009_001E,B17009_001M,B17009_002E,B17009_002M,B17009_003E,B17009_003M,B17009_004E,B17009_004M,B17009_005E,B17009_005M,B17009_006E,B17009_006M,B17009_007E,B17009_007M,B17009_008E,B17009_008M,B17009_009E,B17009_009M,B17009_010E,B17009_010M,B17009_011E,B17009_011M,B17009_012E,B17009_012M,B17009_013E,B17009_013M,B17009_014E,B17009_014M,B17009_015E,B17009_015M,B17009_016E,B17009_016M,B17009_017E,B17009_017M,B17009_018E,B17009_018M,B17009_019E,B17009_019M,B17009_020E,B17009_020M,B17009_021E,B17009_021M,NAME,B17009_001EA,B17009_001MA,B17009_002EA,B17009_002MA,B17009_003EA,B17009_003MA,B17009_004MA,B17009_004EA,B17009_005MA,B17009_005EA,B17009_006EA,B17009_006MA,B17009_007EA,B17009_007MA,B17009_008EA,B17009_008MA,B17009_009MA,B17009_009EA,B17009_010MA,B17009_010EA,B17009_011MA,B17009_011EA,B17009_012EA,B17009_012MA,B17009_013EA,B17009_013MA,B17009_014EA,B17009_014MA,B17009_015MA,B17009_015EA,B17009_016MA,B17009_016EA,B17009_017EA,B17009_017MA,B17009_018EA,B17009_018MA,B17009_019EA,B17009_019MA,B17009_020MA,B17009_020EA,B17009_021MA,B17009_021EA,state
0400000US01,738543,14726,234453,9793,10285,1823,6531,1421,3754,1070,81034,4742,43031,3176,38003,3456,143134,7155,104530,5386,38604,3397,504090,11356,250592,8542,195877,6577,54715,4610,104746,5229,80764,4127,23982,2745,148752,5636,142467,5568,6285,1143,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,121274,6833,23354,2740,920,480,462,329,458,401,12670,1715,4415,824,8255,1418,9764,1752,3415,943,6349,1546,97920,6114,44160,4067,31291,2696,12869,2523,38726,3204,19605,1868,19121,2338,15034,1796,12751,1541,2283,848,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1141091,21177,265240,11732,13149,2185,5701,1225,7448,1893,108022,7432,42978,3427,65044,6303,144069,7820,75106,4249,68963,6768,875851,16923,482796,13200,317366,8350,165430,8028,193616,7507,127874,5183,65742,4990,199439,6279,179698,5382,19741,2988,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,459958,10759,144695,6708,5903,1213,3695,977,2208,918,53397,5085,28098,3176,25299,3313,85395,4713,59241,3535,26154,2700,315263,8127,147307,6799,111918,5544,35389,3338,71617,3859,51599,3227,20018,2090,96339,3980,90682,3864,5657,1192,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6304706,41884,1449262,25611,69555,5875,27560,3033,41995,5119,566973,14548,200664,7821,366309,11998,812734,17035,357023,10261,455711,13457,4855444,38076,2488093,30784,1543901,19416,944192,19835,1285755,21529,799805,13982,485950,14090,1081596,14411,918481,12332,163115,7372,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,938139,17237,207841,7892,10528,2000,6802,1711,3726,1125,103032,6648,46945,3686,56087,4666,94281,5240,56382,4117,37899,3319,730298,14305,403781,11154,287128,7644,116653,7087,202506,7309,138029,5429,64477,4976,124011,4066,115479,3900,8532,1621,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,598176,11296,109964,5791,4098,1261,2310,807,1788,911,42195,3901,19167,2585,23028,2867,63671,3849,40156,2654,23515,2675,488212,10531,252205,8292,176889,6378,75316,4738,114473,6889,79960,4775,34513,3700,121534,3810,112613,3335,8921,1489,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,156518,6310,34532,3385,1272,506,701,410,571,297,13596,1612,4719,997,8877,1289,19664,2582,10725,1759,8939,1839,121986,5776,67236,4691,47485,3271,19751,2487,25692,2541,15609,1874,10083,1746,29058,2130,27306,1982,1752,648,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,198347,6451,41521,3607,1492,638,1030,590,462,325,15766,2187,7639,1502,8127,1508,24263,2768,16140,2129,8123,1792,156826,5638,97811,4926,71940,4396,25871,2244,36814,2857,24574,2123,12240,2124,22201,1906,20374,1720,1827,730,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3533692,29855,803842,15736,36390,3445,19569,2410,16821,2539,279902,10462,127293,6898,152609,7419,487550,11370,300296,8311,187254,7760,2729850,26274,1414915,22267,951994,15292,462921,15216,577941,11150,404095,8852,173846,7200,736994,12162,669821,10699,67173,4278,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
