GEO_ID,C18035_001E,C18035_001M,C18035_002E,C18035_002M,C18035_003E,C18035_003M,C18035_004E,C18035_004M,C18035_005E,C18035_005M,C18035_006E,C18035_006M,C18035_007E,C18035_007M,C18035_008E,C18035_008M,C18035_009E,C18035_009M,C18035_010E,C18035_010M,C18035_011E,C18035_011M,C18035_012E,C18035_012M,C18035_013E,C18035_013M,C18035_014E,C18035_014M,C18035_015E,C18035_015M,NAME,C18035_001MA,C18035_001EA,C18035_002MA,C18035_002EA,C18035_003EA,C18035_003MA,C18035_004MA,C18035_004EA,C18035_005EA,C18035_005MA,C18035_006EA,C18035_006MA,C18035_007MA,C18035_007EA,C18035_008EA,C18035_008MA,C18035_009MA,C18035_009EA,C18035_010EA,C18035_010MA,C18035_011EA,C18035_011MA,C18035_012MA,C18035_012EA,C18035_013EA,C18035_013MA,C18035_014EA,C18035_014MA,C18035_015EA,C18035_015MA,state
0400000US13,6917440,6249,364924,9375,136287,6187,34276,3296,102011,5496,228637,7263,62456,3570,166181,6386,6552516,10800,3175142,7754,319635,11565,2855507,12859,3377374,9770,483048,11865,2894326,15066,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,971910,3535,49425,3264,18290,1772,4091,989,14199,1710,31135,2495,6794,1394,24341,2168,922485,4624,448629,2748,30843,2971,417786,3879,473856,3324,45456,3978,428400,5501,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1082502,2435,49371,3225,19757,1736,3688,813,16069,1551,29614,2351,6937,1188,22677,1997,1033131,4003,518825,3090,51573,3387,467252,4625,514306,2922,64580,3473,449726,3900,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9695497,6204,481004,8660,186031,5965,41008,3215,145023,5055,294973,6648,62775,3233,232198,6210,9214493,9490,4510713,7759,378937,11185,4131776,14218,4703780,7643,562466,12395,4141314,12577,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4753821,4069,259408,7734,94040,4623,18277,1981,75763,4196,165368,5757,42671,3255,122697,4719,4494413,8163,2215312,6267,190064,7595,2025248,8428,2279101,7128,276235,9235,2002866,10398,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2260956,2606,98054,3619,38532,2342,10307,1299,28225,1749,59522,2898,14484,1519,45038,2511,2162902,4598,1064162,3635,85430,4974,978732,5745,1098740,3909,121142,4981,977598,5950,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2063070,3236,96133,4438,37205,3100,9052,1703,28153,2526,58928,2594,15686,1583,43242,2117,1966937,5761,968301,4600,84169,4531,884132,6319,998636,3702,123080,4395,875556,5693,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3214150,4285,244785,7338,95684,4198,27243,2767,68441,3705,149101,5503,47810,3085,101291,4852,2969365,8640,1446512,5270,170478,6234,1276034,7884,1522853,7007,248626,7964,1274227,10506,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3205219,4645,220987,6629,90057,3913,23616,2248,66441,3582,130930,5080,38423,2729,92507,4806,2984232,8412,1425830,5655,171193,7490,1254637,8529,1558402,6432,287946,8949,1270456,11467,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1044799,2260,61050,3294,22940,1911,6598,1304,16342,1554,38110,2732,11773,1633,26337,2291,983749,4199,478748,2925,39302,2900,439446,3606,505001,3184,64956,3992,440045,5378,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4280279,4232,202086,7196,73865,4563,14249,2143,59616,3810,128221,5269,25468,2143,102753,4748,4078193,9139,1944500,6447,104031,5473,1840469,7538,2133693,6386,169059,7890,1964634,9756,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4972767,3538,251346,8120,93255,5113,21458,2344,71797,4569,158091,6255,40566,3536,117525,5527,4721421,9431,2283757,6560,162507,8413,2121250,10590,2437664,7515,238464,8905,2199200,11287,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7723686,5038,456337,11571,173535,5696,46339,3281,127196,4795,282802,8181,68609,4204,214193,6809,7267349,11987,3561556,7381,344199,10682,3217357,12856,3705793,9909,477125,10901,3228668,13707,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3942882,3232,161571,5945,66247,3545,15075,1601,51172,3005,95324,4130,23135,2057,72189,3466,3781311,6391,1877475,4429,139143,4566,1738332,6130,1903836,4762,179764,6050,1724072,7289,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2148356,3246,180552,6225,67268,4168,18988,2206,48280,3887,113284,4029,38361,3110,74923,3897,1967804,7066,940815,6190,130713,6255,810102,8832,1026989,5140,210354,8150,816635,8792,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4437324,4109,276349,7057,107185,4084,25848,2672,81337,3440,169164,4763,47464,2990,121700,4364,4160975,8471,2018227,6451,189403,7483,1828824,9994,2142748,6335,272153,9217,1870595,10220,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,732219,2053,39277,3093,18447,2227,5266,1154,13181,1767,20830,1973,4756,1019,16074,1847,692942,3839,342707,2788,33652,2906,309055,3818,350235,3005,49306,3190,300929,3859,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1323759,2195,48432,2650,18023,1612,4660,947,13363,1267,30409,2009,7715,1117,22694,1844,1275327,3316,633629,2716,52565,3959,581064,4200,641698,2454,75314,3550,566384,4368,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1898523,2682,87592,4298,33776,2385,5929,1021,27847,2348,53816,3451,8977,1614,44839,2926,1810931,4660,922668,3974,66852,4450,855816,6124,888263,4508,93831,5443,794432,6723,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1020951,1972,48856,3305,17034,1697,4006,825,13028,1594,31822,2865,6569,1246,25253,2575,972095,4031,482095,3130,27162,2819,454933,4121,490000,3605,39885,3435,450115,4041,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6713075,4498,346195,9448,131380,5240,25799,2560,105581,4805,214815,7105,40155,3439,174660,6113,6366880,11094,3090281,7136,184191,8141,2906090,11350,3276599,8339,275362,9695,3001237,11123,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1464379,3048,84724,4490,31894,2698,8388,1412,23506,2420,52830,3265,16219,2027,36611,2885,1379655,5108,672424,3938,89693,5465,582731,6299,707231,3887,123929,5714,583302,6298,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,14857834,6393,816464,13930,293125,7782,79540,4652,213585,6284,523339,11283,148233,6488,375106,9349,14041370,14539,6764986,9617,669862,13636,6095124,15109,7276384,13379,972573,18141,6303811,21443,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6673761,6925,391421,8410,148715,5801,34984,3137,113731,5128,242706,5981,63954,4156,178752,5535,6282340,11229,3039466,9612,310464,9543,2729002,12782,3242874,8834,461624,11072,2781250,14192,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,478614,1625,19178,1867,7585,1192,1502,480,6083,1124,11593,1243,2760,557,8833,1153,459436,2294,227516,2000,18755,1853,208761,2636,231920,2052,29728,2482,202192,2812,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8755861,5294,509625,11317,187956,6754,41792,3273,146164,5700,321669,7582,79346,4111,242323,6220,8246236,13381,4005290,8624,361904,13247,3643386,14826,4240946,9989,542353,12455,3698593,14394,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2676994,3931,173153,5708,64479,3187,14531,1643,49948,2765,108674,4658,27999,2329,80675,4049,2503841,6063,1220347,4463,147312,6110,1073035,7522,1283494,5469,205497,7761,1077997,8636,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2882066,2961,156587,5228,58518,3917,13446,2484,45072,3226,98069,4041,26338,2532,71731,3886,2725479,5714,1352975,5363,141974,6170,1211001,7992,1372504,4497,172176,7422,1200328,7998,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9604702,5475,589719,10814,217100,7396,46681,3085,170419,6616,372619,8300,88310,4603,284309,6894,9014983,12939,4369936,7892,361865,9073,4008071,12596,4645047,10249,535064,11857,4109983,14240,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,818627,1768,43767,3072,15009,2001,3687,809,11322,1820,28758,2164,5987,1194,22771,1878,774860,3457,375773,2746,28017,3443,347756,4873,399087,2562,45656,3927,353431,4860,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3270598,3949,223071,7076,83637,4515,19785,2394,63852,3815,139434,5145,36347,3126,103087,4803,3047527,8541,1461033,5897,155090,7787,1305943,8985,1586494,5999,243077,8574,1343417,10514,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,584697,1668,24809,2013,9404,1397,2784,752,6620,1174,15405,1494,4320,788,11085,1320,559888,2797,277905,2419,27983,2311,249922,3051,281983,2213,38290,2660,243693,3096,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4615309,5162,327889,9429,125907,6518,34483,3065,91424,5733,201982,6085,57097,4010,144885,5679,4287420,11420,2089425,8869,227558,9503,1861867,12103,2197995,7725,342035,10318,1855960,12619,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,17120309,10323,922512,16913,351937,9417,87694,4500,264243,8153,570575,12185,153151,5218,417424,10198,16197797,19083,7987708,12444,923811,17329,7063897,20664,8210089,14775,1313305,20737,6896784,21477,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1802453,2688,70049,3481,29060,2503,5382,1171,23678,2084,40989,2761,8682,1378,32307,2190,1732404,4578,862430,3505,71165,5187,791265,5736,869974,3173,95639,5661,774335,5924,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,490177,1108,24965,2085,8756,1147,2180,571,6576,942,16209,1556,4179,692,12030,1538,465212,2457,228610,1784,15146,1365,213464,2106,236602,2166,25164,2163,211438,2999,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5762911,8018,287067,6674,106231,4727,19664,2362,86567,4005,180836,5914,38251,3178,142585,5831,5475844,10349,2642221,8782,180177,8013,2462044,10753,2833623,7474,273493,9617,2560130,12134,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4911851,4552,261784,8525,93235,4884,23705,2486,69530,4370,168549,5770,43839,3330,124710,5286,4650067,9900,2310151,6638,205031,7561,2105120,9146,2339916,6177,256815,7760,2083101,9329,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1433778,2146,123217,5582,50242,3351,12229,1730,38013,3015,72975,4191,19591,2085,53384,3897,1310561,6160,640728,4216,75036,4869,565692,6157,669833,4566,113839,5710,555994,7068,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4267405,3364,188768,5074,71374,3629,15967,1805,55407,2832,117394,4312,28047,2562,89347,3517,4078637,6201,2022609,4756,159555,6771,1863054,7889,2056028,5609,217425,7245,1838603,9247,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,393364,1819,20713,1949,8309,1307,1561,591,6748,1121,12404,1437,3039,805,9365,1261,372651,2503,188706,2275,11921,1787,176785,2436,183945,2105,17394,2331,166551,3034,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2995157,2949,381805,7766,163873,5574,93759,4817,70114,3567,217932,5735,118197,4820,99735,3896,2613352,8059,1240281,5647,465052,11005,775229,11821,1373071,6200,588005,12413,785066,12058,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
