GEO_ID,B22005I_001E,B22005I_001M,B22005I_002E,B22005I_002M,B22005I_003E,B22005I_003M,NAME,B22005I_001EA,B22005I_001MA,B22005I_002EA,B22005I_002MA,B22005I_003MA,B22005I_003EA,state
0400000US01,27266,2019,2545,948,24721,1958,Alabama,null,null,null,null,null,null,01
0400000US02,9024,1129,1117,504,7907,1079,Alaska,null,null,null,null,null,null,02
0400000US04,469617,7026,59955,3839,409662,7496,Arizona,null,null,null,null,null,null,04
0400000US05,36920,1849,3691,1011,33229,2117,Arkansas,null,null,null,null,null,null,05
0400000US06,3185439,15110,251175,7159,2934264,16094,California,null,null,null,null,null,null,06
0400000US08,274600,5442,30319,3028,244281,6022,Colorado,null,null,null,null,null,null,08
0400000US09,119370,3445,24316,2381,95054,3753,Connecticut,null,null,null,null,null,null,09
0400000US10,13699,1224,1722,551,11977,1217,Delaware,null,null,null,null,null,null,10
0400000US11,16152,1236,1098,689,15054,1527,District of Columbia,null,null,null,null,null,null,11
0400000US12,1173378,10054,173020,7524,1000358,10648,Florida,null,null,null,null,null,null,12
0400000US13,167684,5001,11090,2049,156594,5096,Georgia,null,null,null,null,null,null,13
0400000US15,24922,1941,2719,708,22203,1848,Hawaii,null,null,null,null,null,null,15
0400000US16,36951,1643,3990,1009,32961,1770,Idaho,null,null,null,null,null,null,16
0400000US17,477969,7335,55600,3844,422369,7510,Illinois,null,null,null,null,null,null,17
0400000US18,82422,2949,10210,1549,72212,2888,Indiana,null,null,null,null,null,null,18
0400000US19,30654,1678,4885,1246,25769,1734,Iowa,null,null,null,null,null,null,19
0400000US20,65542,2684,8213,1622,57329,2660,Kansas,null,null,null,null,null,null,20
0400000US21,22403,1847,4014,962,18389,1754,Kentucky,null,null,null,null,null,null,21
0400000US22,38526,2637,8961,1604,29565,2467,Louisiana,null,null,null,null,null,null,22
0400000US23,3822,639,656,247,3166,610,Maine,null,null,null,null,null,null,23
0400000US24,88291,3143,3949,1197,84342,2828,Maryland,null,null,null,null,null,null,24
0400000US25,158193,3952,41192,2933,117001,4031,Massachusetts,null,null,null,null,null,null,25
0400000US26,111297,3526,16419,1950,94878,3519,Michigan,null,null,null,null,null,null,26
0400000US27,51476,2194,6165,1331,45311,2231,Minnesota,null,null,null,null,null,null,27
0400000US28,13397,1657,1296,460,12101,1721,Mississippi,null,null,null,null,null,null,28
0400000US29,46554,2596,6241,1179,40313,2606,Missouri,null,null,null,null,null,null,29
0400000US30,6649,863,909,397,5740,903,Montana,null,null,null,null,null,null,30
0400000US31,34191,1398,3601,748,30590,1476,Nebraska,null,null,null,null,null,null,31
0400000US32,167775,4529,7125,1621,160650,4464,Nevada,null,null,null,null,null,null,32
0400000US33,7923,846,859,473,7064,844,New Hampshire,null,null,null,null,null,null,33
0400000US34,397672,6276,38732,3055,358940,6119,New Jersey,null,null,null,null,null,null,34
0400000US35,280049,4177,38294,3357,241755,4755,New Mexico,null,null,null,null,null,null,35
0400000US36,938891,9062,218972,7673,719919,10391,New York,null,null,null,null,null,null,36
0400000US37,153248,4861,15224,2084,138024,4356,North Carolina,null,null,null,null,null,null,37
0400000US38,3087,680,507,305,2580,711,North Dakota,null,null,null,null,null,null,38
0400000US39,80808,2746,14131,1814,66677,2906,Ohio,null,null,null,null,null,null,39
0400000US40,68340,2490,10106,1552,58234,2563,Oklahoma,null,null,null,null,null,null,40
0400000US41,95382,3400,16940,2143,78442,4009,Oregon,null,null,null,null,null,null,41
0400000US42,151856,3371,36918,2807,114938,3865,Pennsylvania,null,null,null,null,null,null,42
0400000US44,32566,1893,8341,1069,24225,2017,Rhode Island,null,null,null,null,null,null,44
0400000US45,41778,2345,2435,970,39343,2370,South Carolina,null,null,null,null,null,null,45
0400000US46,4826,868,561,371,4265,900,South Dakota,null,null,null,null,null,null,46
0400000US47,50526,2735,6835,1426,43691,3155,Tennessee,null,null,null,null,null,null,47
0400000US48,2324749,14364,392346,9818,1932403,14292,Texas,null,null,null,null,null,null,48
0400000US49,70450,2753,6499,1548,63951,2965,Utah,null,null,null,null,null,null,49
0400000US50,2262,547,131,183,2131,573,Vermont,null,null,null,null,null,null,50
0400000US51,123409,4300,4644,1092,118765,4197,Virginia,null,null,null,null,null,null,51
0400000US53,154286,3901,28303,2713,125983,4112,Washington,null,null,null,null,null,null,53
0400000US54,3789,1103,641,502,3148,937,West Virginia,null,null,null,null,null,null,54
0400000US55,73754,2665,12540,1940,61214,3043,Wisconsin,null,null,null,null,null,null,55
0400000US56,11324,997,563,298,10761,971,Wyoming,null,null,null,null,null,null,56
0400000US72,1220684,8327,364483,8267,856201,9136,Puerto Rico,null,null,null,null,null,null,72
