GEO_ID,B25073_001E,B25073_001M,B25073_002E,B25073_002M,B25073_003E,B25073_003M,B25073_004E,B25073_004M,B25073_005E,B25073_005M,B25073_006E,B25073_006M,B25073_007E,B25073_007M,B25073_008E,B25073_008M,B25073_009E,B25073_009M,B25073_010E,B25073_010M,B25073_011E,B25073_011M,B25073_012E,B25073_012M,B25073_013E,B25073_013M,B25073_014E,B25073_014M,B25073_015E,B25073_015M,B25073_016E,B25073_016M,B25073_017E,B25073_017M,B25073_018E,B25073_018M,B25073_019E,B25073_019M,B25073_020E,B25073_020M,B25073_021E,B25073_021M,B25073_022E,B25073_022M,B25073_023E,B25073_023M,B25073_024E,B25073_024M,B25073_025E,B25073_025M,B25073_026E,B25073_026M,B25073_027E,B25073_027M,B25073_028E,B25073_028M,B25073_029E,B25073_029M,B25073_030E,B25073_030M,B25073_031E,B25073_031M,B25073_032E,B25073_032M,B25073_033E,B25073_033M,B25073_034E,B25073_034M,B25073_035E,B25073_035M,B25073_036E,B25073_036M,B25073_037E,B25073_037M,B25073_038E,B25073_038M,B25073_039E,B25073_039M,B25073_040E,B25073_040M,B25073_041E,B25073_041M,B25073_042E,B25073_042M,B25073_043E,B25073_043M,B25073_044E,B25073_044M,B25073_045E,B25073_045M,B25073_046E,B25073_046M,B25073_047E,B25073_047M,B25073_048E,B25073_048M,B25073_049E,B25073_049M,B25073_050E,B25073_050M,NAME,B25073_001MA,B25073_001EA,B25073_002EA,B25073_002MA,B25073_003EA,B25073_003MA,B25073_004EA,B25073_004MA,B25073_005EA,B25073_005MA,B25073_006EA,B25073_006MA,B25073_007EA,B25073_007MA,B25073_008MA,B25073_008EA,B25073_009EA,B25073_009MA,B25073_010EA,B25073_010MA,B25073_011EA,B25073_011MA,B25073_012MA,B25073_012EA,B25073_013MA,B25073_013EA,B25073_014EA,B25073_014MA,B25073_015EA,B25073_015MA,B25073_016EA,B25073_016MA,B25073_017EA,B25073_017MA,B25073_018MA,B25073_018EA,B25073_019MA,B25073_019EA,B25073_020EA,B25073_020MA,B25073_021MA,B25073_021EA,B25073_022EA,B25073_022MA,B25073_023MA,B25073_023EA,B25073_024MA,B25073_024EA,B25073_025EA,B25073_025MA,B25073_026EA,B25073_026MA,B25073_027EA,B25073_027MA,B25073_028MA,B25073_028EA,B25073_029MA,B25073_029EA,B25073_030MA,B25073_030EA,B25073_031EA,B25073_031MA,B25073_032MA,B25073_032EA,B25073_033MA,B25073_033EA,B25073_034MA,B25073_034EA,B25073_035MA,B25073_035EA,B25073_036EA,B25073_036MA,B25073_037EA,B25073_037MA,B25073_038EA,B25073_038MA,B25073_039MA,B25073_039EA,B25073_040MA,B25073_040EA,B25073_041MA,B25073_041EA,B25073_042EA,B25073_042MA,B25073_043EA,B25073_043MA,B25073_044MA,B25073_044EA,B25073_045MA,B25073_045EA,B25073_046EA,B25073_046MA,B25073_047EA,B25073_047MA,B25073_048EA,B25073_048MA,B25073_049EA,B25073_049MA,B25073_050MA,B25073_050EA,state
0400000US01,506786,9952,200794,5975,46387,3186,20499,2743,14004,2128,10978,1648,64230,4556,44696,2742,84333,4255,19474,2458,8937,1675,7911,1404,7780,1381,33248,2949,6983,1320,115769,5088,30444,3332,16812,2273,13628,2100,9472,1435,40440,3178,4973,1135,20953,2438,4989,1101,2082,797,2095,767,1443,584,8996,1774,1348,531,20221,2240,5205,1157,2569,714,2491,614,2198,563,6856,1307,902,476,64014,4419,15640,2185,6018,1507,4844,1282,3672,952,18320,2046,15520,2081,702,516,112,140,48,81,0,265,205,316,137,218,200,210,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,81629,2772,25516,1939,6221,1074,2587,670,3042,941,1532,587,5998,1278,6136,800,25887,2247,6929,1360,3343,860,2738,941,3068,1086,7772,1256,2037,735,16518,1781,4222,1082,1908,677,1951,671,1167,448,5705,1200,1565,464,7258,1279,1561,552,1650,735,488,357,702,435,2102,735,755,413,2738,595,468,280,122,139,434,357,447,218,1153,476,114,136,3649,935,1285,505,244,278,201,155,269,261,943,466,707,456,63,80,20,37,0,235,0,235,0,235,0,235,43,71,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,701951,12863,243796,7371,58651,3993,29078,2795,24003,2708,21476,2823,82919,5322,27669,2759,91613,4994,22423,2552,11279,1890,10240,1699,8537,1620,35105,3334,4029,1101,174277,6871,44907,3571,24810,3039,20598,2420,16622,2529,62198,4349,5142,1402,54406,4309,14132,1988,7187,1403,6682,1689,4788,1227,19999,2383,1618,707,80020,4182,15977,2107,9077,1407,10332,1526,8140,1468,34506,2992,1988,694,55344,4210,15001,2183,5467,1273,4197,1425,3137,988,19212,2263,8330,1598,2495,953,1317,762,479,400,32,54,0,291,388,356,279,312,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,350016,7559,158594,7248,36377,3507,17029,2074,11737,1846,10387,1824,52121,3685,30943,3030,62053,4169,15037,2207,9472,1517,5594,1066,5884,1379,22666,2381,3400,947,66636,4597,18411,2544,6149,1504,8784,1807,6078,1412,24962,3027,2252,770,11365,1662,2491,988,1193,636,1270,506,959,555,4331,922,1121,674,10847,1543,2182,699,702,368,1509,599,1452,667,4658,1058,344,231,40452,3276,10508,1690,3274,1117,2828,933,2709,853,11797,1620,9336,1678,69,112,0,257,0,257,0,257,0,257,69,112,0,257,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5049030,24989,1696319,20893,334134,9681,190692,8266,176928,8297,141553,6881,721784,13513,131228,5624,837025,15517,178714,7508,100937,5555,92449,4769,75325,5408,366494,9559,23106,2218,1224395,16105,262902,9187,152454,7179,142046,6148,117192,5310,516071,10670,33730,3335,523695,11816,104943,5177,59174,3429,64175,4784,47107,3678,229533,7885,18763,2422,651785,11704,124365,6024,70407,4694,80806,5657,60030,3592,290751,7976,25426,2890,110238,5601,25714,2494,9998,1744,6736,1279,7501,1418,41465,3914,18824,2330,5573,1397,966,618,534,489,313,338,411,395,2945,1013,404,359,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,577567,10807,196951,7368,42168,3157,23935,2340,20079,2580,13617,2004,76065,4789,21087,2717,72793,4928,14442,1961,9146,1492,9764,1832,6774,1511,30412,2988,2255,775,152723,6272,37016,3630,21860,2424,15766,2556,13932,2185,57823,4422,6326,1557,76106,4699,15881,2290,12926,1892,8171,1753,7598,1349,29061,3298,2469,882,57146,4136,11033,1619,5631,1124,10951,1619,3923,994,23013,2723,2595,771,21346,2510,5895,1605,1047,648,1913,731,1737,697,8085,1749,2669,815,502,431,0,271,0,271,0,271,140,225,16,27,346,370,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,404061,6979,72123,3696,14648,2055,8619,1508,7549,1627,6034,1256,24967,2291,10306,1377,160127,5977,39947,3464,16368,2177,17722,2217,15284,1910,65678,4185,5128,1190,83204,4867,21118,2454,10550,1933,9772,1553,8465,1691,31349,2768,1950,699,36939,3208,8606,1686,6311,1333,5065,1084,3664,993,12170,1896,1123,600,49519,2824,9200,1383,5713,1094,9671,1423,4824,1037,19070,1885,1041,576,2039,886,428,406,190,207,429,434,0,269,704,580,288,228,110,130,0,269,0,269,0,269,0,269,65,106,45,74,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,81916,3849,28066,2400,6129,1211,3372,1116,1586,619,2112,655,11740,1539,3127,861,11539,1654,2006,681,1611,706,1648,661,1129,665,4726,1199,419,332,26123,2438,8711,1481,2843,871,2492,822,2472,894,8838,1692,767,428,3573,952,893,502,716,421,467,333,325,282,1097,499,75,129,5898,943,1931,692,696,337,1020,459,599,332,1418,474,234,232,6541,1355,1623,690,954,531,549,365,427,425,2582,899,406,285,176,283,0,261,0,261,0,261,176,283,0,261,0,261,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,135870,4564,19476,2178,4257,934,2387,799,2962,712,1187,611,6824,1330,1859,576,20158,2169,4582,1105,2844,854,1588,621,1382,509,8864,1690,898,610,36375,3040,9259,1667,3961,1006,4784,1128,2570,788,14283,1751,1518,754,13995,1571,3993,900,1897,692,1750,764,663,317,4876,1107,816,379,45733,3343,11418,1586,6113,1233,5415,1170,4471,1237,16429,1877,1887,813,0,292,0,292,0,292,0,292,0,292,0,292,0,292,133,216,0,292,0,292,133,216,0,292,0,292,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2111941,22368,666846,16215,124426,6773,76216,4705,61888,4474,56476,4898,273791,9985,74049,5120,327015,9580,60741,4842,41083,3832,40433,3632,30968,2870,140304,7404,13486,1834,549119,12603,99290,5343,65338,4874,62601,4169,53711,4034,243899,9333,24280,2724,196096,8324,33722,3249,22945,2842,24493,3183,16853,2460,88502,5829,9581,1809,220599,7150,33304,2954,20509,2456,25592,2419,23273,2397,105808,5547,12113,1576,150779,7965,36222,4173,16095,2394,13052,2108,9794,2001,53477,4770,22139,2683,1487,820,420,335,208,211,0,300,42,70,473,461,344,353,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
