GEO_ID,C17019_001E,C17019_001M,C17019_002E,C17019_002M,C17019_003E,C17019_003M,C17019_004E,C17019_004M,C17019_005E,C17019_005M,C17019_006E,C17019_006M,C17019_007E,C17019_007M,NAME,C17019_001MA,C17019_001EA,C17019_002EA,C17019_002MA,C17019_003MA,C17019_003EA,C17019_004MA,C17019_004EA,C17019_005MA,C17019_005EA,C17019_006MA,C17019_006EA,C17019_007EA,C17019_007MA,state
0400000US23,358314,5380,31261,2882,11863,1345,19398,2794,327053,5560,280247,5337,46806,3615,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1405655,12927,73947,4819,23437,2488,50510,4010,1331708,12246,1051389,10835,280319,7588,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1565973,11720,109375,5804,25294,2372,84081,5335,1456598,11428,1156278,11159,300320,7329,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2579201,15447,248142,7383,102137,4053,146005,6431,2331059,15886,2027366,14653,303693,8811,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1330451,9270,86283,4037,33114,2309,53169,3678,1244168,8717,1111288,7595,132880,5729,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,741988,10108,124673,5132,55274,3336,69399,4379,617315,9999,507976,9111,109339,5365,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1518860,13297,151387,6587,55970,4001,95417,4998,1367473,13474,1144155,13434,223318,6579,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,240412,4549,20646,2154,8536,1267,12110,1715,219766,4237,181544,4035,38222,2598,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,462408,6040,36189,2775,12028,1419,24161,2457,426219,5660,346766,4989,79453,4039,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,612349,8480,46425,3148,14682,1595,31743,2766,565924,8497,406563,7952,159361,6101,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,335509,5188,16538,2072,6228,1086,10310,1860,318971,5504,267936,5291,51035,3421,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2180404,13737,140564,6933,37945,2904,102619,6076,2039840,13811,1586022,14132,453818,9461,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,477430,7024,65785,3955,31145,2828,34640,2988,411645,6744,337849,6126,73796,3749,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4573941,20863,496913,11251,93842,4623,403071,9946,4077028,19333,2849409,14088,1227619,15268,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2310456,17812,247571,8408,87460,4572,160111,6762,2062885,17073,1642989,16913,419896,10077,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,169022,3899,11872,1430,4408,690,7464,1167,157150,3935,131629,3547,25521,2034,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2953361,17201,290458,9500,91996,3880,198462,8848,2662903,18333,2226825,16570,436078,9666,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,927086,9513,118323,5008,43859,2596,74464,4239,808763,9490,653085,7988,155678,6081,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,927071,10197,85627,5541,26543,3124,59084,3876,841444,9640,652910,9353,188534,7577,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3174335,14958,261820,8126,102017,4551,159803,6188,2912515,15198,2464364,14880,448151,10323,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,262352,4899,20335,2202,5252,1145,15083,1817,242017,5158,186686,5278,55331,3587,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1122724,10881,133563,5870,54978,3808,78585,4839,989161,10553,802539,10701,186622,6462,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,205964,3745,17288,1722,7213,1175,10075,1370,188676,3606,158013,3910,30663,2783,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1597016,14242,198371,7192,75560,4271,122811,5343,1398645,14379,1148726,13431,249919,8385,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5686517,26097,758920,13266,301131,8158,457789,10787,4927597,26315,3819240,26319,1108357,17862,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,614705,7570,47949,3421,16025,2053,31924,3033,566756,7618,458546,6940,108210,5008,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,162721,4031,10965,1382,4336,822,6629,1250,151756,3835,128656,3838,23100,2253,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1939891,13414,131718,6055,47576,3799,84142,4744,1808173,13397,1443461,14555,364712,9906,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1595147,11686,127775,5616,38238,3119,89537,5354,1467372,10953,1153638,11640,313734,8111,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,502381,8278,63781,3822,29777,2322,34004,2735,438600,8484,379735,7605,58865,4195,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1456314,10842,106719,4531,33337,2087,73382,3969,1349595,11109,1138696,10700,210899,5903,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,136835,3589,8624,1448,3328,910,5296,1152,128211,3791,102646,3001,25565,2423,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,939600,8997,391102,8928,244213,6178,146889,6154,548498,8588,472072,7933,76426,3797,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
