GEO_ID,C23008_001E,C23008_001M,C23008_002E,C23008_002M,C23008_003E,C23008_003M,C23008_004E,C23008_004M,C23008_005E,C23008_005M,C23008_006E,C23008_006M,C23008_007E,C23008_007M,C23008_008E,C23008_008M,C23008_009E,C23008_009M,C23008_010E,C23008_010M,C23008_011E,C23008_011M,C23008_012E,C23008_012M,C23008_013E,C23008_013M,C23008_014E,C23008_014M,C23008_015E,C23008_015M,C23008_016E,C23008_016M,C23008_017E,C23008_017M,C23008_018E,C23008_018M,C23008_019E,C23008_019M,NAME,C23008_001MA,C23008_001EA,C23008_002MA,C23008_002EA,C23008_003MA,C23008_003EA,C23008_004EA,C23008_004MA,C23008_005MA,C23008_005EA,C23008_006MA,C23008_006EA,C23008_007MA,C23008_007EA,C23008_008EA,C23008_008MA,C23008_009EA,C23008_009MA,C23008_010EA,C23008_010MA,C23008_011EA,C23008_011MA,C23008_012MA,C23008_012EA,C23008_013EA,C23008_013MA,C23008_014MA,C23008_014EA,C23008_015EA,C23008_015MA,C23008_016EA,C23008_016MA,C23008_017MA,C23008_017EA,C23008_018EA,C23008_018MA,C23008_019EA,C23008_019MA,state
0400000US01,1023928,6974,332134,4599,202917,5387,120418,4820,72308,4347,5905,1354,4286,1154,129217,5352,95474,4491,33743,3936,691794,6142,440522,9463,275501,10461,127373,6109,22409,2861,15239,2631,251272,8819,194078,8265,57194,5824,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,168603,2003,54618,1616,38100,2193,18536,2079,16429,2277,2194,839,941,688,16518,2055,13265,1929,3253,835,113985,2176,80482,3455,50257,3450,22826,2822,5229,1874,2170,855,33503,3165,28444,2799,5059,1587,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1520108,7541,540674,6326,367665,8510,175473,6894,170202,7754,12559,3004,9431,2099,173009,6504,133769,6457,39240,4384,979434,8026,657197,11174,384871,12743,225373,9169,25141,3623,21812,3499,322237,12000,267102,10527,55135,5493,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,633058,6161,223321,4575,140541,4246,83636,4220,49905,3477,4194,1178,2806,1004,82780,4936,62795,4245,19985,2704,409737,5864,269197,7632,176841,7324,70999,5151,13601,2681,7756,1536,140540,6314,113262,5993,27278,3398,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8948851,18890,3017786,12987,2115006,17747,1027252,17544,971900,16393,58096,4878,57758,5031,902780,15683,664361,14758,238419,11414,5931065,19052,4100987,26927,2356092,31665,1440485,23574,167056,9802,137354,8712,1830078,27031,1446715,24910,383363,14223,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1103458,5140,388957,4553,280710,6988,152142,5912,115545,6105,7568,1600,5455,1382,108247,6376,81272,5793,26975,3596,714501,5112,513930,8288,328390,9399,155363,7849,19029,2501,11148,2182,200571,8861,167675,7721,32896,4401,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,778687,3848,240183,3503,178985,4265,100387,4061,70867,4613,4698,1246,3033,834,61198,4142,48613,4029,12585,2390,538504,4661,383944,7061,262313,8488,99919,5478,15335,2903,6377,1603,154560,6360,128360,6594,26200,3747,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,187413,2970,63580,1963,40840,2587,23484,2438,15330,1808,1795,866,231,215,22740,2395,18412,2648,4328,1489,123833,2421,82608,3963,57336,3826,20415,2815,3441,1401,1416,764,41225,3658,35034,3351,6191,1991,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101679,2479,37840,1871,17991,2408,12236,2142,5214,1674,493,352,48,81,19849,1988,11798,1843,8051,1944,63839,2918,20812,2645,12776,2218,6913,1754,943,527,180,217,43027,2995,32104,3131,10923,2167,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3739678,11783,1254872,9945,816723,11723,455492,12252,320357,10798,23231,3302,17643,2626,438149,12329,343988,11076,94161,7722,2484806,12193,1620572,21881,1051147,21582,459717,17170,69672,6067,40036,4135,864234,20418,706798,19385,157436,10521,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
