GEO_ID,C15002G_001E,C15002G_001M,C15002G_002E,C15002G_002M,C15002G_003E,C15002G_003M,C15002G_004E,C15002G_004M,C15002G_005E,C15002G_005M,C15002G_006E,C15002G_006M,C15002G_007E,C15002G_007M,C15002G_008E,C15002G_008M,C15002G_009E,C15002G_009M,C15002G_010E,C15002G_010M,C15002G_011E,C15002G_011M,NAME,C15002G_001EA,C15002G_001MA,C15002G_002MA,C15002G_002EA,C15002G_003MA,C15002G_003EA,C15002G_004EA,C15002G_004MA,C15002G_005MA,C15002G_005EA,C15002G_006EA,C15002G_006MA,C15002G_007EA,C15002G_007MA,C15002G_008MA,C15002G_008EA,C15002G_009MA,C15002G_009EA,C15002G_010MA,C15002G_010EA,C15002G_011MA,C15002G_011EA,state
0400000US01,23247,2252,10099,1490,2880,856,2976,771,2591,609,1652,758,13148,1452,3795,781,3245,719,3809,878,2299,790,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,18465,2170,9310,1467,872,328,4063,1090,3269,1046,1106,436,9155,1278,1324,611,2489,697,3648,1006,1694,650,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,55711,3608,27721,2331,4516,1082,6967,1485,10446,1725,5792,1223,27990,2748,4468,991,7047,1887,10774,1584,5701,1247,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,20778,2385,10555,1515,2580,714,4288,1117,2876,729,811,399,10223,1479,2522,687,3179,797,3440,839,1082,416,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,469112,11527,227674,8403,37707,3177,56447,4100,80621,5380,52899,3445,241438,7326,36201,3222,51300,3967,90359,4759,63578,3959,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,44807,3529,22089,2234,2774,833,7171,1398,6131,1290,6013,1124,22718,2412,2270,931,5276,1040,9265,1454,5907,1222,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,24775,3229,11494,2018,1470,586,3008,1028,3763,1070,3253,924,13281,2009,1519,640,3132,864,4688,1125,3942,949,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,4438,940,1405,515,270,232,414,288,295,198,426,237,3033,756,396,278,761,363,1194,471,682,381,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,4687,1232,1652,677,362,232,163,192,431,349,696,416,3035,868,209,203,572,385,458,276,1796,628,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,148106,7754,75276,4743,13922,2091,20463,2787,23339,2262,17552,2119,72830,4714,13172,2015,19608,2391,23250,2922,16800,1737,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,43585,3620,20522,2334,3302,1012,5696,1255,5759,1185,5765,1144,23063,2600,3354,965,5194,1140,7669,1499,6846,1432,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,131104,6652,64948,4003,5478,1266,30509,2932,19747,2293,9214,1482,66156,3871,5237,1241,25930,3236,22138,2378,12851,1778,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,12631,1466,7101,1139,1519,569,1911,731,2727,680,944,475,5530,957,1235,569,1667,593,1468,503,1160,524,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,73724,5477,35338,3043,6222,1398,8675,1624,12423,1824,8018,1301,38386,3616,7546,1596,7838,1397,14010,2131,8992,1458,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,34149,2905,16409,2006,2742,833,4778,772,5022,1178,3867,966,17740,1839,2682,782,4466,950,6930,1140,3662,890,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,12030,1873,5294,1085,749,377,1870,547,1577,635,1098,564,6736,1314,777,492,1758,645,2154,773,2047,769,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,24077,1997,11851,1381,1870,621,3782,767,4143,945,2056,701,12226,1314,2256,500,3028,617,4407,961,2535,686,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,18051,2690,8274,1460,1839,656,2262,815,2772,677,1401,547,9777,1937,2349,937,2818,899,2933,727,1677,678,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,19217,2197,8675,1588,2680,823,2432,719,1484,561,2079,804,10542,1418,2097,616,3557,830,3126,875,1762,625,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,9024,1393,5337,1096,928,420,2527,969,1363,546,519,247,3687,816,582,259,1266,435,1059,452,780,433,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,41735,3445,18562,2290,2634,738,4740,1083,5408,1361,5780,1256,23173,2356,1503,686,5358,1165,7045,1233,9267,1617,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,43835,3963,20200,2385,4668,1263,5274,1085,3933,929,6325,1228,23635,2515,5301,1308,3832,1232,5921,1324,8581,1313,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,70473,3790,33168,2291,7133,1350,11733,1442,8320,1352,5982,1047,37305,3011,5750,1120,10073,1585,13867,1702,7615,1304,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,25788,2326,12117,1560,2104,636,3074,770,4334,874,2605,716,13671,1794,1512,522,3094,773,5525,1380,3540,819,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,8371,1445,3853,956,742,357,907,438,1362,747,842,465,4518,968,1258,430,1113,497,1440,566,707,333,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,42766,3270,18309,2186,3047,685,6336,1126,5779,1035,3147,1122,24457,2201,3816,832,7723,1277,7742,1166,5176,1258,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,8668,1429,3380,758,277,198,1465,446,1169,435,469,302,5288,1123,704,569,1342,484,2396,788,846,424,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,9681,1402,4642,640,685,407,1850,536,1630,463,477,313,5039,1151,944,583,1167,418,1861,660,1067,417,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,28326,3337,14188,1974,2429,811,5162,1146,4010,982,2587,883,14138,2005,1877,725,4229,1073,4866,1158,3166,1005,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,4918,841,2215,729,206,130,869,418,342,213,798,533,2703,672,347,244,618,343,828,385,910,561,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,58610,4693,28977,3320,5911,1468,7277,1335,6998,1430,8791,1580,29633,2923,6102,1496,6915,1509,8122,1631,8494,1580,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,25851,3197,13350,2083,1979,872,4853,1460,3130,899,3388,951,12501,2008,2014,744,3549,985,3730,1136,3208,862,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,149629,8654,70143,4693,13933,1835,21400,2281,16528,2309,18282,2346,79486,5630,16515,2424,18270,2342,21520,2303,23181,2701,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,45724,3630,19786,2403,5077,1160,5322,1049,5697,1360,3690,1053,25938,2509,3636,1080,6026,1318,9884,1471,6392,1086,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,2977,828,1193,477,127,137,469,324,274,271,323,230,1784,705,118,123,446,339,781,553,439,309,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,59506,4139,27602,2428,4857,1093,9433,1348,8410,1403,4902,902,31904,2826,5572,1234,8746,1495,11779,1452,5807,1178,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,105696,4274,49907,2808,11242,1803,16805,1706,14444,1857,7416,1080,55789,2629,9544,1237,18860,1926,17350,1849,10035,1584,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,50776,3431,24633,2342,5021,1442,5945,1024,8546,1265,5121,1269,26143,2243,3733,1071,7759,1300,8742,1205,5909,1205,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,47145,3735,23552,2451,4714,1062,6311,1015,7059,1372,5468,990,23593,2306,3896,868,6327,1106,7515,1323,5855,1188,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,9506,1891,4056,1152,779,474,1260,762,1485,677,532,357,5450,1389,1095,457,2037,936,1637,677,681,394,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,20152,2134,10212,1513,1944,682,3568,901,2748,811,1952,724,9940,1623,1184,496,1277,573,3942,1114,3537,1064,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,4355,962,2074,746,287,184,1164,539,412,407,211,207,2281,762,626,456,730,393,533,297,392,282,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,33008,3160,16810,2179,3609,966,4957,1339,5293,1207,2951,877,16198,2114,3548,1042,5408,1132,4427,1017,2815,801,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
