GEO_ID,B18024_001E,B18024_001M,B18024_002E,B18024_002M,B18024_003E,B18024_003M,B18024_004E,B18024_004M,B18024_005E,B18024_005M,B18024_006E,B18024_006M,B18024_007E,B18024_007M,B18024_008E,B18024_008M,B18024_009E,B18024_009M,B18024_010E,B18024_010M,B18024_011E,B18024_011M,B18024_012E,B18024_012M,B18024_013E,B18024_013M,B18024_014E,B18024_014M,B18024_015E,B18024_015M,B18024_016E,B18024_016M,B18024_017E,B18024_017M,B18024_018E,B18024_018M,B18024_019E,B18024_019M,B18024_020E,B18024_020M,B18024_021E,B18024_021M,B18024_022E,B18024_022M,B18024_023E,B18024_023M,B18024_024E,B18024_024M,B18024_025E,B18024_025M,B18024_026E,B18024_026M,B18024_027E,B18024_027M,B18024_028E,B18024_028M,B18024_029E,B18024_029M,B18024_030E,B18024_030M,B18024_031E,B18024_031M,NAME,B18024_001EA,B18024_001MA,B18024_002EA,B18024_002MA,B18024_003MA,B18024_003EA,B18024_004MA,B18024_004EA,B18024_005MA,B18024_005EA,B18024_006MA,B18024_006EA,B18024_007EA,B18024_007MA,B18024_008MA,B18024_008EA,B18024_009MA,B18024_009EA,B18024_010MA,B18024_010EA,B18024_011MA,B18024_011EA,B18024_012EA,B18024_012MA,B18024_013MA,B18024_013EA,B18024_014MA,B18024_014EA,B18024_015MA,B18024_015EA,B18024_016MA,B18024_016EA,B18024_017MA,B18024_017EA,B18024_018EA,B18024_018MA,B18024_019MA,B18024_019EA,B18024_020MA,B18024_020EA,B18024_021MA,B18024_021EA,B18024_022MA,B18024_022EA,B18024_023EA,B18024_023MA,B18024_024MA,B18024_024EA,B18024_025MA,B18024_025EA,B18024_026MA,B18024_026EA,B18024_027MA,B18024_027EA,B18024_028MA,B18024_028EA,B18024_029EA,B18024_029MA,B18024_030MA,B18024_030EA,B18024_031MA,B18024_031EA,state
0400000US01,2951988,4297,92142,4758,39250,2924,5474,1442,965,590,4509,1247,33776,2701,3684,818,30092,2454,52892,3741,7785,1617,1131,596,6654,1452,45107,3429,5342,1233,39765,3229,2859846,6173,1388192,4632,559362,3947,378694,6510,180668,6763,828830,4221,650165,6691,178665,5924,1471654,4926,575224,4303,328663,5944,246561,6483,896430,4310,568530,7174,327900,6926,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,452444,2307,8851,1605,3802,976,515,364,60,80,455,355,3287,907,1119,529,2168,639,5049,1257,615,472,188,262,427,386,4434,1181,1136,529,3298,1021,443593,2797,224684,2321,89664,2018,59407,3028,30257,2797,135020,1664,105479,2394,29541,2334,218909,2541,88624,1931,54184,2638,34440,2406,130285,1642,92974,2682,37311,2692,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3860234,5265,73865,4170,32886,2908,5713,1566,868,569,4845,1515,27173,2739,4816,1209,22357,2493,40979,3220,5149,1266,843,436,4306,1152,35830,2897,5435,1295,30395,2632,3786369,7236,1904068,5908,829793,5090,620956,8129,208837,7980,1074275,3860,871585,6876,202690,6154,1882301,4331,782761,3884,472338,8777,310423,9408,1099540,3232,722063,8391,377477,8137,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1777162,4762,59562,4073,27204,2463,4709,1154,1228,496,3481,1102,22495,2104,3359,770,19136,2151,32358,2949,4859,1167,228,202,4631,1146,27499,2638,2321,592,25178,2528,1717600,6243,845138,4847,342524,4535,241094,5031,101430,3997,502614,4189,391417,5554,111197,4608,872462,4592,347879,3250,207802,4978,140077,5284,524583,3571,351577,5291,173006,4639,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23637212,11405,432318,11646,199577,7930,42048,4055,7859,1666,34189,3588,157529,6843,22897,2520,134632,6350,232741,7949,34551,3290,5937,1407,28614,2934,198190,7782,29600,2747,168590,6853,23204894,14496,11646834,11030,4990093,10558,3454297,17129,1535796,16989,6656741,8133,5469915,17615,1186826,16347,11558060,12538,4781618,9123,2743947,18698,2037671,18905,6776442,8403,4455134,21027,2321308,21558,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3175932,4473,50102,4189,24573,2557,4713,1307,1239,619,3474,1054,19860,2393,4600,1108,15260,2029,25529,3023,2795,770,598,369,2197,689,22734,2819,4680,1096,18054,2613,3125830,6281,1577721,4320,647563,4003,490149,6107,157414,6168,930158,3671,787241,7171,142917,6467,1548109,4264,614612,3615,402531,6660,212081,6440,933497,3774,663399,6516,270098,6590,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2282855,3703,35593,3045,15607,1870,1463,567,453,329,1010,478,14144,1748,3361,827,10783,1536,19986,2178,2712,951,840,455,1872,679,17274,1954,3480,851,13794,1835,2247262,4515,1101638,3193,403614,2927,284043,4544,119571,4500,698024,2519,594515,5490,103509,5093,1145624,2965,402005,2450,261607,5159,140398,5561,743619,2715,537358,5463,206261,5000,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,548272,1494,13047,1828,7544,1534,1864,967,734,604,1130,684,5680,1171,1032,466,4648,1098,5503,930,503,346,47,81,456,336,5000,873,817,478,4183,842,535225,2331,258385,2082,100944,1898,71378,2756,29566,2575,157441,1387,129054,2575,28387,2603,276840,1635,107719,1546,69313,2904,38406,2645,169121,1415,119429,2931,49692,2704,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,396111,4501,6929,1193,3450,888,832,529,0,292,832,529,2618,720,65,109,2553,714,3479,837,462,319,68,113,394,285,3017,775,260,259,2757,732,389182,4549,180229,3604,81030,3296,53158,2913,27872,2497,99199,1076,76722,2038,22477,1984,208953,1772,98840,1458,63411,2444,35429,2898,110113,922,78994,2474,31119,2437,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11280359,9827,257737,9458,117341,6407,19205,2692,3597,1141,15608,2369,98136,5448,14247,2178,83889,5365,140396,6934,17684,2800,4090,1223,13594,2302,122712,6165,18218,2318,104494,5791,11022622,13573,5433470,11236,2102321,9800,1540394,13580,561927,11583,3331149,8138,2712823,12208,618326,11231,5589152,9900,2071904,7638,1294102,12997,777802,13678,3517248,7749,2379112,14604,1138136,13730,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
