GEO_ID,B02001_001E,B02001_001M,B02001_002E,B02001_002M,B02001_003E,B02001_003M,B02001_004E,B02001_004M,B02001_005E,B02001_005M,B02001_006E,B02001_006M,B02001_007E,B02001_007M,B02001_008E,B02001_008M,B02001_009E,B02001_009M,B02001_010E,B02001_010M,NAME,B02001_001MA,B02001_001EA,B02001_002MA,B02001_002EA,B02001_003MA,B02001_003EA,B02001_004EA,B02001_004MA,B02001_005EA,B02001_005MA,B02001_006MA,B02001_006EA,B02001_007MA,B02001_007EA,B02001_008MA,B02001_008EA,B02001_009EA,B02001_009MA,B02001_010EA,B02001_010MA,state
0400000US17,12831970,0,9074653,23238,1898346,7410,23310,2736,536992,4263,3201,1013,1095611,22125,199857,10350,64385,6593,135472,7376,Illinois,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6313520,0,5427561,9032,551864,5164,10964,1790,81054,2794,1278,666,151563,8753,89236,5312,12664,2335,76572,5141,Indiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2982085,0,2772535,4142,67297,3046,8424,1586,45647,2361,370,304,46605,4351,41207,3522,6286,1563,34921,3067,Iowa,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2764075,0,2361047,6941,153560,2984,23749,2218,60646,1976,1145,923,93803,6387,70125,4491,14243,2554,55882,3687,Kansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4206074,0,3762571,4258,310146,4420,9335,1559,38835,2246,3202,1204,32612,4086,49373,5034,4980,1566,44393,4652,Kentucky,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4287768,0,2760233,4740,1356981,4406,24018,2173,57084,1999,715,500,47211,5166,41526,4168,5683,1408,35843,3944,Louisiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1321574,0,1265541,3360,13669,2692,7013,869,12004,986,406,448,4163,1239,18778,2275,1328,616,17450,2251,Maine,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5615727,0,3441497,11054,1624858,6558,12603,1722,276362,3563,3511,1927,150702,10918,106194,6638,12952,2383,93242,6491,Maryland,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6437193,0,5329576,13209,393207,6423,15034,2111,310441,3490,3321,1912,275591,12148,110023,7015,23729,3455,86294,6239,Massachusetts,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,10095643,0,8026545,7876,1426809,7412,50474,2801,236972,3366,1423,767,174476,8664,178944,7401,23737,2925,155207,6492,Michigan,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5167101,0,4538957,7496,228354,4484,51922,2598,179295,3237,919,595,83293,7594,84361,5366,8685,1644,75676,4959,Minnesota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2910540,0,1749296,2792,1087114,4842,12280,2005,22116,1921,691,727,18114,2748,20929,3035,2643,1044,18286,2738,Mississippi,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5842713,0,4905832,6447,661535,5223,21082,2040,86010,3236,3333,1430,62026,4730,102895,6432,9584,2116,93311,5878,Missouri,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,944632,0,847192,1984,4470,695,59500,2572,5525,855,866,598,8195,2054,18884,2764,1011,436,17873,2671,Montana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1768331,0,1566980,4653,72095,2333,16112,1895,29815,1295,785,491,56014,4842,26530,2825,3154,884,23376,2764,Nebraska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2495529,0,1837860,12559,183064,3560,30413,2271,147363,3643,11169,1878,206079,12166,79581,7193,16820,3140,62761,6317,Nevada,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1314895,0,1250231,2808,13842,1157,3100,1024,26136,1281,457,498,10116,2650,11013,1491,1456,680,9557,1347,New Hampshire,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8724560,0,6073160,16554,1187161,7516,17494,3110,652378,4219,4362,2569,661229,17482,128776,8233,46311,5018,82465,6775,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1954599,0,1325762,11738,39654,2011,189152,3609,25983,1821,1396,717,309772,12330,62880,5738,31511,4548,31369,4439,New Mexico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19306183,0,12816272,25723,2990260,16000,60409,3792,1322971,6556,4927,1550,1775451,28418,335893,13493,98752,7489,237141,9152,New York,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8856505,0,6224663,12857,1892469,7396,99688,2889,162578,3651,5320,1677,346463,13091,125324,7293,17931,2561,107393,7105,North Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,635867,0,578919,1164,5999,826,33219,1681,4348,1455,241,221,4775,1070,8366,1627,182,185,8184,1590,North Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11478006,0,9645844,7788,1357343,6997,21570,1949,175000,3555,2447,1353,104589,7359,171213,7838,22902,3181,148311,7535,Ohio,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3579212,0,2698032,6248,263271,4882,244326,7125,59164,3040,3084,1437,93753,6118,217582,9033,11229,1918,206353,9373,Oklahoma,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3700758,0,3186177,11429,63631,3071,67269,7687,135746,2891,8250,1488,128670,9206,111015,6187,14429,2842,96586,5516,Oregon,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12440621,0,10429732,8371,1289799,6766,17634,1901,289289,3395,3332,1129,259927,9372,150908,8068,22174,3484,128734,7162,Pennsylvania,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1067610,0,882370,5537,54396,3932,4396,966,29406,1879,248,270,73589,6348,23205,3820,5990,1671,17215,3234,Rhode Island,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4321249,0,2908324,4787,1237900,4993,11935,1717,46939,2243,3284,1535,57217,5172,55650,4350,3894,1019,51756,4188,South Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,781919,0,681785,1872,5262,1143,67614,2653,7064,1446,56,69,7767,2137,12371,2341,717,700,11654,2301,South Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6038803,0,4781578,6874,1011726,5781,16135,1742,76208,2169,1284,898,77146,6204,74726,5931,8219,1751,66507,5487,Tennessee,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,23507783,0,16405937,47857,2718515,10979,111511,6501,787208,6461,14047,2865,3053945,46784,416620,15720,160211,7506,256409,12976,Texas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2550063,0,2271604,8320,22742,2140,28901,1967,49079,2375,18958,1550,113961,8315,44818,4656,10010,1931,34808,4256,Utah,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,623908,0,600529,792,5167,742,2563,696,5693,743,61,101,1876,765,8019,1134,398,235,7621,1083,Vermont,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7642884,0,5413295,11229,1496076,7657,18553,2070,365515,4642,6291,1753,197995,10716,145159,8457,22999,3576,122160,7446,Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6395798,0,5148130,12497,217868,5110,92791,4224,423976,6335,27186,1818,276396,12323,209451,8883,23464,3306,185987,8548,Washington,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1818470,0,1721098,1805,58693,2194,3318,1078,10479,1628,1201,824,2985,965,20696,2329,1232,582,19464,2382,West Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5556506,0,4859689,6394,328376,3397,47727,2424,110778,2702,1622,681,136736,5993,71578,3929,11937,1878,59641,3726,Wisconsin,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,515004,0,472937,2132,3686,1121,11505,1064,4656,1356,350,445,12442,1881,9428,1655,1415,612,8013,1548,Wyoming,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3927776,0,2962908,17336,303274,11748,8085,1888,13498,2802,123,146,466125,12966,173763,9201,22446,3270,151317,8634,Puerto Rico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
