GEO_ID,C16005_001E,C16005_001M,C16005_002E,C16005_002M,C16005_003E,C16005_003M,C16005_004E,C16005_004M,C16005_005E,C16005_005M,C16005_006E,C16005_006M,C16005_007E,C16005_007M,C16005_008E,C16005_008M,C16005_009E,C16005_009M,C16005_010E,C16005_010M,C16005_011E,C16005_011M,C16005_012E,C16005_012M,C16005_013E,C16005_013M,C16005_014E,C16005_014M,C16005_015E,C16005_015M,C16005_016E,C16005_016M,C16005_017E,C16005_017M,C16005_018E,C16005_018M,C16005_019E,C16005_019M,C16005_020E,C16005_020M,C16005_021E,C16005_021M,C16005_022E,C16005_022M,C16005_023E,C16005_023M,C16005_024E,C16005_024M,C16005_025E,C16005_025M,C16005_026E,C16005_026M,C16005_027E,C16005_027M,C16005_028E,C16005_028M,C16005_029E,C16005_029M,NAME,C16005_001MA,C16005_001EA,C16005_002EA,C16005_002MA,C16005_003EA,C16005_003MA,C16005_004EA,C16005_004MA,C16005_005EA,C16005_005MA,C16005_006MA,C16005_006EA,C16005_007MA,C16005_007EA,C16005_008MA,C16005_008EA,C16005_009EA,C16005_009MA,C16005_010EA,C16005_010MA,C16005_011MA,C16005_011EA,C16005_012MA,C16005_012EA,C16005_013EA,C16005_013MA,C16005_014EA,C16005_014MA,C16005_015EA,C16005_015MA,C16005_016MA,C16005_016EA,C16005_017MA,C16005_017EA,C16005_018MA,C16005_018EA,C16005_019MA,C16005_019EA,C16005_020EA,C16005_020MA,C16005_021MA,C16005_021EA,C16005_022MA,C16005_022EA,C16005_023MA,C16005_023EA,C16005_024MA,C16005_024EA,C16005_025EA,C16005_025MA,C16005_026MA,C16005_026EA,C16005_027MA,C16005_027EA,C16005_028MA,C16005_028EA,C16005_029MA,C16005_029EA,state
0400000US01,4305303,2767,4176793,5741,4096025,7905,55455,5036,40216,4469,15239,2281,16238,1778,13498,1648,2740,773,6357,1383,5395,1402,962,523,2718,1046,2496,1021,222,289,128510,4988,28301,2432,52351,2911,11482,2222,40869,3004,17285,2649,11230,2058,6055,1565,24800,2620,9548,1373,15252,2358,5773,2049,4417,1654,1356,826,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,622572,1070,575987,3890,518547,5645,13298,2517,11318,2208,1980,812,7756,1483,6433,1423,1323,678,7000,1354,5750,1221,1250,601,29386,2015,21067,2041,8319,884,46585,3622,8282,1442,9351,1799,2219,774,7132,1634,6477,1527,4205,1157,2272,1267,20661,1950,7178,1332,13483,2047,1814,1561,594,494,1220,1493,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5687173,1432,4768606,18723,3975320,20509,607313,14700,490854,14061,116459,7239,43577,3156,38545,2997,5032,970,19335,2651,16159,2430,3176,1065,123061,6294,106618,6156,16443,2445,918567,18755,118982,5713,636699,16220,156830,9775,479869,13881,73643,6894,45745,5127,27898,3300,67800,4338,30558,3300,37242,3928,21443,4309,12930,3745,8513,1852,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2616131,1982,2509692,4243,2439245,5578,50517,2935,38051,2942,12466,1815,10080,1889,9055,1872,1025,464,6245,1685,3569,1163,2676,1158,3605,2041,3086,1964,519,458,106439,4179,17056,2198,65879,3179,13357,1698,52522,3117,6490,1449,5429,1215,1061,525,14231,1332,6484,1107,7747,1252,2783,1364,1673,828,1110,820,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33784883,2490,23949559,49834,18501650,60181,4319467,41065,3522077,37342,797390,17238,412189,11930,365725,11162,46464,3990,638223,13766,511440,12768,126783,6001,78030,7711,69010,7382,9020,1976,9835324,49720,913327,16486,5269155,41195,1365623,25835,3903532,41573,1047282,25702,618964,15765,428318,17210,2402481,22544,1013770,20047,1388711,20795,203079,12713,124353,9268,78726,6106,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4414382,1529,3931796,12749,3578046,14922,273496,9594,209805,8491,63691,5132,48561,3900,40569,3662,7992,1452,21708,2529,16786,2473,4922,1410,9985,2280,8822,2172,1163,540,482586,12726,75416,4695,271616,11045,61227,4442,210389,10039,53969,4661,37142,3168,16827,2767,64093,4251,27234,3173,36859,3037,17492,3400,8311,1688,9181,2880,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3302738,762,2854348,13319,2530190,15117,207097,7899,146359,6799,60738,4308,98459,6216,82856,5758,15603,1967,11639,1982,9894,1736,1745,671,6963,1444,6093,1364,870,472,448390,13343,109117,6205,101766,5640,32313,3739,69453,4594,172113,10470,87816,5771,84297,7285,52436,3534,27623,2637,24813,2910,12958,2529,8153,1601,4805,1514,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,796385,442,727859,4703,681630,5222,30234,2765,22535,2465,7699,1416,12142,2108,10330,1806,1812,714,1874,782,1783,752,91,111,1979,1256,1979,1256,0,261,68526,4777,18625,3065,21528,2325,4939,1229,16589,2155,12197,2263,8400,1734,3797,1436,9958,1597,5111,1030,4847,1059,6218,2015,4499,1514,1719,933,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,546550,609,473693,4236,442499,4434,18824,2664,15015,2289,3809,1149,8776,1597,8271,1496,505,312,1517,736,1180,677,337,365,2077,883,1815,794,262,255,72857,4248,20275,2520,26199,2823,9455,2313,16744,2710,13400,2277,9458,1933,3942,1588,7230,1395,3983,1020,3247,1018,5753,1723,3983,1268,1770,853,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16972259,2858,13565856,30765,11921734,34192,1310493,20860,1040609,20534,269884,10597,263614,11054,228631,10379,34983,3942,40483,3783,31830,3583,8653,1872,29532,4024,26559,3921,2973,1175,3406403,30226,689158,18458,1861475,20989,625039,13562,1236436,20702,611150,20008,312302,12211,298848,13464,177565,7458,85515,4454,92050,5900,67055,5938,42732,4462,24323,3347,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
