GEO_ID,B01001_001E,B01001_001M,B01001_002E,B01001_002M,B01001_003E,B01001_003M,B01001_004E,B01001_004M,B01001_005E,B01001_005M,B01001_006E,B01001_006M,B01001_007E,B01001_007M,B01001_008E,B01001_008M,B01001_009E,B01001_009M,B01001_010E,B01001_010M,B01001_011E,B01001_011M,B01001_012E,B01001_012M,B01001_013E,B01001_013M,B01001_014E,B01001_014M,B01001_015E,B01001_015M,B01001_016E,B01001_016M,B01001_017E,B01001_017M,B01001_018E,B01001_018M,B01001_019E,B01001_019M,B01001_020E,B01001_020M,B01001_021E,B01001_021M,B01001_022E,B01001_022M,B01001_023E,B01001_023M,B01001_024E,B01001_024M,B01001_025E,B01001_025M,B01001_026E,B01001_026M,B01001_027E,B01001_027M,B01001_028E,B01001_028M,B01001_029E,B01001_029M,B01001_030E,B01001_030M,B01001_031E,B01001_031M,B01001_032E,B01001_032M,B01001_033E,B01001_033M,B01001_034E,B01001_034M,B01001_035E,B01001_035M,B01001_036E,B01001_036M,B01001_037E,B01001_037M,B01001_038E,B01001_038M,B01001_039E,B01001_039M,B01001_040E,B01001_040M,B01001_041E,B01001_041M,B01001_042E,B01001_042M,B01001_043E,B01001_043M,B01001_044E,B01001_044M,B01001_045E,B01001_045M,B01001_046E,B01001_046M,B01001_047E,B01001_047M,B01001_048E,B01001_048M,B01001_049E,B01001_049M,NAME,B01001_001EA,B01001_001MA,B01001_002EA,B01001_002MA,B01001_003EA,B01001_003MA,B01001_004MA,B01001_004EA,B01001_005MA,B01001_005EA,B01001_006MA,B01001_006EA,B01001_007EA,B01001_007MA,B01001_008EA,B01001_008MA,B01001_009EA,B01001_009MA,B01001_010MA,B01001_010EA,B01001_011MA,B01001_011EA,B01001_012EA,B01001_012MA,B01001_013EA,B01001_013MA,B01001_014EA,B01001_014MA,B01001_015MA,B01001_015EA,B01001_016MA,B01001_016EA,B01001_017MA,B01001_017EA,B01001_018EA,B01001_018MA,B01001_019EA,B01001_019MA,B01001_020EA,B01001_020MA,B01001_021MA,B01001_021EA,B01001_022MA,B01001_022EA,B01001_023EA,B01001_023MA,B01001_024EA,B01001_024MA,B01001_025EA,B01001_025MA,B01001_026MA,B01001_026EA,B01001_027MA,B01001_027EA,B01001_028MA,B01001_028EA,B01001_029EA,B01001_029MA,B01001_030EA,B01001_030MA,B01001_031MA,B01001_031EA,B01001_032MA,B01001_032EA,B01001_033MA,B01001_033EA,B01001_034EA,B01001_034MA,B01001_035EA,B01001_035MA,B01001_036MA,B01001_036EA,B01001_037MA,B01001_037EA,B01001_038MA,B01001_038EA,B01001_039MA,B01001_039EA,B01001_040EA,B01001_040MA,B01001_041EA,B01001_041MA,B01001_042EA,B01001_042MA,B01001_043MA,B01001_043EA,B01001_044MA,B01001_044EA,B01001_045MA,B01001_045EA,B01001_046EA,B01001_046MA,B01001_047EA,B01001_047MA,B01001_048EA,B01001_048MA,B01001_049MA,B01001_049EA,state
0400000US01,4599030,0,2230594,3956,149484,2391,157468,5101,165335,4997,102140,2025,73271,3046,39282,3131,32132,3039,90085,4413,146475,2687,140263,2395,150891,5221,168502,4924,169246,2708,149999,1734,137042,3469,44674,3016,64823,3057,37767,2369,44307,2367,64746,2576,51612,2068,30675,2012,20375,1747,2368436,3956,144243,2663,147976,4421,151708,4272,97314,2434,67475,2409,35958,3238,32424,2861,89857,3839,153327,2293,142391,2299,158279,4524,172042,4396,178040,2054,165363,1970,151951,3433,46612,2422,72587,3146,40677,2454,56706,2801,81656,2741,73959,3562,54215,3263,53676,3131,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,670053,0,344757,1779,24007,967,26875,1890,25173,1939,16175,821,13654,1298,5930,1474,6062,1292,16137,1841,25865,999,22677,1241,23673,1804,27092,2140,28916,1127,26645,945,19952,1475,7740,1199,8070,1340,2862,666,3925,696,6268,805,3753,566,2139,433,1167,396,325296,1779,23474,946,22501,1897,23645,1566,17837,1057,10609,1379,3812,1088,5303,1140,13229,1243,23493,1079,21961,874,20590,2172,29175,2139,28560,1229,24992,1095,20227,1400,5524,1085,6443,951,3797,716,4317,778,4948,791,4841,807,3252,602,2766,622,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6166318,0,3085331,2212,242220,1440,227062,5710,224555,5871,138002,1357,86637,2056,47311,3757,43698,3731,130816,4544,246890,2259,222459,1910,221785,6660,217594,6658,206809,1358,181040,1331,163867,4179,52975,3152,79971,3368,46425,2722,59942,3238,82906,3246,77355,3108,51563,2943,33449,2731,3080987,2212,236925,1577,216956,5472,212348,5305,128787,1252,79333,1876,37841,3246,40355,3394,120097,4548,222944,2181,207238,1669,206935,4804,211532,4955,208265,1316,190984,1490,180542,3607,55383,3142,86411,3844,52617,2646,62724,3155,100420,3287,92324,4086,70878,3167,59148,3083,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2810872,0,1377539,3500,99790,2327,98482,3089,95409,3075,62140,1978,42688,2437,20564,2541,19413,1960,56579,3101,94951,2200,87298,2185,94110,3458,97509,3816,99866,1981,93163,1617,85950,2859,25331,1971,41848,2846,21830,1633,29353,1703,42856,1821,31467,2119,21860,1797,15082,1469,1433333,3500,94951,1958,96471,3290,88661,3269,57132,1823,37584,2121,19017,2240,18339,2215,56327,3109,96647,1943,87526,1901,87641,3822,105003,3652,101503,1724,96295,1657,89911,2705,30716,2133,43197,2081,24338,1986,33510,2010,51265,2220,47159,2465,34739,2280,35401,2286,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36457549,0,18225275,5662,1368606,2895,1278264,13021,1392904,13033,842425,2775,563020,3888,293947,9024,299031,9295,820940,12053,1376668,3589,1344698,3419,1412916,13132,1407993,13527,1339253,3370,1154048,2637,971392,10839,301020,7997,382355,8018,225356,4986,290885,6860,405522,7298,331539,6026,248683,6068,173810,6129,18232274,5662,1304060,3227,1236375,11836,1307561,12118,800851,2593,532431,3768,272424,9304,262496,9504,749040,12241,1252585,3074,1258309,2551,1345690,12864,1358437,13838,1335813,2611,1188485,2509,1013411,10484,319028,8369,443243,8969,253300,7278,331118,6286,496756,7016,446102,9015,374125,6918,350634,8046,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4753377,0,2393355,2622,174613,1733,163874,4697,160978,4727,98534,1344,67120,2152,36607,4133,38936,3488,102420,4394,189277,2303,183194,2240,184862,4535,183310,4918,189917,1856,170328,1981,143490,3424,42103,2788,56644,3144,29581,2055,40971,2338,50041,2387,38932,1898,28515,2000,19108,1736,2360022,2622,164382,1620,159106,4705,152408,4598,95748,1249,60384,2139,32568,3092,31609,3076,95590,3780,175815,1974,163215,2173,170866,5182,180982,5042,190225,1976,170272,1566,139882,3644,43830,2563,63403,2947,32256,2410,42875,2446,61018,2550,52438,2363,41931,2215,39219,2256,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3504809,0,1705842,1761,103271,782,117112,3955,120080,3981,78061,708,49112,737,25334,1916,22613,2108,66862,3212,100236,1466,104724,1160,126580,4146,141596,4066,144500,1484,124734,809,109491,3326,33100,2321,44867,2518,25504,1817,30862,1970,47175,2306,38572,1733,27980,1867,23476,1682,1798967,1761,98800,889,107482,3964,118953,4035,74107,692,48839,1058,22009,2300,24814,2280,59849,2681,98346,1194,104624,1117,129409,4339,147957,4655,150386,995,131860,1029,113163,2910,37996,2223,53477,2640,29301,2182,37141,2290,55889,2577,54325,2331,48171,2065,52069,2497,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,853476,0,413560,1013,29058,681,29288,2162,27569,2050,18144,573,12120,740,7951,1401,5420,1271,15987,1610,27645,557,25685,695,29333,2055,32420,2221,31554,571,27710,572,24745,1231,8122,1184,12157,1283,5164,725,9857,1089,12447,1160,10529,975,6213,836,4442,811,439916,1013,28033,583,26905,1763,27054,1761,17685,384,13421,763,6315,1414,5828,1077,16386,1709,28992,522,27365,661,32322,2176,31331,2116,32649,775,30091,583,25780,1633,8663,1218,15194,1539,7317,1146,10866,1238,14972,1264,12837,1152,10193,956,9717,984,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,581530,0,272604,785,17595,487,14031,1940,16693,2013,9723,371,9540,1040,4483,1047,3824,1113,14003,1744,26481,534,23414,128,21075,1822,21120,1801,18912,517,17418,589,15554,1217,4780,1156,6452,967,3451,778,5592,964,6504,935,4860,653,4783,749,2316,471,308926,785,17385,484,15300,1426,14388,1411,9715,353,10257,1328,5341,1237,3459,1048,20163,1695,29974,163,24649,105,21830,1873,20623,1807,19665,415,19165,609,18082,1373,6176,1025,8805,1118,4844,881,6118,955,9829,1123,8259,1275,8297,981,6602,1069,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18089889,0,8878166,6724,573650,2625,535306,9871,580556,10355,368842,2494,236282,4071,123787,6716,122431,7595,349871,8382,590849,5001,557886,3857,608826,10841,700168,10927,662807,2883,579378,3569,529559,7801,176113,6077,265183,6596,149618,5624,213090,5039,302504,6642,293612,6428,211274,5436,146574,5260,9211723,6724,543980,2888,520483,9714,546793,9896,349034,2888,220436,3486,111303,6260,111655,5494,335042,7487,556785,3814,541615,3524,608846,9795,685036,9874,678921,3044,613366,2356,578143,8845,201036,6560,291804,7784,178462,5100,243253,5261,365081,5892,373559,7484,293276,6923,263814,7523,Florida,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
