GEO_ID,B25120_001E,B25120_001M,B25120_002E,B25120_002M,B25120_003E,B25120_003M,B25120_004E,B25120_004M,B25120_005E,B25120_005M,NAME,B25120_001MA,B25120_001EA,B25120_002EA,B25120_002MA,B25120_003EA,B25120_003MA,B25120_004EA,B25120_004MA,B25120_005EA,B25120_005MA,state
0400000US01,95221173200,1129430078,80071894300,1190726108,57231520500,1026826060,22840373800,672523684,15149278900,541187017,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,16863416100,428139798,12905212700,426988137,9686333300,449340951,3218879400,267641080,3958203400,205202066,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,142445458900,1611151142,114623723200,1633661750,90872450100,1583709657,23751273100,634851346,27821735700,779595108,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,54423319200,931107930,44041127500,934904864,29760483500,759312796,14280644000,726480241,10382191800,390593199,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,940334261500,4068819714,693098793200,4495498311,577387237800,4621773260,115711555400,2278711170,247235468200,2116814468,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,128058589600,1293614924,106433695600,1473195052,88030229600,1460863807,18403465900,636345788,21624894100,554723424,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,116447678400,1651034865,98028732000,1608130697,76627596600,1577526913,21401135400,857631601,18418946400,694629962,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,21918919100,579498019,18524263000,493180189,14142517400,432660378,4381745600,280099884,3394656000,259829443,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,20535251100,704002826,14016011700,752413408,11471990700,740777934,2544021000,346206350,6519239500,352954671,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,445097712300,3281519692,363448673200,3393189584,265447424200,2979395293,98001249000,1780291806,81649039100,1424764640,Florida,null,null,null,null,null,null,null,null,null,null,12
