GEO_ID,B23008_001E,B23008_001M,B23008_002E,B23008_002M,B23008_003E,B23008_003M,B23008_004E,B23008_004M,B23008_005E,B23008_005M,B23008_006E,B23008_006M,B23008_007E,B23008_007M,B23008_008E,B23008_008M,B23008_009E,B23008_009M,B23008_010E,B23008_010M,B23008_011E,B23008_011M,B23008_012E,B23008_012M,B23008_013E,B23008_013M,B23008_014E,B23008_014M,B23008_015E,B23008_015M,B23008_016E,B23008_016M,B23008_017E,B23008_017M,B23008_018E,B23008_018M,B23008_019E,B23008_019M,B23008_020E,B23008_020M,B23008_021E,B23008_021M,B23008_022E,B23008_022M,B23008_023E,B23008_023M,B23008_024E,B23008_024M,B23008_025E,B23008_025M,B23008_026E,B23008_026M,B23008_027E,B23008_027M,NAME,B23008_001EA,B23008_001MA,B23008_002EA,B23008_002MA,B23008_003MA,B23008_003EA,B23008_004MA,B23008_004EA,B23008_005MA,B23008_005EA,B23008_006MA,B23008_006EA,B23008_007EA,B23008_007MA,B23008_008EA,B23008_008MA,B23008_009MA,B23008_009EA,B23008_010MA,B23008_010EA,B23008_011MA,B23008_011EA,B23008_012MA,B23008_012EA,B23008_013EA,B23008_013MA,B23008_014EA,B23008_014MA,B23008_015MA,B23008_015EA,B23008_016MA,B23008_016EA,B23008_017MA,B23008_017EA,B23008_018EA,B23008_018MA,B23008_019EA,B23008_019MA,B23008_020MA,B23008_020EA,B23008_021MA,B23008_021EA,B23008_022MA,B23008_022EA,B23008_023MA,B23008_023EA,B23008_024EA,B23008_024MA,B23008_025EA,B23008_025MA,B23008_026MA,B23008_026EA,B23008_027MA,B23008_027EA,state
0400000US01,1023928,6974,332134,4599,202917,5387,120418,4820,72308,4347,5905,1354,4286,1154,129217,5352,20601,2680,18330,2546,2271,904,108616,5171,77144,4099,31472,3705,691794,6142,440522,9463,275501,10461,127373,6109,22409,2861,15239,2631,251272,8819,43213,4799,36352,4163,6861,1646,208059,8195,157726,8140,50333,5663,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,168603,2003,54618,1616,38100,2193,18536,2079,16429,2277,2194,839,941,688,16518,2055,4589,1003,4133,985,456,251,11929,2095,9132,1790,2797,831,113985,2176,80482,3455,50257,3450,22826,2822,5229,1874,2170,855,33503,3165,8427,1441,7798,1384,629,302,25076,2998,20646,2473,4430,1563,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1520108,7541,540674,6326,367665,8510,175473,6894,170202,7754,12559,3004,9431,2099,173009,6504,48472,4444,44548,4435,3924,1156,124537,6627,89221,6520,35316,4182,979434,8026,657197,11174,384871,12743,225373,9169,25141,3623,21812,3499,322237,12000,79921,7178,71147,6804,8774,2363,242316,10183,195955,8907,46361,5010,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,633058,6161,223321,4575,140541,4246,83636,4220,49905,3477,4194,1178,2806,1004,82780,4936,15589,2163,13437,2102,2152,971,67191,4542,49358,3974,17833,2447,409737,5864,269197,7632,176841,7324,70999,5151,13601,2681,7756,1536,140540,6314,30427,3206,25684,3079,4743,1659,110113,5560,87578,5535,22535,3139,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8948851,18890,3017786,12987,2115006,17747,1027252,17544,971900,16393,58096,4878,57758,5031,902780,15683,263083,12501,232212,11614,30871,4097,639697,14511,432149,11754,207548,11717,5931065,19052,4100987,26927,2356092,31665,1440485,23574,167056,9802,137354,8712,1830078,27031,441584,15483,389997,14515,51587,4914,1388494,24092,1056718,22850,331776,13799,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1103458,5140,388957,4553,280710,6988,152142,5912,115545,6105,7568,1600,5455,1382,108247,6376,24893,3369,22449,3335,2444,1009,83354,5630,58823,4876,24531,3621,714501,5112,513930,8288,328390,9399,155363,7849,19029,2501,11148,2182,200571,8861,46781,4309,42401,4155,4380,1365,153790,8161,125274,6955,28516,4133,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,778687,3848,240183,3503,178985,4265,100387,4061,70867,4613,4698,1246,3033,834,61198,4142,12885,2204,11522,2082,1363,614,48313,3801,37091,3598,11222,2234,538504,4661,383944,7061,262313,8488,99919,5478,15335,2903,6377,1603,154560,6360,27254,3087,24259,2906,2995,940,127306,6002,104101,5887,23205,3727,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,187413,2970,63580,1963,40840,2587,23484,2438,15330,1808,1795,866,231,215,22740,2395,5894,1898,4932,1689,962,988,16846,1914,13480,1931,3366,1183,123833,2421,82608,3963,57336,3826,20415,2815,3441,1401,1416,764,41225,3658,8084,1627,7526,1552,558,356,33141,3691,27508,3247,5633,1911,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101679,2479,37840,1871,17991,2408,12236,2142,5214,1674,493,352,48,81,19849,1988,2134,841,1797,808,337,253,17715,1926,10001,1739,7714,1904,63839,2918,20812,2645,12776,2218,6913,1754,943,527,180,217,43027,2995,5614,2209,5257,2158,357,300,37413,3344,26847,3018,10566,2175,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3739678,11783,1254872,9945,816723,11723,455492,12252,320357,10798,23231,3302,17643,2626,438149,12329,92959,6177,83009,5493,9950,1996,345190,11516,260979,10084,84211,7483,2484806,12193,1620572,21881,1051147,21582,459717,17170,69672,6067,40036,4135,864234,20418,159265,7561,137042,8075,22223,3246,704969,19407,569756,17674,135213,10135,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
