GEO_ID,B19101_001E,B19101_001M,B19101_002E,B19101_002M,B19101_003E,B19101_003M,B19101_004E,B19101_004M,B19101_005E,B19101_005M,B19101_006E,B19101_006M,B19101_007E,B19101_007M,B19101_008E,B19101_008M,B19101_009E,B19101_009M,B19101_010E,B19101_010M,B19101_011E,B19101_011M,B19101_012E,B19101_012M,B19101_013E,B19101_013M,B19101_014E,B19101_014M,B19101_015E,B19101_015M,B19101_016E,B19101_016M,B19101_017E,B19101_017M,NAME,B19101_001EA,B19101_001MA,B19101_002EA,B19101_002MA,B19101_003MA,B19101_003EA,B19101_004MA,B19101_004EA,B19101_005MA,B19101_005EA,B19101_006MA,B19101_006EA,B19101_007EA,B19101_007MA,B19101_008MA,B19101_008EA,B19101_009MA,B19101_009EA,B19101_010MA,B19101_010EA,B19101_011MA,B19101_011EA,B19101_012EA,B19101_012MA,B19101_013EA,B19101_013MA,B19101_014EA,B19101_014MA,B19101_015MA,B19101_015EA,B19101_016MA,B19101_016EA,B19101_017EA,B19101_017MA,state
0400000US01,1222858,13632,85260,5263,56420,4060,69080,4061,70831,3816,73520,3666,75332,5191,65517,4037,65306,3650,58486,3307,108644,4279,145864,5875,154887,5916,85342,4543,40839,3163,35175,2549,32355,2431,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157939,4094,5093,1028,5758,1344,4541,1054,5094,952,6102,1123,6398,1284,6970,1247,7448,1352,6412,1181,13201,1466,18991,1640,28091,2064,16194,1733,11140,1486,10201,1303,6305,1000,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1476269,13649,67210,4775,49807,4024,62666,4744,80130,5100,75434,4373,85412,4679,86063,4608,79939,4724,73202,3983,129602,6326,173554,5750,201357,6292,127930,5294,64575,3498,62878,4078,56510,3249,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758195,10004,49232,3829,36804,3250,50092,3649,50016,3683,52038,3756,49969,3291,45993,3208,44134,3321,41396,2684,75616,3826,82498,4025,88284,4234,39671,2751,20966,2239,16943,1861,14543,1534,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8303793,26257,331730,9268,278192,9710,361386,10659,383895,8990,366326,11717,386788,11306,366333,8616,369333,9513,342154,8132,660019,12477,895109,12777,1151776,13719,835931,12953,505476,11350,529465,8819,539880,9504,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1196223,10837,49509,3995,36154,3243,36587,3636,51792,3575,51391,4304,56012,4043,54684,4208,61450,4090,49905,3411,101665,4548,142543,5850,186559,6749,124012,4873,65563,3485,68161,3728,60236,3125,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,894348,7766,27671,2493,19052,2507,21770,2367,28987,2763,27989,2520,34914,2637,33291,2704,32600,3066,32042,2755,66712,3629,100982,4627,149049,5366,106790,3762,65651,3333,66716,3546,80132,3290,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,213565,5010,8206,1465,4435,1080,7403,1430,9439,1321,8787,1417,9262,1570,12488,1792,10647,1699,10957,1657,19230,2217,25632,1951,33839,2652,21825,1894,13127,1914,9484,1343,8804,1204,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108759,4148,10235,1685,5415,1165,4149,1130,5393,1294,3841,951,5571,1023,4835,1115,3646,811,3242,959,7368,1286,7593,1465,10689,1342,8534,1320,5280,1135,8808,1429,14160,1618,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4632974,21331,200358,8601,171954,7537,216402,8805,250152,9272,261076,8785,264801,10642,257466,8830,249574,7736,235945,7468,445124,9892,550857,10987,613172,12194,368887,9243,186457,6812,170186,6746,190563,5779,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2296694,17833,125384,6652,97741,5417,107730,5324,117019,5716,119924,6453,113871,4912,116985,6212,111992,6227,109443,5972,200150,6670,274908,9373,316327,8680,191277,6488,103139,4337,100058,4802,90746,4139,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,301102,5471,12297,1686,6900,1271,7597,1344,11609,1443,10472,1807,11639,1622,12433,1723,14112,1920,13645,1661,23768,2168,36823,2831,48832,3093,34418,2684,21630,2482,17891,1846,17036,1819,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,382686,5514,15025,1779,15526,1675,17810,2027,22041,2295,22536,2010,25018,2378,23577,2304,23152,2299,19361,1881,41503,2719,52446,3486,48837,2870,26530,2239,11842,1569,9486,1530,7996,1110,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3146342,17216,143927,5876,97623,5176,118079,5953,133268,5204,132916,6106,148599,5819,141912,5609,144442,5631,141222,5388,277795,7661,387889,8672,477947,10195,308657,6475,168610,5659,165538,5427,157918,6704,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1645031,12308,79630,5540,52035,3363,64570,3803,80516,3997,85718,5057,96306,5060,87507,3949,92511,3985,85565,3966,163718,5637,230052,6066,249231,6612,130289,4996,58574,2982,50402,3481,38407,2132,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796970,7397,29500,2514,23615,2554,29551,2611,41294,2558,42646,2681,45395,2929,46919,2603,46279,2482,44239,2374,85404,3830,110189,3866,122526,4436,58814,2409,28756,2315,21271,1646,20572,1551,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,724553,7620,30376,2638,21613,2180,29017,2480,36314,3072,35196,3049,41792,2769,39051,2553,39902,2588,38496,2839,69341,3468,94290,3630,112319,4249,58222,2830,32732,2494,23869,2273,22023,1788,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1106404,10897,73439,5141,58551,3959,62092,3770,68549,3990,60855,3206,60936,3525,63777,3938,60278,3879,58185,3417,103713,5029,131577,4830,140376,4882,75055,3718,36372,2996,29084,2462,23565,2397,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1072568,11225,79487,4848,60309,4207,63843,4374,63666,3869,57843,4138,63493,3804,57114,3400,55670,3832,51482,3348,96739,5875,118310,5464,133106,4868,70337,3042,40209,2745,31822,2938,29138,2560,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,358314,5380,16448,1969,12882,1651,17492,1906,17676,1801,20799,1966,21566,1913,18843,1877,22204,1958,18292,1999,37596,2076,48651,3171,50184,3085,25771,2070,11506,1328,10569,1224,7835,1096,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1405655,12927,41419,3310,26744,2685,34225,2725,40494,3829,48052,3885,52794,3692,52919,3420,55110,3468,54745,3562,116679,5320,153667,5415,226406,7092,175969,5337,107044,4795,115647,5503,103741,4608,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1565973,11720,56520,4048,45287,3793,50898,4308,48979,3723,56741,3671,56844,3466,57015,3719,59671,3579,55918,3231,119619,5554,181417,6258,248534,6728,188862,5971,116147,4309,113336,4599,110185,4119,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2579201,15447,125593,5808,93649,4160,98532,4279,116661,4894,123269,5394,136562,5140,137321,4404,129839,4073,122986,4802,245277,6851,324263,7588,379374,6618,237771,5394,120380,4113,106099,4181,81625,3614,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1330451,9270,43067,2927,32496,2587,40046,2696,46502,2710,49999,2670,54897,3148,57947,3023,62056,2892,61067,3017,128825,4467,181756,5358,232923,5505,141725,4775,73474,3061,65035,2905,58636,2874,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,741988,10108,62101,3300,47760,4207,56798,3692,51783,3964,47375,3821,45091,3174,36429,3007,39161,3022,37549,3123,66097,4304,75077,4440,83682,4102,45292,3061,18801,2093,15852,1585,13140,1751,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1518860,13297,75810,4719,61060,3632,65160,4018,78647,4235,83481,4008,88117,3764,85857,4132,86862,4539,81163,4332,151475,5897,191036,6168,207275,6427,115611,4105,55868,3140,49401,3581,42037,2938,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,240412,4549,9924,1232,8205,1438,12218,1570,14054,1580,13807,1577,14928,1711,15594,1609,14096,1543,14170,1635,25861,1962,32171,2021,32894,2094,14878,1626,7654,1188,6127,1053,3831,703,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,462408,6040,17343,1838,14615,1683,16914,1804,22257,2090,23820,2133,24067,2225,25514,1993,25743,2126,26585,1852,48850,2702,65606,3112,70047,2949,38839,2352,17361,1647,12793,1168,12054,1197,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,612349,8480,24630,2314,13902,1748,21193,2309,26430,2838,28398,2923,32290,2999,29367,2656,33629,2812,29753,2937,55569,4013,83170,4831,100069,4957,57364,2901,26566,2636,28275,2709,21744,2136,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,335509,5188,8437,1416,7211,1361,6971,1311,11658,1659,12821,1498,12999,1800,12832,1482,14932,1910,13663,1661,31551,2424,45390,3042,61668,3519,39225,3075,21452,2189,19607,1904,15092,1591,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2180404,13737,73173,4922,51127,3938,60672,4142,69737,4280,70100,4486,77172,4234,77227,4744,84796,5180,79186,4595,167644,5987,235972,8112,342714,9027,254329,7761,163987,5256,187223,5409,185345,4930,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,477430,7024,31189,3098,25136,2594,24288,2614,30404,2553,26378,2637,28323,2732,29646,2887,27751,2639,22673,2570,43908,3080,49753,3149,61561,3394,32689,2513,18083,2265,14789,1664,10859,1415,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4573941,20863,251409,7570,174367,6899,185403,6525,194302,7860,209872,7343,211763,8005,202818,6358,203264,6079,191268,6386,374680,9284,508228,11481,639859,11407,429275,9840,253463,7186,257103,7472,286867,7246,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2310456,17812,126407,6202,93534,5365,115769,5658,129343,6231,133536,6899,130805,6273,125128,5634,122929,4667,117193,6031,228548,8917,273286,6988,308181,7426,174281,5903,84143,3979,74237,3598,73136,4165,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,169022,3899,6045,1036,5881,1076,6199,1034,8253,1168,8609,1135,9636,1217,10483,1233,8640,1092,10634,1352,17961,1675,25854,1928,25691,1936,11909,1230,4921,817,3976,786,4330,866,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
