B18006_012M,B18006_013E,B18006_013M,B18006_014E,B18006_014M,B18006_015E,B18006_015M,B18006_016E,B18006_016M,B18006_017E,B18006_017M,B18006_018E,B18006_018M,B18006_019E,B18006_019M,B18006_020E,B18006_020M,B18006_021E,B18006_021M,B18006_022E,B18006_022M,B18006_023E,B18006_023M,B18006_024E,B18006_024M,B18006_025E,B18006_025M,B18006_026E,B18006_026M,B18006_027E,B18006_027M,B18006_028E,B18006_028M,B18006_029E,B18006_029M,B18006_030E,B18006_030M,B18006_031E,B18006_031M,B18006_032E,B18006_032M,B18006_033E,B18006_033M,GEO_ID,B18006_001E,B18006_001M,B18006_002E,B18006_002M,B18006_003E,B18006_003M,B18006_004E,B18006_004M,B18006_005E,B18006_005M,B18006_006E,B18006_006M,B18006_007E,B18006_007M,B18006_008E,B18006_008M,B18006_009E,B18006_009M,B18006_010E,B18006_010M,B18006_011E,B18006_011M,B18006_012E,B18006_012MA,B18006_013EA,B18006_013MA,B18006_014MA,B18006_014EA,B18006_015MA,B18006_015EA,B18006_016MA,B18006_016EA,B18006_017MA,B18006_017EA,B18006_018EA,B18006_018MA,B18006_019MA,B18006_019EA,B18006_020MA,B18006_020EA,B18006_021MA,B18006_021EA,B18006_022MA,B18006_022EA,B18006_023MA,B18006_023EA,B18006_024EA,B18006_024MA,B18006_025MA,B18006_025EA,B18006_026MA,B18006_026EA,B18006_027MA,B18006_027EA,B18006_028MA,B18006_028EA,B18006_029EA,B18006_029MA,B18006_030MA,B18006_030EA,B18006_031MA,B18006_031EA,B18006_032MA,B18006_032EA,B18006_033MA,B18006_033EA,NAME,B18006_001MA,B18006_001EA,B18006_002EA,B18006_002MA,B18006_003EA,B18006_003MA,B18006_004MA,B18006_004EA,B18006_005MA,B18006_005EA,B18006_006MA,B18006_006EA,B18006_007EA,B18006_007MA,B18006_008EA,B18006_008MA,B18006_009MA,B18006_009EA,B18006_010MA,B18006_010EA,B18006_011MA,B18006_011EA,B18006_012EA,state
1829,19217,1880,319735,2589,267519,1767,28034,2144,239485,2838,5451559,4336,831262,3772,7536,1249,823726,3728,414296,5644,2692,819,411604,5721,3361752,5773,93315,4620,3268437,7346,412102,1964,27865,2572,384237,3230,432147,2403,66302,3320,365845,3725,0400000US39,10563498,2801,5111939,4228,872417,4560,9483,1152,862934,4699,411931,7095,2947,822,408984,7203,3221120,6734,73917,4266,3147203,7486,338952,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
1550,7178,1208,105063,1796,80836,1347,10205,1079,70631,1676,1668449,3527,263750,2989,2130,612,261620,3086,123967,4018,1335,589,122632,3960,1022670,3806,36912,2863,985758,4631,131653,1499,9574,1366,122079,2053,126409,1589,23431,1932,102978,1982,0400000US40,3242608,2577,1574159,3952,275247,2906,2584,729,272663,2971,132050,4572,1019,615,131031,4525,973785,4688,27134,2393,946651,5094,112241,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
1026,4602,1193,106639,1496,90398,1220,9697,1360,80701,1874,1738433,2850,257335,2472,1549,630,255786,2484,123125,3872,474,431,122651,3823,1097298,3664,28970,2638,1068328,4703,126536,1563,6917,1445,119619,2047,134139,1485,24303,1996,109836,2145,0400000US41,3428493,2565,1690060,3387,268577,2454,3291,944,265286,2676,126748,3669,701,535,126047,3616,1093096,3959,23200,2528,1069896,4521,111241,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
1755,21376,2032,373954,2677,342693,2152,40086,2369,302607,3279,5946355,3734,839608,4170,6488,1317,833120,4303,448256,6424,2931,954,445325,6389,3618327,4837,94058,4067,3524269,6368,479648,1881,26699,1969,452949,2470,560516,2612,80717,3910,479799,4594,0400000US42,11488130,2474,5541775,4234,880381,3829,9769,1309,870612,4262,452282,5551,3512,943,448770,5567,3471089,5298,87978,4326,3383111,6815,395330,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
743,1750,598,28511,853,26094,755,2775,615,23319,955,514201,1287,72176,1304,354,370,71822,1379,42812,2078,192,198,42620,2079,318675,2093,8062,1229,310613,2398,35975,573,2385,683,33590,838,44563,715,6209,1129,38354,1264,0400000US44,987710,1051,473509,1470,73423,1414,752,408,72671,1393,43658,2237,400,285,43258,2232,300073,2308,5823,1116,294250,2654,30261,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
1829,7456,1186,128836,2312,88024,1962,10921,1647,77103,2195,2053910,3456,305207,2769,2271,777,302936,2923,157303,4982,1191,656,156112,4924,1282980,4215,41005,2785,1241975,5080,162057,1729,13726,1803,148331,2370,146363,1952,28315,2921,118048,2799,0400000US45,3940504,3079,1886594,3697,322057,3066,2757,862,319300,3362,154594,4112,1010,508,153584,4045,1185627,5197,34368,2820,1151259,5398,136292,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
594,1048,388,23848,669,20479,691,1286,409,19193,737,358274,2062,56343,1508,172,157,56171,1524,27582,1595,101,119,27481,1604,215960,1955,3821,915,212139,2115,27504,583,1090,427,26414,613,30885,784,2971,624,27914,960,0400000US46,710261,1104,351987,2167,59793,1288,643,731,59150,1660,30464,2096,82,110,30382,2081,216355,2359,3534,830,212821,2378,24896,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
1461,10932,1429,173115,1959,122378,1412,17299,1954,105079,2073,2855993,3222,427814,3238,3178,1072,424636,3415,202532,4668,1057,400,201475,4630,1801803,4690,61209,4406,1740594,7219,223281,1643,17674,1847,205607,2268,200563,1603,40599,3095,159964,3198,0400000US47,5541042,3413,2685049,4300,448815,3974,4599,1032,444216,4270,218448,4893,2208,662,216240,4837,1711361,5576,49747,3901,1661614,6626,184047,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
3198,36346,2377,522773,3789,393257,3261,61418,3067,331839,4066,10733155,6506,1897838,7778,15010,2169,1882828,8281,858781,10905,5055,1417,853726,10746,6708751,8820,172331,7158,6536420,11080,665685,3185,58457,2836,607228,4090,602100,4108,128917,4668,473183,6253,0400000US48,21106536,4717,10373381,8121,1977148,8089,19010,2271,1958138,8567,903767,9303,7859,1858,895908,9252,6540090,10908,137737,5465,6402353,11320,559119,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
652,1401,558,53780,882,43296,663,5230,1024,38066,1006,1138854,1999,222492,2162,1224,447,221268,2178,109206,2945,783,331,108423,2947,687653,3004,10973,1770,676680,3178,61484,868,3521,1040,57963,1155,58019,739,6769,1077,51250,1081,0400000US49,2276449,1302,1137595,2156,239578,2148,2079,685,237499,2305,97702,3482,634,334,97068,3518,701838,3221,10285,1303,691553,3330,55181,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
434,958,342,18889,548,14409,360,1651,453,12758,546,297862,1071,39560,899,225,187,39335,934,25062,1248,8,14,25054,1249,188716,1533,4299,1044,184417,1971,22097,432,999,448,21098,608,22427,482,3252,548,19175,749,0400000US50,584347,752,286485,1211,41910,618,428,173,41482,609,26998,1621,105,120,26893,1620,183321,1576,2402,593,180919,1720,19847,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
2267,9026,1468,207478,3001,145469,2066,16504,2172,128965,2665,3587399,4614,532342,3962,3422,866,528920,3847,262779,5968,1581,575,261198,5919,2306034,6246,45249,3045,2260785,7117,252137,2600,16940,2210,235197,3234,234107,2136,41288,3061,192819,3614,0400000US51,6924827,5863,3337428,6485,559277,4113,4869,1090,554408,4272,269831,5972,1604,570,268227,5969,2146347,6928,41762,3212,2104585,7594,216504,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
1399,8425,1361,169432,1848,135181,1123,17425,2092,117756,2208,2987952,3281,457545,2687,3114,960,454431,2733,216386,4099,1334,623,215052,4048,1910965,3890,48239,2968,1862726,5072,198383,1630,13745,1605,184638,1954,204673,1702,37205,2798,167468,3286,0400000US53,5891685,3059,2903733,3793,480047,3177,5658,1343,474389,3401,233498,4772,1397,518,232101,4722,1877150,5476,39749,2927,1837401,5976,177857,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
897,4571,941,61528,1187,48286,744,8225,1176,40061,1314,866507,2204,116899,1851,952,617,115947,1854,56429,2672,355,259,56074,2705,539136,2699,20753,2120,518383,3172,76298,799,7750,993,68548,1297,77745,1104,16143,1781,61602,2136,0400000US54,1688172,1270,821665,2319,121121,1755,1929,668,119192,1890,64944,2713,200,168,64744,2732,521215,2692,21102,2155,500113,3581,66099,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
763,6300,829,158471,1193,130395,1249,12859,1241,117536,1671,2593005,2369,392544,2044,2306,590,390238,2111,198873,4465,1090,409,197783,4562,1613008,4211,33495,2673,1579513,5222,187414,1113,9333,1128,178081,1567,201166,1493,27392,1966,173774,2174,0400000US55,5118080,1828,2525075,2888,406482,2100,4449,888,402033,2086,209875,4513,1670,532,208205,4502,1613552,4065,28427,2633,1585125,4856,164771,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
443,905,366,15214,468,11127,405,1189,395,9938,484,234690,1663,35744,1138,0,259,35744,1138,18166,1872,203,261,17963,1851,149368,1872,4581,840,144787,2123,16198,427,783,326,15415,478,15214,676,2355,690,12859,784,0400000US56,470869,1612,236179,2115,36364,1276,321,319,36043,1322,19039,1789,0,259,19039,1789,153530,2191,3845,1091,149685,2286,16119,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
778,11178,1382,117071,1572,87583,866,19492,1487,68091,1642,1911916,1348,318292,2081,1961,639,316331,2189,146851,3731,949,437,145902,3616,1164421,3297,39118,2950,1125303,4348,155288,449,18360,1755,136928,1779,127064,562,37961,2388,89103,2319,0400000US72,3646609,685,1734693,1472,329632,2218,5264,1091,324368,2470,152671,3695,1757,710,150914,3520,1036558,3070,45422,3146,991136,4461,128249,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
