GEO_ID,B08124_001E,B08124_001M,B08124_002E,B08124_002M,B08124_003E,B08124_003M,B08124_004E,B08124_004M,B08124_005E,B08124_005M,B08124_006E,B08124_006M,B08124_007E,B08124_007M,B08124_008E,B08124_008M,B08124_009E,B08124_009M,B08124_010E,B08124_010M,B08124_011E,B08124_011M,B08124_012E,B08124_012M,B08124_013E,B08124_013M,B08124_014E,B08124_014M,B08124_015E,B08124_015M,B08124_016E,B08124_016M,B08124_017E,B08124_017M,B08124_018E,B08124_018M,B08124_019E,B08124_019M,B08124_020E,B08124_020M,B08124_021E,B08124_021M,B08124_022E,B08124_022M,B08124_023E,B08124_023M,B08124_024E,B08124_024M,B08124_025E,B08124_025M,B08124_026E,B08124_026M,B08124_027E,B08124_027M,B08124_028E,B08124_028M,B08124_029E,B08124_029M,B08124_030E,B08124_030M,B08124_031E,B08124_031M,B08124_032E,B08124_032M,B08124_033E,B08124_033M,B08124_034E,B08124_034M,B08124_035E,B08124_035M,B08124_036E,B08124_036M,B08124_037E,B08124_037M,B08124_038E,B08124_038M,B08124_039E,B08124_039M,B08124_040E,B08124_040M,B08124_041E,B08124_041M,B08124_042E,B08124_042M,B08124_043E,B08124_043M,B08124_044E,B08124_044M,B08124_045E,B08124_045M,B08124_046E,B08124_046M,B08124_047E,B08124_047M,B08124_048E,B08124_048M,B08124_049E,B08124_049M,B08124_050E,B08124_050M,B08124_051E,B08124_051M,B08124_052E,B08124_052M,B08124_053E,B08124_053M,B08124_054E,B08124_054M,B08124_055E,B08124_055M,B08124_056E,B08124_056M,NAME,B08124_001EA,B08124_001MA,B08124_002MA,B08124_002EA,B08124_003EA,B08124_003MA,B08124_004EA,B08124_004MA,B08124_005MA,B08124_005EA,B08124_006EA,B08124_006MA,B08124_007MA,B08124_007EA,B08124_008MA,B08124_008EA,B08124_009EA,B08124_009MA,B08124_010EA,B08124_010MA,B08124_011MA,B08124_011EA,B08124_012EA,B08124_012MA,B08124_013MA,B08124_013EA,B08124_014EA,B08124_014MA,B08124_015EA,B08124_015MA,B08124_016MA,B08124_016EA,B08124_017EA,B08124_017MA,B08124_018MA,B08124_018EA,B08124_019MA,B08124_019EA,B08124_020EA,B08124_020MA,B08124_021EA,B08124_021MA,B08124_022MA,B08124_022EA,B08124_023EA,B08124_023MA,B08124_024EA,B08124_024MA,B08124_025EA,B08124_025MA,B08124_026MA,B08124_026EA,B08124_027EA,B08124_027MA,B08124_028MA,B08124_028EA,B08124_029MA,B08124_029EA,B08124_030EA,B08124_030MA,B08124_031MA,B08124_031EA,B08124_032EA,B08124_032MA,B08124_033MA,B08124_033EA,B08124_034MA,B08124_034EA,B08124_035EA,B08124_035MA,B08124_036EA,B08124_036MA,B08124_037EA,B08124_037MA,B08124_038EA,B08124_038MA,B08124_039MA,B08124_039EA,B08124_040EA,B08124_040MA,B08124_041EA,B08124_041MA,B08124_042EA,B08124_042MA,B08124_043EA,B08124_043MA,B08124_044MA,B08124_044EA,B08124_045EA,B08124_045MA,B08124_046EA,B08124_046MA,B08124_047EA,B08124_047MA,B08124_048EA,B08124_048MA,B08124_049EA,B08124_049MA,B08124_050EA,B08124_050MA,B08124_051EA,B08124_051MA,B08124_052MA,B08124_052EA,B08124_053EA,B08124_053MA,B08124_054EA,B08124_054MA,B08124_055MA,B08124_055EA,B08124_056EA,B08124_056MA,state
0400000US01,1964398,13741,603729,11994,293414,10107,496851,10178,13221,1544,224228,7810,327781,8843,5174,1202,1642370,13340,523536,11429,233063,8005,432550,9736,8446,1418,169078,6403,271840,8038,3857,852,221523,7823,49801,3487,39651,4142,40168,3362,3122,1043,45661,3595,42455,3441,665,690,8948,1408,1302,528,3352,1065,1638,742,0,265,368,408,2235,631,53,95,22003,2569,6372,1271,6713,1523,3863,776,416,297,1702,733,2685,1037,252,187,20630,2245,4157,1094,4922,1290,2633,930,442,288,2863,838,5266,1312,347,256,48924,3402,18561,1857,5713,1006,15999,2273,795,615,4556,1151,3300,979,0,265,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,317371,5843,109376,4242,53077,3345,75171,4545,4088,927,36696,2700,33804,2687,5159,1128,214722,5147,79337,4046,31986,2794,54122,3982,1436,509,23514,2599,20948,2083,3379,953,40456,3594,11823,1663,7597,1654,10193,1643,760,417,5824,1233,3465,713,794,416,3641,1133,870,421,328,253,956,483,0,235,782,672,523,456,182,190,28841,2113,7935,1058,7245,1177,5281,939,742,446,2430,716,4918,837,290,190,13657,1283,2585,653,2549,747,2181,593,933,450,2643,667,2533,639,233,202,16054,1764,6826,1027,3372,1002,2438,722,217,183,1503,680,1417,708,281,390,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2731538,15079,886898,14995,468784,13770,744208,14661,13647,3093,337628,10703,272519,9118,7854,1852,2038150,17778,701867,13002,327040,12050,576648,13456,5458,1225,223151,9459,199846,7932,4140,939,378478,13068,86116,5369,72210,5568,81816,4790,5376,2266,88644,7399,43622,4833,694,448,57699,4275,10340,1614,16336,2365,18059,2580,552,369,4569,1213,7477,1561,366,402,63952,5145,16044,2720,16324,2374,17125,3087,656,410,5625,1717,6763,2092,1415,788,69324,5081,16375,2098,17768,2961,13635,2227,1104,1010,10335,2051,9243,1796,864,541,123935,6389,56156,3889,19106,2675,36925,3210,501,530,5304,1140,5568,1278,375,314,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223692,11014,348392,9945,192378,6403,310932,7075,17667,2364,127810,5621,223637,6817,2876,782,981639,11565,288613,8516,148365,5853,257932,6323,11922,1725,95364,5194,177576,6305,1867,640,158090,6618,37106,2761,27372,3197,31813,3307,2785,916,25707,2669,32887,3001,420,274,5256,1122,1196,602,1760,772,949,443,172,177,275,238,904,379,0,257,21851,2678,4936,1052,6061,1125,4554,1369,547,355,1424,631,3984,974,345,223,16890,2221,2196,634,3259,909,2260,910,993,743,1799,606,6139,1451,244,270,39966,3313,14345,2074,5561,1302,13424,1495,1248,441,3241,1076,2147,872,0,257,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16335802,38058,5638605,29433,2715089,28570,4226350,34613,210499,9596,1570225,24330,1904661,24910,70373,4189,11924695,44708,4323278,27661,1779292,22330,3224386,30581,86385,5860,1104056,21646,1370502,20026,36796,3571,2032313,26049,512508,12240,373196,12336,433238,11821,96339,7858,314197,9877,295124,9284,7711,1624,811665,16844,228356,8855,210128,9312,205230,9094,3461,1234,46737,4149,116433,7264,1320,674,440072,11595,122857,5612,123998,8302,112729,5181,8183,1971,22532,2527,41699,4128,8074,1218,348011,10039,103242,5312,72873,5132,64315,4971,11320,2274,40233,4858,52316,4913,3712,976,779046,16629,348364,9754,155602,7352,186452,7723,4811,1233,42470,3528,28587,2940,12760,1446,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2392520,12946,878509,11865,381341,12514,611263,11847,13074,1883,262597,9042,228353,7745,17383,1869,1796539,13211,664544,10483,268356,9498,482509,10097,7067,1406,189632,7215,176081,6397,8350,1575,254063,9710,72264,4644,46299,4149,49641,4063,2536,1003,53271,4525,28498,2994,1554,765,75708,4729,24666,2049,18562,3399,20226,2401,0,271,4651,1532,7488,1798,115,134,73495,4422,24415,2528,17637,2724,15488,2335,1092,708,3299,973,4598,1207,6966,360,55585,3744,21148,2259,12318,2208,9269,1401,300,199,5216,1436,7025,1639,309,181,137130,5709,71472,3934,18169,2639,34130,3040,2079,837,6528,1577,4663,921,89,109,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1714985,11199,662737,11601,276101,8442,448782,9438,2468,695,142617,5489,178648,8380,3632,733,1366329,11841,541873,10061,203434,6983,363282,8249,1184,479,112960,5389,141612,7344,1984,620,143661,6736,40789,3061,28930,2996,32862,3329,482,293,19245,2779,21255,2290,98,117,69666,4762,28163,2831,14207,1999,19140,2311,111,130,2543,901,5502,1325,0,269,52221,4299,16219,2339,14718,2273,12497,1906,141,161,3555,1164,4185,1136,906,295,23633,3104,5756,1339,5884,1429,5624,1375,269,341,1885,944,3997,1278,218,184,59475,3119,29937,2238,8928,1552,15377,1752,281,216,2429,801,2097,626,426,146,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,398315,6047,140756,5232,65438,3882,108728,4854,1532,618,38204,3096,42380,4081,1277,626,321865,6945,115753,4785,49875,3818,88720,4600,965,504,30490,2816,35274,3794,788,395,37621,3527,12306,1692,6794,1306,9614,2050,182,180,5304,1050,3304,817,117,192,11151,1815,3629,947,2916,989,2768,907,0,261,609,545,1229,628,0,261,10865,1933,2604,797,3138,1273,3248,752,159,125,431,342,1285,880,0,261,6415,1345,1314,658,1303,812,1318,504,226,282,877,558,1089,506,288,372,10398,1446,5150,1027,1412,452,3060,811,0,261,493,332,199,161,84,148,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,284007,4734,158960,4510,45646,3343,56426,3171,704,509,9240,1501,10890,1655,2141,981,100615,4717,59553,3989,11262,1714,19018,2117,0,292,4520,998,5381,1214,881,395,17907,2839,9507,1803,3238,1075,3659,1235,0,292,704,434,748,425,51,84,110682,5294,55966,3649,23432,2670,24187,2236,155,186,3147,1068,3603,891,192,113,33625,2824,20511,2210,5294,1279,6428,1450,215,162,242,233,635,438,300,246,9680,1759,6458,1354,1129,609,1578,818,0,292,149,159,293,242,73,124,11498,1692,6965,1154,1291,559,1556,575,334,320,478,427,230,236,644,485,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8143041,27952,2550789,28430,1447558,23531,2318551,22622,59588,6606,971256,18761,764157,16612,31142,2590,6454480,30048,2118892,26062,1095714,20219,1898943,22165,27433,3619,694661,14436,600883,15199,17954,2427,886045,19734,198395,8671,173427,8006,207222,7567,21351,4318,195334,9387,87618,6068,2698,750,159785,8928,22847,2563,55364,5007,42845,4082,3372,1659,14576,2906,19900,3153,881,522,137621,6912,30336,2928,42667,4330,36286,3264,3440,1282,10013,2083,11014,2233,3865,862,178812,8855,36465,3349,44528,4321,32121,3778,2838,1024,31652,5087,29888,3749,1320,486,326298,11200,143854,7488,35858,3390,101134,6069,1154,779,25020,3195,14854,2316,4424,863,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
