GEO_ID,B20001_001E,B20001_001M,B20001_002E,B20001_002M,B20001_003E,B20001_003M,B20001_004E,B20001_004M,B20001_005E,B20001_005M,B20001_006E,B20001_006M,B20001_007E,B20001_007M,B20001_008E,B20001_008M,B20001_009E,B20001_009M,B20001_010E,B20001_010M,B20001_011E,B20001_011M,B20001_012E,B20001_012M,B20001_013E,B20001_013M,B20001_014E,B20001_014M,B20001_015E,B20001_015M,B20001_016E,B20001_016M,B20001_017E,B20001_017M,B20001_018E,B20001_018M,B20001_019E,B20001_019M,B20001_020E,B20001_020M,B20001_021E,B20001_021M,B20001_022E,B20001_022M,B20001_023E,B20001_023M,B20001_024E,B20001_024M,B20001_025E,B20001_025M,B20001_026E,B20001_026M,B20001_027E,B20001_027M,B20001_028E,B20001_028M,B20001_029E,B20001_029M,B20001_030E,B20001_030M,B20001_031E,B20001_031M,B20001_032E,B20001_032M,B20001_033E,B20001_033M,B20001_034E,B20001_034M,B20001_035E,B20001_035M,B20001_036E,B20001_036M,B20001_037E,B20001_037M,B20001_038E,B20001_038M,B20001_039E,B20001_039M,B20001_040E,B20001_040M,B20001_041E,B20001_041M,B20001_042E,B20001_042M,B20001_043E,B20001_043M,NAME,B20001_001EA,B20001_001MA,B20001_002MA,B20001_002EA,B20001_003MA,B20001_003EA,B20001_004EA,B20001_004MA,B20001_005EA,B20001_005MA,B20001_006EA,B20001_006MA,B20001_007MA,B20001_007EA,B20001_008MA,B20001_008EA,B20001_009EA,B20001_009MA,B20001_010EA,B20001_010MA,B20001_011EA,B20001_011MA,B20001_012EA,B20001_012MA,B20001_013MA,B20001_013EA,B20001_014MA,B20001_014EA,B20001_015EA,B20001_015MA,B20001_016EA,B20001_016MA,B20001_017EA,B20001_017MA,B20001_018MA,B20001_018EA,B20001_019MA,B20001_019EA,B20001_020EA,B20001_020MA,B20001_021EA,B20001_021MA,B20001_022EA,B20001_022MA,B20001_023EA,B20001_023MA,B20001_024MA,B20001_024EA,B20001_025MA,B20001_025EA,B20001_026EA,B20001_026MA,B20001_027EA,B20001_027MA,B20001_028EA,B20001_028MA,B20001_029MA,B20001_029EA,B20001_030MA,B20001_030EA,B20001_031EA,B20001_031MA,B20001_032EA,B20001_032MA,B20001_033EA,B20001_033MA,B20001_034MA,B20001_034EA,B20001_035MA,B20001_035EA,B20001_036MA,B20001_036EA,B20001_037EA,B20001_037MA,B20001_038EA,B20001_038MA,B20001_039MA,B20001_039EA,B20001_040MA,B20001_040EA,B20001_041EA,B20001_041MA,B20001_042EA,B20001_042MA,B20001_043EA,B20001_043MA,state
0400000US01,2333796,13831,1233546,8244,85929,4707,49514,3560,45660,2934,36913,2733,60072,3747,35112,2712,53229,3504,40210,2935,62206,4968,34637,3233,94509,4274,101460,5003,73459,4001,73407,4739,54688,3833,66254,4201,70487,3647,50865,3348,66579,3382,78356,4001,1100250,9291,115284,5521,75578,4676,69501,4476,56278,3681,85007,5186,49563,3649,73190,4665,47499,3278,70397,3948,40410,3065,87549,4859,73733,4583,57718,3462,50398,2588,34907,3165,31754,2595,28175,2573,19241,2194,19758,1983,14310,1842,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,400873,4913,219381,2700,14100,1683,10028,1605,10359,1793,5750,1067,8479,1434,4493,1120,8169,1457,2989,785,10092,1594,6435,1808,12613,2022,12878,1676,11386,1614,15297,1861,10662,1508,11089,1426,16186,2211,13172,1489,18767,2227,16437,1637,181492,4066,17822,2117,12424,2105,11193,1765,7378,1441,11027,1481,5007,1160,7847,1387,5067,1138,9156,1440,6637,1173,12696,1796,13220,1623,11724,1692,11435,1582,7679,1453,7872,1654,8915,1316,6314,1422,4516,840,3563,857,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3163861,15747,1738390,8668,104448,5015,59522,5094,61123,4403,47193,3246,80139,4381,49083,3208,82154,5846,55278,3916,89972,4988,59407,4319,128576,6466,131557,6604,114257,5967,99973,4929,76042,4852,83886,4349,102446,5130,67528,4219,107823,5154,137983,5454,1425471,12661,119696,5921,72408,4111,81702,5154,62967,4108,102955,6161,53738,4141,86758,4419,51981,3991,74107,4089,57143,4534,112117,5556,114487,6295,85100,4924,74519,4751,51166,3629,52247,3927,57388,3239,36400,3078,44565,2998,34027,2868,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1450108,9813,763100,6556,53502,4037,32373,2885,31904,3102,21932,2553,40336,3084,23705,2993,38159,3298,29132,2683,47360,3193,28327,2663,62669,3494,65505,4111,43264,3051,47226,3247,35004,2770,33634,2709,36225,2792,23713,2145,32564,2481,36566,2236,687008,7382,77429,4016,46485,3269,43175,2748,33135,2990,55088,3642,36626,2878,46159,3061,37459,2724,42469,3374,30150,2280,54576,3040,48463,3540,30232,2280,30421,2608,19572,2130,16677,1835,15469,1722,9186,1440,8507,1328,5730,978,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,19103671,34995,10500110,22417,539046,11722,353610,10602,370041,10163,278809,8250,518900,13946,316996,9856,476111,12289,353122,10391,510028,12837,348214,11039,610922,14875,656477,13972,549875,14012,575552,11462,418267,10633,496704,11025,649585,12327,506814,12760,796328,13100,1174709,14207,8603561,28009,712726,12201,474949,10264,493463,10874,368310,11019,610499,12413,321159,11215,428146,10815,287886,9092,425573,11475,283475,8705,537771,13077,561658,12423,463790,11275,423109,9989,317728,7474,330264,9962,449573,11500,318669,8778,417222,9460,377591,8951,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2794686,12038,1522860,7479,90225,4528,58911,3638,52424,3819,42261,3201,67716,4356,33686,3138,57175,4619,38649,3528,71473,4716,44999,3916,101880,6208,106602,5137,91637,4656,95206,5113,64604,4406,76560,4310,98673,5063,74869,4289,109441,4238,145869,4362,1271826,8529,116572,4773,75862,4361,73013,4665,55299,4063,88077,4669,41853,3558,61369,4367,40218,3230,67357,3938,43396,3572,89106,5446,103323,5376,74573,4330,69052,4269,50730,3546,50154,3331,60290,3672,36024,2834,40849,2813,34709,2637,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2001531,9915,1047880,5216,60867,3721,40601,2592,36151,2896,25948,2252,34990,2957,21424,2604,29978,3035,18865,2510,37217,3199,17591,1727,57266,4144,64269,3941,53147,3876,62500,4164,45751,3761,64777,4018,78420,4236,64104,3767,90833,3866,143181,5213,953651,7445,74431,3430,52959,2898,47724,3091,33497,3381,52181,3226,26282,2142,41539,2915,27731,2612,48524,3297,27966,2482,68568,4579,67718,4355,54482,3508,57584,3746,41347,2973,48598,3370,56813,3221,40078,2918,49340,3601,36289,2689,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,471926,5280,243783,3430,14466,1836,9952,1257,8818,1560,4608,990,11095,1630,5074,1141,8049,1615,6001,1267,11021,1439,5297,1208,13838,1835,18593,2112,15859,1905,16125,1831,13984,1796,14131,1847,17984,2247,11308,1536,16970,1941,20610,1930,228143,3637,20915,2055,12183,1618,12422,1569,9079,1495,9815,1314,6660,1534,9694,1622,6782,1423,11751,1966,11470,1820,18492,2263,19271,2121,16444,1919,13769,1827,10119,1340,8770,1532,10954,1501,6983,1126,6820,1118,5750,1067,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,338752,5032,163211,2791,10731,1713,6174,1123,4557,999,2924,866,4381,1082,2926,880,5375,1409,3327,1057,7109,1530,5227,1483,12051,2249,10712,1814,9358,1737,8531,1681,6839,1261,6762,1146,8362,1558,6577,1372,13623,1721,27665,2165,175541,3620,15856,1762,8008,1662,6134,1179,4647,1086,6251,1382,3283,960,5489,1078,4927,1294,7127,1480,4962,1028,10430,1798,10712,1711,9323,1581,11618,1829,8633,1567,9418,1494,10224,1491,8029,1387,13370,2004,17100,1662,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9451874,25095,5040316,15264,255421,8615,171065,7231,178123,7925,142765,7516,246129,8686,131264,7013,248461,8976,174807,8215,291276,9846,183259,8063,394743,10694,404306,9800,316232,10564,304584,11033,211881,8890,250285,9082,272646,8234,198879,7415,269269,8041,394921,9642,4411558,19831,331174,7341,223627,7428,243557,9534,195958,7621,326783,10748,183306,7233,269155,9379,179307,7789,280072,8040,173212,7240,379492,10615,369883,10292,265072,9067,222186,6680,150627,5571,148009,6387,161333,6920,92329,4289,116250,5546,100226,4925,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
