GEO_ID,C08012_001E,C08012_001M,C08012_002E,C08012_002M,C08012_003E,C08012_003M,C08012_004E,C08012_004M,C08012_005E,C08012_005M,C08012_006E,C08012_006M,C08012_007E,C08012_007M,C08012_008E,C08012_008M,C08012_009E,C08012_009M,C08012_010E,C08012_010M,C08012_011E,C08012_011M,C08012_012E,C08012_012M,C08012_013E,C08012_013M,C08012_014E,C08012_014M,C08012_015E,C08012_015M,C08012_016E,C08012_016M,C08012_017E,C08012_017M,C08012_018E,C08012_018M,C08012_019E,C08012_019M,C08012_020E,C08012_020M,C08012_021E,C08012_021M,C08012_022E,C08012_022M,C08012_023E,C08012_023M,C08012_024E,C08012_024M,C08012_025E,C08012_025M,C08012_026E,C08012_026M,C08012_027E,C08012_027M,C08012_028E,C08012_028M,C08012_029E,C08012_029M,C08012_030E,C08012_030M,NAME,C08012_001MA,C08012_001EA,C08012_002MA,C08012_002EA,C08012_003EA,C08012_003MA,C08012_004MA,C08012_004EA,C08012_005EA,C08012_005MA,C08012_006MA,C08012_006EA,C08012_007MA,C08012_007EA,C08012_008EA,C08012_008MA,C08012_009MA,C08012_009EA,C08012_010EA,C08012_010MA,C08012_011EA,C08012_011MA,C08012_012MA,C08012_012EA,C08012_013MA,C08012_013EA,C08012_014EA,C08012_014MA,C08012_015EA,C08012_015MA,C08012_016EA,C08012_016MA,C08012_017MA,C08012_017EA,C08012_018MA,C08012_018EA,C08012_019EA,C08012_019MA,C08012_020EA,C08012_020MA,C08012_021EA,C08012_021MA,C08012_022MA,C08012_022EA,C08012_023MA,C08012_023EA,C08012_024MA,C08012_024EA,C08012_025EA,C08012_025MA,C08012_026EA,C08012_026MA,C08012_027MA,C08012_027EA,C08012_028MA,C08012_028EA,C08012_029MA,C08012_029EA,C08012_030EA,C08012_030MA,state
0400000US01,1915474,13884,275839,6801,275995,8439,328912,9384,294964,8214,123090,5666,267785,9217,108608,5645,128673,5031,111608,4833,1033655,9405,140932,5438,137987,6616,165943,6721,152103,5901,65525,3795,153329,6397,62037,3737,76463,3621,79336,4183,881819,9139,134907,4690,138008,4580,162969,5468,142861,5348,57565,3615,114456,6201,46571,3640,52210,3393,32272,2646,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,301317,5413,85780,4620,56164,4036,55117,3697,43007,3498,12203,1702,20807,2393,7988,1589,8946,1395,11305,1642,162370,3594,46996,3000,30127,2567,28139,2640,21982,2203,6852,1154,10661,1891,4127,1141,5250,1003,8236,1320,138947,4116,38784,2985,26037,2506,26978,2559,21025,2379,5351,1091,10146,1832,3861,1018,3696,1048,3069,949,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2607603,15159,353025,9593,349639,11549,392115,11905,390445,12835,163970,7226,394005,11050,174994,8102,211687,9669,177723,7838,1475936,8836,178941,7024,182398,8056,213870,8193,220987,9519,95549,5413,239525,8756,102973,5864,126427,7219,115266,5938,1131667,12257,174084,7449,167241,6878,178245,7044,169458,7667,68421,4117,154480,6654,72021,4433,85260,5325,62457,4227,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1183726,11169,243608,8734,208070,7801,210461,6771,169475,6839,56986,4090,128280,6207,51894,3447,61164,3963,53788,3964,637068,7895,123999,5874,106329,5305,110569,4423,88250,4666,29808,2712,75519,4161,29872,2301,36208,2926,36514,3032,546658,7445,119609,5686,101741,5296,99892,5140,81225,4812,27178,2210,52761,3801,22022,2288,24956,2665,17274,1968,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15556756,39755,1853227,22280,2127270,26892,2390288,27078,2282217,26945,868743,16791,2250659,25664,997146,17882,1213861,17521,1573345,22160,8768812,26192,934357,16455,1110620,19735,1297815,19973,1280277,16985,498278,13265,1322024,20638,594455,13015,719077,13843,1011909,17290,6787944,29064,918870,14291,1016650,16573,1092473,18595,1001940,19131,370465,9956,928635,14618,402691,11410,494784,11416,561436,13367,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2255390,12412,339494,10603,333200,9776,353593,9646,335246,8423,155496,6679,294555,7643,146113,6302,162955,6183,134738,6843,1252175,9745,171177,7863,176375,6566,188631,7658,182395,6848,90541,5456,170948,5477,83498,4606,99909,5572,88701,6144,1003215,9815,168317,6839,156825,6309,164962,4998,152851,5719,64955,4110,123607,5122,62615,4069,63046,3764,46037,2861,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1655510,12064,244493,7584,250259,7345,270458,7390,259711,8922,107758,5010,196156,5895,105833,5035,106210,5691,114632,5466,878036,7607,114812,5272,120144,5374,140489,5445,133430,5682,58131,3783,110313,4646,61651,3634,61746,3725,77320,3694,777474,8644,129681,5439,130115,5267,129969,4725,126281,5863,49627,3287,85843,3972,44182,2998,44464,3627,37312,2941,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,387917,5891,51860,3607,62405,3813,69071,3945,61749,3549,25786,2600,47769,3453,21202,2337,23522,2988,24553,2705,203101,3975,25520,2412,30368,2770,35149,2695,33400,2783,13606,1739,25668,2699,9558,1329,13335,1932,16497,2015,184816,4566,26340,2269,32037,2736,33922,3023,28349,2644,12180,1732,22101,2216,11644,1819,10187,1780,8056,1277,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,272509,4297,17233,2087,22514,2379,34368,2969,48233,3188,18656,2087,49220,3998,29819,2560,28561,2881,23905,2635,130973,3014,9934,1346,10514,1839,15104,1893,23057,2434,9948,1602,24873,3048,14136,1782,12186,1578,11221,1643,141536,3757,7299,1384,12000,1481,19264,2260,25176,2186,8708,1213,24347,2152,15683,1900,16375,2196,12684,1935,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7816743,29826,879742,17677,996065,19287,1180424,19230,1230215,20700,483089,12172,1262631,17258,554839,13971,645793,17034,583945,15340,4241941,20160,446798,11242,502623,13479,602773,14994,660553,15546,256358,8819,716440,13487,317912,10008,373996,11443,364488,12129,3574802,21093,432944,11545,493442,11950,577651,11798,569662,11077,226731,6964,546191,12404,236927,8798,271797,9290,219457,8881,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
