GEO_ID,B16004_001E,B16004_001M,B16004_002E,B16004_002M,B16004_003E,B16004_003M,B16004_004E,B16004_004M,B16004_005E,B16004_005M,B16004_006E,B16004_006M,B16004_007E,B16004_007M,B16004_008E,B16004_008M,B16004_009E,B16004_009M,B16004_010E,B16004_010M,B16004_011E,B16004_011M,B16004_012E,B16004_012M,B16004_013E,B16004_013M,B16004_014E,B16004_014M,B16004_015E,B16004_015M,B16004_016E,B16004_016M,B16004_017E,B16004_017M,B16004_018E,B16004_018M,B16004_019E,B16004_019M,B16004_020E,B16004_020M,B16004_021E,B16004_021M,B16004_022E,B16004_022M,B16004_023E,B16004_023M,B16004_024E,B16004_024M,B16004_025E,B16004_025M,B16004_026E,B16004_026M,B16004_027E,B16004_027M,B16004_028E,B16004_028M,B16004_029E,B16004_029M,B16004_030E,B16004_030M,B16004_031E,B16004_031M,B16004_032E,B16004_032M,B16004_033E,B16004_033M,B16004_034E,B16004_034M,B16004_035E,B16004_035M,B16004_036E,B16004_036M,B16004_037E,B16004_037M,B16004_038E,B16004_038M,B16004_039E,B16004_039M,B16004_040E,B16004_040M,B16004_041E,B16004_041M,B16004_042E,B16004_042M,B16004_043E,B16004_043M,B16004_044E,B16004_044M,B16004_045E,B16004_045M,B16004_046E,B16004_046M,B16004_047E,B16004_047M,B16004_048E,B16004_048M,B16004_049E,B16004_049M,B16004_050E,B16004_050M,B16004_051E,B16004_051M,B16004_052E,B16004_052M,B16004_053E,B16004_053M,B16004_054E,B16004_054M,B16004_055E,B16004_055M,B16004_056E,B16004_056M,B16004_057E,B16004_057M,B16004_058E,B16004_058M,B16004_059E,B16004_059M,B16004_060E,B16004_060M,B16004_061E,B16004_061M,B16004_062E,B16004_062M,B16004_063E,B16004_063M,B16004_064E,B16004_064M,B16004_065E,B16004_065M,B16004_066E,B16004_066M,B16004_067E,B16004_067M,NAME,B16004_001MA,B16004_001EA,B16004_002MA,B16004_002EA,B16004_003EA,B16004_003MA,B16004_004MA,B16004_004EA,B16004_005MA,B16004_005EA,B16004_006MA,B16004_006EA,B16004_007MA,B16004_007EA,B16004_008EA,B16004_008MA,B16004_009MA,B16004_009EA,B16004_010MA,B16004_010EA,B16004_011MA,B16004_011EA,B16004_012MA,B16004_012EA,B16004_013MA,B16004_013EA,B16004_014EA,B16004_014MA,B16004_015MA,B16004_015EA,B16004_016MA,B16004_016EA,B16004_017EA,B16004_017MA,B16004_018MA,B16004_018EA,B16004_019EA,B16004_019MA,B16004_020MA,B16004_020EA,B16004_021MA,B16004_021EA,B16004_022MA,B16004_022EA,B16004_023MA,B16004_023EA,B16004_024EA,B16004_024MA,B16004_025EA,B16004_025MA,B16004_026MA,B16004_026EA,B16004_027MA,B16004_027EA,B16004_028EA,B16004_028MA,B16004_029MA,B16004_029EA,B16004_030EA,B16004_030MA,B16004_031MA,B16004_031EA,B16004_032EA,B16004_032MA,B16004_033MA,B16004_033EA,B16004_034MA,B16004_034EA,B16004_035MA,B16004_035EA,B16004_036EA,B16004_036MA,B16004_037MA,B16004_037EA,B16004_038MA,B16004_038EA,B16004_039MA,B16004_039EA,B16004_040MA,B16004_040EA,B16004_041MA,B16004_041EA,B16004_042MA,B16004_042EA,B16004_043EA,B16004_043MA,B16004_044MA,B16004_044EA,B16004_045MA,B16004_045EA,B16004_046MA,B16004_046EA,B16004_047EA,B16004_047MA,B16004_048MA,B16004_048EA,B16004_049MA,B16004_049EA,B16004_050MA,B16004_050EA,B16004_051MA,B16004_051EA,B16004_052EA,B16004_052MA,B16004_053MA,B16004_053EA,B16004_054MA,B16004_054EA,B16004_055MA,B16004_055EA,B16004_056MA,B16004_056EA,B16004_057MA,B16004_057EA,B16004_058EA,B16004_058MA,B16004_059MA,B16004_059EA,B16004_060MA,B16004_060EA,B16004_061MA,B16004_061EA,B16004_062MA,B16004_062EA,B16004_063EA,B16004_063MA,B16004_064MA,B16004_064EA,B16004_065MA,B16004_065EA,B16004_066MA,B16004_066EA,B16004_067MA,B16004_067EA,state
0400000US01,4305303,2767,821941,2798,785042,3985,25435,2572,15572,2348,5137,1616,3630,1137,1096,684,4670,1204,3749,1200,796,581,125,120,0,265,5673,1356,3461,1106,1662,713,550,403,0,265,1121,880,993,849,128,209,0,265,0,265,2872991,2288,2738322,5586,79433,3494,34073,3697,11402,1466,19467,2713,14491,2353,24651,2297,18312,2071,3945,961,2308,788,86,115,23439,2223,10979,1766,7887,1540,3884,1067,689,356,7146,2161,5851,1779,1134,966,161,204,0,265,610371,2183,600962,2049,2938,768,2053,689,329,237,185,178,371,300,4202,915,2667,626,1285,754,168,130,82,115,2045,803,503,276,313,233,784,509,445,459,224,210,69,89,155,191,0,265,0,265,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,622572,1070,132206,1151,114752,2423,4179,1125,3358,1052,194,158,627,398,0,235,2566,753,2061,748,461,279,44,72,0,235,4417,1125,3143,882,491,309,738,621,45,72,6292,1032,4524,952,1578,459,190,98,0,235,446331,1167,375167,4131,17981,2311,9722,1854,4049,1037,3359,937,851,694,10789,1852,7799,1455,1852,833,851,601,287,437,20831,1663,9301,1598,6435,1190,4745,1344,350,262,21563,2206,15926,1601,4853,1231,784,470,0,235,44035,987,36910,1016,489,232,457,231,32,55,0,235,0,235,878,339,778,326,100,117,0,235,0,235,2413,589,484,316,521,330,1058,450,350,409,3345,454,1211,316,826,301,1186,292,122,78,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5687173,1432,1147710,1647,783065,10822,309152,8913,215725,8873,59708,5551,27001,3504,6718,1644,14416,2688,11766,2222,2120,1197,480,346,50,83,11479,2083,9116,1831,1409,696,904,593,50,81,29598,3594,27382,3537,1433,773,609,540,174,286,3749712,1828,2645175,12831,858511,11151,393665,10921,134275,5999,184597,8700,145974,8855,78635,6095,57007,4547,14909,2417,5566,1428,1153,707,67640,4173,35258,3298,20556,2905,9404,2113,2422,1094,99751,4979,83935,4401,11105,1916,3195,1007,1516,974,789751,1291,666062,3714,76349,2470,38294,2828,13431,1771,11266,1893,13358,1981,24169,2350,15517,1678,5004,1362,2103,768,1545,787,8016,911,2343,527,1672,591,2993,781,1008,482,15155,1298,8231,1485,3005,955,2320,946,1599,631,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2616131,1982,498295,2325,461701,3487,29280,1694,19124,1984,6209,1324,3345,763,602,491,2109,756,2012,756,51,89,46,77,0,257,3558,841,1838,630,1099,649,621,530,0,257,1647,1447,1570,1450,77,129,0,257,0,257,1728976,2178,1612339,4388,84885,2737,31148,2794,17865,2207,22535,2340,13337,1693,11642,2203,10091,2067,1031,448,520,335,0,257,15488,1844,7565,1590,4797,1279,2407,698,719,562,4622,1887,3081,1220,1224,737,317,408,0,257,388860,1797,382261,1910,2231,659,1136,498,157,152,484,246,454,355,2819,835,2381,745,226,243,76,103,136,216,1430,565,650,465,174,142,445,329,161,150,119,102,108,106,11,21,0,257,0,257,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33784883,2490,6858380,3523,3815818,28538,2401517,23849,1776958,22183,433238,13355,156803,7516,34518,3923,188094,8049,161295,7539,19549,3078,6086,1459,1164,598,407081,9261,298441,8005,75620,4827,30348,3304,2672,982,45870,5734,38083,5639,5052,1539,2380,1192,355,419,22998673,3973,12968596,46350,6588341,33995,2900679,34639,1212780,20257,1498986,22963,975896,21438,1015893,23230,702611,16811,205318,9784,83698,6150,24266,3751,2223368,21433,1126580,17371,620515,12993,388550,12260,87723,6151,202475,12162,141650,10001,40325,3857,14947,2438,5553,1547,3927830,3373,2630563,10880,598764,5916,210063,7118,99688,5016,128495,5570,160518,6262,255484,9002,120783,5106,49635,4069,46932,4209,38134,4084,410255,5371,100189,5244,95461,5311,127147,5654,87458,5450,32764,3277,13630,1773,7115,1292,7480,1687,4539,1440,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4414382,1529,830648,1969,673763,6822,125433,5812,84525,5194,26442,3521,11462,1923,3004,1027,12801,1774,10302,1670,1495,589,1004,375,0,271,13754,1822,8937,1644,3897,1254,920,536,0,271,4897,1646,3594,1272,701,531,602,929,0,271,3106849,2418,2565175,11135,381397,9567,162626,6893,73013,4781,103013,6865,42745,4431,73650,5358,56562,4249,10743,2081,5574,1406,771,643,64876,4191,33234,3391,18144,1755,10912,2092,2586,1019,21751,3055,13083,2208,5697,1516,2863,1118,108,172,476885,1893,414524,3271,38282,2177,23881,2016,6509,955,3360,897,4532,1190,16079,2059,10847,1578,2468,908,1910,831,854,501,7171,1111,1849,671,1652,567,2037,679,1633,755,829,407,456,253,193,181,96,128,84,142,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3302738,762,615795,988,501884,5551,66056,3073,51467,3234,9152,1647,4950,1561,487,465,34325,4218,28726,3787,4022,1365,1463,620,114,132,10472,1395,7397,1322,1807,594,1001,524,267,228,3058,1218,2233,829,291,397,486,434,48,80,2216478,1397,1747475,10382,225416,5382,122158,5566,51536,3930,36373,3453,15349,2371,179202,9448,110614,6066,43332,4356,20442,2811,4814,1672,49734,3225,28612,3011,13168,1994,6988,1472,966,589,14651,2539,10748,1803,3000,1044,847,522,56,95,470465,1346,389948,4327,17391,962,5047,1044,4012,1115,4995,1105,3337,952,57045,3868,31332,2629,12139,1642,9882,1745,3692,1140,3869,804,1508,566,955,467,655,350,751,405,2212,625,1265,434,566,323,381,305,0,269,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,796385,442,146645,427,127164,2043,12489,1659,8481,1537,1980,628,2028,997,0,261,3914,1013,2921,833,527,450,466,413,0,261,1092,640,978,570,114,130,0,261,0,261,1986,1352,1841,1342,145,220,0,261,0,261,535186,765,465738,3334,37388,2200,18247,2199,5520,1310,8701,1737,4920,1584,16526,2375,13016,2250,2040,712,1279,783,191,240,9537,1475,5381,1116,3252,838,793,373,111,124,5997,1812,4423,1380,876,552,568,473,130,171,114554,674,107353,970,1885,664,746,378,281,241,182,178,676,612,3899,752,2793,627,542,257,222,183,342,411,1203,329,535,304,395,352,189,226,84,137,214,353,214,353,0,261,0,261,0,261,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,546550,609,79850,641,69263,1227,8538,1035,6806,1374,670,404,1062,781,0,292,1593,937,1085,653,508,625,0,292,0,292,156,282,0,292,156,282,0,292,0,292,300,260,300,260,0,292,0,292,0,292,395245,498,327889,3722,33768,2660,16249,2300,7419,1495,6915,1515,3185,1161,19057,2624,15395,2325,2733,854,929,719,0,292,7649,1626,4579,1301,2120,743,729,444,221,265,6882,1530,4850,1103,1916,855,116,139,0,292,71455,454,65622,1078,2717,550,1415,558,618,403,370,328,314,391,1526,543,1249,515,226,191,51,87,0,292,942,434,584,367,202,183,76,128,80,139,648,458,648,458,0,292,0,292,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16972259,2858,2901014,3606,2153237,13959,570329,9810,451225,10618,76336,4868,33148,3912,9620,2529,132513,8286,104236,6987,22518,3765,5112,1301,647,575,27087,2787,19383,2502,5398,1234,2181,731,125,124,17848,3310,14945,3207,1927,1142,976,1110,0,300,11037128,3459,7983101,24899,2231846,16749,1125014,20722,432357,12817,406148,12634,268327,11724,587774,18532,343663,12282,144960,8809,80634,6161,18517,3977,168842,7594,88973,5128,49991,3685,25874,3147,4004,1196,65565,5072,46026,4421,12391,2346,5609,1584,1539,870,3034117,3207,2474554,7391,369793,4237,89409,4966,78189,5022,101333,4583,100862,5050,154477,5904,93034,5193,32634,3083,18909,2597,9900,1813,22119,2603,8989,1664,5645,1223,4845,1017,2640,1017,13174,2124,8320,1620,2775,890,1274,506,805,432,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
