B19131_099E,B19131_099M,B19131_100E,B19131_100M,B19131_101E,B19131_101M,B19131_102E,B19131_102M,B19131_103E,B19131_103M,B19131_104E,B19131_104M,B19131_105E,B19131_105M,B19131_106E,B19131_106M,B19131_107E,B19131_107M,GEO_ID,B19131_001E,B19131_001M,B19131_002E,B19131_002M,B19131_003E,B19131_003M,B19131_004E,B19131_004M,B19131_005E,B19131_005M,B19131_006E,B19131_006M,B19131_007E,B19131_007M,B19131_008E,B19131_008M,B19131_009E,B19131_009M,B19131_010E,B19131_010M,B19131_011E,B19131_011M,B19131_012E,B19131_012M,B19131_013E,B19131_013M,B19131_014E,B19131_014M,B19131_015E,B19131_015M,B19131_016E,B19131_016M,B19131_017E,B19131_017M,B19131_018E,B19131_018M,B19131_019E,B19131_019M,B19131_020E,B19131_020M,B19131_021E,B19131_021M,B19131_022E,B19131_022M,B19131_023E,B19131_023M,B19131_024E,B19131_024M,B19131_025E,B19131_025M,B19131_026E,B19131_026M,B19131_027E,B19131_027M,B19131_028E,B19131_028M,B19131_029E,B19131_029M,B19131_030E,B19131_030M,B19131_031E,B19131_031M,B19131_032E,B19131_032M,B19131_033E,B19131_033M,B19131_034E,B19131_034M,B19131_035E,B19131_035M,B19131_036E,B19131_036M,B19131_037E,B19131_037M,B19131_038E,B19131_038M,B19131_039E,B19131_039M,B19131_040E,B19131_040M,B19131_041E,B19131_041M,B19131_042E,B19131_042M,B19131_043E,B19131_043M,B19131_044E,B19131_044M,B19131_045E,B19131_045M,B19131_046E,B19131_046M,B19131_047E,B19131_047M,B19131_048E,B19131_048M,B19131_049E,B19131_049M,B19131_050E,B19131_050M,B19131_051E,B19131_051M,B19131_052E,B19131_052M,B19131_053E,B19131_053M,B19131_054E,B19131_054M,B19131_055E,B19131_055M,B19131_056E,B19131_056M,B19131_057E,B19131_057M,B19131_058E,B19131_058M,B19131_059E,B19131_059M,B19131_060E,B19131_060M,B19131_061E,B19131_061M,B19131_062E,B19131_062M,B19131_063E,B19131_063M,B19131_064E,B19131_064M,B19131_065E,B19131_065M,B19131_066E,B19131_066M,B19131_067E,B19131_067M,B19131_068E,B19131_068M,B19131_069E,B19131_069M,B19131_070E,B19131_070M,B19131_071E,B19131_071M,B19131_072E,B19131_072M,B19131_073E,B19131_073M,B19131_074E,B19131_074M,B19131_075E,B19131_075M,B19131_076E,B19131_076M,B19131_077E,B19131_077M,B19131_078E,B19131_078M,B19131_079E,B19131_079M,B19131_080E,B19131_080M,B19131_081E,B19131_081M,B19131_082E,B19131_082M,B19131_083E,B19131_083M,B19131_084E,B19131_084M,B19131_085E,B19131_085M,B19131_086E,B19131_086M,B19131_087E,B19131_087M,B19131_088E,B19131_088M,B19131_089E,B19131_089M,B19131_090E,B19131_090M,B19131_091E,B19131_091M,B19131_092E,B19131_092M,B19131_093E,B19131_093M,B19131_094E,B19131_094M,B19131_095E,B19131_095M,B19131_096E,B19131_096M,B19131_097E,B19131_097M,B19131_098E,B19131_098M,B19131_099EA,B19131_099MA,B19131_100EA,B19131_100MA,B19131_101MA,B19131_101EA,B19131_102EA,B19131_102MA,B19131_103MA,B19131_103EA,B19131_104EA,B19131_104MA,B19131_105EA,B19131_105MA,B19131_106MA,B19131_106EA,B19131_107EA,B19131_107MA,NAME,B19131_001MA,B19131_001EA,B19131_002MA,B19131_002EA,B19131_003MA,B19131_003EA,B19131_004MA,B19131_004EA,B19131_005EA,B19131_005MA,B19131_006MA,B19131_006EA,B19131_007MA,B19131_007EA,B19131_008MA,B19131_008EA,B19131_009MA,B19131_009EA,B19131_010EA,B19131_010MA,B19131_011EA,B19131_011MA,B19131_012MA,B19131_012EA,B19131_013MA,B19131_013EA,B19131_014MA,B19131_014EA,B19131_015MA,B19131_015EA,B19131_016EA,B19131_016MA,B19131_017MA,B19131_017EA,B19131_018MA,B19131_018EA,B19131_019MA,B19131_019EA,B19131_020MA,B19131_020EA,B19131_021EA,B19131_021MA,B19131_022EA,B19131_022MA,B19131_023EA,B19131_023MA,B19131_024MA,B19131_024EA,B19131_025MA,B19131_025EA,B19131_026EA,B19131_026MA,B19131_027EA,B19131_027MA,B19131_028EA,B19131_028MA,B19131_029MA,B19131_029EA,B19131_030MA,B19131_030EA,B19131_031MA,B19131_031EA,B19131_032EA,B19131_032MA,B19131_033EA,B19131_033MA,B19131_034MA,B19131_034EA,B19131_035MA,B19131_035EA,B19131_036EA,B19131_036MA,B19131_037MA,B19131_037EA,B19131_038EA,B19131_038MA,B19131_039EA,B19131_039MA,B19131_040EA,B19131_040MA,B19131_041EA,B19131_041MA,B19131_042EA,B19131_042MA,B19131_043EA,B19131_043MA,B19131_044EA,B19131_044MA,B19131_045EA,B19131_045MA,B19131_046MA,B19131_046EA,B19131_047EA,B19131_047MA,B19131_048MA,B19131_048EA,B19131_049EA,B19131_049MA,B19131_050EA,B19131_050MA,B19131_051MA,B19131_051EA,B19131_052EA,B19131_052MA,B19131_053MA,B19131_053EA,B19131_054EA,B19131_054MA,B19131_055EA,B19131_055MA,B19131_056MA,B19131_056EA,B19131_057MA,B19131_057EA,B19131_058MA,B19131_058EA,B19131_059MA,B19131_059EA,B19131_060EA,B19131_060MA,B19131_061MA,B19131_061EA,B19131_062MA,B19131_062EA,B19131_063MA,B19131_063EA,B19131_064MA,B19131_064EA,B19131_065EA,B19131_065MA,B19131_066EA,B19131_066MA,B19131_067MA,B19131_067EA,B19131_068MA,B19131_068EA,B19131_069MA,B19131_069EA,B19131_070MA,B19131_070EA,B19131_071EA,B19131_071MA,B19131_072MA,B19131_072EA,B19131_073MA,B19131_073EA,B19131_074MA,B19131_074EA,B19131_075MA,B19131_075EA,B19131_076EA,B19131_076MA,B19131_077EA,B19131_077MA,B19131_078EA,B19131_078MA,B19131_079MA,B19131_079EA,B19131_080MA,B19131_080EA,B19131_081EA,B19131_081MA,B19131_082EA,B19131_082MA,B19131_083MA,B19131_083EA,B19131_084MA,B19131_084EA,B19131_085EA,B19131_085MA,B19131_086EA,B19131_086MA,B19131_087MA,B19131_087EA,B19131_088EA,B19131_088MA,B19131_089EA,B19131_089MA,B19131_090EA,B19131_090MA,B19131_091EA,B19131_091MA,B19131_092MA,B19131_092EA,B19131_093EA,B19131_093MA,B19131_094EA,B19131_094MA,B19131_095EA,B19131_095MA,B19131_096EA,B19131_096MA,B19131_097EA,B19131_097MA,B19131_098EA,B19131_098MA,state
6935,1281,5678,1279,13317,1914,16261,1862,19457,2274,10943,1881,3360,820,2387,642,1407,530,0400000US24,1405655,12927,1018096,11087,456367,8566,2510,691,1529,595,3160,1013,4554,1380,6481,1352,8600,1340,11765,2038,11840,1857,13745,1696,31870,2810,50032,3592,85311,4409,77079,3451,46062,3133,52671,3216,49158,2873,561729,8801,7203,1237,6264,1206,9751,1305,12728,1649,15750,2005,17422,2358,17694,1848,18950,1766,20935,1995,44729,3297,61293,3510,95030,4541,75451,3347,51818,3085,56516,3458,50195,2876,387559,8345,97106,5078,47126,3533,2816,827,1106,659,1456,686,3959,1228,2643,1079,2946,1048,3318,1008,3269,1093,3526,1068,5302,1262,5033,1273,5144,1383,2560,848,1608,612,1197,705,1243,477,49980,3437,1594,784,1245,579,2157,762,1932,611,2461,1040,3212,998,2733,1061,2722,762,2528,790,4550,940,6638,1278,8828,1356,4337,979,2258,691,1778,644,1007,551,290453,6997,166559,5884,21087,2422,10422,1813,12331,1791,10886,1907,13269,2172,14409,1882,11105,1935,11394,2129,8333,1597,16911,2179,14410,2070,12636,2089,5599,1272,1938,574,1098,523,731,399,123894,4626,6209,1298,6178,1317,5370,873,6435,1535,7448,1315,6205,926,6304,1196,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
7466,1209,7037,1223,13117,1724,16590,1885,16280,1896,7871,1464,3666,819,2250,725,1841,759,0400000US25,1565973,11720,1175784,11265,528590,9599,4632,1117,4158,1304,6303,1459,5637,1263,9542,1803,10796,1687,11651,1678,12929,1937,13353,1747,35019,2902,63079,3970,102308,5933,85095,4493,52139,3589,55670,3707,56279,3349,647194,8670,9687,1631,12777,1587,14961,2065,20351,2086,22644,2109,21871,1995,23906,2451,25010,2144,22734,2065,48975,3433,76274,3326,107169,4039,85180,4408,54315,3094,52402,3020,48938,3003,390189,9341,100087,4978,40522,3436,3209,1060,1780,745,1950,796,2369,889,2827,1116,2644,981,2588,850,3087,1110,2423,818,3529,865,5451,1395,4562,1240,1799,631,555,374,479,338,1270,481,59565,3753,1620,711,1618,692,1538,555,1598,654,3112,881,2798,869,3073,995,3709,1099,3573,1003,6848,1569,8714,1382,10046,1784,4767,1132,3647,1130,1725,659,1179,516,290102,8097,166608,7082,31203,3317,18627,2243,18958,2863,12382,1908,10957,1470,11885,2055,9256,1522,7470,1427,6798,1377,12131,1966,11309,1736,8169,1218,4150,1114,1825,610,810,418,678,272,123494,4499,6169,1298,6327,1269,7188,1422,6642,1306,7659,1274,6850,1220,6541,1284,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
12175,1709,10089,1371,19328,1972,18925,1976,16636,1912,5991,944,2412,680,1351,538,778,443,0400000US26,2579201,15447,1938688,16149,819240,11444,12422,1687,11404,1637,14702,1902,20558,2591,23425,2244,27352,2201,30095,2411,33679,2455,36845,3010,77584,4031,122263,4734,161371,5003,109785,3897,52535,3000,47030,2826,38190,2376,1119448,10584,18581,1819,22698,2080,32659,2415,42473,2524,50200,2979,59976,2944,64575,2967,60342,2522,56433,3593,114544,4660,149623,4615,179391,5197,111181,3987,61430,3002,55067,2777,40275,2886,640513,10638,165478,5634,85747,4174,8837,1321,7261,1450,5427,1133,6506,1322,6155,1162,6977,1259,6508,1331,6030,1072,4079,1038,8570,1500,7830,1493,5159,1126,3723,869,1206,514,530,306,949,464,79731,4056,4084,941,3994,785,3883,810,5130,1195,4814,1074,5190,1222,5696,1150,5284,975,5617,1119,8974,1340,11204,1753,8332,1296,4149,783,1539,590,1366,464,475,293,475035,9499,289626,8348,67671,4058,35914,3299,28013,2826,27203,2586,24697,2811,21845,2399,16938,1954,12329,1804,9923,1418,16277,1909,14418,1822,8485,1316,2942,873,1258,595,755,405,958,558,185409,5273,13998,1732,12378,1576,13848,1677,14791,1562,13978,1668,15222,1675,13509,1431,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
3932,853,3576,909,8644,1244,7105,1077,7229,1131,2894,767,1352,518,640,361,256,192,0400000US27,1330451,9270,1064699,9975,467638,7095,3949,952,4100,1084,5305,1126,5990,1073,8565,1236,11674,1281,13781,1484,18697,1888,19558,2098,41007,2760,71118,3290,103517,3625,64980,2897,33899,2099,31400,2413,30098,2496,597061,7637,6932,1017,9435,1058,14845,1149,20380,1757,22119,1633,22843,1420,26069,1750,26658,1748,28829,1891,60620,2719,86722,3265,109191,3952,67754,3330,36263,2107,31519,1977,26882,1935,265752,6567,80287,3964,46904,2643,5168,1079,3197,986,2675,782,3446,900,3881,870,3781,950,2852,594,3380,810,2521,748,5709,1020,4089,836,3333,754,1073,435,556,349,671,487,572,328,33383,2656,1131,380,985,467,2003,648,1369,448,1995,636,1080,486,1882,679,1917,692,1655,536,4408,957,5091,1067,4944,1101,3065,742,827,367,441,269,590,344,185465,5342,124162,4533,22977,2361,11441,1827,11490,1951,12032,1570,10316,1544,11311,1603,8280,1291,7472,1340,4928,1010,8437,1499,7631,1095,4709,1023,1959,569,577,282,364,193,238,162,61303,3342,2910,797,3338,798,3728,819,3285,664,3123,614,4208,759,5083,991,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
5074,1003,2551,624,4685,954,5277,996,3196,767,1620,652,597,423,173,174,488,431,0400000US28,741988,10108,497649,8952,204058,6380,4817,1212,5804,1473,6172,1299,6106,1448,10090,1581,10330,1501,10845,1783,10130,1540,13389,2431,23351,2900,29936,3169,35552,2640,19083,2041,7692,1297,5243,975,5518,1171,293591,7002,7401,1283,11258,1711,18324,1741,17186,2100,17221,2417,19704,2077,14890,2037,16483,1755,16654,1650,31134,2872,33131,2808,40939,2859,22751,2050,9928,1377,10031,1282,6556,1228,244339,7436,51672,4101,24652,3051,3658,1180,2468,961,2185,1057,3180,1039,3451,1151,2229,1087,1284,645,1258,629,696,438,1119,455,2133,876,683,497,227,287,81,95,0,283,0,283,27020,2957,2026,814,1490,672,2588,885,3276,1102,2258,805,1146,526,1784,783,2269,1001,1957,853,2219,641,2010,805,2245,739,966,503,411,527,308,259,67,117,192667,6478,115874,5676,33301,2727,18362,2805,16197,2270,15354,2143,7648,1594,6874,1192,3298,1015,3947,1085,2302,846,3589,1083,2590,971,1067,479,645,337,92,127,97,124,511,482,76793,3927,10898,1467,8378,1316,11332,1618,6681,1295,6707,1324,4808,916,4328,1057,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
6165,1055,6731,1111,11283,1783,9676,1305,7007,1277,3221,942,663,419,225,161,444,272,0400000US29,1518860,13297,1154259,12645,482044,8695,7011,1387,9744,1945,8273,1128,15610,1932,18511,2362,23093,2386,23546,2434,27833,2740,25525,2683,47819,3122,72787,3889,86594,4214,50574,3198,23889,2085,21364,2038,19871,1968,672215,9919,12151,1568,18084,1597,22969,2089,30635,2343,33340,2191,38392,2313,37573,2440,38303,2650,37852,2554,73685,4493,92337,4391,102221,4597,57369,2800,29738,2104,27014,2530,20552,2002,364601,7901,90731,5100,48036,3593,5021,1124,3395,848,4519,1232,4873,1142,4548,1239,4484,1103,3579,915,2612,802,2631,800,3951,838,4307,1109,2622,892,718,378,211,177,109,128,456,262,42695,2946,2564,825,2946,873,2313,704,2208,857,2727,775,2939,884,2617,723,2573,706,3454,1139,4409,1049,5152,1211,4664,1124,2487,813,693,392,544,384,405,243,273870,6596,172169,4724,40473,3672,20033,2113,19748,2053,18329,2354,15168,2306,11043,1808,9387,1499,9376,1725,4970,1154,10328,1646,6777,1190,4167,890,1242,591,674,389,145,152,309,284,101701,4168,8590,1479,6858,1261,7338,1208,6992,1211,9187,1455,8166,1220,9155,1626,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
799,429,546,314,619,334,1145,355,793,327,63,79,68,102,297,389,0,228,0400000US30,240412,4549,197345,4472,77371,3551,1913,622,823,425,3172,1001,2424,668,3744,815,3989,752,4125,793,4602,1018,5255,1140,9535,1290,12621,1546,12021,1527,6125,1068,2842,664,2402,704,1778,479,119974,3120,2023,540,2863,684,4832,841,6688,960,5796,1020,7191,1105,8248,1285,7242,1082,7394,973,14482,1536,16683,1540,18628,1787,8035,1009,4605,934,3306,748,1958,522,43067,2810,12969,1640,7419,1350,393,228,758,478,537,443,537,384,615,388,792,433,920,432,571,314,223,209,711,347,424,252,542,284,310,301,0,228,0,228,86,124,5550,1164,302,249,345,243,525,373,471,357,614,293,534,289,606,404,451,376,160,162,140,127,537,334,469,263,199,171,66,62,122,138,9,15,30098,2721,18823,2260,4413,992,2660,862,2195,785,2911,813,1772,681,1266,580,788,365,431,281,592,277,374,265,761,337,441,306,146,164,73,124,0,228,0,228,11275,1360,880,410,756,391,957,399,1023,424,1266,431,1156,461,907,357,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
1943,552,1341,554,2267,668,2928,700,1681,474,483,218,192,147,216,236,73,119,0400000US31,462408,6040,371052,5628,163752,4272,1935,621,1978,570,3451,756,4835,966,5444,1106,7728,1330,7606,982,7896,1333,9271,1075,18744,1881,25455,1972,31602,2243,18748,1835,7895,1024,5678,894,5486,811,207300,4323,2605,570,4670,812,6024,873,7793,998,9398,1000,9639,1156,10917,1440,11857,1135,12876,1189,23901,1720,33250,2214,33958,2074,18817,1503,8828,1010,6535,1016,6232,918,91356,3756,25948,2397,14047,1673,1024,506,843,416,720,359,1264,421,2228,753,1573,689,1969,619,972,416,912,404,895,395,589,284,709,425,0,213,33,42,179,140,137,142,11901,1527,508,280,611,346,570,284,1222,575,624,300,742,494,700,277,635,325,715,298,1852,686,1803,571,1080,535,471,436,176,217,66,110,126,149,65408,3171,43055,2684,10082,1502,5506,1005,4636,984,4951,1025,4374,1109,2531,841,2600,704,2440,749,1470,589,1191,487,1581,500,1017,364,320,193,237,345,119,140,0,213,22353,2063,1189,522,1007,392,1513,478,2192,655,1752,565,1854,670,1722,610,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
3022,966,1853,690,4238,1095,6707,1316,4908,1273,2636,699,624,354,668,410,449,324,0400000US32,612349,8480,443841,7112,195919,5306,2846,923,1265,607,4650,1002,4965,1122,6230,1402,9329,1582,8860,1730,8979,1536,10280,1781,19284,2329,29853,3252,38848,2869,21287,2093,11398,1748,9819,1435,8026,1413,247922,5305,4396,1134,4175,906,5718,1015,9288,1571,8614,1384,9850,1318,9890,1489,12790,1489,11738,1585,22802,2705,33395,2550,46030,3017,28971,2691,12803,1723,15904,2032,11558,1352,168508,6007,59826,3882,32622,3526,1704,662,1918,798,998,520,2614,940,1931,721,3060,959,1603,690,2697,1006,2228,926,3029,836,4695,1040,3682,923,1275,681,340,237,557,321,291,246,27204,2282,1461,712,373,334,913,473,1642,663,1767,804,1348,524,2156,724,1877,683,1216,661,2432,824,2718,707,4643,1132,2028,618,937,416,820,536,873,531,108682,4641,67025,4245,12064,1979,4361,1067,6355,1499,6063,1387,7564,1614,5351,1168,4336,1072,4264,1176,2438,961,3784,1112,5802,1189,1958,719,1167,519,464,341,507,426,547,402,41657,3043,2159,684,1810,721,2559,746,1858,586,2292,746,3352,953,2522,769,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
509,311,1069,401,2383,745,3215,867,1654,725,1261,447,334,206,119,140,232,181,0400000US33,335509,5188,267935,5769,110669,3605,481,345,1081,482,687,376,1491,665,2578,698,2840,726,2828,666,3543,851,3426,858,9144,1274,15821,1470,26214,2164,16596,2040,8725,1182,9233,1234,5981,1223,157266,4978,1623,574,1890,475,2668,684,5256,885,5789,1195,5396,1023,6012,954,6870,1227,6744,1087,14464,1703,22181,1799,29774,2377,19043,1903,11532,1616,9691,1310,8333,1083,67574,3953,21591,2350,11876,1476,956,631,743,506,359,279,1201,669,645,455,1022,463,963,462,1118,568,653,455,1194,594,1343,624,976,483,217,208,217,179,207,148,62,107,9715,1719,212,195,15,25,238,337,120,145,286,226,312,355,510,333,850,566,375,348,1188,548,1779,587,1558,536,1457,710,395,390,184,182,236,181,45983,3716,29528,2987,4512,1290,2991,1025,1974,722,2403,1148,2970,898,2365,688,1833,647,2042,767,1396,643,3178,908,1051,404,1492,536,651,475,249,197,173,171,248,214,16455,1873,653,339,491,340,1045,506,1187,635,553,309,1064,403,686,392,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
