GEO_ID,C06007_001E,C06007_001M,C06007_002E,C06007_002M,C06007_003E,C06007_003M,C06007_004E,C06007_004M,C06007_005E,C06007_005M,C06007_006E,C06007_006M,C06007_007E,C06007_007M,C06007_008E,C06007_008M,C06007_009E,C06007_009M,C06007_010E,C06007_010M,C06007_011E,C06007_011M,C06007_012E,C06007_012M,C06007_013E,C06007_013M,C06007_014E,C06007_014M,C06007_015E,C06007_015M,C06007_016E,C06007_016M,C06007_017E,C06007_017M,C06007_018E,C06007_018M,C06007_019E,C06007_019M,C06007_020E,C06007_020M,C06007_021E,C06007_021M,C06007_022E,C06007_022M,C06007_023E,C06007_023M,C06007_024E,C06007_024M,C06007_025E,C06007_025M,NAME,C06007_001MA,C06007_001EA,C06007_002EA,C06007_002MA,C06007_003MA,C06007_003EA,C06007_004EA,C06007_004MA,C06007_005MA,C06007_005EA,C06007_006MA,C06007_006EA,C06007_007EA,C06007_007MA,C06007_008MA,C06007_008EA,C06007_009EA,C06007_009MA,C06007_010EA,C06007_010MA,C06007_011MA,C06007_011EA,C06007_012MA,C06007_012EA,C06007_013EA,C06007_013MA,C06007_014MA,C06007_014EA,C06007_015EA,C06007_015MA,C06007_016MA,C06007_016EA,C06007_017MA,C06007_017EA,C06007_018EA,C06007_018MA,C06007_019MA,C06007_019EA,C06007_020EA,C06007_020MA,C06007_021EA,C06007_021MA,C06007_022MA,C06007_022EA,C06007_023MA,C06007_023EA,C06007_024EA,C06007_024MA,C06007_025EA,C06007_025MA,state
0400000US01,4305303,2767,4124326,7640,180977,7009,98282,6275,82695,5073,3004441,17554,2967570,17623,36871,3588,26399,2870,10472,1990,1141372,17038,1101930,17167,39442,3540,32017,3238,7425,1496,30980,3245,26525,2809,4455,1207,3189,996,1266,635,128510,4988,28301,2432,100209,4819,36677,3744,63532,4173,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,622572,1070,526829,5516,95743,5332,58764,4374,36979,3644,219467,5379,183150,5798,36317,3033,27086,2992,9231,1062,344943,5789,326365,5922,18578,2279,15549,2051,3029,988,11577,2153,9032,1573,2545,1119,1933,1016,612,440,46585,3622,8282,1442,38303,3636,14196,2212,24107,3252,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5687173,1432,4094302,19622,1592871,19584,898239,20577,694632,16034,1795533,24486,1294260,22133,501273,15523,410391,14385,90882,6233,2905393,22093,2636485,21750,268908,8340,224217,7656,44691,3699,67680,4990,44575,3897,23105,2958,17568,2634,5537,1348,918567,18755,118982,5713,799585,17250,246063,12934,553522,14814,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2616131,1982,2456301,5533,159830,5690,80704,5872,79126,4186,1560387,14156,1531020,14209,29367,3377,22955,3373,6412,1270,933005,13369,894475,13792,38530,2986,29603,2771,8927,1767,16300,2361,13750,2041,2550,1062,1203,573,1347,899,106439,4179,17056,2198,89383,3787,26943,2335,62440,3540,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33784883,2490,19414977,61768,14369906,61691,7590962,48097,6778944,50426,16594888,55852,12049520,57070,4545368,43666,3775861,39859,769507,15956,6972995,37937,6251486,35543,721509,16780,572165,13517,149344,7428,381676,10837,200644,7293,181032,8288,120226,6569,60806,4884,9835324,49720,913327,16486,8921997,49400,3122710,32013,5799287,46902,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4414382,1529,3653462,14328,760920,14415,409896,11020,351024,12016,1706470,21688,1523379,21102,183091,9157,141230,7551,41861,4115,2162996,19910,2007611,19229,155385,6571,122864,5460,32521,3631,62330,4651,47056,3794,15274,2512,11888,2172,3386,963,482586,12726,75416,4695,407170,12224,133914,6462,273256,10386,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3302738,762,2639307,14370,663431,14373,401107,10671,262324,9839,1778821,16018,1628544,16702,150277,7833,130574,7201,19703,2415,966135,14005,880239,12966,85896,5167,71802,4607,14094,1970,109392,5140,21407,2147,87985,4925,42826,3471,45159,3291,448390,13343,109117,6205,339273,12436,155905,7905,183368,9465,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,796385,442,700255,4691,96130,4707,59576,4397,36554,2510,352501,8543,332117,8471,20384,2512,17286,2399,3098,814,363530,8837,344994,8936,18536,2389,15531,2113,3005,999,11828,1766,4519,1184,7309,1457,3810,949,3499,1156,68526,4777,18625,3065,49901,3753,22949,2742,26952,2516,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,546550,609,462774,4554,83776,4519,53160,4221,30616,3368,206006,5566,194740,5470,11266,2142,9972,1883,1294,854,260370,5504,242656,5228,17714,2410,14426,2195,3288,1136,7317,1647,5103,1300,2214,800,1883,708,331,287,72857,4248,20275,2520,52582,3929,26879,3398,25703,3215,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16972259,2858,12610892,34428,4361367,34194,2393217,29881,1968150,27155,5104285,37829,4447409,38080,656876,15426,569995,15100,86881,5722,7956253,33956,7325535,30628,630718,16029,542941,16102,87777,5300,505318,14818,148790,6031,356528,13264,214693,10009,141835,7369,3406403,30226,689158,18458,2717245,29480,1065588,19454,1651657,25837,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
