GEO_ID,B25014G_001E,B25014G_001M,B25014G_002E,B25014G_002M,B25014G_003E,B25014G_003M,NAME,B25014G_001EA,B25014G_001MA,B25014G_002EA,B25014G_002MA,B25014G_003EA,B25014G_003MA,state
0400000US01,13979,1681,13800,1674,179,144,Alabama,null,null,null,null,null,null,01
0400000US02,10696,1644,10006,1611,690,336,Alaska,null,null,null,null,null,null,02
0400000US04,31961,2538,30435,2513,1526,667,Arizona,null,null,null,null,null,null,04
0400000US05,12950,1404,12608,1356,342,293,Arkansas,null,null,null,null,null,null,05
0400000US06,252043,6517,237035,6243,15008,1870,California,null,null,null,null,null,null,06
0400000US08,29776,2939,29145,2972,631,381,Colorado,null,null,null,null,null,null,08
0400000US09,14261,1937,13923,1866,338,299,Connecticut,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,10
0400000US11,3434,881,3382,890,52,87,District of Columbia,null,null,null,null,null,null,11
0400000US12,86789,4743,83867,4736,2922,857,Florida,null,null,null,null,null,null,12
0400000US13,27705,2652,27184,2635,521,289,Georgia,null,null,null,null,null,null,13
0400000US15,60928,3301,52073,3025,8855,1470,Hawaii,null,null,null,null,null,null,15
0400000US16,7659,1029,7291,986,368,278,Idaho,null,null,null,null,null,null,16
0400000US17,42716,3347,41153,3335,1563,581,Illinois,null,null,null,null,null,null,17
0400000US18,20319,2097,19956,2103,363,228,Indiana,null,null,null,null,null,null,18
0400000US19,7803,1542,7686,1511,117,148,Iowa,null,null,null,null,null,null,19
0400000US20,13292,1807,12834,1757,458,277,Kansas,null,null,null,null,null,null,20
0400000US21,12300,1956,12066,1897,234,221,Kentucky,null,null,null,null,null,null,21
0400000US22,10691,1464,10088,1475,603,566,Louisiana,null,null,null,null,null,null,22
0400000US23,5413,996,4884,856,529,417,Maine,null,null,null,null,null,null,23
0400000US24,24948,2477,24112,2354,836,448,Maryland,null,null,null,null,null,null,24
0400000US25,26677,2951,25542,2940,1135,602,Massachusetts,null,null,null,null,null,null,25
0400000US26,43197,2736,42445,2713,752,337,Michigan,null,null,null,null,null,null,26
0400000US27,16645,1826,16292,1828,353,215,Minnesota,null,null,null,null,null,null,27
0400000US28,5476,1132,5349,1144,127,93,Mississippi,null,null,null,null,null,null,28
0400000US29,25802,2238,24679,2213,1123,543,Missouri,null,null,null,null,null,null,29
0400000US30,5097,1038,5097,1038,0,228,Montana,null,null,null,null,null,null,30
0400000US31,7227,1112,7061,1112,166,139,Nebraska,null,null,null,null,null,null,31
0400000US32,16897,2393,16327,2340,570,350,Nevada,null,null,null,null,null,null,32
0400000US33,2819,722,2761,729,58,69,New Hampshire,null,null,null,null,null,null,33
0400000US34,33409,2928,32692,2817,717,428,New Jersey,null,null,null,null,null,null,34
0400000US35,17149,2289,16914,2274,235,155,New Mexico,null,null,null,null,null,null,35
0400000US36,84583,4730,79982,4634,4601,1027,New York,null,null,null,null,null,null,36
0400000US37,28962,2974,28484,2965,478,489,North Carolina,null,null,null,null,null,null,37
0400000US38,1966,654,1966,654,0,200,North Dakota,null,null,null,null,null,null,38
0400000US39,39611,3091,38952,3081,659,275,Ohio,null,null,null,null,null,null,39
0400000US40,67669,3244,66149,3348,1520,585,Oklahoma,null,null,null,null,null,null,40
0400000US41,27401,2321,26331,2289,1070,498,Oregon,null,null,null,null,null,null,41
0400000US42,29515,2593,28800,2596,715,380,Pennsylvania,null,null,null,null,null,null,42
0400000US44,5788,1393,5740,1375,48,80,Rhode Island,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,45
0400000US46,2937,807,2820,809,117,116,South Dakota,null,null,null,null,null,null,46
0400000US47,20150,2216,19449,2234,701,448,Tennessee,null,null,null,null,null,null,47
0400000US48,97645,5775,94273,5659,3372,806,Texas,null,null,null,null,null,null,48
0400000US49,7063,1377,6708,1313,355,260,Utah,null,null,null,null,null,null,49
0400000US50,2336,389,2266,384,70,78,Vermont,null,null,null,null,null,null,50
0400000US51,36190,3423,35536,3315,654,377,Virginia,null,null,null,null,null,null,51
0400000US53,49756,4021,48665,3953,1091,466,Washington,null,null,null,null,null,null,53
0400000US54,5513,1163,5513,1163,0,261,West Virginia,null,null,null,null,null,null,54
0400000US55,16727,1792,16469,1792,258,206,Wisconsin,null,null,null,null,null,null,55
0400000US56,3590,1054,3590,1054,0,259,Wyoming,null,null,null,null,null,null,56
0400000US72,55839,3033,51526,3123,4313,903,Puerto Rico,null,null,null,null,null,null,72
