GEO_ID,B15002I_001E,B15002I_001M,B15002I_002E,B15002I_002M,B15002I_003E,B15002I_003M,B15002I_004E,B15002I_004M,B15002I_005E,B15002I_005M,B15002I_006E,B15002I_006M,B15002I_007E,B15002I_007M,B15002I_008E,B15002I_008M,B15002I_009E,B15002I_009M,B15002I_010E,B15002I_010M,B15002I_011E,B15002I_011M,B15002I_012E,B15002I_012M,B15002I_013E,B15002I_013M,B15002I_014E,B15002I_014M,B15002I_015E,B15002I_015M,B15002I_016E,B15002I_016M,B15002I_017E,B15002I_017M,NAME,B15002I_001EA,B15002I_001MA,B15002I_002EA,B15002I_002MA,B15002I_003EA,B15002I_003MA,B15002I_004EA,B15002I_004MA,B15002I_005MA,B15002I_005EA,B15002I_006MA,B15002I_006EA,B15002I_007MA,B15002I_007EA,B15002I_008EA,B15002I_008MA,B15002I_009EA,B15002I_009MA,B15002I_010MA,B15002I_010EA,B15002I_011MA,B15002I_011EA,B15002I_012EA,B15002I_012MA,B15002I_013EA,B15002I_013MA,B15002I_014EA,B15002I_014MA,B15002I_015EA,B15002I_015MA,B15002I_016MA,B15002I_016EA,B15002I_017MA,B15002I_017EA,state
0400000US13,365784,3213,220379,3134,70031,4712,38224,4494,60855,4380,21828,2668,7254,1664,14613,2231,7574,1853,145405,1977,35573,3519,27136,2940,36376,3338,18113,2107,6143,1310,15166,2407,6898,1528,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,51152,639,25956,396,884,476,1987,562,11796,1454,5536,1123,1967,697,2887,992,899,471,25196,628,792,326,1671,489,8935,1205,6136,886,2753,829,3037,865,1872,579,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,66673,1366,36291,1000,12084,1351,5902,1189,9159,1418,4252,994,1657,646,2095,847,1142,513,30382,1080,9073,1229,5707,1309,7768,1082,3968,897,1257,519,1989,891,620,383,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1005930,2499,540939,2067,144927,6232,82656,4922,168361,7500,69521,4913,20735,2774,41233,4068,13506,1976,464991,1863,127971,4956,64202,4282,130804,6217,63905,4098,24408,2826,36714,3052,16987,2195,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,153581,2665,85055,1822,23830,2410,15072,1750,23978,2229,10559,1604,3097,922,5456,1210,3063,866,68526,1833,16280,1704,10195,1571,19077,2029,11478,1760,3231,845,5636,1076,2629,669,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,52903,1501,29213,1334,8393,1420,5853,1255,8721,1273,2880,968,1237,504,1180,559,949,454,23690,983,6085,1010,4348,935,5887,1115,3049,764,1043,420,2294,656,984,449,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,117462,2091,62199,1957,18746,2046,9720,1758,16815,1688,8830,1408,1674,677,4267,1217,2147,699,55263,1454,13085,1649,9093,1677,16578,1880,8346,1721,2612,680,3741,877,1808,577,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,44756,2237,28243,1753,6555,1295,4318,1074,8667,1430,3326,926,946,501,2777,842,1654,703,16513,1041,4205,931,2142,743,4531,1164,1632,550,1225,629,1690,579,1088,521,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,75536,2092,40083,1982,4169,767,8608,1524,12848,1869,6864,1408,959,443,4040,1234,2595,808,35453,1702,3903,1061,5078,1342,12019,1971,5918,1132,972,457,4493,1150,3070,786,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,6174,718,3410,698,299,234,548,361,764,416,839,359,443,313,359,276,158,142,2764,568,135,118,309,213,940,343,754,399,34,59,377,259,215,155,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,191967,1740,102027,1297,24076,2766,14765,2171,24970,2889,12905,2001,6188,1568,10304,1684,8819,1640,89940,1351,17088,2228,9523,1687,19399,2142,16712,2232,6084,1526,12202,1830,8932,1440,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,274161,1368,132451,1310,26674,2668,21325,2700,41378,3783,16774,2258,5764,1496,12341,2187,8195,1711,141710,1072,27195,2668,18181,2250,41007,3319,21573,2165,9188,1776,15852,2227,8714,1529,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,206739,2102,109819,1827,23817,2669,17146,2172,32484,2629,17488,1768,4402,1054,8395,1485,6087,1061,96920,1579,14292,1710,13302,1779,28848,2540,19032,2035,5613,1098,11544,1521,4289,889,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,97762,1813,53837,1277,14366,1930,8163,1629,15307,1851,7226,1390,1640,569,5252,1135,1883,695,43925,1198,9213,1374,6779,1136,12330,1465,6095,934,2361,791,4932,945,2215,750,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,24311,1967,14629,1913,4143,1232,2259,790,3884,1054,1328,625,810,571,1560,733,645,355,9682,1548,2291,750,1415,616,2229,701,1599,620,588,296,1051,548,509,394,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,81566,2162,43330,1838,8419,1454,6162,1035,12503,1782,6645,1362,1753,709,5315,1180,2533,899,38236,1451,7230,1012,4495,1023,10632,1394,6124,1177,2358,931,5182,1091,2215,534,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,9819,971,4897,799,403,266,486,359,1402,546,987,415,460,396,530,292,629,421,4922,825,623,410,789,462,1255,401,1003,467,257,197,519,297,476,294,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,63561,1504,35203,1346,11209,1503,7155,1384,8569,1377,4459,920,749,346,2086,697,976,403,28358,1083,7566,1260,4585,898,8076,1199,3773,828,975,472,2372,633,1011,428,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,323629,1517,175481,2241,44451,3371,33373,3360,57065,3793,23408,2870,4858,1472,7845,1438,4481,1206,148148,1513,34193,3028,28025,2463,44787,3331,24511,2524,5350,1094,8045,1402,3237,757,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,16574,809,8594,641,1037,608,231,253,3938,1155,1214,439,367,461,1478,604,329,254,7980,819,244,223,465,405,1949,682,1542,723,758,536,1855,630,1167,538,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,818402,1492,412883,1082,82397,5369,61209,4462,137305,6314,59298,4528,16875,2590,39169,3589,16630,2297,405519,953,71188,4058,52039,3594,133997,5028,60783,4079,23085,2864,47749,3218,16678,1841,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,488317,2064,238796,1231,40828,2954,40567,3540,75799,3651,37568,3281,14326,1952,18400,1987,11308,1404,249521,1582,37916,2576,36536,3034,79070,3541,49247,3686,17223,2145,18310,2295,11219,1558,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1860220,2036,901108,2105,181905,8821,140582,6322,289972,9329,124299,6520,43383,3530,79103,5187,41864,3174,959112,1615,186357,6527,145697,6264,273484,7376,129142,5950,66412,4901,102238,4734,55782,4602,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,304995,4122,182313,3739,64105,4533,34248,4415,47044,4567,16075,2095,6018,1261,10343,1829,4480,1080,122682,2436,35530,3118,22792,3052,27817,2865,13849,1737,5699,1093,11230,2101,5765,1121,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,4283,831,2512,620,240,209,261,243,615,292,972,369,226,376,153,219,45,74,1771,556,209,162,138,142,457,324,576,355,202,180,181,242,8,17,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,141892,1811,74758,1935,10738,1738,12145,1900,26355,1843,11485,1891,2378,812,5912,980,5745,1226,67134,1652,8746,1454,9185,1455,19513,1969,12708,1626,5230,1151,7479,1230,4273,873,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,119374,1735,64060,1162,20305,2377,10785,1451,17111,2193,7832,1496,2727,864,3371,795,1929,756,55314,1432,15071,1575,8222,1335,15244,1742,8602,1339,2238,744,4554,844,1383,527,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,192566,1750,106245,1766,33871,3098,17370,2840,27717,2981,13773,2265,4338,1351,6020,1456,3156,1252,86321,1466,26721,2527,11362,1876,19704,2290,14075,1835,4714,1138,6618,1202,3127,879,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,275369,2079,140276,1910,24360,2380,29645,2294,45595,3079,17572,2257,5095,1338,11208,1655,6801,1100,135093,1339,23081,2244,22539,2298,39483,2844,22370,2219,8696,1565,11435,1726,7489,1389,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,60818,677,29619,605,7677,1154,5491,1329,8855,1432,3088,933,1019,682,2790,790,699,356,31199,393,7128,1475,4447,1082,9225,1148,3830,1176,1944,722,3535,1014,1090,573,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,78908,2062,46363,1788,12665,2097,8374,1796,14603,1714,4630,1164,1747,643,3424,786,920,408,32545,1415,7543,1475,4625,1152,9561,1449,4773,1069,1688,622,3253,836,1102,479,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,7654,983,4233,831,1143,474,839,395,408,342,1347,605,196,186,46,71,254,328,3421,606,1089,494,437,292,902,411,656,412,85,90,252,204,0,216,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,97299,2116,56776,1872,20144,2054,9189,1517,15849,2219,5048,1028,1291,696,2870,766,2385,718,40523,1792,10109,1554,6094,1279,10757,1641,5706,1258,2473,898,3671,872,1713,696,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4478459,4172,2279789,3371,616311,11894,414064,12366,627704,13463,300932,8907,94960,6157,159159,6070,66659,4338,2198670,3094,582990,11430,358271,10499,578843,11387,337651,9474,104665,4869,174875,8229,61375,3654,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,141390,1212,76514,1107,18848,3206,12512,1971,22099,2636,11400,1893,3246,967,6423,1635,1986,688,64876,992,14253,2025,8261,1514,21296,2065,9823,1413,3980,935,4964,1003,2299,1114,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3496,505,1497,406,81,107,0,205,685,317,274,128,118,103,160,135,179,222,1999,398,89,101,118,182,228,141,523,289,132,141,584,270,325,213,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,260806,3368,139535,2818,27480,3044,21525,2917,32320,3080,19278,2512,7641,1719,16810,2406,14481,2073,121271,1989,23019,2438,14322,2184,26236,2682,20109,2827,8195,1639,19350,2209,10040,1500,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,288483,1921,156011,1900,42062,3015,26298,2647,42515,3098,21185,2532,6959,1233,12153,2033,4839,996,132472,1844,36201,3228,20942,3260,30972,2802,21243,1964,6604,1288,10706,1519,5804,1181,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,7293,951,3990,875,261,165,1149,493,1050,641,529,308,94,165,394,300,513,357,3303,674,186,147,788,295,753,319,719,392,127,200,440,230,290,244,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,131447,1875,72256,1509,14290,1640,14039,1895,24024,2117,10120,1561,2530,819,4152,982,3101,942,59191,1380,11109,1461,8255,1447,19497,1930,9624,1364,3998,921,4216,930,2492,757,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,20715,959,10579,971,1276,424,1396,559,4664,1145,2012,654,739,395,392,376,100,120,10136,841,1601,561,1148,458,3350,761,2310,692,534,311,819,417,374,365,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2466035,3943,1141220,2416,275742,7092,137669,5473,310378,7366,134267,5947,85810,4244,143389,4888,53965,3764,1324815,2263,299435,5800,127376,5147,311600,6501,157983,5353,119469,4643,238136,7259,70816,4447,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
