GEO_ID,B24092_001E,B24092_001M,B24092_002E,B24092_002M,B24092_003E,B24092_003M,B24092_004E,B24092_004M,B24092_005E,B24092_005M,B24092_006E,B24092_006M,B24092_007E,B24092_007M,B24092_008E,B24092_008M,B24092_009E,B24092_009M,B24092_010E,B24092_010M,B24092_011E,B24092_011M,B24092_012E,B24092_012M,B24092_013E,B24092_013M,B24092_014E,B24092_014M,B24092_015E,B24092_015M,B24092_016E,B24092_016M,B24092_017E,B24092_017M,B24092_018E,B24092_018M,B24092_019E,B24092_019M,B24092_020E,B24092_020M,NAME,B24092_001EA,B24092_001MA,B24092_002EA,B24092_002MA,B24092_003MA,B24092_003EA,B24092_004MA,B24092_004EA,B24092_005MA,B24092_005EA,B24092_006EA,B24092_006MA,B24092_007EA,B24092_007MA,B24092_008EA,B24092_008MA,B24092_009MA,B24092_009EA,B24092_010MA,B24092_010EA,B24092_011MA,B24092_011EA,B24092_012EA,B24092_012MA,B24092_013EA,B24092_013MA,B24092_014MA,B24092_014EA,B24092_015MA,B24092_015EA,B24092_016MA,B24092_016EA,B24092_017EA,B24092_017MA,B24092_018EA,B24092_018MA,B24092_019EA,B24092_019MA,B24092_020MA,B24092_020EA,state
0400000US01,39649,974,38587,1084,37356,609,52210,2989,37448,3452,36435,1293,44364,2976,60025,3640,35067,3616,26871,5840,27966,541,26258,405,26101,396,33786,5136,29945,1548,32369,1433,32523,1582,47552,2414,21975,2086,23450,11812,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,50573,1309,49964,3376,48568,3752,78771,14051,45391,5951,57548,7685,54698,3950,54621,11427,41679,5552,-666666666,0,36729,909,34395,2429,33906,2580,42230,14318,40295,3215,42208,3702,43856,3895,41009,2338,26756,3162,10056,13085,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,40199,382,38835,951,37412,627,65906,6360,42031,3958,44621,1834,42110,1765,51987,1914,37436,4684,31284,30480,32578,464,31828,356,31666,345,40363,4716,34921,2206,35140,1063,35373,1419,45000,3110,23501,1667,11604,13785,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,35062,666,34743,938,33777,986,51559,2670,40724,5326,32493,3533,40357,1274,50876,1665,29692,2667,37163,6639,26283,400,24730,523,24692,513,28771,7572,30613,992,30201,1047,31206,1044,42262,4550,20091,3062,13726,13612,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,45308,218,41961,162,41206,166,76837,2660,47613,1197,60717,531,61614,584,53017,2126,43808,2530,24517,3908,37154,184,35410,211,35152,228,50278,1860,41815,561,45390,958,45432,1068,48928,1192,30263,926,22974,3514,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,45425,548,44830,844,43296,1008,60987,2699,41845,2067,46949,2243,48513,2231,60348,3212,37947,4493,60496,57605,35937,442,34644,797,34335,850,40082,4701,37335,1662,37381,1482,41874,1338,46608,2262,28610,3555,11170,1277,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,52500,1162,52226,626,51779,547,71708,7312,52121,4070,56288,3564,60878,1844,56320,3191,51170,1358,51255,829,41928,419,41043,509,40907,508,62790,7596,41916,1631,45068,1987,55306,2486,49429,3265,27868,3799,75452,128155,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,46206,852,46442,1043,46229,1099,54810,10813,46169,6275,42107,5040,45477,3233,50838,4803,41658,4977,-666666666,0,35474,821,34377,1567,34134,1637,45331,11929,36345,2468,38322,3939,37734,2604,46340,2875,31460,11332,2499,0,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,***,"2,500-",10
0400000US11,50582,2111,43546,3832,42139,2126,100001,0,46248,3294,44322,5917,52299,13340,76622,13539,80362,33152,-666666666,0,49008,2076,45059,3239,44496,3517,56990,53799,47188,5590,46090,5686,41558,5716,65084,7992,40141,16032,100001,0,District of Columbia,null,null,null,null,null,null,***,"100,000+",null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,***,"100,000+",11
0400000US12,38113,601,37157,284,36167,294,51774,572,37870,1816,42702,1521,40365,1413,50637,1202,32429,2865,26543,19199,30942,165,30027,262,29544,367,40562,1846,33180,736,35491,641,33110,941,45836,1177,21781,714,16116,3533,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
