GEO_ID,C25055_001E,C25055_001M,C25055_002E,C25055_002M,C25055_003E,C25055_003M,C25055_004E,C25055_004M,C25055_005E,C25055_005M,NAME,C25055_001EA,C25055_001MA,C25055_002MA,C25055_002EA,C25055_003EA,C25055_003MA,C25055_004MA,C25055_004EA,C25055_005EA,C25055_005MA,state
0400000US37,1008523,15069,813662,13855,99132,5075,43590,3020,52139,3103,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,81137,2752,60628,2729,6686,1078,4336,783,9487,1063,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1275533,13918,974965,11304,130536,4820,70451,3579,99581,4341,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,393020,8225,314871,7904,36742,2445,19167,1896,22240,1843,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,489062,9855,373105,8361,51355,3141,25935,2624,38667,2345,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1278712,13986,916371,11896,134307,5542,88055,3750,139979,4377,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,145024,5139,104665,4439,15515,1702,10437,1348,14407,1612,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,433099,9588,352467,8543,40974,3389,21103,2258,18555,2108,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,85381,3648,62253,3128,6302,1131,5492,909,11334,1214,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,650331,11968,512673,10623,69204,3695,34260,2872,34194,2430,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2630712,23266,2197418,20323,219653,7365,103395,3930,110246,4679,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,216344,5191,185005,5038,15438,1666,7785,1283,8116,1290,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,66074,3264,50864,2891,5937,971,3765,750,5508,804,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,817221,14159,650299,13354,79472,4548,41985,3102,45465,3108,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,815000,10559,630762,9631,83573,4831,43775,2893,56890,2878,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,157508,5662,120591,4883,18204,1963,9706,1413,9007,1015,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,625383,8898,474126,7698,56196,3224,32227,2250,62834,2597,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,55638,2831,44465,2764,5438,1037,1805,570,3930,775,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,216469,6340,165681,5587,22995,2282,16176,1537,11617,1259,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
