GEO_ID,C25055_001E,C25055_001M,C25055_002E,C25055_002M,C25055_003E,C25055_003M,C25055_004E,C25055_004M,C25055_005E,C25055_005M,NAME,C25055_001EA,C25055_001MA,C25055_002MA,C25055_002EA,C25055_003EA,C25055_003MA,C25055_004MA,C25055_004EA,C25055_005EA,C25055_005MA,state
0400000US01,440318,9527,347335,8510,44543,2923,24418,2509,24022,2402,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,70783,2952,59311,2920,7678,1194,1706,483,2088,597,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,662576,12576,531078,11241,61074,3642,29736,2853,40688,3267,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,308567,7556,245492,7000,29871,2325,16350,1689,16854,1765,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4869036,22963,3849995,21184,490410,11170,256651,6435,271980,6389,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,551308,10251,449877,8622,48705,3241,24312,2683,28414,2427,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,388630,7155,282949,6879,42112,2714,27919,2423,35650,2417,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,78251,3769,61221,3691,7939,1257,3712,815,5379,963,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,132537,4469,97872,4011,16172,1570,9477,1346,9016,1451,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2001163,21240,1540789,20057,198013,6790,113389,5221,148972,4945,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1018736,16529,843479,15514,90110,4225,45185,3700,39962,2815,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,158093,4565,120662,4069,18276,1752,10290,1402,8865,1264,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,144423,4338,118251,4380,12717,1716,6717,1227,6738,1113,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1358392,14021,1048790,11966,134954,6373,80909,4361,93739,4171,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,637131,11866,500129,10824,59545,3593,32370,2407,45087,2705,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,297870,6125,228626,6122,23461,1810,13821,1245,31962,2021,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,303076,6490,241393,5942,24387,2116,13833,1336,23463,1981,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,430935,9190,332539,9077,48222,3461,25203,2262,24971,2004,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,423425,8449,334209,7740,44665,3049,23893,2196,20658,1951,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,137171,5346,99697,4107,14034,1956,9505,1439,13935,1509,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,607288,10074,463431,9054,61365,3518,39228,2769,43264,2703,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,827602,11111,592022,9461,91839,3883,61603,3412,82138,3897,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,906145,12272,685765,11592,90314,4172,51255,2752,78811,3350,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,460146,7974,347295,7665,35512,2474,23972,2395,53367,2457,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,260367,6607,209118,6131,25839,2286,13379,1832,12031,1718,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,625442,11539,481860,10677,57345,3654,34762,2690,51475,2999,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,98095,3920,72715,3076,11293,1807,4953,844,9134,1196,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,208060,5235,162260,4868,17943,1943,9356,1254,18501,1513,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,345891,7843,264370,6925,43074,3130,20487,2037,17960,2022,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,133142,4282,97756,4320,12491,1575,9722,1512,13173,1405,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,988080,11685,717461,10425,116271,4907,72376,3535,81972,3460,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,196520,5345,156906,5223,18443,1821,10154,1568,11017,1556,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3026810,20320,2123423,17589,387871,8444,250975,7175,264541,6488,New York,null,null,null,null,null,null,null,null,null,null,36
