GEO_ID,C16009_001E,C16009_001M,C16009_002E,C16009_002M,C16009_003E,C16009_003M,C16009_004E,C16009_004M,C16009_005E,C16009_005M,C16009_006E,C16009_006M,C16009_007E,C16009_007M,C16009_008E,C16009_008M,C16009_009E,C16009_009M,C16009_010E,C16009_010M,C16009_011E,C16009_011M,C16009_012E,C16009_012M,C16009_013E,C16009_013M,NAME,C16009_001EA,C16009_001MA,C16009_002EA,C16009_002MA,C16009_003MA,C16009_003EA,C16009_004MA,C16009_004EA,C16009_005MA,C16009_005EA,C16009_006MA,C16009_006EA,C16009_007EA,C16009_007MA,C16009_008MA,C16009_008EA,C16009_009MA,C16009_009EA,C16009_010MA,C16009_010EA,C16009_011MA,C16009_011EA,C16009_012EA,C16009_012MA,C16009_013EA,C16009_013MA,state
0400000US01,4192909,3509,666639,18352,632250,17496,25243,3604,4457,1353,4047,1655,642,356,3526270,18741,3384148,20062,80198,4903,28076,2893,26071,3073,7777,2658,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,605455,1340,63164,6208,47892,5393,3244,1696,1369,984,2621,1176,8038,1779,542291,6443,465699,7573,18101,2572,12356,1836,24734,1980,21401,1922,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5582954,12006,751835,23949,406928,15167,279064,15496,10836,2977,12459,3215,42548,4850,4831119,22137,3614053,23852,941431,17621,104312,7488,73379,4783,97944,8291,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2539069,2846,415272,14239,383433,13669,27509,3942,1732,820,1590,772,1008,789,2123797,14392,2000609,14058,85562,4878,14495,2443,18016,2046,5115,2621,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33044296,6708,4186226,63495,1823578,38031,1827152,40651,151781,9702,336226,17279,47489,7410,28858070,63996,17090411,65805,7586714,55626,1287147,30113,2665662,28801,228136,13387,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4320173,2392,494934,15836,343700,13321,125170,9974,10134,2520,9656,2602,6274,2379,3825239,15871,3231116,15453,408385,11876,90360,6411,74962,5003,20416,3348,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3193733,1997,255229,11605,164709,8813,64530,6661,19300,3352,4449,1455,2241,1094,2938504,11932,2388279,17364,233013,7169,243231,12222,56920,3862,17061,3024,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,771999,1040,82591,7585,67522,6682,11742,3156,1366,641,888,702,1073,850,689408,7509,611974,7022,37747,3638,21881,3111,10912,1844,6894,2640,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,517209,855,98614,6918,84724,6750,7795,2422,2859,1200,1430,703,1806,1082,418595,7151,351461,7295,36031,3819,18692,2941,6564,1328,5847,1437,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16587493,6023,2003290,38135,1357674,31323,487719,17117,126069,11211,19448,3270,12380,2872,14584203,38553,10939637,43162,2632473,25353,734267,20589,195213,8410,82613,7146,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
