GEO_ID,B25101_001E,B25101_001M,B25101_002E,B25101_002M,B25101_003E,B25101_003M,B25101_004E,B25101_004M,B25101_005E,B25101_005M,B25101_006E,B25101_006M,B25101_007E,B25101_007M,B25101_008E,B25101_008M,B25101_009E,B25101_009M,B25101_010E,B25101_010M,B25101_011E,B25101_011M,B25101_012E,B25101_012M,B25101_013E,B25101_013M,B25101_014E,B25101_014M,B25101_015E,B25101_015M,B25101_016E,B25101_016M,B25101_017E,B25101_017M,B25101_018E,B25101_018M,B25101_019E,B25101_019M,B25101_020E,B25101_020M,B25101_021E,B25101_021M,B25101_022E,B25101_022M,B25101_023E,B25101_023M,B25101_024E,B25101_024M,B25101_025E,B25101_025M,B25101_026E,B25101_026M,B25101_027E,B25101_027M,B25101_028E,B25101_028M,B25101_029E,B25101_029M,B25101_030E,B25101_030M,B25101_031E,B25101_031M,B25101_032E,B25101_032M,B25101_033E,B25101_033M,B25101_034E,B25101_034M,B25101_035E,B25101_035M,B25101_036E,B25101_036M,B25101_037E,B25101_037M,B25101_038E,B25101_038M,B25101_039E,B25101_039M,B25101_040E,B25101_040M,B25101_041E,B25101_041M,B25101_042E,B25101_042M,B25101_043E,B25101_043M,B25101_044E,B25101_044M,B25101_045E,B25101_045M,NAME,B25101_001EA,B25101_001MA,B25101_002EA,B25101_002MA,B25101_003MA,B25101_003EA,B25101_004MA,B25101_004EA,B25101_005EA,B25101_005MA,B25101_006EA,B25101_006MA,B25101_007EA,B25101_007MA,B25101_008EA,B25101_008MA,B25101_009MA,B25101_009EA,B25101_010MA,B25101_010EA,B25101_011EA,B25101_011MA,B25101_012EA,B25101_012MA,B25101_013MA,B25101_013EA,B25101_014MA,B25101_014EA,B25101_015MA,B25101_015EA,B25101_016MA,B25101_016EA,B25101_017EA,B25101_017MA,B25101_018EA,B25101_018MA,B25101_019MA,B25101_019EA,B25101_020MA,B25101_020EA,B25101_021MA,B25101_021EA,B25101_022MA,B25101_022EA,B25101_023EA,B25101_023MA,B25101_024MA,B25101_024EA,B25101_025MA,B25101_025EA,B25101_026MA,B25101_026EA,B25101_027MA,B25101_027EA,B25101_028EA,B25101_028MA,B25101_029EA,B25101_029MA,B25101_030EA,B25101_030MA,B25101_031MA,B25101_031EA,B25101_032MA,B25101_032EA,B25101_033EA,B25101_033MA,B25101_034EA,B25101_034MA,B25101_035EA,B25101_035MA,B25101_036MA,B25101_036EA,B25101_037MA,B25101_037EA,B25101_038MA,B25101_038EA,B25101_039EA,B25101_039MA,B25101_040EA,B25101_040MA,B25101_041EA,B25101_041MA,B25101_042MA,B25101_042EA,B25101_043MA,B25101_043EA,B25101_044EA,B25101_044MA,B25101_045EA,B25101_045MA,state
0400000US13,2285179,17167,1656735,15936,117561,5625,594,382,2142,649,114825,5623,182394,7446,6229,1252,30942,3198,145223,6388,232229,8479,29804,2873,76005,4476,126420,6629,384003,9174,120377,5757,157112,6837,106514,5113,730636,11856,457166,10083,209220,7114,64250,4101,9912,1675,628444,9440,160322,6325,42936,2656,41596,2953,75790,4484,135141,5465,103046,4865,22773,2300,9322,1391,95547,4719,88602,4363,5764,1083,1181,440,105628,5072,103665,5039,1658,547,305,266,124918,4824,124116,4775,802,557,0,292,6888,1342,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,257599,4950,176714,5060,7343,1248,0,267,103,120,7240,1226,10679,1530,669,362,949,445,9061,1424,19297,2192,1244,495,2877,781,15176,1988,34434,2786,4126,782,9846,1605,20462,2193,104239,4443,40208,2968,35290,2741,28741,2525,722,495,80885,3025,13704,1658,3683,869,2561,786,7460,1140,12406,1382,8834,1263,2699,746,873,331,10778,1260,10324,1265,224,144,230,189,14597,1495,14288,1505,274,185,35,58,28663,2254,28528,2236,117,129,18,33,737,530,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,390982,4444,274449,4960,20726,2028,119,154,729,373,19878,2014,41276,2748,2375,661,6920,921,31981,2548,47590,2891,6534,1142,19781,1897,21275,2159,74910,3426,26756,2310,33870,2345,14284,1856,89328,4069,61079,3330,22724,2163,5525,907,619,307,116533,3352,29687,2264,8361,1231,8628,1100,12698,1353,27122,1795,22183,1669,3912,816,1027,404,18406,1900,17761,1907,610,347,35,63,19814,1873,19686,1838,119,127,9,13,20263,2133,20263,2133,0,253,0,253,1241,636,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3301367,17286,2297517,15198,120383,5314,478,307,2509,585,117396,5322,208607,7932,7002,858,32919,2632,168686,7198,296718,7431,34258,2213,74995,4200,187465,6170,538085,9900,120537,4265,179155,7153,238393,7715,1125167,11449,566860,8561,382066,7602,176241,6226,8557,1636,1003850,12741,200670,5641,28155,2147,41589,2386,130926,4221,207778,5673,113143,4254,58432,3523,36203,2151,158027,4747,124201,4360,27280,2182,6546,1052,178291,5542,163930,5729,11624,1463,2737,784,250527,6542,246918,6634,3107,681,502,374,8557,1293,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1756328,13334,1237171,11421,75680,3910,614,327,2304,653,72762,3850,155235,4893,8598,1351,37257,2588,109380,4054,195252,6917,36499,2570,82246,4006,76507,4178,336172,8200,139529,5658,144636,5524,52007,3093,470577,7745,344688,7104,106361,4622,19528,2005,4255,934,519157,8753,119875,4301,27034,2270,33735,2335,59106,2911,128369,4525,93274,3999,26470,2251,8625,1179,89847,3542,84896,3385,4417,892,534,298,86407,3473,85317,3402,860,352,230,267,90345,4045,89982,4023,363,228,0,263,4314,848,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,885969,8474,561392,7808,29404,2255,46,79,745,278,28613,2279,71785,3376,4440,750,19522,1785,47823,2664,94095,3971,19060,1824,41815,2432,33220,2445,156960,4716,71024,3574,63075,2908,22861,2049,208199,5037,152743,5071,47258,2641,8198,1149,949,531,324577,5097,72336,3282,13707,1366,20466,1780,38163,2507,77512,2990,55133,2593,17064,1483,5315,900,60343,2664,55725,2559,4249,865,369,242,56725,2823,56080,2873,533,283,112,139,55806,2502,55668,2510,138,170,0,221,1855,518,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,761022,7416,495047,7294,28925,1777,118,113,1335,448,27472,1767,57635,3291,3402,694,15184,1738,39049,3096,74591,3651,16955,1826,29586,2645,28050,2062,126510,4366,51197,2863,52384,3316,22929,2336,206211,4744,144208,4514,51994,2887,10009,1334,1175,507,265975,5350,60530,2944,11795,1313,16614,1269,32121,2206,62176,3192,44921,2627,13488,1511,3767,935,45017,2333,41966,2166,2820,698,231,189,45477,2212,44784,2176,618,287,75,125,50732,2599,50495,2573,188,173,49,79,2043,708,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1167081,10490,727606,8390,66644,4102,671,472,3641,890,62332,3807,101817,5284,10530,1583,27372,2329,63915,4002,120409,4801,30556,2399,47872,3097,41981,2897,178994,6258,88864,4430,67684,3406,22446,1901,257211,5893,194689,5609,51796,2974,10726,1362,2531,773,439475,6964,137893,4751,52440,3184,34570,2712,50883,3489,100267,3926,82767,3302,13725,1672,3775,921,67494,4124,65025,4065,2166,532,303,212,66749,3837,66211,3812,508,261,30,50,62969,2713,62863,2689,106,123,0,267,4103,1060,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1071667,10774,603964,9975,58049,3806,332,352,1931,623,55786,3688,79017,4583,6020,1123,20440,2282,52557,3651,88247,4081,20539,2135,36217,2828,31491,2656,142039,6321,69196,4604,48791,3352,24052,2602,233509,5948,178726,5528,45608,2779,9175,1367,3103,1043,467703,8460,133751,5235,44997,2997,35608,2885,53146,3522,100383,4488,84274,3998,13510,1529,2599,621,73054,3894,70577,3759,1876,513,601,295,73092,3522,72513,3506,537,278,42,71,82413,3481,82291,3475,74,130,48,82,5010,1188,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,399076,5723,259926,5287,17573,1623,121,107,695,330,16757,1557,33541,2344,2520,650,6634,1056,24387,2021,41689,2761,8548,1367,14968,1809,18173,1850,70810,3733,25463,2005,25873,2442,19474,1665,95753,3709,58574,2848,29180,2258,7999,1318,560,253,139150,4037,35947,2459,6936,1096,8966,1224,20045,1965,33275,2381,20782,1833,9151,1238,3342,723,23957,1923,21474,1945,2173,588,310,204,21648,1740,21061,1657,550,336,37,62,22784,1646,22680,1655,91,105,13,21,1539,617,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1450411,12170,1116382,12573,39148,2832,133,128,732,377,38283,2840,71511,4178,2193,682,6367,1175,62951,3771,110079,5220,6736,953,25853,2253,77490,4431,218549,6515,37008,2478,76806,4183,104735,4829,673643,9599,341692,7959,224707,6553,107244,4693,3452,822,334029,6141,57279,3167,6359,1140,12281,1248,38639,2545,60713,3570,31472,2670,21334,2277,7907,1288,45284,2841,39004,2834,5283,982,997,360,61803,3696,59251,3616,1772,580,780,468,106270,4513,105747,4560,491,291,32,37,2680,801,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1588359,10560,1144780,10855,44247,3026,55,90,328,230,43864,3021,73928,3336,1465,555,4852,1132,67611,3347,102660,5223,5938,1079,13771,1884,82951,4307,231428,7016,25301,2242,63400,3834,142727,5782,688787,9179,291353,6903,256249,7822,141185,5155,3730,1071,443579,6770,80955,4475,2710,758,8409,1220,69836,4207,78658,3983,18581,1778,32923,2516,27154,2241,66878,3551,44973,3233,16989,1960,4916,830,78037,3156,69447,3026,6795,986,1795,810,135874,4322,134061,4278,1527,507,286,214,3177,836,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2908273,13927,2008547,14038,137681,5180,493,275,1806,494,135382,5143,239612,7809,8206,1123,35203,2557,196203,6843,288173,6253,33115,2418,94775,4036,160283,5032,491740,9100,135096,4779,216692,6689,139952,4293,842651,11054,495585,9450,271111,6587,75955,3610,8690,1476,899726,9380,204737,5640,29314,2215,45604,2594,129819,4424,212314,5827,126524,4516,61983,3410,23807,1921,155074,5083,136113,4577,16939,1661,2022,528,154293,4426,149829,4346,3453,602,1011,454,165048,4513,164255,4488,675,291,118,107,8260,1370,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1558206,8771,1118573,9743,47336,2746,187,133,1004,344,46145,2704,101046,4163,4479,1013,16095,1427,80472,3821,152390,4483,15609,1576,44170,2594,92611,3929,280029,7164,68906,3251,109198,4381,101925,4223,535625,7406,295376,6513,182340,5103,57909,2887,2147,508,439633,5793,90476,3097,15462,1354,23397,1625,51617,2321,88606,2648,56406,2480,24349,1730,7851,1165,72525,2952,66633,2915,5355,1094,537,247,84959,3122,83296,3117,1367,355,296,212,101194,3570,100643,3531,442,247,109,127,1873,527,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,760318,9031,433951,8347,60189,3904,167,172,2051,737,57971,3766,72703,4088,4825,990,21369,2277,46509,3560,66398,4191,17797,2183,27361,2552,21240,2382,97840,4871,48441,3643,36401,3107,12998,1839,134138,4071,103518,4184,25623,1975,4997,965,2683,855,326367,6633,106850,4523,28851,2705,27057,2607,50942,3409,72436,4434,57398,3877,11758,1810,3280,873,47484,3399,45581,3317,1665,628,238,182,46980,3200,46734,3163,246,214,0,283,47974,2995,47905,3006,69,89,0,283,4643,1089,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
