GEO_ID,B19216_001E,B19216_001M,B19216_002E,B19216_002M,B19216_003E,B19216_003M,B19216_004E,B19216_004M,B19216_005E,B19216_005M,B19216_006E,B19216_006M,B19216_007E,B19216_007M,B19216_008E,B19216_008M,B19216_009E,B19216_009M,B19216_010E,B19216_010M,B19216_011E,B19216_011M,B19216_012E,B19216_012M,B19216_013E,B19216_013M,B19216_014E,B19216_014M,B19216_015E,B19216_015M,NAME,B19216_001MA,B19216_001EA,B19216_002MA,B19216_002EA,B19216_003EA,B19216_003MA,B19216_004EA,B19216_004MA,B19216_005EA,B19216_005MA,B19216_006MA,B19216_006EA,B19216_007MA,B19216_007EA,B19216_008MA,B19216_008EA,B19216_009EA,B19216_009MA,B19216_010EA,B19216_010MA,B19216_011MA,B19216_011EA,B19216_012MA,B19216_012EA,B19216_013EA,B19216_013MA,B19216_014EA,B19216_014MA,B19216_015EA,B19216_015MA,state
0400000US01,17336344300,533783976,9108072900,349545704,7041920400,282086507,5834553700,269888939,1207366700,144373427,2066152500,234799994,1941685100,236600539,124467400,34445269,8228271400,409889310,6833718300,360491163,4229332900,338421284,2604385400,117097651,1394553100,183126633,1295409100,182276812,99144000,30268045,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,3431698800,271416083,2051262000,205421709,1384964500,141398605,1281288500,137253064,103676000,25069425,666297400,138747475,646778600,138874988,19518900,12972380,1380436800,144319413,970026300,113385597,793508800,105555764,176517400,41628471,410410600,93041787,374232400,94462360,36178100,23743102,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,32536148100,873660271,18330370500,790192982,11939506000,495961098,10120477900,478066333,1819028200,161180356,6390864500,583637026,5820522700,571157804,570341800,139567267,14205777600,568959653,10388499300,339457654,7035929800,327805068,3352569500,178912757,3817278300,435367279,3518090400,427053656,299187800,63201362,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,10085685200,404510868,5238862600,336774676,3932498400,307969736,3136398900,296362295,796099400,104590301,1306364300,158537880,1197216700,153861779,109147500,32229294,4846822600,281969746,3920308300,221967877,2379770900,196747445,1540537300,97092850,926514300,167740468,865345300,170337970,61169000,24850645,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,206931796300,2412915940,115314508700,1945434412,72887455900,1666219931,61826598000,1551713693,11060857900,507551993,42427052800,1404072413,39373137800,1365933337,3053915000,405023424,91617287600,1472576297,64653636400,1006423672,44764954200,768296108,19888682200,526142350,26963651200,900044455,24668429700,899439494,2295221500,247571259,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,28806570900,809884763,16020731200,652276754,10768247900,519147783,9436868000,486353902,1331379900,137671434,5252483300,364715607,5055542100,355819414,196941200,66642032,12785839700,452559179,9392854600,321820406,6931496800,271913693,2461357800,176610513,3392985100,314127299,3244845200,308826458,148139900,51774748,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,21340449400,775901979,11604689100,618644763,8047393600,528556261,6686926600,524574780,1360467000,166139867,3557295500,330253335,3236703100,291600527,320592400,123980164,9735760300,420194877,7446568900,360706984,4901796300,329043097,2544772600,123581163,2289191300,235262117,2052725300,210748453,236466000,70408939,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,4634220000,266074222,2398187400,203248283,1622322400,144221195,1343348400,142269288,278974000,48204337,775865000,156013924,733907300,150434611,41957700,21510546,2236032600,163506183,1610923500,114500468,1073002300,92598277,537921200,65615243,625109100,117617580,602640400,116367252,22468700,10258261,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,9204442800,503848264,4609006500,385777348,3048145800,284351182,2705929900,266838001,342215900,78025621,1560860700,286437917,1386106500,240770528,174754200,156390256,4595436300,321269468,3458334000,276607349,2787839500,254834941,670494500,99883606,1137102300,193795379,1113776600,188184547,23325700,20614929,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,102154129900,1715566353,56801804000,1405535760,36859273800,958034186,29313887300,933160861,7545386500,354181549,19942530300,967702358,17979111600,929959864,1963418700,220342975,45352325900,883425828,33433373900,660628132,19773658600,540823000,13659715300,414250859,11918952000,696791022,10606252500,653898208,1312699500,180933332,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
