GEO_ID,C20005I_001E,C20005I_001M,C20005I_002E,C20005I_002M,C20005I_003E,C20005I_003M,C20005I_004E,C20005I_004M,C20005I_005E,C20005I_005M,C20005I_006E,C20005I_006M,C20005I_007E,C20005I_007M,C20005I_008E,C20005I_008M,C20005I_009E,C20005I_009M,C20005I_010E,C20005I_010M,C20005I_011E,C20005I_011M,C20005I_012E,C20005I_012M,C20005I_013E,C20005I_013M,C20005I_014E,C20005I_014M,C20005I_015E,C20005I_015M,C20005I_016E,C20005I_016M,C20005I_017E,C20005I_017M,C20005I_018E,C20005I_018M,C20005I_019E,C20005I_019M,C20005I_020E,C20005I_020M,C20005I_021E,C20005I_021M,C20005I_022E,C20005I_022M,C20005I_023E,C20005I_023M,C20005I_024E,C20005I_024M,C20005I_025E,C20005I_025M,C20005I_026E,C20005I_026M,C20005I_027E,C20005I_027M,C20005I_028E,C20005I_028M,C20005I_029E,C20005I_029M,C20005I_030E,C20005I_030M,C20005I_031E,C20005I_031M,C20005I_032E,C20005I_032M,C20005I_033E,C20005I_033M,C20005I_034E,C20005I_034M,C20005I_035E,C20005I_035M,C20005I_036E,C20005I_036M,C20005I_037E,C20005I_037M,C20005I_038E,C20005I_038M,C20005I_039E,C20005I_039M,NAME,C20005I_001MA,C20005I_001EA,C20005I_002MA,C20005I_002EA,C20005I_003MA,C20005I_003EA,C20005I_004EA,C20005I_004MA,C20005I_005EA,C20005I_005MA,C20005I_006MA,C20005I_006EA,C20005I_007MA,C20005I_007EA,C20005I_008MA,C20005I_008EA,C20005I_009EA,C20005I_009MA,C20005I_010EA,C20005I_010MA,C20005I_011MA,C20005I_011EA,C20005I_012MA,C20005I_012EA,C20005I_013MA,C20005I_013EA,C20005I_014EA,C20005I_014MA,C20005I_015EA,C20005I_015MA,C20005I_016MA,C20005I_016EA,C20005I_017MA,C20005I_017EA,C20005I_018MA,C20005I_018EA,C20005I_019EA,C20005I_019MA,C20005I_020EA,C20005I_020MA,C20005I_021MA,C20005I_021EA,C20005I_022MA,C20005I_022EA,C20005I_023MA,C20005I_023EA,C20005I_024EA,C20005I_024MA,C20005I_025EA,C20005I_025MA,C20005I_026MA,C20005I_026EA,C20005I_027MA,C20005I_027EA,C20005I_028MA,C20005I_028EA,C20005I_029EA,C20005I_029MA,C20005I_030EA,C20005I_030MA,C20005I_031MA,C20005I_031EA,C20005I_032MA,C20005I_032EA,C20005I_033MA,C20005I_033EA,C20005I_034EA,C20005I_034MA,C20005I_035EA,C20005I_035MA,C20005I_036MA,C20005I_036EA,C20005I_037MA,C20005I_037EA,C20005I_038MA,C20005I_038EA,C20005I_039MA,C20005I_039EA,state
0400000US01,74267,1887,41557,1677,24785,2000,0,265,24785,2000,1756,734,11260,1289,6912,1535,3015,961,1006,533,836,386,16772,1783,4183,1221,12589,1645,6846,1369,3467,1006,836,440,1005,380,276,207,159,156,32710,1522,9529,1643,0,265,9529,1643,501,350,5006,1450,1687,550,1291,538,517,331,527,318,23181,1945,14039,1934,9142,1584,5924,1418,2267,600,626,483,318,207,7,12,0,265,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,25557,945,13654,902,6257,1339,0,235,6257,1339,0,235,893,512,1749,795,2409,791,514,285,692,448,7397,1314,1487,650,5910,1227,2403,819,442,315,906,383,1435,672,638,396,86,114,11903,631,3345,796,0,235,3345,796,239,382,968,534,634,428,942,471,489,347,73,119,8558,978,3329,736,5229,1213,2376,1025,1271,451,467,312,693,361,422,403,0,235,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1191800,2528,623403,1957,351566,6827,0,291,351566,6827,7925,1828,83026,5696,99807,5404,104336,5576,35820,2887,20652,2692,271837,7321,118192,4477,153645,6853,73989,6432,34464,3422,20338,2681,16909,2239,5351,1307,2594,800,568397,1875,175928,5596,0,291,175928,5596,7441,1988,55948,4127,48546,3154,45927,3971,11987,1536,6079,1270,392469,5713,225357,6825,167112,6286,93659,5091,40774,3141,15902,2157,12365,1508,3042,900,1370,764,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,90175,1599,51770,1721,31108,2120,0,257,31108,2120,1086,628,12091,1862,9382,1869,6904,1427,1027,470,618,436,20662,1940,5589,1212,15073,1839,5813,1196,5801,1490,1969,765,1107,511,383,303,0,257,38405,1531,10661,1360,0,257,10661,1360,316,312,4489,916,4117,1151,1558,579,116,105,65,85,27744,1732,14349,1716,13395,1482,8826,1268,3153,842,993,498,381,303,0,257,42,61,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8934918,6717,4606669,5132,2406334,18107,54,89,2406280,18112,52161,4141,588355,14050,594317,14009,664391,13630,329429,10185,177627,7677,2200335,18506,907679,13648,1292656,18753,514620,13259,351021,11921,171513,7273,155712,7360,64754,4025,35036,2987,4328249,4679,1257477,14399,43,71,1257434,14394,54525,4152,384551,11208,307086,9598,323752,8923,129681,6916,57839,4601,3070772,14330,1745547,17029,1325225,14880,699259,11289,338165,10901,128027,6482,99284,5180,44425,3041,16065,2012,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,638194,1952,339525,1460,173340,5820,0,271,173340,5820,4831,1254,35906,3513,47381,4320,53767,4316,20979,2256,10476,1685,166185,5926,55395,3426,110790,5164,46448,3414,26942,2636,17520,2362,13191,2026,4251,909,2438,879,298669,1374,88444,4821,0,271,88444,4821,4523,1017,22489,2607,23895,2439,26388,2807,8747,1508,2402,750,210225,4989,109621,4825,100604,5098,55305,4111,26572,2467,8901,1378,6934,1441,2396,887,496,363,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,278124,1073,140883,1054,68707,3258,0,269,68707,3258,1921,815,11394,2020,16309,2485,22263,2357,10982,1880,5838,1291,72176,3069,29772,2290,42404,3105,18076,2130,11309,1958,5408,1153,4760,1491,2019,588,832,364,137241,967,42562,2632,0,269,42562,2632,1488,699,8964,1613,10859,1663,13608,1972,4720,1190,2923,956,94679,2879,47931,2933,46748,2701,20332,2232,14635,1661,5424,1034,4428,998,1548,532,381,210,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,35370,421,18839,550,11596,1383,0,261,11596,1383,476,533,2903,861,2795,1031,3473,918,1220,614,729,443,7243,1515,3490,1067,3753,1021,1912,768,544,324,699,379,502,305,96,98,0,261,16531,495,5241,1031,0,261,5241,1031,345,320,1731,741,1356,703,1238,548,401,292,170,166,11290,1033,7057,1081,4233,860,2427,765,1250,589,108,110,175,179,273,348,0,261,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,37917,231,20053,171,11894,1076,0,292,11894,1076,108,131,953,743,4543,1206,3729,865,1220,734,1341,558,8159,1096,3587,1031,4572,1088,1816,650,1061,599,895,604,364,278,159,159,277,309,17864,155,7892,1168,0,292,7892,1168,81,140,2351,871,1465,551,1646,621,1129,619,1220,627,9972,1190,4468,994,5504,834,1954,665,1562,736,1137,612,732,473,119,198,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2785005,3425,1403032,3360,781897,10738,0,300,781897,10738,16215,2464,176806,7460,206799,8342,217867,7692,95565,5293,68645,4592,621135,10702,293488,7235,327647,10578,127456,6474,85652,5403,47990,4200,39573,3206,15684,2221,11292,1688,1381973,3352,479174,10695,0,300,479174,10695,17864,2371,145962,6385,123980,6100,125125,5981,40940,3336,25303,2557,902799,10947,541286,10434,361513,8999,170215,5856,105126,6484,35719,3256,33900,2710,11541,1452,5012,1214,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
