GEO_ID,B18007_001E,B18007_001M,B18007_002E,B18007_002M,B18007_003E,B18007_003M,B18007_004E,B18007_004M,B18007_005E,B18007_005M,B18007_006E,B18007_006M,B18007_007E,B18007_007M,B18007_008E,B18007_008M,B18007_009E,B18007_009M,B18007_010E,B18007_010M,B18007_011E,B18007_011M,B18007_012E,B18007_012M,B18007_013E,B18007_013M,B18007_014E,B18007_014M,B18007_015E,B18007_015M,B18007_016E,B18007_016M,B18007_017E,B18007_017M,B18007_018E,B18007_018M,B18007_019E,B18007_019M,B18007_020E,B18007_020M,B18007_021E,B18007_021M,B18007_022E,B18007_022M,B18007_023E,B18007_023M,B18007_024E,B18007_024M,B18007_025E,B18007_025M,B18007_026E,B18007_026M,B18007_027E,B18007_027M,NAME,B18007_001MA,B18007_001EA,B18007_002EA,B18007_002MA,B18007_003MA,B18007_003EA,B18007_004MA,B18007_004EA,B18007_005MA,B18007_005EA,B18007_006MA,B18007_006EA,B18007_007EA,B18007_007MA,B18007_008MA,B18007_008EA,B18007_009MA,B18007_009EA,B18007_010MA,B18007_010EA,B18007_011MA,B18007_011EA,B18007_012MA,B18007_012EA,B18007_013EA,B18007_013MA,B18007_014EA,B18007_014MA,B18007_015EA,B18007_015MA,B18007_016MA,B18007_016EA,B18007_017MA,B18007_017EA,B18007_018MA,B18007_018EA,B18007_019EA,B18007_019MA,B18007_020EA,B18007_020MA,B18007_021MA,B18007_021EA,B18007_022MA,B18007_022EA,B18007_023MA,B18007_023EA,B18007_024EA,B18007_024MA,B18007_025EA,B18007_025MA,B18007_026MA,B18007_026EA,B18007_027MA,B18007_027EA,state
0400000US01,3535997,4203,1670445,3776,175078,4913,3209,1106,171869,5231,1252364,5177,56399,3517,1195965,6392,144955,1791,14963,1500,129992,1980,98048,1466,22685,1700,75363,2036,1865552,3929,166515,5464,2910,890,163605,5342,1358031,4644,74579,3662,1283452,6032,176461,1798,22714,2068,153747,2059,164545,1951,61942,2956,102603,2891,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,495519,1967,248262,2027,28227,2183,530,358,27697,2168,200259,2423,4302,973,195957,2585,12918,506,872,379,12046,592,6858,571,1331,447,5527,568,247257,1747,25907,1993,258,212,25649,2012,198051,1885,7303,1318,190748,2340,13062,662,1078,355,11984,741,10237,779,3593,735,6644,821,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4636478,5242,2284677,4662,221313,5255,2674,894,218639,5402,1715641,5067,45846,3684,1669795,6699,187879,1216,13985,1807,173894,1999,159844,1194,27402,2186,132442,2612,2351801,3262,202117,4793,3631,1119,198486,4934,1721163,3993,59594,3902,1661569,5201,214483,1263,22456,2682,192027,2752,214038,1461,58625,3206,155413,3431,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2146758,3947,1029759,4055,102494,3945,1155,460,101339,3890,769848,4568,38369,3160,731479,5559,92533,1121,8538,1093,83995,1424,64884,907,15506,1427,49378,1506,1116999,2963,95431,3864,1318,503,94113,3867,809389,3640,42927,3336,766462,4824,107805,1082,13330,1390,94475,1604,104374,1462,37769,2385,66605,2455,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27445311,10839,13486215,8748,1376487,11063,23211,2351,1353276,11356,10469924,10407,270196,8997,10199728,12843,910392,2743,74311,4191,836081,5180,729412,2709,158629,6144,570783,6431,13959096,8591,1321474,10900,17939,2373,1303535,10972,10469327,10073,342203,10325,10127124,13080,1069078,2312,134860,6058,934218,6251,1099217,3237,377108,7788,722109,8053,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3637011,4295,1805116,3314,163254,5042,3107,944,160147,5114,1439040,4781,32872,3402,1406168,6215,119527,1445,6454,1062,113073,1631,83295,1282,15271,1435,68024,1878,1831895,3313,154746,4545,1798,637,152948,4677,1418892,4209,37642,3223,1381250,5375,134570,1458,12783,1617,121787,2075,123687,1638,35426,2833,88261,2846,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2726483,3385,1303048,2940,123996,3134,1117,502,122879,3225,993249,2668,22461,1897,970788,3370,102307,847,7742,1190,94565,1338,83496,987,14640,1715,68856,1800,1423435,2249,118748,3359,743,518,118005,3328,1046862,2872,29773,2848,1017089,4039,120160,1009,8993,1387,111167,1772,137665,1291,41884,2621,95781,2604,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,658296,1628,313512,1437,31207,1703,49,84,31158,1708,234722,1697,7874,1550,226848,2351,27086,586,1855,580,25231,813,20497,497,3960,632,16537,760,344784,1409,30532,1888,527,389,30005,1850,251811,1662,8772,1315,243039,2171,33002,620,2611,603,30391,850,29439,565,8720,1407,20719,1415,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,464365,4471,209525,3619,18224,1933,392,305,17832,1974,165455,2582,4863,1017,160592,2799,14839,526,496,303,14343,580,11007,468,2271,589,8736,759,254840,1562,21730,2034,132,157,21598,2052,190702,1469,4744,897,185958,1723,20367,524,2593,729,17774,907,22041,602,6110,1133,15931,1309,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14232118,8522,6842162,8939,586931,9116,10301,1912,576630,8906,4963880,10054,150414,6585,4813466,12230,658836,2522,41425,2647,617411,3017,632515,2557,105011,5350,527504,5569,7389956,7891,557378,8152,7013,1371,550365,8163,5172170,7891,193716,7594,4978454,9235,779786,2714,73752,4288,706034,4904,880622,2883,245469,7332,635153,7595,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6981282,6249,3340519,6352,343998,7982,5413,1244,338585,7961,2635934,8119,83081,5627,2552853,8899,227013,2523,18033,1962,208980,3233,133574,2373,30024,2452,103550,3067,3640763,5734,343181,7724,3484,877,339697,7704,2786723,7626,99990,5586,2686733,9195,272298,2742,34901,2727,237397,3531,238561,1895,90262,3861,148299,3999,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,976947,3510,468887,2548,40848,2253,907,488,39941,2137,352361,2643,7768,1333,344593,2682,38613,487,2670,732,35943,847,37065,586,6945,1030,30120,1167,508060,1970,40614,2277,191,186,40423,2293,368152,2159,10185,1765,357967,2716,45687,488,4227,1205,41460,1236,53607,659,16532,1533,37075,1601,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1090826,2435,542330,2691,54018,2886,524,278,53494,2900,414233,2713,10737,1342,403496,3047,42824,738,2014,603,40810,883,31255,588,6482,919,24773,1082,548496,1928,55685,2104,945,594,54740,2122,406575,2225,14159,1759,392416,2690,45647,874,3612,811,42035,1151,40589,866,10898,1180,29691,1363,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9792336,6181,4748940,5030,481563,7477,6371,1212,475192,7398,3660540,7227,105481,4796,3555059,7996,343887,1338,25239,2033,318648,2276,262950,1957,49378,3091,213572,3234,5043396,5105,446911,6024,4533,979,442378,6162,3752095,6115,115858,4213,3636237,6999,414431,1834,42792,3106,371639,3788,429959,2504,131840,4005,298119,4214,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4822984,4069,2342276,4405,237211,4420,3514,931,233697,4313,1794943,4521,52609,3949,1742334,5590,178566,1152,12639,1549,165927,2108,131556,1170,25355,1858,106201,2112,2480708,4666,225634,4265,3427,929,222207,4333,1829865,5229,76963,4245,1752902,6770,211625,1468,21522,1968,190103,2604,213584,1537,63456,3110,150128,3147,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2303303,2606,1124901,2636,116913,3232,1709,534,115204,3269,835764,3445,21056,1943,814708,3844,93233,760,4712,798,88521,1021,78991,1095,11085,1162,67906,1597,1178402,2404,105819,2452,1453,450,104366,2411,837989,3007,24884,2185,813105,3289,109292,1142,7317,1274,101975,1366,125302,1211,25998,1776,99304,1868,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2087760,3236,1017964,3231,104773,3166,1499,562,103274,3134,771402,4085,20765,2342,750637,4676,77679,1126,4843,939,72836,1333,64110,1594,10098,1528,54012,1781,1069796,2710,96503,2958,1047,385,95456,2969,783512,3296,24279,2076,759233,4010,89219,1133,6993,1119,82226,1576,100562,1534,26609,1674,73953,2047,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3246033,4285,1556956,4472,146415,4288,3789,1070,142626,4302,1196231,4295,58080,3636,1138151,5494,127731,1107,11649,1431,116082,1740,86579,1142,22218,1846,64361,2110,1689077,4022,141879,3893,2637,746,139242,3957,1251685,4605,73794,4454,1177891,7140,153762,1387,19426,2097,134336,2345,141751,1654,53380,2496,88371,2926,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3229210,4645,1522813,4076,162229,4848,4712,1088,157517,4913,1152384,5179,52493,3420,1099891,5728,122986,1756,12569,1486,110417,1834,85214,1471,20283,2010,64931,2135,1706397,3457,169713,4800,3070,908,166643,4911,1247749,4660,56910,3600,1190839,6151,150197,1766,20053,2260,130144,2741,138738,1726,50948,2706,87790,2941,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1059503,2260,509599,1858,45597,1801,644,416,44953,1804,383838,2116,13514,1517,370324,2621,45807,419,3203,862,42604,904,34357,444,5579,800,28778,887,549904,1633,45104,1869,958,364,44146,1844,400259,1931,18018,2009,382241,2803,51436,471,4728,1003,46708,1140,53105,604,14465,1419,38640,1365,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4323366,4232,2036782,4376,203763,5123,3947,1125,199816,5419,1571103,4960,40652,3436,1530451,5618,153522,1285,9672,1542,143850,1827,108394,1198,19675,1672,88719,1657,2286584,2983,200239,4194,2059,849,198180,4247,1726849,3952,52096,3307,1674753,5245,183750,1472,20760,1881,162990,2125,175746,1689,53491,2921,122255,3492,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5075137,3549,2421991,3184,229174,4731,4070,1203,225104,4897,1856269,5024,50170,3623,1806099,6408,183726,1344,10818,1499,172908,1740,152822,1550,28197,2097,124625,2497,2653146,3291,231566,4582,4231,1123,227335,4564,1951580,4499,62460,3748,1889120,5269,221935,1389,20689,2351,201246,2714,248065,1504,71130,3290,176935,3221,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
