GEO_ID,B18007_001E,B18007_001M,B18007_002E,B18007_002M,B18007_003E,B18007_003M,B18007_004E,B18007_004M,B18007_005E,B18007_005M,B18007_006E,B18007_006M,B18007_007E,B18007_007M,B18007_008E,B18007_008M,B18007_009E,B18007_009M,B18007_010E,B18007_010M,B18007_011E,B18007_011M,B18007_012E,B18007_012M,B18007_013E,B18007_013M,B18007_014E,B18007_014M,B18007_015E,B18007_015M,B18007_016E,B18007_016M,B18007_017E,B18007_017M,B18007_018E,B18007_018M,B18007_019E,B18007_019M,B18007_020E,B18007_020M,B18007_021E,B18007_021M,B18007_022E,B18007_022M,B18007_023E,B18007_023M,B18007_024E,B18007_024M,B18007_025E,B18007_025M,B18007_026E,B18007_026M,B18007_027E,B18007_027M,NAME,B18007_001MA,B18007_001EA,B18007_002EA,B18007_002MA,B18007_003MA,B18007_003EA,B18007_004MA,B18007_004EA,B18007_005MA,B18007_005EA,B18007_006MA,B18007_006EA,B18007_007EA,B18007_007MA,B18007_008MA,B18007_008EA,B18007_009MA,B18007_009EA,B18007_010MA,B18007_010EA,B18007_011MA,B18007_011EA,B18007_012MA,B18007_012EA,B18007_013EA,B18007_013MA,B18007_014EA,B18007_014MA,B18007_015EA,B18007_015MA,B18007_016MA,B18007_016EA,B18007_017MA,B18007_017EA,B18007_018MA,B18007_018EA,B18007_019EA,B18007_019MA,B18007_020EA,B18007_020MA,B18007_021MA,B18007_021EA,B18007_022MA,B18007_022EA,B18007_023MA,B18007_023EA,B18007_024EA,B18007_024MA,B18007_025EA,B18007_025MA,B18007_026MA,B18007_026EA,B18007_027MA,B18007_027EA,state
0400000US26,7796666,5038,3771981,4609,380769,5443,6281,1058,374488,5384,2873637,5204,105150,4351,2768487,6279,290879,1409,19651,1820,271228,2111,226696,1378,42476,2388,184220,2674,4024685,4480,366792,6397,5402,990,361390,6442,2962283,4699,131017,6059,2831266,7893,342955,1693,37067,2951,305888,3016,352655,1674,109375,4237,243280,4768,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3991934,3232,1965431,2922,189294,3569,3661,828,185633,3576,1521375,3640,37382,2665,1483993,4396,144429,1184,8094,928,136335,1385,110333,1154,17224,1530,93109,1842,2026503,3202,184979,3976,2127,577,182852,4048,1509274,4257,38699,2662,1470575,4683,162769,1095,13108,1329,149661,1584,169481,1391,41489,2745,127992,2561,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2175344,3246,1021161,4305,113120,4994,2336,827,110784,5006,767093,4629,41822,3827,725271,6181,85641,2360,9728,1563,75913,2762,55307,1803,13481,1351,41826,1858,1154183,3391,114462,4327,2800,1005,111662,4391,838881,4159,55110,3155,783771,5248,103755,1459,16502,1478,87253,1608,97085,1626,38872,2194,58213,2230,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4481911,4109,2148887,4463,212510,4346,4195,927,208315,4467,1623364,4800,61863,4013,1561501,6351,178317,1308,14023,1559,164294,1801,134696,1271,27245,1879,107451,2153,2333024,3637,202305,4715,3006,656,199299,4750,1705953,4477,79413,3429,1626540,5249,211764,1105,22706,2022,189058,2231,213002,1414,64073,2714,148929,2835,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,739254,2053,364683,1963,36975,1918,1000,475,35975,1957,270775,1991,10342,1743,260433,2503,32671,746,2144,714,30527,649,24262,554,4961,900,19301,1102,374571,2163,35290,2418,354,300,34936,2432,271623,1863,8785,1345,262838,1930,34277,708,2613,579,31664,901,33381,642,9078,1110,24303,1189,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1343091,2229,660588,2024,68722,2744,688,294,68034,2774,498792,2661,8772,1298,490020,2948,51209,840,2586,613,48623,887,41865,676,5977,689,35888,875,682503,1592,63640,2228,508,265,63132,2263,495930,2193,12924,1447,483006,2643,59127,709,3111,631,56016,844,63806,936,13900,1142,49906,1391,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1901021,2682,957241,3096,77416,3496,1338,609,76078,3435,753479,3864,18142,1790,735337,4064,76090,777,4776,954,71314,1230,50256,866,9520,1350,40736,1488,943780,3055,78570,3592,573,234,77997,3546,721313,3542,24564,2448,696749,4243,79514,859,8192,1365,71322,1656,64383,962,20545,1793,43838,2033,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1040117,1972,507621,2097,47876,2209,1009,495,46867,2064,392426,2614,9995,1256,382431,3032,39648,600,1994,661,37654,923,27671,498,4036,771,23635,847,532496,1953,46666,2230,592,314,46074,2286,400790,2575,14898,2149,385892,3601,42749,420,3588,866,39161,995,42291,602,12897,1448,29394,1525,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6761874,4500,3243889,3823,297498,5192,4369,1152,293129,5239,2500131,5100,69644,4228,2430487,6506,248956,1852,15754,1642,233202,2370,197304,1819,41641,2374,155663,3186,3517985,3772,280743,4899,3499,900,277244,4974,2607728,5272,79247,4637,2528481,7172,304096,1729,30146,2417,273950,2891,325418,1851,101923,4237,223495,4142,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1473581,3048,710098,2716,78121,3709,1289,623,76832,3731,528103,3939,17597,2117,510506,4421,59684,1311,3038,815,56646,1300,44190,1142,10024,1390,34166,1413,763483,2357,74168,3221,1092,654,73076,3272,558785,3071,23534,2170,535251,3833,66694,1367,6984,1184,59710,1347,63836,1338,21220,2013,42616,1792,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,15064633,6393,7151319,5909,708762,7055,14319,2022,694443,7138,5449684,7298,148448,5827,5301236,8249,556319,2069,43008,2724,513311,3465,436554,2287,87660,3798,348894,4254,7913314,6535,695128,8091,9187,1431,685941,8020,5809008,6298,204964,7307,5604044,9300,692126,1867,77179,3764,614947,4212,717052,4385,232721,6626,484331,7395,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6756097,6916,3225735,5849,312507,6292,5607,1370,306900,6204,2486164,7690,86318,4810,2399846,9878,256723,2288,19891,1793,236832,2718,170341,2110,37092,2122,133249,2830,3530362,5782,300858,6492,3663,983,297195,6606,2632763,6583,108474,5140,2524289,8810,311177,2110,35640,2228,275537,2613,285564,2429,95051,3626,190513,4114,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,494015,1622,242276,1632,26287,1675,335,246,25952,1680,178651,1826,3196,875,175455,1848,20086,417,1313,442,18773,533,17252,429,2818,580,14434,631,251739,1689,26157,1808,252,168,25905,1798,176613,1727,3761,742,172852,1947,22372,414,1459,376,20913,597,26597,534,6148,835,20449,944,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8859819,5303,4239522,5648,411931,7095,7230,1263,404701,7241,3221120,6734,109963,4719,3111157,7982,338952,1829,24238,1972,314714,2553,267519,1767,46525,2809,220994,3323,4620297,5613,414296,5644,5835,1152,408461,5582,3361752,5773,143130,5383,3218622,7435,412102,1964,43475,3222,368627,3575,432147,2403,129445,4159,302702,4397,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2703611,3931,1298912,3566,132050,4572,2691,746,129359,4519,973785,4688,36834,2418,936951,5494,112241,1550,8891,1289,103350,1767,80836,1347,16277,1353,64559,1802,1404699,3794,123967,4018,2436,836,121531,3852,1022670,3806,50560,3222,972110,5040,131653,1499,14816,1585,116837,2139,126409,1589,40862,2686,85547,2600,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2902581,2961,1421483,2997,126748,3669,1851,842,124897,3622,1093096,3959,31511,3000,1061585,4608,111241,1026,6936,1475,104305,1811,90398,1220,18231,1703,72167,2092,1481098,2920,123125,3872,2123,880,121002,3733,1097298,3664,43421,3048,1053877,4504,126536,1563,12243,1690,114293,2118,134139,1485,40408,2690,93731,2618,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9768141,5479,4661394,4294,452282,5551,7308,1273,444974,5523,3471089,5298,115998,5889,3355091,7924,395330,1755,29073,2337,366257,2607,342693,2152,64897,3366,277796,3710,5106747,5271,448256,6424,7443,1375,440813,6513,3618327,4837,146748,5433,3471579,6598,479648,1881,49579,2766,430069,2859,560516,2612,169550,5055,390966,5010,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,842111,1768,400086,1767,43658,2237,911,434,42747,2264,300073,2308,7878,1261,292195,2610,30261,743,2060,701,28201,912,26094,755,4227,817,21867,1057,442025,1650,42812,2078,667,423,42145,2066,318675,2093,12054,1751,306621,2692,35975,573,3680,816,32295,874,44563,715,12484,1290,32079,1366,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3313240,3961,1564537,3916,154594,4112,3565,1116,151029,4087,1185627,5197,48434,3527,1137193,6052,136292,1829,11582,1494,124710,2301,88024,1962,20120,1949,67904,2156,1748703,3429,157303,4982,2218,829,155085,5111,1282980,4215,63819,3720,1219161,5663,162057,1729,19910,2162,142147,2598,146363,1952,53621,3005,92742,3054,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,594125,1668,292194,2020,30464,2096,336,364,30128,2028,216355,2359,5291,1076,211064,2386,24896,594,1218,365,23678,685,20479,691,2559,665,17920,870,301931,1669,27582,1595,368,283,27214,1618,215960,1955,6219,1193,209741,2320,27504,583,1676,494,25828,655,30885,784,7142,858,23743,979,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4664413,5180,2236234,4769,218448,4893,4219,843,214229,4798,1711361,5576,74273,5501,1637088,7498,184047,1461,19267,1949,164780,2171,122378,1412,28148,2299,94230,2225,2428179,3915,202532,4668,3449,816,199083,4736,1801803,4690,95697,4290,1706106,7162,223281,1643,28796,2355,194485,2587,200563,1603,74099,3285,126464,3111,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
