GEO_ID,B19130_001E,B19130_001M,B19130_002E,B19130_002M,B19130_003E,B19130_003M,B19130_004E,B19130_004M,B19130_005E,B19130_005M,B19130_006E,B19130_006M,B19130_007E,B19130_007M,B19130_008E,B19130_008M,B19130_009E,B19130_009M,B19130_010E,B19130_010M,B19130_011E,B19130_011M,B19130_012E,B19130_012M,B19130_013E,B19130_013M,B19130_014E,B19130_014M,B19130_015E,B19130_015M,B19130_016E,B19130_016M,B19130_017E,B19130_017M,B19130_018E,B19130_018M,B19130_019E,B19130_019M,B19130_020E,B19130_020M,B19130_021E,B19130_021M,B19130_022E,B19130_022M,B19130_023E,B19130_023M,B19130_024E,B19130_024M,B19130_025E,B19130_025M,B19130_026E,B19130_026M,B19130_027E,B19130_027M,B19130_028E,B19130_028M,B19130_029E,B19130_029M,NAME,B19130_001EA,B19130_001MA,B19130_002EA,B19130_002MA,B19130_003MA,B19130_003EA,B19130_004MA,B19130_004EA,B19130_005MA,B19130_005EA,B19130_006EA,B19130_006MA,B19130_007EA,B19130_007MA,B19130_008EA,B19130_008MA,B19130_009MA,B19130_009EA,B19130_010MA,B19130_010EA,B19130_011EA,B19130_011MA,B19130_012EA,B19130_012MA,B19130_013MA,B19130_013EA,B19130_014MA,B19130_014EA,B19130_015EA,B19130_015MA,B19130_016EA,B19130_016MA,B19130_017EA,B19130_017MA,B19130_018EA,B19130_018MA,B19130_019EA,B19130_019MA,B19130_020MA,B19130_020EA,B19130_021EA,B19130_021MA,B19130_022MA,B19130_022EA,B19130_023EA,B19130_023MA,B19130_024EA,B19130_024MA,B19130_025MA,B19130_025EA,B19130_026EA,B19130_026MA,B19130_027MA,B19130_027EA,B19130_028EA,B19130_028MA,B19130_029EA,B19130_029MA,state
0400000US01,77083250000,1118642345,66164908100,1172709937,776969900,116180451,7992979600,326828656,16135112300,504567899,17674994200,614093749,8364113300,442742025,5712585100,398125672,6607648500,444091834,2900505200,240589812,10918341900,476103147,3492074200,360858878,141697100,38338534,746937000,248062661,781474400,106360457,842329200,138111659,288700400,117175968,243819300,98948602,196562100,58117795,250554800,82223338,7426267700,297420414,190742400,32049773,1055921000,99232853,1823962700,121351686,1852786400,148608389,738424600,115829274,477797100,71289099,592585800,65353493,694047700,82427950,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,13127463700,443069176,11285414400,450917125,201124200,69434116,1410554000,189308573,2751569400,292522511,3741321000,310699345,1327753100,208694968,900608400,152822325,724457900,107094560,228026300,45117215,1842049300,184785596,734194400,114938732,34720200,19492599,119871100,45919157,201688400,54680306,205827800,70584514,102565400,49830310,35082200,21689288,13311500,13510840,21127800,12171383,1107854900,139762961,52649800,21538548,171449000,41830966,290657100,54171992,354320400,111411092,80112900,32662618,36956900,18055169,57152400,18090621,64556300,35056358,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,107729609000,1577845897,91478118600,1511574756,1170000500,134667479,13111312400,641898092,20403894700,746770918,23593592400,819062907,10624031700,643776132,7914261300,421794842,9148512200,406018191,5512513200,362913246,16251490500,542126504,6262520100,383009288,356844000,76528897,1411056500,183131235,1721340200,259194712,1430905000,197019421,433928300,101455176,287434900,105455324,362979500,132448288,258031800,93011621,9988970400,399101095,418789600,101716965,1688405900,160415877,2520421900,196788850,2688724800,256858039,822080600,115053084,380130200,66286093,815051800,105509340,655365700,100845709,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,43705978200,950451963,37914375000,925807117,727451200,81970570,5568619800,291395744,8548359500,387264836,9446398400,418897148,4721493200,425438986,3176425800,285649414,3853566500,202006251,1872060500,228644006,5791603200,281123029,1869167600,191638094,115598200,35649407,301283700,50188383,563178200,102269773,493221100,83533241,174858200,44325557,62634300,26885680,94306300,31647606,64087500,24518229,3922435600,215621822,155841800,33423648,734595900,105380461,1062670300,123659773,824085800,97559232,273107100,50612544,220811900,58585433,317583200,53592868,333739600,64744590,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,716926259100,4064583164,602742012300,4236423547,4815037200,328097124,73161808800,1265462149,159911941400,2094818383,172411183000,2571286853,71037622000,1433787049,46915360900,1425677289,49148488400,1368682088,25340570600,878950449,114184246700,1835295548,43234146700,1382196716,2532243700,311540931,9163481000,530035017,11122292300,605377394,11497859400,658982089,3520840500,389810007,1995234200,348193414,1723090800,173977605,1679104900,168735665,70950100000,1162874773,2322890000,191720878,10172282400,548576891,17823009700,599471216,19711167200,787313353,6753460900,361447900,4412812600,286725384,4858167400,284017853,4896310000,275383755,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,97792552600,1170172036,86506374600,1174273553,829577100,110491535,11466700300,415204973,21769496400,744021705,26001497000,930870526,10591420900,577459895,6888262700,506106478,6107372600,288485887,2852047600,206448554,11286178000,455592156,4427590000,309944026,231520500,53842865,930142200,141041946,993307300,169277688,1339240900,170724576,519482800,173322544,129191000,49070195,134496000,46498486,150209200,40299573,6858588000,340922716,195017800,33492536,1068815100,139993514,1864773300,176376316,2111367100,190660513,543946600,91372614,267368600,79424212,389869900,66439692,417429700,93832969,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,93666403900,1572287744,82183235400,1585736320,268341600,68826198,8119596500,504762692,21800928400,930896708,25210398900,987918812,10550880300,726925014,6775984000,564614732,6458917400,394868781,2998188200,202080768,11483168500,421254468,3526184500,325425321,142328300,58288609,529550500,92440575,1041398700,246223669,1007586300,122546787,260747900,127927010,203034200,90875163,165894200,50223605,175644300,44956310,7956984000,387110361,212433700,51577506,900757300,103872354,1878709100,174896639,2486981400,214369846,664126500,161586738,491539000,135043227,667305100,136037466,655131900,110017402,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,16892081900,556293709,14393923700,518486043,115864100,35287479,1813806100,176482231,3649249900,280362362,3743519400,303608841,1695943000,176384915,1247394500,172596173,1369446000,160924867,758700700,129958660,2498158200,216404440,793891600,128115850,68908600,44456088,143637400,53016287,219019100,80922669,212442900,65401497,60911000,41578111,16904600,11246871,32166100,18717321,39901900,30886944,1704266600,170260696,81505900,32885136,213878600,46021361,401673600,60328165,557023100,128390692,144638800,43687840,90435900,36357372,102016300,35987481,113094200,37286020,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,11104546700,669442086,8606528000,693693626,27234700,19869940,1336461500,233235183,2140538400,394013177,1669477400,262084385,938757300,250029288,919466100,256011018,1051102200,232987515,523490400,132270103,2498018800,189228660,557310100,117274421,44744800,45045895,48770700,31417719,90267300,44301389,156470800,66230052,50720300,33444082,32422800,30308677,65261500,52068603,68651900,31055581,1940708600,176069024,37650400,19099263,215982000,42585337,380595300,68834009,470055000,86867139,264866700,80793908,153120600,63388465,230244200,57669851,188194300,66164237,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,336273281100,3246401136,287476673500,3194607863,2525942800,210791146,30571200100,798751646,65867331300,1582239447,73207293100,1486907082,32742377300,1070488076,26842438800,994184018,33755995500,1057067491,21964094600,702402042,48796607600,987251807,16182356300,665388637,1098353100,129177523,3169103200,281073993,3809703200,275115842,4186826200,380527598,1230080500,197023222,985251200,189810421,793434000,106451829,909605100,169077571,32614251200,736835479,1179625600,124705872,4460035800,257429347,8216374900,297187334,8814459400,417079672,2819600000,215488022,1789084600,195772365,2755662300,239965492,2579408800,281653389,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
