GEO_ID,B18004_001E,B18004_001M,B18004_002E,B18004_002M,B18004_003E,B18004_003M,B18004_004E,B18004_004M,B18004_005E,B18004_005M,B18004_006E,B18004_006M,B18004_007E,B18004_007M,B18004_008E,B18004_008M,B18004_009E,B18004_009M,B18004_010E,B18004_010M,B18004_011E,B18004_011M,B18004_012E,B18004_012M,B18004_013E,B18004_013M,B18004_014E,B18004_014M,B18004_015E,B18004_015M,B18004_016E,B18004_016M,B18004_017E,B18004_017M,B18004_018E,B18004_018M,B18004_019E,B18004_019M,B18004_020E,B18004_020M,B18004_021E,B18004_021M,B18004_022E,B18004_022M,B18004_023E,B18004_023M,B18004_024E,B18004_024M,B18004_025E,B18004_025M,B18004_026E,B18004_026M,B18004_027E,B18004_027M,B18004_028E,B18004_028M,B18004_029E,B18004_029M,B18004_030E,B18004_030M,B18004_031E,B18004_031M,B18004_032E,B18004_032M,B18004_033E,B18004_033M,NAME,B18004_001MA,B18004_001EA,B18004_002EA,B18004_002MA,B18004_003MA,B18004_003EA,B18004_004MA,B18004_004EA,B18004_005MA,B18004_005EA,B18004_006MA,B18004_006EA,B18004_007EA,B18004_007MA,B18004_008MA,B18004_008EA,B18004_009MA,B18004_009EA,B18004_010MA,B18004_010EA,B18004_011MA,B18004_011EA,B18004_012MA,B18004_012EA,B18004_013EA,B18004_013MA,B18004_014EA,B18004_014MA,B18004_015MA,B18004_015EA,B18004_016MA,B18004_016EA,B18004_017MA,B18004_017EA,B18004_018EA,B18004_018MA,B18004_019EA,B18004_019MA,B18004_020MA,B18004_020EA,B18004_021MA,B18004_021EA,B18004_022MA,B18004_022EA,B18004_023MA,B18004_023EA,B18004_024EA,B18004_024MA,B18004_025MA,B18004_025EA,B18004_026MA,B18004_026EA,B18004_027MA,B18004_027EA,B18004_028MA,B18004_028EA,B18004_029EA,B18004_029MA,B18004_030MA,B18004_030EA,B18004_031MA,B18004_031EA,B18004_032MA,B18004_032EA,B18004_033MA,B18004_033EA,state
0400000US01,4227433,3183,2028809,4847,358364,3715,6035,1095,352329,4050,175078,4913,3907,1223,171171,5131,1252364,5177,144512,5874,1107852,8108,144955,1791,42256,2635,102699,2267,98048,1466,40753,2103,57295,2178,2198624,3769,333072,3204,4138,1392,328934,3306,166515,5464,4365,1045,162150,5258,1358031,4644,170673,5443,1187358,7519,176461,1798,55118,2721,121343,2697,164545,1951,84798,3192,79747,3052,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,605065,1896,305857,2086,57595,1407,193,146,57402,1384,28227,2183,858,605,27369,2104,200259,2423,17237,2065,183022,3219,12918,506,3720,769,9198,874,6858,571,2739,526,4119,581,299208,1647,51951,1390,512,333,51439,1367,25907,1993,194,164,25713,2001,198051,1885,19951,2364,178100,2934,13062,662,3527,785,9535,912,10237,779,5465,941,4772,835,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5605494,3897,2781906,4003,497229,2896,6965,1483,490264,3223,221313,5255,2711,871,218602,5505,1715641,5067,117905,6151,1597736,8079,187879,1216,40535,2492,147344,2540,159844,1194,54445,2719,105399,3020,2823588,2265,471787,3040,3783,886,468004,2898,202117,4793,3137,1002,198980,4763,1721163,3993,146066,6329,1575097,7090,214483,1263,50001,2869,164482,2997,214038,1461,87319,3782,126719,3700,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2561959,2402,1243349,3866,213590,2917,3539,990,210051,2978,102494,3945,2005,735,100489,3810,769848,4568,99889,4488,669959,6107,92533,1121,28386,1855,64147,2006,64884,907,28807,1813,36077,1808,1318610,2596,201611,2673,2798,775,198813,2645,95431,3864,1923,652,93508,3879,809389,3640,109748,5231,699641,6098,107805,1082,37220,1863,70585,2122,104374,1462,55814,2321,48560,2367,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33211121,5156,16434773,7277,2948558,8130,36313,3678,2912245,8654,1376487,11063,19391,2199,1357096,11107,10469924,10407,626023,12552,9843901,16414,910392,2743,179201,5239,731191,5643,729412,2709,258549,6210,470863,6485,16776348,6260,2817252,6773,26466,2760,2790786,7156,1321474,10900,19119,2488,1302355,11341,10469327,10073,738896,13417,9730431,15105,1069078,2312,262856,6499,806222,6933,1099217,3237,487440,7872,611777,7967,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4336687,2598,2162121,3075,357005,2675,3068,934,353937,2870,163254,5042,2960,893,160294,4943,1439040,4781,85944,4510,1353096,7055,119527,1445,23346,2032,96181,2202,83295,1282,28061,1807,55234,2107,2174566,2883,342671,2884,1907,757,340764,2989,154746,4545,2363,776,152383,4548,1418892,4209,94612,5011,1324280,6273,134570,1458,30439,2234,104131,2658,123687,1638,50027,2516,73660,2393,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3241592,1339,1565837,2306,262789,2267,2754,845,260035,2196,123996,3134,1227,453,122769,3296,993249,2668,56854,3618,936395,3839,102307,847,18913,1608,83394,1965,83496,987,25764,2024,57732,1921,1675755,1996,252320,2225,2542,954,249778,2320,118748,3359,1192,468,117556,3410,1046862,2872,71866,3645,974996,4357,120160,1009,22082,2043,98078,2291,137665,1291,50910,2544,86755,2558,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,781963,827,376537,1194,63025,916,503,299,62522,965,31207,1703,465,398,30742,1821,234722,1697,20069,2264,214653,2639,27086,586,6018,894,21068,997,20497,497,7525,923,12972,990,405426,1210,60642,1223,134,173,60508,1239,30532,1888,567,453,29965,1941,251811,1662,21684,2259,230127,2952,33002,620,8641,1092,24361,1025,29439,565,11811,1426,17628,1337,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,531139,4160,243614,3505,34089,934,314,271,33775,974,18224,1933,64,109,18160,1943,165455,2582,9330,1540,156125,3089,14839,526,2401,745,12438,711,11007,468,3493,634,7514,723,287525,1221,32685,876,477,312,32208,865,21730,2034,310,321,21420,2042,190702,1469,13451,1920,177251,2435,20367,524,5200,837,15167,927,22041,602,9158,1337,12883,1431,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16653760,4594,8077414,7593,1235252,5666,16112,2410,1219140,6093,586931,9116,8924,1587,578007,9022,4963880,10054,388905,11519,4574975,16111,658836,2522,129448,4900,529388,4751,632515,2557,207333,4781,425182,5533,8576346,6918,1186390,4852,12166,2070,1174224,5293,557378,8152,10402,1818,546976,8483,5172170,7891,446965,10501,4725205,12060,779786,2714,173189,6116,606597,6780,880622,2883,345689,7997,534933,8448,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
