GEO_ID,B18033_001E,B18033_001M,B18033_002E,B18033_002M,B18033_003E,B18033_003M,B18033_004E,B18033_004M,B18033_005E,B18033_005M,B18033_006E,B18033_006M,B18033_007E,B18033_007M,B18033_008E,B18033_008M,B18033_009E,B18033_009M,B18033_010E,B18033_010M,B18033_011E,B18033_011M,B18033_012E,B18033_012M,B18033_013E,B18033_013M,B18033_014E,B18033_014M,B18033_015E,B18033_015M,B18033_016E,B18033_016M,B18033_017E,B18033_017M,B18033_018E,B18033_018M,B18033_019E,B18033_019M,B18033_020E,B18033_020M,B18033_021E,B18033_021M,B18033_022E,B18033_022M,B18033_023E,B18033_023M,B18033_024E,B18033_024M,B18033_025E,B18033_025M,B18033_026E,B18033_026M,B18033_027E,B18033_027M,B18033_028E,B18033_028M,B18033_029E,B18033_029M,B18033_030E,B18033_030M,B18033_031E,B18033_031M,B18033_032E,B18033_032M,B18033_033E,B18033_033M,B18033_034E,B18033_034M,B18033_035E,B18033_035M,B18033_036E,B18033_036M,B18033_037E,B18033_037M,B18033_038E,B18033_038M,B18033_039E,B18033_039M,B18033_040E,B18033_040M,B18033_041E,B18033_041M,B18033_042E,B18033_042M,B18033_043E,B18033_043M,B18033_044E,B18033_044M,B18033_045E,B18033_045M,B18033_046E,B18033_046M,B18033_047E,B18033_047M,B18033_048E,B18033_048M,B18033_049E,B18033_049M,B18033_050E,B18033_050M,B18033_051E,B18033_051M,B18033_052E,B18033_052M,B18033_053E,B18033_053M,B18033_054E,B18033_054M,B18033_055E,B18033_055M,NAME,B18033_001MA,B18033_001EA,B18033_002EA,B18033_002MA,B18033_003EA,B18033_003MA,B18033_004EA,B18033_004MA,B18033_005MA,B18033_005EA,B18033_006MA,B18033_006EA,B18033_007EA,B18033_007MA,B18033_008EA,B18033_008MA,B18033_009EA,B18033_009MA,B18033_010MA,B18033_010EA,B18033_011MA,B18033_011EA,B18033_012MA,B18033_012EA,B18033_013EA,B18033_013MA,B18033_014EA,B18033_014MA,B18033_015MA,B18033_015EA,B18033_016MA,B18033_016EA,B18033_017MA,B18033_017EA,B18033_018EA,B18033_018MA,B18033_019EA,B18033_019MA,B18033_020MA,B18033_020EA,B18033_021MA,B18033_021EA,B18033_022MA,B18033_022EA,B18033_023EA,B18033_023MA,B18033_024EA,B18033_024MA,B18033_025EA,B18033_025MA,B18033_026EA,B18033_026MA,B18033_027MA,B18033_027EA,B18033_028MA,B18033_028EA,B18033_029EA,B18033_029MA,B18033_030EA,B18033_030MA,B18033_031EA,B18033_031MA,B18033_032EA,B18033_032MA,B18033_033MA,B18033_033EA,B18033_034MA,B18033_034EA,B18033_035EA,B18033_035MA,B18033_036EA,B18033_036MA,B18033_037EA,B18033_037MA,B18033_038MA,B18033_038EA,B18033_039MA,B18033_039EA,B18033_040EA,B18033_040MA,B18033_041EA,B18033_041MA,B18033_042EA,B18033_042MA,B18033_043EA,B18033_043MA,B18033_044MA,B18033_044EA,B18033_045MA,B18033_045EA,B18033_046EA,B18033_046MA,B18033_047EA,B18033_047MA,B18033_048EA,B18033_048MA,B18033_049MA,B18033_049EA,B18033_050MA,B18033_050EA,B18033_051EA,B18033_051MA,B18033_052EA,B18033_052MA,B18033_053EA,B18033_053MA,B18033_054EA,B18033_054MA,B18033_055MA,B18033_055EA,state
0400000US01,4183331,3707,334642,8183,163039,5790,28342,2449,10821,1856,17521,2015,11526,1806,3346,949,8180,1652,85457,3868,24589,2355,60868,3833,37714,2504,5561,1262,32153,2214,171603,5381,11599,1489,4268,1120,7331,1174,7689,1224,1860,558,5829,1102,93667,4822,35267,3080,58400,3638,58648,2804,12107,1592,46541,2871,3848689,9053,1844080,7595,325102,3896,65761,4205,259341,5888,151742,5362,30794,3139,120948,4850,1161947,7006,114667,6766,1047280,8945,205289,2807,15647,1908,189642,3193,2004609,6046,316253,3666,71767,4703,244486,5573,144509,5199,36402,3462,108107,4765,1261489,6305,193527,5908,1067962,7996,282358,2904,40116,2318,242242,3272,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,597192,1823,31220,2928,14876,1675,2600,728,552,422,2048,664,1869,581,194,142,1675,595,8354,1275,1869,623,6485,1235,2053,545,97,96,1956,551,16344,2232,2110,847,947,653,1163,551,843,428,75,109,768,420,10014,1740,2576,1039,7438,1377,3377,787,711,350,2666,669,565972,3631,287198,2695,53894,1545,8721,1670,45173,1965,24081,2017,2086,714,21995,2051,191500,2775,15204,2022,176296,2863,17723,641,418,209,17305,725,278774,3002,48132,1746,6378,1520,41754,1956,23619,1642,3153,829,20466,1810,187101,2502,19579,2446,167522,3423,19922,965,604,314,19318,1022,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5569950,11682,294167,10746,147417,7031,30853,3130,8192,1581,22661,2505,9859,1608,2022,635,7837,1517,70815,4455,18052,2319,52763,3915,35890,2671,4199,1146,31691,2477,146750,6304,13079,2012,3383,1308,9696,1475,5081,1188,1370,701,3711,904,76314,4126,23362,2728,52952,3461,52276,3711,8214,1602,44062,3631,5275783,14838,2616177,9354,456582,4328,79397,5210,377185,6535,206182,6489,44047,3478,162135,6034,1641580,7114,163961,8746,1477619,9763,311833,2789,18104,2123,293729,3374,2659606,7823,450298,3784,83588,6185,366710,6110,189437,5751,46457,4159,142980,5803,1643626,5671,215239,8959,1428387,9950,376245,3980,31431,2990,344814,4548,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2532591,3010,216741,7180,111013,4587,21748,1782,7358,1123,14390,1565,5793,1064,1385,498,4408,987,58787,4019,18072,1601,40715,3544,24685,2059,2688,617,21997,2023,105728,4435,8959,1332,3738,1005,5221,1012,4045,888,1804,636,2241,656,55728,3333,20624,2207,35104,2660,36996,2316,7954,1132,29042,2454,2315850,7698,1116561,6510,187013,3230,40107,3477,146906,3900,87690,4138,17017,2412,70673,3681,709126,6244,76869,4646,632257,7065,132732,2325,8705,1213,124027,2455,1199289,5640,189290,3143,42857,3639,146433,4184,82351,4000,22173,2622,60178,3336,752465,4786,117552,6039,634913,6858,175183,2580,26062,1978,149121,3538,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32969824,8313,1689458,22221,809757,13881,134505,5844,34377,3878,100128,4525,56466,3111,11911,1767,44555,2907,410891,10013,106140,5273,304751,9053,207895,7015,24124,2291,183771,7010,879701,15342,66367,4499,15236,2202,51131,3863,35468,3026,8283,1655,27185,2684,433906,10944,127339,5306,306567,8773,343960,8200,49020,3216,294940,7762,31280366,21700,15513871,15086,2764100,9615,489564,14606,2274536,16158,1270708,11418,222229,9274,1048479,13109,10047154,13024,912031,20832,9135123,22217,1431909,7709,89675,5141,1342234,8717,15766495,17272,2703267,8861,481923,14467,2221344,14862,1218160,12384,250825,8776,967335,13279,10020733,13445,1205719,22826,8815014,24835,1824335,8552,156751,6554,1667584,10470,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4303770,3083,206770,7845,106573,5283,19006,2443,4494,1051,14512,2061,9347,1446,1198,604,8149,1295,58631,4237,17068,2175,41563,3341,19589,1721,3106,994,16483,1500,100197,4984,9970,1479,2025,803,7945,1330,4399,1052,1274,592,3125,864,55772,3784,18631,2051,37141,3038,30056,2502,5458,1034,24598,2261,4097000,8218,2038680,6246,333730,3453,48913,3787,284817,5366,143495,5129,24779,3488,118716,4591,1378222,6026,115414,5152,1262808,7624,183233,2200,9000,1422,174233,2124,2058320,6044,327684,3180,47855,4129,279829,4686,140342,4522,31024,3014,109318,4239,1362093,5312,143760,6671,1218333,7005,228201,2586,20935,1923,207266,3227,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3188109,2308,154306,5981,76582,3613,14570,1563,2332,641,12238,1529,5811,1165,1001,502,4810,1060,38873,2893,9369,1405,29504,2768,17328,1619,1773,584,15555,1451,77724,4515,6645,1444,1128,570,5517,1253,2995,864,438,374,2557,796,40281,3454,13874,2201,26407,2636,27803,2025,2892,638,24911,2135,3033803,6615,1464935,4583,243990,2695,24716,2972,219274,3399,104512,3509,10993,1808,93519,3446,947958,3441,47714,4042,900244,5144,168475,2048,8101,1416,160374,2347,1568868,5334,241443,2710,25472,3131,215971,3816,96902,2833,10709,1703,86193,2995,1000501,4607,80369,4365,920132,5962,230022,2430,14348,1594,215674,2781,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,769423,1264,44489,3592,23223,2729,5008,1403,1890,1175,3118,858,1350,503,70,108,1280,510,11804,1923,3409,1205,8395,1575,5061,929,179,207,4882,924,21266,2026,2150,795,1074,635,1076,521,895,501,68,112,827,494,12005,1652,3318,934,8687,1429,6216,976,707,319,5509,869,724934,3607,348003,3175,56535,1815,8771,1871,47764,2334,26623,1849,4076,1256,22547,2096,222323,2465,14483,2294,207840,3346,42522,1106,1886,754,40636,1152,376931,2424,57205,1529,7684,1601,49521,2087,24521,2039,4955,1367,19566,1720,238980,2220,25124,2448,213856,3246,56225,1111,4835,1170,51390,1473,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,515199,1044,27563,2909,13963,1909,2740,841,922,548,1818,679,1080,512,296,281,784,379,7783,1527,3463,1009,4320,1169,2360,701,657,406,1703,551,13600,1953,1596,704,720,456,876,511,777,495,398,310,379,366,6726,1209,3515,905,3211,846,4501,1226,1198,631,3303,1170,487636,3207,223442,2672,31051,1270,11263,1667,19788,1947,12774,1448,3890,968,8884,1402,156131,2659,19180,2469,136951,2876,23486,741,2053,508,21433,858,264194,3051,30472,1169,10894,1628,19578,1799,14045,1692,5062,1358,8983,1404,181770,2152,28653,2951,153117,3470,37907,1356,6450,1201,31457,1464,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16546347,6783,984726,18533,475194,12090,79543,5453,18914,2746,60629,4178,32357,3025,8056,1657,24301,2517,227459,8660,62294,4530,165165,7455,135835,5512,21864,2549,113971,5499,509532,13385,35868,3324,8740,1809,27128,2517,18570,2651,5276,1405,13294,2183,248999,8888,82633,4462,166366,7823,206095,7522,38653,3329,167442,7329,15561621,19252,7549415,15158,1130735,7779,185029,9603,945706,10598,531751,9020,82660,5277,449091,9321,4731413,14107,388338,10728,4343075,15094,1155516,6074,78954,3885,1076562,6841,8012206,14651,1129883,7049,179325,8853,950558,10145,509981,8948,106258,6501,403723,8734,4918029,10226,577811,14002,4340218,18259,1454313,7987,157789,6872,1296524,9979,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
