GEO_ID,B22005B_001E,B22005B_001M,B22005B_002E,B22005B_002M,B22005B_003E,B22005B_003M,NAME,B22005B_001EA,B22005B_001MA,B22005B_002MA,B22005B_002EA,B22005B_003MA,B22005B_003EA,state
0400000US01,448887,5986,100974,4587,347913,5400,Alabama,null,null,null,null,null,null,01
0400000US02,8562,1275,843,541,7719,1312,Alaska,null,null,null,null,null,null,02
0400000US04,68262,2992,5510,1231,62752,2936,Arizona,null,null,null,null,null,null,04
0400000US05,168141,3490,47900,3396,120241,3992,Arkansas,null,null,null,null,null,null,05
0400000US06,787029,8861,81090,4248,705939,8997,California,null,null,null,null,null,null,06
0400000US08,70402,2919,8175,1738,62227,2803,Colorado,null,null,null,null,null,null,08
0400000US09,115178,2783,18154,1764,97024,3192,Connecticut,null,null,null,null,null,null,09
0400000US10,60254,2390,9986,1743,50268,2605,Delaware,null,null,null,null,null,null,10
0400000US11,128356,2912,20773,2158,107583,2843,District of Columbia,null,null,null,null,null,null,11
0400000US12,927344,10134,170179,6050,757165,10704,Florida,null,null,null,null,null,null,12
0400000US13,967558,8170,161713,5273,805845,8948,Georgia,null,null,null,null,null,null,13
0400000US15,10904,1472,411,307,10493,1487,Hawaii,null,null,null,null,null,null,15
0400000US16,2322,704,298,276,2024,668,Idaho,null,null,null,null,null,null,16
0400000US17,650529,6855,156674,7091,493855,7480,Illinois,null,null,null,null,null,null,17
0400000US18,205037,4794,50611,3604,154426,4425,Indiana,null,null,null,null,null,null,18
0400000US19,25076,1581,8126,1377,16950,1589,Iowa,null,null,null,null,null,null,19
0400000US20,60167,2615,11327,1895,48840,2955,Kansas,null,null,null,null,null,null,20
0400000US21,122975,3383,25926,2295,97049,3849,Kentucky,null,null,null,null,null,null,21
0400000US22,443547,6389,162357,6474,281190,6906,Louisiana,null,null,null,null,null,null,22
0400000US23,3341,675,1109,544,2232,554,Maine,null,null,null,null,null,null,23
0400000US24,579296,6323,56396,4298,522900,6489,Maryland,null,null,null,null,null,null,24
0400000US25,130114,3319,22153,2205,107961,3411,Massachusetts,null,null,null,null,null,null,25
0400000US26,499864,5741,126391,4683,373473,7009,Michigan,null,null,null,null,null,null,26
0400000US27,75245,2721,19947,2012,55298,2843,Minnesota,null,null,null,null,null,null,27
0400000US28,371634,5142,106020,4523,265614,6183,Mississippi,null,null,null,null,null,null,28
0400000US29,250716,5229,65928,3938,184788,5785,Missouri,null,null,null,null,null,null,29
0400000US30,802,395,197,170,605,306,Montana,null,null,null,null,null,null,30
0400000US31,27562,1621,6633,1133,20929,1702,Nebraska,null,null,null,null,null,null,31
0400000US32,67663,2418,6081,1174,61582,2736,Nevada,null,null,null,null,null,null,32
0400000US33,4476,938,551,462,3925,796,New Hampshire,null,null,null,null,null,null,33
0400000US34,408761,5534,43003,4220,365758,6787,New Jersey,null,null,null,null,null,null,34
0400000US35,12573,1403,2001,647,10572,1392,New Mexico,null,null,null,null,null,null,35
0400000US36,1016159,9408,183227,6695,832932,9880,New York,null,null,null,null,null,null,36
0400000US37,709689,8386,147463,6257,562226,9381,North Carolina,null,null,null,null,null,null,37
0400000US38,2828,546,582,471,2246,595,North Dakota,null,null,null,null,null,null,38
0400000US39,526278,7293,125398,5111,400880,7207,Ohio,null,null,null,null,null,null,39
0400000US40,98108,3143,24349,2634,73759,3301,Oklahoma,null,null,null,null,null,null,40
0400000US41,22825,1609,6676,1312,16149,1709,Oregon,null,null,null,null,null,null,41
0400000US42,457508,6462,93893,4648,363615,5889,Pennsylvania,null,null,null,null,null,null,42
0400000US44,18318,1751,3020,825,15298,1917,Rhode Island,null,null,null,null,null,null,44
0400000US45,445766,5929,99694,4143,346072,6242,South Carolina,null,null,null,null,null,null,45
0400000US46,1462,409,376,347,1086,378,South Dakota,null,null,null,null,null,null,46
0400000US47,371621,6257,95589,5201,276032,6782,Tennessee,null,null,null,null,null,null,47
0400000US48,935139,9257,180311,6870,754828,11203,Texas,null,null,null,null,null,null,48
0400000US49,6614,922,1140,450,5474,937,Utah,null,null,null,null,null,null,49
0400000US50,1710,514,484,340,1226,464,Vermont,null,null,null,null,null,null,50
0400000US51,544034,6985,80453,4623,463581,7299,Virginia,null,null,null,null,null,null,51
0400000US53,75874,3159,13181,1822,62693,2886,Washington,null,null,null,null,null,null,53
0400000US54,24058,1703,6239,1330,17819,1806,West Virginia,null,null,null,null,null,null,54
0400000US55,112112,2857,29610,2595,82502,3154,Wisconsin,null,null,null,null,null,null,55
0400000US56,1308,614,178,196,1130,650,Wyoming,null,null,null,null,null,null,56
0400000US72,99344,3378,28929,2164,70415,2721,Puerto Rico,null,null,null,null,null,null,72
