GEO_ID,B10056_001E,B10056_001M,B10056_002E,B10056_002M,B10056_003E,B10056_003M,B10056_004E,B10056_004M,B10056_005E,B10056_005M,B10056_006E,B10056_006M,B10056_007E,B10056_007M,B10056_008E,B10056_008M,B10056_009E,B10056_009M,B10056_010E,B10056_010M,B10056_011E,B10056_011M,NAME,B10056_001MA,B10056_001EA,B10056_002EA,B10056_002MA,B10056_003EA,B10056_003MA,B10056_004MA,B10056_004EA,B10056_005MA,B10056_005EA,B10056_006MA,B10056_006EA,B10056_007MA,B10056_007EA,B10056_008EA,B10056_008MA,B10056_009EA,B10056_009MA,B10056_010MA,B10056_010EA,B10056_011EA,B10056_011MA,state
0400000US18,103220,5990,38233,2807,20753,2121,14351,1705,6402,1139,17480,2024,64987,4046,29800,2536,22608,2227,7192,1222,35187,3228,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,29517,2996,11063,1411,5582,973,3297,819,2285,558,5481,990,18454,1974,8854,1288,6419,1140,2435,605,9600,1391,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,37430,3102,13434,1576,7511,985,5339,775,2172,606,5923,1181,23996,1881,11489,1399,9300,1302,2189,580,12507,1392,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,81726,5750,31792,2750,17897,2417,12664,1820,5233,1153,13895,1664,49934,3726,27407,2608,21587,2256,5820,1156,22527,2456,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,113099,6475,39788,3059,21077,2360,13651,2073,7426,1131,18711,2010,73311,4242,37152,3097,27077,2572,10075,1307,36159,3136,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13489,1749,4993,819,2312,545,1859,468,453,228,2681,587,8496,1220,2995,686,1914,522,1081,418,5501,957,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,122858,6158,39989,3237,15046,1906,9386,1349,5660,1290,24943,2558,82869,4304,29182,2524,19741,2163,9441,1465,53687,3845,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,99671,5938,34354,2799,10204,1399,6631,1216,3573,886,24150,2379,65317,4012,18742,2331,13871,2014,4871,990,46575,3166,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,157819,6838,54246,3260,23066,2037,14726,1496,8340,1326,31180,2478,103573,4893,41996,2788,29982,2332,12014,1565,61577,3839,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,54442,3875,19441,1837,8453,1131,6181,1064,2272,575,10988,1491,35001,2555,12949,1642,9587,1422,3362,648,22052,1963,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,84593,5916,26922,3013,16773,2271,10710,1962,6063,1216,10149,1773,57671,3982,34427,2902,23897,2218,10530,1701,23244,2501,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,96310,5560,32787,2722,14957,1815,9814,1506,5143,912,17830,2201,63523,3639,28695,2583,21632,2264,7063,948,34828,3006,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,12697,1753,5143,1017,2462,560,1786,571,676,266,2681,794,7554,981,3437,633,2943,667,494,245,4117,805,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,19365,1980,6655,955,3095,633,2391,553,704,293,3560,741,12710,1298,5365,795,4204,693,1161,393,7345,1145,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,50948,3716,17645,1742,7441,1481,4597,1177,2844,872,10204,1549,33303,2648,12439,1861,8459,1468,3980,1096,20864,2259,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,17418,2449,7109,1349,2203,813,1813,701,390,409,4906,1016,10309,1349,3186,916,2738,899,448,292,7123,1195,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,192704,7720,63031,4063,18079,1853,9874,1504,8205,1318,44952,3489,129673,5388,35780,2864,22555,1951,13225,1754,93893,4957,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,43505,4232,17004,2142,8226,1340,4695,1069,3531,906,8778,1743,26501,2605,13828,2049,10122,1903,3706,815,12673,1667,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,404504,11439,131133,6486,36605,3296,21041,2730,15564,1956,94528,5538,273371,7046,85065,5078,54111,4170,30954,2705,188306,6268,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,177442,8349,61668,4076,30956,2696,21702,2344,9254,1379,30712,3254,115774,5677,54402,3525,40225,3128,14177,1915,61372,4161,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5107,1259,2034,519,1025,450,698,419,327,171,1009,317,3073,831,1724,745,1548,736,176,99,1349,413,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,189595,7181,65744,3557,32752,2339,21609,1881,11143,1323,32992,2516,123851,4817,58416,3711,41018,3045,17398,1722,65435,3260,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,75586,4357,28430,1985,17098,1523,9909,1282,7189,1095,11332,1537,47156,3034,25931,2355,16281,1879,9650,1261,21225,1892,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,55096,4035,21674,2228,9036,1505,5821,1248,3215,804,12638,1805,33422,2583,14773,1969,9876,1653,4897,1076,18649,2162,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,194771,8179,68270,3891,26561,2481,16783,1837,9778,1285,41709,2806,126501,5248,49793,3451,35811,3249,13982,1686,76708,3342,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20850,2579,7139,1248,1992,551,1399,528,593,304,5147,1186,13711,1801,4124,1069,3028,945,1096,515,9587,1524,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,107666,6742,37042,3127,20575,2330,12954,1941,7621,1558,16467,2090,70624,4430,39007,3452,25997,3203,13010,1596,31617,2833,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8224,1419,2931,671,1500,476,971,337,529,322,1431,440,5293,964,3246,789,2156,604,1090,468,2047,576,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,126231,6462,45722,3228,26392,2560,18080,2179,8312,1110,19330,2328,80509,4588,39859,3308,29678,2887,10181,1374,40650,3164,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,632992,14544,232517,8007,108262,5581,71030,4471,37232,3544,124255,6705,400475,10048,173628,6402,126191,5643,47437,3566,226847,8263,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,44387,3536,17581,1941,6912,1226,4264,927,2648,807,10669,1659,26806,2138,8740,1219,5812,993,2928,801,18066,1918,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7546,1339,3106,712,1198,456,518,246,680,386,1908,521,4440,824,1061,363,764,315,297,159,3379,812,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,143191,5432,48405,2804,20285,1815,12155,1550,8130,1150,28120,2273,94786,4176,36972,2862,26246,2193,10726,1419,57814,3094,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,106347,6399,40824,3269,17279,2008,10949,1596,6330,1256,23545,2610,65523,4016,25880,2614,19303,2358,6577,1370,39643,3304,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,33977,3018,14481,1626,8998,1448,5576,1135,3422,858,5483,1029,19496,1769,11831,1779,8094,1381,3737,873,7665,1262,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,58197,3746,21233,1874,8526,1322,6546,1177,1980,517,12707,1580,36964,2495,15991,1718,12662,1520,3329,832,20973,1751,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6989,1595,2901,806,1749,543,1154,479,595,290,1152,502,4088,971,2217,699,1594,522,623,420,1871,647,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,120475,4619,43109,2391,21572,1940,11759,1606,9813,1282,21537,1937,77366,3286,37599,2473,24870,2034,12729,1599,39767,2281,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
