GEO_ID,B19126_001E,B19126_001M,B19126_002E,B19126_002M,B19126_003E,B19126_003M,B19126_004E,B19126_004M,B19126_005E,B19126_005M,B19126_006E,B19126_006M,B19126_007E,B19126_007M,B19126_008E,B19126_008M,B19126_009E,B19126_009M,B19126_010E,B19126_010M,B19126_011E,B19126_011M,NAME,B19126_001EA,B19126_001MA,B19126_002MA,B19126_002EA,B19126_003EA,B19126_003MA,B19126_004EA,B19126_004MA,B19126_005MA,B19126_005EA,B19126_006MA,B19126_006EA,B19126_007MA,B19126_007EA,B19126_008MA,B19126_008EA,B19126_009EA,B19126_009MA,B19126_010MA,B19126_010EA,B19126_011MA,B19126_011EA,state
0400000US16,51640,1028,56797,1194,58236,1937,55718,1395,28229,1955,35969,5404,31291,2602,40673,6575,25670,1647,22767,1484,37973,3103,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,63121,529,74391,607,78354,799,70703,686,33850,751,44546,1779,35871,1351,53740,2301,30607,703,23389,820,42774,1541,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,55781,459,64872,615,69347,1021,61546,667,29812,821,36979,1611,32112,1266,44476,3079,26469,917,21567,1086,36535,1535,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,55735,577,62693,660,68232,842,58487,818,29487,1012,36019,1511,32335,1405,43986,3046,26015,949,22100,998,38062,3495,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,56857,698,65379,794,68172,1719,62985,1041,29814,1361,37883,3290,34205,2178,47000,4430,26439,1248,21529,1139,37018,3013,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,48726,682,57905,717,63364,1290,53415,876,25992,889,33079,2228,30072,2439,37253,4159,23735,989,18178,1259,33570,1619,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,48261,794,60586,726,65182,1806,56615,997,24163,867,37213,1847,35134,2650,40024,3934,21195,679,16321,872,28687,1589,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,52793,973,60818,918,66423,1601,56569,1490,29353,2342,35146,2410,30700,3063,44677,4667,26151,1681,20392,1225,39326,3198,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,77839,851,92714,897,98942,1649,87404,1127,44624,1118,52767,2545,47173,2961,59705,3080,42135,1276,35341,1445,54343,2431,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,74463,753,87459,858,95928,1314,80559,927,40338,1044,54738,2443,44483,4839,60416,2562,35065,1335,25800,1441,49899,1971,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,57996,535,68606,622,74905,934,63357,733,31160,532,40779,1197,36039,1549,46345,1627,27890,709,22247,807,38358,912,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,66809,485,75312,571,81535,818,69970,777,35479,970,44189,2636,36917,2157,54656,2819,32331,986,26674,1119,46391,2481,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,42805,1008,55545,756,60353,1501,52251,1174,21426,646,29392,1677,26174,1938,36858,4235,19547,776,16732,805,25645,1073,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,53026,561,62009,525,66580,960,58933,712,29021,849,36538,1554,31611,1805,45835,3115,26569,752,21613,974,36624,1130,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,51006,829,56432,1028,58623,2861,55297,1522,27111,1785,35219,3049,35488,3699,34835,5304,23918,1728,20195,2251,32037,3375,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,56940,649,63698,974,67268,1550,61321,890,29239,1416,36465,1576,32211,2493,47044,5456,26078,1139,21057,1210,39828,3221,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,61466,837,70607,1089,70154,2158,70951,1326,38894,1982,47523,3080,44482,3538,53579,5220,34103,1734,28104,1413,48662,3866,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,71176,1111,79890,1514,84534,2112,74771,2160,41686,2325,50673,4857,40172,4132,66519,6492,36226,2528,29820,2956,54375,4825,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,77875,649,91669,748,97531,1128,86007,1153,44226,1024,52601,1961,44630,3639,60471,4210,41266,880,31375,1078,54569,1348,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,48199,1352,58367,1442,56422,2553,59487,1730,27867,1723,37999,1945,33625,4625,40473,3713,23294,1807,18130,1621,35646,3432,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,62138,364,75810,482,79894,968,72268,665,35706,529,46742,1488,37312,1686,55511,1713,32361,533,24155,729,45133,902,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,52336,481,62524,540,67084,971,59836,587,27448,596,37176,1211,34550,2552,41090,2141,25111,572,21342,821,32427,1362,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,55385,1467,61744,1418,66493,2302,57940,1607,30262,2566,39984,4059,36171,5302,48864,6348,25996,1825,21632,3717,35151,4419,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,56148,388,66491,386,72421,750,61963,495,30061,482,40200,1287,34697,2029,45933,1897,26729,502,21225,613,37959,1115,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,47955,776,56688,818,58769,1600,55246,1042,25550,874,34027,2116,31800,1652,38915,3025,22809,941,18413,1183,31777,1468,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,55923,757,64311,702,67136,1533,62540,985,30470,941,38146,2577,32401,4519,48153,4471,27429,1250,22454,1406,38973,1951,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,58148,361,67640,469,75527,717,62209,487,32864,685,41563,939,34478,1663,49943,1611,30031,814,23001,953,40202,985,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,64733,1971,77190,1781,81545,2194,73193,2696,36434,2765,50728,5777,45384,5776,56840,7522,30814,2555,26023,1833,45263,4301,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,50334,657,62093,752,66155,1077,59385,1346,26160,548,37217,2517,32299,2551,41522,1620,23425,842,19408,960,30273,1399,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,53806,936,60402,1095,66344,1489,55853,1565,26556,1646,30912,2435,28439,2197,39047,4882,24550,1822,21779,1923,30906,2661,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,49804,564,59944,511,63547,1099,57100,688,26112,676,33289,2251,28356,3239,39715,2299,23463,806,18358,977,33427,1235,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,52355,275,63658,471,63446,698,63838,616,28569,482,38144,1451,32483,1623,43485,1424,25510,369,20860,528,34438,786,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,58141,835,63077,993,64513,1411,61503,1028,35436,1105,43478,4718,37320,3161,51727,10287,32342,1723,25187,2200,42720,3303,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,58163,1411,66659,1848,71234,2830,63113,2635,33276,2056,38895,5041,34777,5684,46771,5949,30571,3161,24442,2427,45402,4896,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,66886,623,79069,785,82781,1201,75649,981,36610,873,45986,2096,40156,1749,56026,2704,33043,1080,26664,818,45671,1398,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,63705,650,72955,833,77303,1366,70671,638,34256,1107,45178,3212,40478,3040,54621,3938,30315,964,24683,1041,42096,2319,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,44012,823,50895,960,57253,1848,47203,898,23431,1438,32892,2467,29960,4467,38023,4794,19831,1323,14536,1755,26706,1933,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,60634,462,68509,590,73054,799,64567,851,32340,720,42602,1436,39074,1983,49139,2113,28114,1137,22074,1079,41266,1288,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,57505,1708,65648,1864,68204,1828,62854,3580,29046,2812,40081,5924,34154,6220,42448,12081,23027,3413,19501,2095,39447,5907,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,20425,414,25204,628,30250,937,22876,594,12711,486,17442,1112,13664,1855,19677,1622,11751,488,7050,458,16315,628,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
