GEO_ID,C21001A_001E,C21001A_001M,C21001A_002E,C21001A_002M,C21001A_003E,C21001A_003M,C21001A_004E,C21001A_004M,C21001A_005E,C21001A_005M,C21001A_006E,C21001A_006M,C21001A_007E,C21001A_007M,C21001A_008E,C21001A_008M,C21001A_009E,C21001A_009M,C21001A_010E,C21001A_010M,C21001A_011E,C21001A_011M,C21001A_012E,C21001A_012M,C21001A_013E,C21001A_013M,C21001A_014E,C21001A_014M,C21001A_015E,C21001A_015M,NAME,C21001A_001EA,C21001A_001MA,C21001A_002EA,C21001A_002MA,C21001A_003MA,C21001A_003EA,C21001A_004MA,C21001A_004EA,C21001A_005MA,C21001A_005EA,C21001A_006EA,C21001A_006MA,C21001A_007EA,C21001A_007MA,C21001A_008MA,C21001A_008EA,C21001A_009MA,C21001A_009EA,C21001A_010MA,C21001A_010EA,C21001A_011EA,C21001A_011MA,C21001A_012EA,C21001A_012MA,C21001A_013MA,C21001A_013EA,C21001A_014MA,C21001A_014EA,C21001A_015MA,C21001A_015EA,state
0400000US01,2515327,3397,1212048,2543,1006614,2567,178223,5873,828391,6683,205434,385,128107,2604,77327,2585,1303279,1790,1016153,1651,13679,1992,1002474,2734,287126,652,4876,989,282250,1114,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,342034,2287,175914,1796,159997,1797,40690,2472,119307,2867,15917,276,10788,734,5129,758,166120,1317,149334,1290,5205,1031,144129,1581,16786,141,415,252,16371,296,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3588424,13575,1769363,9073,1452208,8909,245151,5958,1207057,10223,317155,1403,212429,4511,104726,4499,1819061,7201,1426453,6609,24253,2424,1402200,6875,392608,1860,9811,1795,382797,2610,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1704915,4137,824932,3033,677941,2951,119458,4552,558483,4992,146991,421,90504,2315,56487,2309,879983,1970,682113,1837,10061,1662,672052,2606,197870,458,2703,639,195167,790,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16578343,37957,8198465,20548,6960012,21082,865300,13638,6094712,26285,1238453,4666,699668,7951,538785,8239,8379878,21924,6735604,22521,72391,4643,6663213,23289,1644274,5300,35202,2333,1609072,5732,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3008093,10223,1488326,6792,1298941,6559,219043,6233,1079898,8619,189385,1179,120325,2649,69060,2690,1519767,5179,1273322,4982,22717,2397,1250605,5718,246445,1281,5406,1121,241039,1596,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2193204,7333,1045745,4981,868695,4936,113127,4452,755568,6809,177050,808,107547,2837,69503,2904,1147459,3769,895505,3635,9666,1432,885839,4103,251954,720,4187,844,247767,1199,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,483196,2622,230754,1736,189117,1696,33295,2412,155822,3145,41637,272,26945,1356,14692,1353,252442,1245,196479,1222,2698,784,193781,1477,55963,445,1393,501,54570,726,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,175092,3381,85226,2417,75045,2410,8308,1668,66737,3628,10181,178,6091,629,4090,634,89866,1521,77952,1438,680,467,77272,1442,11914,355,271,222,11643,430,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11022006,19098,5327712,12751,4136920,12358,714354,12886,3422566,14364,1190792,2567,722000,8012,468792,7669,5694294,10581,4158008,9898,72173,4295,4085835,10254,1536286,2749,31794,2252,1504492,3671,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4415194,9309,2151146,6854,1859367,6742,308672,7530,1550695,10492,291779,963,174962,3891,116817,3785,2264048,4068,1858173,3812,28596,2934,1829577,4693,405875,1194,6991,1348,398884,1872,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,256040,2771,127801,2216,107488,2196,26193,2197,81295,2586,20313,203,13350,812,6963,849,128239,1438,106245,1420,3890,844,102355,1594,21994,347,1088,410,20906,548,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,996300,3474,495030,2553,420762,2431,72760,3003,348002,3615,74268,410,47185,1717,27083,1786,501270,1704,411369,1766,6007,1043,405362,2102,89901,694,2074,642,87827,1052,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7023870,14303,3411565,9339,2886292,9203,364327,6997,2521965,11419,525273,1361,299746,4418,225527,4567,3612305,6991,2863162,6668,27161,2434,2836001,6811,749143,1845,8568,1168,740575,2203,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4136555,6668,2006493,4286,1706996,4234,262972,5377,1444024,7148,299497,623,172505,3867,126992,3907,2130062,3367,1706207,3345,18151,2313,1688056,4301,423855,885,7304,1108,416551,1376,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2135708,2893,1036090,2158,859569,2113,131566,3534,728003,4201,176521,396,102500,2448,74021,2458,1099618,1478,849698,1355,9231,1241,840467,1854,249920,479,3340,593,246580,761,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1785446,5285,865391,3601,725417,3576,116118,4186,609299,4454,139974,617,83071,2144,56903,2273,920055,2879,725990,2876,11258,1509,714732,2976,194065,643,2863,707,191202,891,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2889085,3543,1389606,2806,1179967,2736,178245,5653,1001722,6060,209639,419,112390,2820,97249,2859,1499479,1663,1205260,1625,16920,2082,1188340,2684,294219,547,4017,826,290202,1021,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2131199,3798,1029085,2838,862145,2805,129332,5448,732813,6198,166940,713,102113,2507,64827,2411,1102114,1933,873258,2047,9251,1530,864007,2649,228856,878,3215,774,225641,1238,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,999346,2267,479799,1621,398865,1562,78702,3310,320163,3710,80934,240,50400,1690,30534,1666,519547,1233,410956,1252,6833,1153,404123,1567,108591,275,2229,448,106362,535,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2669981,7409,1282635,4656,1078993,4688,172894,5458,906099,7708,203642,766,127095,2671,76547,2976,1387346,4137,1109441,3839,19096,2321,1090345,4110,277905,992,4722,842,273183,1304,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4201804,9267,1995556,5842,1673578,5780,206467,6004,1467111,8133,321978,830,196857,4011,125121,3962,2206248,5185,1735805,5155,14503,2110,1721302,5904,470443,1099,8687,1153,461756,1404,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6194076,5576,3024169,3628,2555479,3650,371506,6762,2183973,7553,468690,741,263518,4632,205172,4738,3169907,3328,2531048,3182,22886,2102,2508162,3745,638859,805,8541,1117,630318,1294,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3510607,5029,1719686,3379,1462077,3234,212648,5815,1249429,6814,257609,647,156626,2587,100983,2700,1790921,2540,1443081,2302,16170,1547,1426911,2813,347840,727,5036,891,342804,1119,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1348295,2393,649489,2225,538646,2225,81568,3948,457078,4469,110843,484,67296,2310,43547,2405,698806,1344,541223,1260,7034,1357,534189,1869,157583,482,2398,719,155185,790,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3770574,4259,1818365,2918,1521791,2851,255357,6062,1266434,6832,296574,567,182967,3546,113607,3659,1952209,2347,1540492,2336,22539,2352,1517953,3111,411717,885,6760,1175,404957,1504,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
