GEO_ID,B14006_001E,B14006_001M,B14006_002E,B14006_002M,B14006_003E,B14006_003M,B14006_004E,B14006_004M,B14006_005E,B14006_005M,B14006_006E,B14006_006M,B14006_007E,B14006_007M,B14006_008E,B14006_008M,B14006_009E,B14006_009M,B14006_010E,B14006_010M,B14006_011E,B14006_011M,B14006_012E,B14006_012M,B14006_013E,B14006_013M,B14006_014E,B14006_014M,B14006_015E,B14006_015M,B14006_016E,B14006_016M,B14006_017E,B14006_017M,B14006_018E,B14006_018M,B14006_019E,B14006_019M,B14006_020E,B14006_020M,B14006_021E,B14006_021M,NAME,B14006_001EA,B14006_001MA,B14006_002EA,B14006_002MA,B14006_003MA,B14006_003EA,B14006_004EA,B14006_004MA,B14006_005MA,B14006_005EA,B14006_006EA,B14006_006MA,B14006_007EA,B14006_007MA,B14006_008EA,B14006_008MA,B14006_009MA,B14006_009EA,B14006_010MA,B14006_010EA,B14006_011MA,B14006_011EA,B14006_012EA,B14006_012MA,B14006_013EA,B14006_013MA,B14006_014EA,B14006_014MA,B14006_015MA,B14006_015EA,B14006_016MA,B14006_016EA,B14006_017EA,B14006_017MA,B14006_018EA,B14006_018MA,B14006_019EA,B14006_019MA,B14006_020MA,B14006_020EA,B14006_021MA,B14006_021EA,state
0400000US01,4314923,4517,695486,19304,247707,10066,12778,2030,14647,2039,60725,5340,55100,3855,46130,4230,50672,4045,7655,1475,447779,13769,3619437,19754,884239,12171,57312,3432,46224,3432,182585,5695,198906,6727,207669,5304,156388,7154,35155,2468,2735198,16322,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,624290,1908,65895,6361,25003,3890,1724,682,1805,654,5764,1478,5866,1342,5736,1495,3987,1546,121,124,40892,3700,558395,6855,155242,4667,7896,1321,8384,1355,31814,2434,31470,2278,39427,2552,28651,2429,7600,1367,403153,5091,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5772084,14165,792823,25786,291034,11530,15183,2586,18898,2408,66161,5163,57592,4911,61116,4594,63575,4989,8509,2230,501789,18175,4979261,23581,1291971,16119,68331,3465,67177,4187,275033,7739,285678,7847,284970,6048,250330,8364,60452,4589,3687290,16665,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2617108,4212,436750,15172,149043,7829,13062,2110,11111,1675,36004,3128,29769,3385,28197,2606,28923,3845,1977,711,287707,10655,2180358,15482,517736,11192,39587,3171,28397,2202,109605,4584,111042,4223,120465,3977,91732,4947,16908,2138,1662622,12115,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34106509,13563,4386145,65581,1760706,37420,87351,5388,92759,5266,376556,12447,374789,13165,376188,12159,397568,14379,55495,4675,2625439,36456,29720364,67621,8341179,45840,511184,11261,399448,10149,1605885,18165,1740616,18386,1910138,18283,1807380,21626,366528,9273,21379185,45765,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4459921,5280,520013,16619,191541,8616,9949,1594,11282,1918,38606,3507,32902,3279,29686,3105,61751,5082,7365,1382,328472,11121,3939908,16993,999206,11785,69329,3764,54235,3222,207504,5782,210173,6017,224060,4577,180405,6813,53500,3479,2940702,14383,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3277529,3499,265401,12261,93550,7447,5469,1253,6133,1462,19624,2613,20022,2705,19723,2545,18153,3189,4426,1293,171851,7597,3012128,12150,781882,9073,53350,2939,38142,2613,156074,5348,169697,5373,183900,4424,137674,4979,43045,3630,2230246,9523,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,793388,2075,85896,8108,33420,4587,1643,901,2331,834,6775,1928,6781,1648,7368,1687,7151,1950,1371,561,52476,5162,707492,8120,172881,6104,10850,1634,9018,1277,35582,2637,36579,2758,36979,1992,35744,2600,8129,1304,534611,5898,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,529417,1688,102165,7193,42622,3945,2351,700,2119,944,8780,1807,8955,2043,8906,1749,7016,1821,4495,1466,59543,5116,427252,7747,90748,5400,7039,1612,4333,1193,13551,1967,16859,2418,18027,1789,17428,2303,13511,2086,336504,5087,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17032441,9988,2088129,40033,678617,20242,41926,4092,40352,3967,144162,9197,138245,7293,141414,7952,148556,8192,23962,3053,1409512,27982,14944312,40259,3467264,29621,244912,8551,169321,7084,701812,11353,734306,12689,784189,11739,693891,16563,138833,5662,11477048,32855,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8673109,8386,1237941,26461,462868,14314,31789,3060,28516,2493,104315,6300,98198,5606,98375,5898,90632,5849,11043,1957,775073,19467,7435168,27583,1970607,18303,149458,6888,105971,4662,419389,9959,430581,10420,443008,9310,336054,10719,86146,4263,5464561,20452,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1202005,3181,110444,8897,35423,4588,1817,829,1240,478,6469,1402,8121,1993,8449,1691,8426,1697,901,432,75021,5928,1091561,9141,270157,6251,19471,2050,14117,1949,51204,3132,57919,2930,61933,2928,52775,3679,12738,2027,821404,7367,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1365103,2486,168306,7397,63017,4750,2444,877,3801,919,13104,2184,11154,1763,11109,1731,20376,2205,1029,513,105289,5197,1196797,8084,316754,6215,17290,1600,16936,1737,68224,3292,69640,3786,80054,2796,53967,3881,10643,1391,880043,7231,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11995917,8244,1437273,30908,561018,16375,39711,4132,32568,2992,123899,6216,111444,6288,107683,5367,121228,6422,24485,3050,876255,19004,10558644,32784,2827481,18438,203328,6896,141163,5448,561005,9995,595369,10148,634997,8094,536953,11763,154666,6717,7731163,25272,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5872728,6219,720798,21796,269214,11744,15138,2062,16783,2203,60326,5026,51318,4312,49025,4236,69536,4927,7088,1371,451584,13916,5151930,23262,1289121,14681,85206,4572,68489,3348,270567,6864,296986,6127,302097,6334,212883,7014,52893,3283,3862809,16211,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2769636,3413,296667,10984,118031,7012,7349,1147,5879,1352,18447,2180,17844,2157,20180,2060,42052,3736,6280,1189,178636,7552,2472969,11546,615161,7238,44127,2486,30130,2002,127584,4152,139931,4267,152651,3993,96266,5162,24472,2013,1857808,9576,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2564176,3560,306387,11479,123657,7567,6522,1158,7496,1505,22430,2490,19433,2541,20934,2775,42338,3024,4504,1076,182730,7063,2257789,11963,599905,8313,40460,2324,32395,2465,120968,3750,128016,4273,142814,3769,104170,4486,31082,2423,1657884,10128,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3923388,4966,648525,17909,210339,9143,11625,1790,12786,1844,48660,3838,42989,3639,45362,3979,43032,3687,5885,1484,438186,12962,3274863,17838,779348,10215,47273,3305,40389,2780,160566,5296,173291,5142,182930,4916,139415,5569,35484,2551,2495515,14856,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3991876,5243,739385,21941,284330,12518,22121,2678,18075,2584,69294,4802,66869,5280,48078,4753,53697,4263,6196,1340,455055,14420,3252491,22685,808959,15084,56503,4037,44018,3214,168618,6451,175020,7864,194098,6624,141418,5487,29284,2988,2443532,14799,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1245020,1884,155461,8646,48549,4133,2810,863,3167,787,8965,1289,8896,1532,11249,1467,11615,1714,1847,587,106912,5770,1089559,8607,237691,5103,11292,1443,11181,1264,46265,2716,55596,2946,64365,2622,37231,2715,11761,1623,851868,7264,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5259845,4992,404649,15385,143945,9950,7341,1447,7610,1315,26756,3754,26892,2694,32198,3929,36807,4301,6341,1364,260704,9191,4855196,16049,1312183,13059,83230,4515,61892,3315,249027,6792,276536,6579,296566,5717,256037,7009,88895,4918,3543013,13034,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6003857,6054,586652,18052,210531,9795,13527,2295,9514,1855,34362,3575,39976,3901,41689,3930,53440,5071,18023,2401,376121,12541,5417205,18733,1372002,13923,104661,4971,64623,3582,272204,7000,281814,6850,305901,5133,250207,7666,92592,5033,4045203,14606,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
