GEO_ID,B13004_001E,B13004_001M,B13004_002E,B13004_002M,B13004_003E,B13004_003M,B13004_004E,B13004_004M,B13004_005E,B13004_005M,B13004_006E,B13004_006M,B13004_007E,B13004_007M,B13004_008E,B13004_008M,B13004_009E,B13004_009M,B13004_010E,B13004_010M,B13004_011E,B13004_011M,NAME,B13004_001EA,B13004_001MA,B13004_002EA,B13004_002MA,B13004_003MA,B13004_003EA,B13004_004MA,B13004_004EA,B13004_005EA,B13004_005MA,B13004_006EA,B13004_006MA,B13004_007EA,B13004_007MA,B13004_008MA,B13004_008EA,B13004_009MA,B13004_009EA,B13004_010EA,B13004_010MA,B13004_011EA,B13004_011MA,state
0400000US01,1138510,4328,59123,3767,36803,3343,22320,2664,3788,1095,18532,2439,1079387,5745,541830,8822,537557,10389,46082,4003,491475,10384,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,175414,2075,12115,1706,8567,1593,3548,820,1182,455,2366,740,163299,2854,82039,3071,81260,3673,11494,1488,69766,3614,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1483170,4387,88475,4849,59744,3571,28731,3357,8198,1799,20533,2923,1394695,6295,676633,9277,718062,8777,95579,5930,622483,9302,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,671852,3517,41076,3123,25637,2311,15439,2428,3100,946,12339,2251,630776,4312,339094,6130,291682,6029,30414,2780,261268,6455,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9276281,9119,508804,13201,354837,10627,153967,7360,46907,3862,107060,5703,8767477,14651,4192910,22964,4574567,24276,516559,11405,4058008,25250,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1214972,3321,69287,4081,51625,3269,17662,2217,4941,1111,12721,1992,1145685,5226,595463,9114,550222,9903,76815,5671,473407,9059,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,859739,3071,44739,3127,32920,2862,11819,1878,3355,870,8464,1710,815000,3971,406080,7255,408920,7297,56241,3568,352679,7489,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,211543,1712,13381,1757,8489,1357,4892,1174,1653,638,3239,866,198162,2363,94714,3897,103448,4248,13068,1977,90380,3957,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,157488,2127,7758,1329,3665,1098,4093,1110,479,448,3614,1007,149730,2547,39237,3107,110493,3220,8499,1441,101994,3516,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4268499,8712,218611,9120,136993,5899,81618,6188,23263,2793,58355,5132,4049888,12074,1988036,17633,2061852,19231,285003,9797,1776849,19816,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2432664,7220,133844,5904,84947,4396,48897,4364,12398,2047,36499,3432,2298820,9075,1096623,14753,1202197,15636,116604,6901,1085593,16322,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,307137,2274,16824,1958,11139,1624,5685,1295,1251,465,4434,1193,290313,2787,144515,3931,145798,3847,17535,2016,128263,3789,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,354920,2382,25099,2335,19440,1924,5659,1352,2241,813,3418,1052,329821,2831,185189,4940,144632,4728,20761,2530,123871,4388,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3229369,5154,177478,6242,118737,4598,58741,4156,16125,1986,42616,3724,3051891,7495,1470687,12807,1581204,13725,172562,6403,1408642,14407,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1542116,4385,87369,4677,56416,3930,30953,2818,10476,1700,20477,2341,1454747,5913,740680,8496,714067,9285,108248,4141,605819,9393,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,702015,3250,44695,2929,30897,2302,13798,1741,5447,1261,8351,1350,657320,4452,352745,5404,304575,6173,51972,3274,252603,5898,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,671397,3047,41007,2928,28789,2486,12218,1635,4906,1008,7312,1436,630390,4234,335069,5359,295321,5869,41835,3723,253486,5378,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1038925,4194,54352,4132,38367,3453,15985,1968,3689,1140,12296,1532,984573,5594,509872,8677,474701,9649,64447,4743,410254,9389,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1071635,4942,64190,4089,38760,3088,25430,2880,3963,1084,21467,2790,1007445,6631,462322,8315,545123,8258,54431,3453,490692,8174,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,319538,2034,15442,1612,10232,1362,5210,1089,3311,902,1899,663,304096,2604,152733,3235,151363,3869,34542,2934,116821,3994,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1462351,3651,88128,4727,58397,4028,29731,3040,7817,1405,21914,2776,1374223,5813,655272,10589,718951,10434,81838,5321,637113,10343,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1611971,4147,75899,4187,56730,3138,19169,2608,5831,1391,13338,2293,1536072,5815,722028,9506,814044,9588,100663,6010,713381,9751,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2500171,5584,134716,5933,88587,4477,46129,4109,12798,1617,33331,3658,2365455,8563,1131835,12527,1233620,10539,158090,6681,1075530,11576,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1284964,3361,77751,3885,58561,3279,19190,2055,7763,1287,11427,1628,1207213,5197,619011,8678,588202,8459,93827,4375,494375,9480,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
