GEO_ID,B13004_001E,B13004_001M,B13004_002E,B13004_002M,B13004_003E,B13004_003M,B13004_004E,B13004_004M,B13004_005E,B13004_005M,B13004_006E,B13004_006M,B13004_007E,B13004_007M,B13004_008E,B13004_008M,B13004_009E,B13004_009M,B13004_010E,B13004_010M,B13004_011E,B13004_011M,NAME,B13004_001EA,B13004_001MA,B13004_002EA,B13004_002MA,B13004_003MA,B13004_003EA,B13004_004MA,B13004_004EA,B13004_005EA,B13004_005MA,B13004_006EA,B13004_006MA,B13004_007EA,B13004_007MA,B13004_008MA,B13004_008EA,B13004_009MA,B13004_009EA,B13004_010EA,B13004_010MA,B13004_011EA,B13004_011MA,state
0400000US28,721184,3441,45621,3617,22669,2425,22952,2639,3805,1120,19147,2647,675563,5244,321166,6391,354397,7394,28516,3019,325881,7944,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1436970,5093,77655,3927,51845,3255,25810,2362,6589,1297,19221,2150,1359315,5819,681347,8969,677968,9388,85992,5046,591976,10053,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,223399,2159,10428,1475,7798,1345,2630,832,1100,576,1530,561,212971,2808,109308,3783,103663,4486,14171,1693,89492,4452,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,421802,1902,30588,2513,22947,2173,7641,1415,3299,860,4342,1071,391214,3316,208771,4336,182443,4462,25300,2277,157143,4696,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,614381,3435,35828,2816,24985,2314,10843,2024,5008,1244,5835,1617,578553,4082,292404,6681,286149,6939,47099,4015,239050,6938,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,326268,2430,14181,1715,10086,1296,4095,1129,2043,815,2052,876,312087,2861,165064,4273,147023,4812,27535,2853,119488,5105,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2185125,4598,112012,5384,83936,4180,28076,3194,9145,1554,18931,2444,2073113,7095,1026875,10792,1046238,10536,100817,5258,945421,10840,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,481608,2547,29640,3185,17370,2063,12270,2475,3747,1099,8523,1846,451968,4339,204372,6176,247596,6065,34787,3355,212809,6754,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4861545,7204,246344,8176,170669,7014,75675,4914,18506,2591,57169,4290,4615201,11003,2067412,15666,2547789,18381,272406,8463,2275383,17745,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2201478,5652,121013,6644,80443,5191,40570,4174,8463,1854,32107,3426,2080465,8127,1089973,14130,990492,15384,114501,5547,875991,15044,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,149083,1559,7264,1296,5347,952,1917,768,807,399,1110,663,141819,2046,74923,2483,66896,2945,11312,1701,55584,3144,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2807511,5099,157206,6490,100388,5128,56818,3756,16183,1871,40635,3283,2650305,7731,1281709,14143,1368596,15078,179977,7713,1188619,14267,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,865364,3630,48524,3176,31932,2765,16592,2096,4916,1008,11676,1861,816840,5062,429077,7405,387763,8127,46082,3372,341681,8495,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,899830,3557,51819,3878,36390,3434,15429,2312,6966,1500,8463,1822,848011,5278,413803,8294,434208,8557,77950,4370,356258,9124,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2951784,5092,147184,6211,96775,4318,50409,3799,13508,1985,36901,3438,2804600,7788,1362296,12586,1442304,13493,178587,6127,1263717,12366,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,263904,1959,12545,1890,7779,1239,4766,1448,1426,788,3340,1059,251359,2471,113577,4280,137782,4353,16923,2059,120859,4581,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1063122,4118,57024,3728,32349,2572,24675,2791,5167,1490,19508,2377,1006098,5575,492297,7435,513801,8533,54371,4058,459430,8804,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,182512,1976,11559,1366,7501,1169,4058,902,1489,643,2569,747,170953,2179,92788,2778,78165,3075,12362,1545,65803,3107,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1499023,4602,90687,5410,54516,3458,36171,3990,8651,1886,27520,3390,1408336,7072,729805,10132,678531,10303,82382,4729,596149,10081,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5991542,7415,384456,9186,261066,8048,123390,6338,27556,2648,95834,5878,5607086,11527,2891095,19271,2715991,20082,264086,8161,2451905,21537,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,652614,2559,54699,4137,45501,3578,9198,1610,2399,805,6799,1370,597915,4809,332028,7274,265887,6805,24498,2535,241389,6998,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,151462,1381,6668,1154,5069,1013,1599,574,570,352,1029,474,144794,1716,70493,2760,74301,2778,15421,1541,58880,2740,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1936888,5327,103178,4810,71436,4218,31742,2934,7253,1500,24489,2392,1833710,7180,950257,11132,883453,11263,90060,5617,793393,11651,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1602919,4550,92487,5132,66338,4099,26149,3168,9316,1368,16833,2658,1510432,6265,753460,10288,756972,9920,117997,5903,638975,10452,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,427230,2378,21313,2149,13903,1723,7410,1403,2412,837,4998,1199,405917,3120,215615,4765,190302,5396,26930,2443,163372,5528,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1360240,3470,75472,3515,53134,2754,22338,2094,8956,1591,13382,1794,1284768,5158,655210,8663,629558,9144,101653,4636,527905,9703,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,123441,1517,7353,1405,5138,1186,2215,806,1483,827,732,339,116088,1962,62621,2526,53467,2915,10766,1421,42701,3162,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1008766,2297,44582,3053,24763,2528,19819,2070,3689,783,16130,1841,964184,3614,403028,8447,561156,8625,41382,3176,519774,8147,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
