GEO_ID,B18030_001E,B18030_001M,B18030_002E,B18030_002M,B18030_003E,B18030_003M,B18030_004E,B18030_004M,B18030_005E,B18030_005M,B18030_006E,B18030_006M,B18030_007E,B18030_007M,B18030_008E,B18030_008M,B18030_009E,B18030_009M,B18030_010E,B18030_010M,B18030_011E,B18030_011M,B18030_012E,B18030_012M,B18030_013E,B18030_013M,B18030_014E,B18030_014M,B18030_015E,B18030_015M,B18030_016E,B18030_016M,B18030_017E,B18030_017M,B18030_018E,B18030_018M,B18030_019E,B18030_019M,B18030_020E,B18030_020M,B18030_021E,B18030_021M,B18030_022E,B18030_022M,B18030_023E,B18030_023M,B18030_024E,B18030_024M,B18030_025E,B18030_025M,B18030_026E,B18030_026M,B18030_027E,B18030_027M,B18030_028E,B18030_028M,B18030_029E,B18030_029M,B18030_030E,B18030_030M,B18030_031E,B18030_031M,B18030_032E,B18030_032M,B18030_033E,B18030_033M,B18030_034E,B18030_034M,B18030_035E,B18030_035M,B18030_036E,B18030_036M,B18030_037E,B18030_037M,B18030_038E,B18030_038M,B18030_039E,B18030_039M,B18030_040E,B18030_040M,B18030_041E,B18030_041M,B18030_042E,B18030_042M,B18030_043E,B18030_043M,B18030_044E,B18030_044M,B18030_045E,B18030_045M,B18030_046E,B18030_046M,B18030_047E,B18030_047M,B18030_048E,B18030_048M,B18030_049E,B18030_049M,B18030_050E,B18030_050M,B18030_051E,B18030_051M,B18030_052E,B18030_052M,B18030_053E,B18030_053M,B18030_054E,B18030_054M,B18030_055E,B18030_055M,NAME,B18030_001MA,B18030_001EA,B18030_002EA,B18030_002MA,B18030_003EA,B18030_003MA,B18030_004EA,B18030_004MA,B18030_005MA,B18030_005EA,B18030_006MA,B18030_006EA,B18030_007EA,B18030_007MA,B18030_008EA,B18030_008MA,B18030_009EA,B18030_009MA,B18030_010MA,B18030_010EA,B18030_011MA,B18030_011EA,B18030_012MA,B18030_012EA,B18030_013EA,B18030_013MA,B18030_014EA,B18030_014MA,B18030_015MA,B18030_015EA,B18030_016MA,B18030_016EA,B18030_017MA,B18030_017EA,B18030_018EA,B18030_018MA,B18030_019EA,B18030_019MA,B18030_020MA,B18030_020EA,B18030_021MA,B18030_021EA,B18030_022MA,B18030_022EA,B18030_023EA,B18030_023MA,B18030_024EA,B18030_024MA,B18030_025MA,B18030_025EA,B18030_026MA,B18030_026EA,B18030_027MA,B18030_027EA,B18030_028EA,B18030_028MA,B18030_029EA,B18030_029MA,B18030_030MA,B18030_030EA,B18030_031MA,B18030_031EA,B18030_032MA,B18030_032EA,B18030_033EA,B18030_033MA,B18030_034EA,B18030_034MA,B18030_035EA,B18030_035MA,B18030_036MA,B18030_036EA,B18030_037MA,B18030_037EA,B18030_038EA,B18030_038MA,B18030_039EA,B18030_039MA,B18030_040EA,B18030_040MA,B18030_041EA,B18030_041MA,B18030_042EA,B18030_042MA,B18030_043EA,B18030_043MA,B18030_044MA,B18030_044EA,B18030_045MA,B18030_045EA,B18030_046EA,B18030_046MA,B18030_047EA,B18030_047MA,B18030_048EA,B18030_048MA,B18030_049MA,B18030_049EA,B18030_050MA,B18030_050EA,B18030_051EA,B18030_051MA,B18030_052EA,B18030_052MA,B18030_053EA,B18030_053MA,B18030_054EA,B18030_054MA,B18030_055MA,B18030_055EA,state
0400000US01,4183331,3707,847169,13879,391659,8433,34230,2673,13454,1967,20776,2176,16808,2207,4473,1061,12335,1989,231055,6316,56790,3517,174265,6541,109566,3424,13037,1658,96529,3390,455510,9673,16421,2044,6672,1637,9749,1261,11975,1850,2479,637,9496,1703,254161,7538,79387,4532,174774,6815,172953,3996,34331,2987,138622,3908,3336162,14567,1615460,9547,319214,3985,63128,4001,256086,5950,146460,5354,29667,3156,116793,4818,1016349,8233,82466,5447,933883,9321,133437,2971,8171,1373,125266,2971,1720702,9912,311431,3808,69363,4646,242068,5592,140223,5134,35783,3448,104440,4742,1100995,8667,149407,5307,951588,9623,168053,3943,17892,1440,150161,4005,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,597192,1823,89515,4581,45554,2822,3265,841,780,465,2485,762,2295,638,194,142,2101,660,30725,2393,5583,1465,25142,2219,9269,945,386,207,8883,960,43961,3366,2519,901,1082,674,1437,586,1340,473,136,121,1204,464,28738,2676,6254,1458,22484,2376,11364,1428,1066,477,10298,1323,507677,5022,256520,3649,53229,1546,8493,1646,44736,1976,23655,2041,2086,714,21569,2062,169129,3625,11490,1771,157639,3418,10507,948,129,95,10378,938,251157,3678,47723,1671,6243,1431,41480,1925,23122,1620,3092,832,20030,1778,168377,3064,15901,2265,152476,3556,11935,1224,249,189,11686,1230,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5569950,11682,792990,14309,375749,8484,36721,3348,9322,1714,27399,2766,13718,2169,3095,848,10623,1983,194680,6555,41167,3501,153513,6211,130630,3689,12005,1787,118625,3897,417241,9644,17554,2405,4522,1361,13032,1944,9663,1567,2717,896,6946,1401,218311,7395,57212,4456,161099,6144,171713,4891,20999,2119,150714,4950,4776960,17286,2387845,10383,450714,4536,78267,5159,372447,6527,202323,6565,42974,3425,159349,6075,1517715,8139,140846,8447,1376869,10291,217093,3813,10298,1584,206795,3824,2389115,10306,445823,3965,82449,6133,363374,6227,184855,5827,45110,4153,139745,5691,1501629,7952,181389,8490,1320240,10418,256808,4964,18646,2369,238162,4753,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2532591,3010,554658,9579,265701,5659,25347,2135,8787,1236,16560,1890,8333,1297,2061,618,6272,1167,155647,5503,38066,2725,117581,5250,76374,2935,6939,1029,69435,2789,288957,5940,12171,1378,5033,1082,7138,1188,6807,1219,2668,835,4139,930,159760,5916,47818,3429,111942,4813,110219,2954,23682,1834,86537,2968,1977933,10075,961873,6965,183414,3288,38678,3375,144736,3907,85150,4088,16341,2418,68809,3704,612266,6967,56875,4439,555391,7534,81043,2902,4454,868,76589,2842,1016060,6027,186078,3176,41562,3584,144516,4238,79589,4019,21309,2613,58280,3234,648433,6714,90358,5323,558075,8115,101960,3024,10334,1413,91626,3335,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32969824,8313,4268547,32102,1973762,21156,171373,6513,43763,4252,127610,5118,82660,4016,17964,2054,64696,3660,1109656,18302,225365,8070,884291,17519,610073,8698,52034,3153,558039,8211,2294785,20625,95531,4925,23263,2616,72268,4668,62496,4301,16018,2360,46478,3841,1181748,17097,275076,7637,906672,15063,955010,9949,114230,4462,840780,10000,28701277,31421,14349866,21986,2727232,9302,480178,14127,2247054,15692,1244514,11635,216176,8928,1028338,13306,9348389,20130,792806,19750,8555583,25637,1029731,8907,61765,4322,967966,9321,14351411,22599,2674103,9259,473896,14431,2200207,15241,1191132,12869,243090,8704,948042,13012,9272891,18873,1057982,21998,8214909,28864,1213285,10179,91541,4838,1121744,11010,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4303770,3083,544417,11328,265723,7494,21945,2472,5341,1147,16604,2084,12575,1630,2031,797,10544,1462,157548,6756,33819,3332,123729,5697,73655,2511,6466,1131,67189,2571,278694,7245,13375,1748,3098,1123,10277,1524,7540,1370,2274,867,5266,1117,154953,5985,37489,3462,117464,5402,102826,4014,14413,1472,88413,3732,3759353,11910,1879530,8706,330791,3478,48066,3726,282725,5536,140267,5061,23946,3332,116321,4584,1279305,8257,98663,5106,1180642,8904,129167,2531,5640,1051,123527,2674,1879823,8387,324279,3256,46782,4146,277497,4693,137201,4646,30024,3055,107177,4207,1262912,7219,124902,6246,1138010,7713,155431,3857,11980,1728,143451,3653,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3188109,2308,414501,8885,189561,5668,16839,1738,2638,655,14201,1696,7476,1348,1320,553,6156,1237,102090,5026,17610,2066,84480,4495,63156,2553,5468,1040,57688,2528,224940,5909,9483,1648,1863,782,7620,1426,4675,1077,562,399,4113,1023,112886,4303,28493,2914,84393,3667,97896,3089,8972,1407,88924,2853,2773608,9148,1351956,5947,241721,2745,24410,2965,217311,3439,102847,3692,10674,1782,92173,3521,884741,4712,39473,3635,845268,5688,122647,2685,4406,961,118241,2816,1421652,6718,238605,2846,24737,3125,213868,4025,95222,3024,10585,1708,84637,3136,927896,5081,65750,3954,862146,5684,159929,2892,8268,1145,151661,3096,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,769423,1264,119239,5429,57637,3644,5571,1397,2068,1149,3503,908,2010,693,293,346,1717,638,32164,2725,6284,1544,25880,2211,17892,1445,973,535,16919,1427,61602,3635,2522,801,1231,641,1291,554,1644,693,390,370,1254,595,32605,2770,7919,1644,24686,2238,24831,1696,2934,836,21897,1799,650184,5334,313589,3851,55972,1804,8593,1875,47379,2326,25963,1991,3853,1177,22110,2103,201963,3089,11608,2182,190355,3525,29691,1498,1092,587,28599,1439,336595,3796,56833,1506,7527,1588,49306,2067,23772,2018,4633,1358,19139,1677,218380,3198,20523,2095,197857,3769,37610,1782,2608,677,35002,1745,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,515199,1044,73380,3967,31494,2568,2941,887,977,572,1964,697,1521,546,535,428,986,408,18822,2200,6567,1395,12255,1838,8210,1051,1603,614,6607,917,41886,2737,2269,923,950,506,1319,738,1189,599,728,446,461,390,20950,2338,8216,1496,12734,1914,17478,1472,4194,1023,13284,1557,441819,4188,205911,3480,30850,1274,11208,1668,19642,1953,12333,1325,3651,904,8682,1368,145092,3432,16076,2355,129016,3055,17636,1051,1107,452,16529,984,235908,3720,29799,1288,10664,1581,19135,1820,13633,1666,4732,1271,8901,1408,167546,3073,23952,2722,143594,3757,24930,1494,3454,877,21476,1283,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16546347,6783,2673758,24454,1247817,18942,94637,5726,23086,2923,71551,4562,45864,3790,11124,1817,34740,3364,637269,15063,132442,6032,504827,13323,470047,7515,51069,3986,418978,7100,1425941,16533,49722,4163,11690,2070,38032,3173,31200,3273,9017,1868,22183,2822,683022,13854,176452,7050,506570,12555,661997,9207,102987,5683,559010,8418,13872589,24928,6776792,20778,1115641,8074,180857,9327,934784,10646,518244,8959,79592,5169,438652,9121,4321603,18252,318190,10255,4003413,18001,821304,7730,49749,3285,771555,7281,7095797,17372,1116029,7314,176375,8849,939654,10247,497351,9060,102517,6346,394834,8509,4484006,14335,483992,12612,4000014,19791,998411,9486,93455,5366,904956,10293,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
