GEO_ID,C16007_001E,C16007_001M,C16007_002E,C16007_002M,C16007_003E,C16007_003M,C16007_004E,C16007_004M,C16007_005E,C16007_005M,C16007_006E,C16007_006M,C16007_007E,C16007_007M,C16007_008E,C16007_008M,C16007_009E,C16007_009M,C16007_010E,C16007_010M,C16007_011E,C16007_011M,C16007_012E,C16007_012M,C16007_013E,C16007_013M,NAME,C16007_001EA,C16007_001MA,C16007_002EA,C16007_002MA,C16007_003EA,C16007_003MA,C16007_004MA,C16007_004EA,C16007_005MA,C16007_005EA,C16007_006MA,C16007_006EA,C16007_007EA,C16007_007MA,C16007_008EA,C16007_008MA,C16007_009MA,C16007_009EA,C16007_010MA,C16007_010EA,C16007_011EA,C16007_011MA,C16007_012EA,C16007_012MA,C16007_013EA,C16007_013MA,state
0400000US47,5639797,2823,1048044,3111,985847,4857,38027,2933,24170,2849,3824660,3510,3593648,7419,127983,4894,103029,5073,767093,2082,750974,2151,5636,1186,10483,1333,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,21585556,3768,4580627,5029,3006462,16872,1415059,13205,159106,7322,14675487,5109,9502423,22244,4415255,19037,757809,14227,2329442,3768,1780251,6559,448666,4024,100525,5112,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2302896,1186,545005,1259,471951,4514,53425,2872,19629,2937,1533931,1500,1295017,6034,155750,4547,83164,3516,223960,1052,206564,1678,7152,1108,10244,1525,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,590894,673,100890,851,96463,1212,1568,569,2859,730,407059,1008,385751,1884,4327,795,16981,1952,82945,614,77198,1056,55,91,5692,894,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7139393,3428,1302062,3140,1135975,5213,87093,4117,78994,4049,4951317,4554,4244458,12605,310427,7196,396432,9184,886014,3564,821351,3971,14896,1572,49767,3059,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5988982,1554,1121060,1551,914293,7502,111330,3743,95437,6079,4131206,2274,3421463,12482,303374,6182,406369,10842,736716,2063,659057,4020,16317,1745,61342,3558,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1714041,1138,285792,1279,277241,1945,5713,1284,2838,923,1149132,1575,1123091,2482,11847,1626,14194,1606,279117,1490,274718,1478,647,495,3752,964,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5204804,1532,963241,1797,867715,3901,54703,3156,40823,2967,3519690,1863,3230946,7230,155336,4492,133408,5061,721873,1344,682982,2304,7511,1126,31380,2242,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,480876,980,86802,1017,80196,1482,3815,992,2791,843,332444,1230,310211,2623,14672,1922,7561,1669,61630,580,58587,704,1343,494,1700,546,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3676170,0,767052,0,28406,3049,738367,3034,279,255,2405232,0,114087,6278,2287684,6326,3461,1007,503886,0,29102,2244,474077,2241,707,360,Puerto Rico,null,*****,null,*****,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,72
