GEO_ID,C16007_001E,C16007_001M,C16007_002E,C16007_002M,C16007_003E,C16007_003M,C16007_004E,C16007_004M,C16007_005E,C16007_005M,C16007_006E,C16007_006M,C16007_007E,C16007_007M,C16007_008E,C16007_008M,C16007_009E,C16007_009M,C16007_010E,C16007_010M,C16007_011E,C16007_011M,C16007_012E,C16007_012M,C16007_013E,C16007_013M,NAME,C16007_001EA,C16007_001MA,C16007_002EA,C16007_002MA,C16007_003EA,C16007_003MA,C16007_004MA,C16007_004EA,C16007_005MA,C16007_005EA,C16007_006MA,C16007_006EA,C16007_007EA,C16007_007MA,C16007_008EA,C16007_008MA,C16007_009MA,C16007_009EA,C16007_010MA,C16007_010EA,C16007_011EA,C16007_011MA,C16007_012EA,C16007_012MA,C16007_013EA,C16007_013MA,state
0400000US01,4305303,2767,821941,2798,785042,3985,25435,2572,11464,1674,2872991,2288,2738322,5586,79433,3494,55236,2901,610371,2183,600962,2049,2938,768,6471,1310,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,622572,1070,132206,1151,114752,2423,4179,1125,13275,1629,446331,1167,375167,4131,17981,2311,53183,3343,44035,987,36910,1016,489,232,6636,828,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5687173,1432,1147710,1647,783065,10822,309152,8913,55493,4795,3749712,1828,2645175,12831,858511,11151,246026,7902,789751,1291,666062,3714,76349,2470,47340,2722,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2616131,1982,498295,2325,461701,3487,29280,1694,7314,1786,1728976,2178,1612339,4388,84885,2737,31752,3591,388860,1797,382261,1910,2231,659,4368,1016,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33784883,2490,6858380,3523,3815818,28538,2401517,23849,641045,12665,22998673,3973,12968596,46350,6588341,33995,3441736,30209,3927830,3373,2630563,10880,598764,5916,698503,9702,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4414382,1529,830648,1969,673763,6822,125433,5812,31452,3033,3106849,2418,2565175,11135,381397,9567,160277,6578,476885,1893,414524,3271,38282,2177,24079,2493,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3302738,762,615795,988,501884,5551,66056,3073,47855,4807,2216478,1397,1747475,10382,225416,5382,243587,9400,470465,1346,389948,4327,17391,962,63126,3980,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,796385,442,146645,427,127164,2043,12489,1659,6992,1429,535186,765,465738,3334,37388,2200,32060,3030,114554,674,107353,970,1885,664,5316,890,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,546550,609,79850,641,69263,1227,8538,1035,2049,1021,395245,498,327889,3722,33768,2660,33588,2905,71455,454,65622,1078,2717,550,3116,856,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16972259,2858,2901014,3606,2153237,13959,570329,9810,177448,8816,11037128,3459,7983101,24899,2231846,16749,822181,18182,3034117,3207,2474554,7391,369793,4237,189770,6395,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8665006,2726,1753290,3460,1545388,6896,142185,4299,65717,4475,6004837,4185,5224078,10733,452343,6293,328416,8763,906879,3034,864106,3791,15874,1893,26899,2883,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1198319,360,210054,630,175554,3436,2279,729,32221,3436,809253,1008,620483,8111,13789,2091,174981,7958,179012,810,121048,3517,1374,518,56590,3171,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1354099,1199,281949,1335,249371,2652,27222,2089,5356,1312,902759,1551,806284,3879,72318,2908,24157,2441,169391,1295,161689,1425,4146,952,3556,767,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11942632,1830,2327049,2117,1808172,9371,367211,7263,151666,7260,8083210,3023,6222803,18570,1079135,8533,781272,17432,1532373,2250,1310089,6796,70214,2143,152070,6923,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5879940,2459,1146017,2812,1049649,6696,63042,4113,33326,3958,3952931,2743,3636316,7662,181556,5366,135059,6315,780992,1908,748932,2945,9621,1285,22439,2258,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2790958,1529,523393,2451,481117,3417,28190,2210,14086,1768,1832192,2203,1707746,5239,66788,3175,57658,4150,435373,1404,423762,1822,2898,750,8713,1279,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2569373,1606,499965,1999,443739,3796,42288,2292,13938,2273,1713744,2083,1522792,5311,120189,4119,70763,4232,355664,1760,338466,1822,6899,1023,10299,1312,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3929110,1982,723377,2561,694884,3617,16838,1791,11655,1844,2670430,2834,2547938,4982,61210,3569,61282,3797,535303,2053,526275,2268,2402,701,6626,1097,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3986570,3386,787799,3877,747581,5207,19252,2309,20966,2619,2675897,2891,2454931,6969,78966,3281,142000,5908,522874,2307,447549,3398,8654,1167,66671,2783,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1251347,614,211645,1325,198246,2536,2985,642,10414,1966,847268,1307,788240,3892,8767,1184,50261,3595,192434,521,168129,2063,824,347,23481,2008,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5247226,1448,993631,1575,857454,5713,67413,4067,68764,4715,3606263,2048,3026432,11709,217293,6043,362538,10316,647332,1538,583141,3294,13366,1004,50825,2873,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6049574,1490,1060858,1816,864570,7574,93691,3867,102597,5742,4131830,1593,3250649,14962,296964,6275,584217,14440,856886,1651,712413,5238,20537,1232,123936,5398,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9456404,1641,1838182,1985,1670986,7009,73165,4302,94031,5614,6357855,2666,5773932,12633,205206,4681,378717,11958,1260367,2229,1162416,4696,14625,1514,83326,4231,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4819697,1614,910526,1962,805902,5771,43021,3005,61603,4777,3281066,1743,2959120,9079,122765,4088,199181,7952,628105,1376,591543,2577,5256,1185,31306,1964,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2704451,2517,552838,2435,538394,2575,9611,1511,4833,1245,1790920,2899,1725806,4669,35332,2921,29782,3069,360693,2191,355220,2066,1618,734,3855,907,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5451998,2346,1031714,2360,967631,5401,30895,2689,33188,3837,3640679,2915,3423841,7403,91520,4655,125318,6466,779605,1734,755495,2839,6914,1165,17196,2192,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,887055,1266,160521,1622,152113,2202,2930,916,5478,1193,595216,1454,566238,2775,9416,1545,19562,2294,131318,977,126738,1170,1112,482,3468,756,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1640024,1217,317103,1389,282638,2735,27120,2190,7345,1379,1089646,1262,983871,3477,68190,2521,37585,2618,233275,924,224812,1142,2901,687,5562,887,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2312092,1142,451010,1169,316138,5355,116730,4687,18142,2417,1586056,1112,1141878,9825,311316,6649,132862,6693,275026,1062,233093,2722,17576,1403,24357,2225,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1241415,809,224198,1398,211975,2232,4987,1115,7236,1459,855381,1686,783617,4491,20708,2090,51056,4243,161836,755,143686,1891,912,442,17238,1801,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8164688,991,1529781,1345,1148902,8686,221433,5172,159446,7763,5509302,2204,3864268,18378,832382,9655,812652,15343,1125605,2100,894007,6148,80218,2537,151380,5888,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1812867,1215,368618,1569,246327,5812,97464,5104,24827,2578,1202970,2004,749388,9301,353484,8136,100098,4146,241279,1772,155045,2215,70651,1779,15583,1365,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18085173,2022,3292479,2089,2387503,15138,512724,7740,392252,12877,12271806,3147,8597377,27800,1845622,12246,1828807,24787,2520888,2401,1890485,8220,215775,2993,414628,8221,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8253772,3357,1552286,3735,1385337,6205,124921,4281,42028,3941,5629687,3790,5042732,9363,397545,6742,189410,7151,1071799,2954,1037457,3574,10087,1477,24255,2293,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,596773,962,104518,1213,99252,1546,2714,663,2552,789,399426,1185,381569,2120,5897,1133,11960,1610,92829,574,84744,1006,242,143,7843,859,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10741831,2348,2036601,2643,1915279,6901,52776,3440,68546,5706,7177151,2805,6714892,11544,166279,5106,295980,10474,1528079,2274,1449568,4248,11421,1391,67090,3600,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3327159,1941,643133,2333,585246,3946,43538,2824,14349,2003,2208389,2867,2006764,5740,123702,3616,77923,4543,475637,2154,458103,2508,6312,823,11222,1417,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3470802,2347,627661,2542,516125,5930,76156,3543,35380,3912,2366276,2437,2020620,7125,208157,5194,137499,5408,476865,2392,442481,2676,9527,1554,24857,2034,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11716171,1830,2083084,2539,1876002,7148,106668,4803,100414,5450,7749853,3192,7007092,11925,307124,6113,435637,11325,1883234,2422,1756278,4774,22462,1626,104494,4202,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1005812,815,175649,907,136856,3018,25071,1816,13722,2548,682719,1067,543268,5110,70583,2356,68868,4799,147444,816,120038,2206,4573,427,22833,2403,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4036541,2264,754158,2231,706236,3958,33165,2361,14757,2575,2728528,2209,2550426,6128,111507,4575,66595,4140,553855,1881,538448,2201,3673,894,11734,1689,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,728218,835,140276,1059,131179,1804,3885,1269,5212,930,476303,956,444430,2300,10091,1071,21782,2201,111639,816,105207,1181,427,364,6005,1081,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
