GEO_ID,C17025_001E,C17025_001M,C17025_002E,C17025_002M,C17025_003E,C17025_003M,C17025_004E,C17025_004M,C17025_005E,C17025_005M,C17025_006E,C17025_006M,C17025_007E,C17025_007M,C17025_008E,C17025_008M,C17025_009E,C17025_009M,C17025_010E,C17025_010M,C17025_011E,C17025_011M,NAME,C17025_001MA,C17025_001EA,C17025_002EA,C17025_002MA,C17025_003MA,C17025_003EA,C17025_004EA,C17025_004MA,C17025_005EA,C17025_005MA,C17025_006MA,C17025_006EA,C17025_007MA,C17025_007EA,C17025_008MA,C17025_008EA,C17025_009MA,C17025_009EA,C17025_010EA,C17025_010MA,C17025_011MA,C17025_011EA,state
0400000US01,4482152,2720,742064,20891,716606,20552,25458,3012,3132,960,22326,2732,3740088,21126,3637828,21663,102260,5181,36713,3237,65547,4957,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,651997,1058,70919,7094,64931,6879,5988,2397,1826,1124,4162,1922,581078,7134,540915,7621,40163,2816,20022,1901,20141,2320,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6052150,12167,857349,27234,669834,22391,187515,12950,34245,3508,153270,12391,5194801,25586,4466576,28991,728225,16109,237529,9371,490696,15450,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2729090,2973,471155,16444,450679,16345,20476,3013,3201,961,17275,2758,2257935,16253,2173924,16190,84011,4298,26814,2643,57197,3892,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35675356,7967,4690140,69184,3142186,49904,1547954,35306,377170,12906,1170784,32284,30985216,70372,22741698,70078,8243518,54234,3850153,34809,4393365,48078,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4653251,2663,556153,17838,455178,16594,100975,8690,14946,2199,86029,8343,4097098,17959,3713594,17195,383504,13355,134775,6900,248729,12840,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3393432,2120,280108,12632,240159,11188,39949,5492,13502,2199,26447,4565,3113324,12738,2709212,17058,404112,13054,194813,8757,209299,10678,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,828673,1089,91962,8734,81588,8011,10374,2419,2923,1134,7451,2188,736711,8671,679126,9190,57585,4456,25694,3571,31891,3742,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,551161,908,108100,7848,98535,7781,9565,1947,2624,723,6941,1849,443061,8109,380118,8071,62943,4257,21377,2665,41566,4163,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17686295,6001,2226587,41963,1717189,36787,509398,18398,158054,7529,351344,16089,15459708,42816,12580923,46698,2878785,29172,1378053,19637,1500732,24084,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9082715,5257,1333524,28435,1194462,25830,139062,9844,25940,4395,113122,9217,7749191,29406,7042982,32878,706209,16249,242335,10024,463874,14657,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1252117,2035,116147,9384,91718,9138,24429,4561,9471,2052,14958,3520,1135970,9521,953776,11732,182194,9908,109924,6301,72270,7256,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1431508,2111,180177,8124,162455,7682,17722,3078,2656,847,15066,2879,1251331,8597,1188442,8323,62889,4420,24054,3119,38835,3808,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
