GEO_ID,C08006_001E,C08006_001M,C08006_002E,C08006_002M,C08006_003E,C08006_003M,C08006_004E,C08006_004M,C08006_005E,C08006_005M,C08006_006E,C08006_006M,C08006_007E,C08006_007M,C08006_008E,C08006_008M,C08006_009E,C08006_009M,C08006_010E,C08006_010M,C08006_011E,C08006_011M,C08006_012E,C08006_012M,C08006_013E,C08006_013M,C08006_014E,C08006_014M,C08006_015E,C08006_015M,C08006_016E,C08006_016M,C08006_017E,C08006_017M,C08006_018E,C08006_018M,C08006_019E,C08006_019M,C08006_020E,C08006_020M,C08006_021E,C08006_021M,C08006_022E,C08006_022M,C08006_023E,C08006_023M,C08006_024E,C08006_024M,C08006_025E,C08006_025M,C08006_026E,C08006_026M,C08006_027E,C08006_027M,C08006_028E,C08006_028M,C08006_029E,C08006_029M,C08006_030E,C08006_030M,C08006_031E,C08006_031M,C08006_032E,C08006_032M,C08006_033E,C08006_033M,C08006_034E,C08006_034M,C08006_035E,C08006_035M,C08006_036E,C08006_036M,NAME,C08006_001EA,C08006_001MA,C08006_002MA,C08006_002EA,C08006_003MA,C08006_003EA,C08006_004MA,C08006_004EA,C08006_005EA,C08006_005MA,C08006_006EA,C08006_006MA,C08006_007MA,C08006_007EA,C08006_008MA,C08006_008EA,C08006_009MA,C08006_009EA,C08006_010EA,C08006_010MA,C08006_011EA,C08006_011MA,C08006_012EA,C08006_012MA,C08006_013MA,C08006_013EA,C08006_014MA,C08006_014EA,C08006_015EA,C08006_015MA,C08006_016MA,C08006_016EA,C08006_017EA,C08006_017MA,C08006_018MA,C08006_018EA,C08006_019MA,C08006_019EA,C08006_020EA,C08006_020MA,C08006_021MA,C08006_021EA,C08006_022EA,C08006_022MA,C08006_023EA,C08006_023MA,C08006_024MA,C08006_024EA,C08006_025MA,C08006_025EA,C08006_026EA,C08006_026MA,C08006_027MA,C08006_027EA,C08006_028EA,C08006_028MA,C08006_029MA,C08006_029EA,C08006_030MA,C08006_030EA,C08006_031EA,C08006_031MA,C08006_032MA,C08006_032EA,C08006_033EA,C08006_033MA,C08006_034EA,C08006_034MA,C08006_035MA,C08006_035EA,C08006_036MA,C08006_036EA,state
0400000US01,1964398,13741,1863893,13718,1642370,13340,221523,7823,166001,6822,36662,3242,18860,2778,8948,1408,1315,527,22003,2569,19315,2198,48924,3402,1059709,8879,1003156,9381,878971,9303,124185,4933,88795,4032,21818,2415,13572,2410,4407,1011,865,435,11882,1798,13345,1544,26054,2320,904689,9095,860737,8920,763399,9379,97338,5058,77206,4306,14844,1885,5288,1212,4541,1043,450,307,10121,1503,5970,1205,22870,2132,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,317371,5843,255178,5698,214722,5147,40456,3594,31580,3302,5658,1438,3218,1095,3641,1133,2604,735,28841,2113,11053,1208,16054,1764,170638,3779,134152,3802,114176,3810,19976,2411,14808,1929,3146,983,2022,690,2177,947,2022,616,16670,1408,7349,1015,8268,1262,146733,3962,121026,3867,100546,3752,20480,2200,16772,2114,2512,786,1196,783,1464,711,582,398,12171,1473,3704,826,7786,1263,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2731538,15079,2416628,15854,2038150,17778,378478,13068,292225,10654,49621,5797,36632,5136,57699,4275,20412,3068,63952,5145,48912,4426,123935,6389,1534501,8769,1357965,11267,1130477,11759,227488,11227,168631,8038,32153,5248,26704,4564,28316,2825,16533,2758,36646,4119,36476,3502,58565,3643,1197037,12403,1058663,11550,907673,11833,150990,5902,123594,5308,17468,2293,9928,1679,29383,3093,3879,969,27306,2910,12436,2165,65370,4485,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223692,11014,1139729,11074,981639,11565,158090,6618,124154,6251,22122,2617,11814,1906,5256,1122,1953,800,21851,2678,14937,2084,39966,3313,657446,7803,610530,7709,519548,8218,90982,5087,70368,4570,13263,2170,7351,1650,2421,736,1573,721,11791,1648,10753,1659,20378,1575,566246,7501,529199,7584,462091,6875,67108,3542,53786,3415,8859,1357,4463,976,2835,824,380,248,10060,2104,4184,956,19588,2589,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16335802,38058,13957008,39508,11924695,44708,2032313,26049,1522444,21565,307668,11893,202201,10651,811665,16844,128960,6455,440072,11595,219051,8282,779046,16629,9151822,25905,7871275,28018,6695140,30778,1176135,20286,861175,16789,188398,9141,126562,8526,412603,11336,99387,5485,238139,9402,147408,6979,383010,10805,7183980,27721,6085733,27083,5229555,29552,856178,13743,661269,12254,119270,6147,75639,5085,399062,10344,29573,2943,201933,7534,71643,4361,396036,10383,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2392520,12946,2050602,13061,1796539,13211,254063,9710,196999,8970,34582,3281,22482,2754,75708,4729,25686,2815,73495,4422,29899,2801,137130,5709,1321983,9567,1130688,10606,982219,10743,148469,7043,111915,5994,22385,2983,14169,2192,38594,3128,17696,2108,42532,3105,22665,2364,69808,4613,1070537,9461,919914,10108,814320,10870,105594,6000,85084,5547,12197,1614,8313,1559,37114,3274,7990,1660,30963,2666,7234,1530,67322,3561,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1714985,11199,1509990,12484,1366329,11841,143661,6736,119870,6046,12681,2111,11110,2311,69666,4762,4557,1192,52221,4299,19076,2846,59475,3119,906786,7415,794875,8197,716285,7948,78590,4399,64769,3845,6553,1649,7268,1925,39936,3457,3648,1034,28857,3029,10720,1925,28750,2165,808199,8261,715115,8522,650044,8058,65071,4374,55101,3883,6128,1267,3842,875,29730,2824,909,372,23364,2547,8356,1753,30725,2219,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,398315,6047,359486,6368,321865,6945,37621,3527,28233,3123,4906,995,4482,939,11151,1815,1775,910,10865,1933,4640,1076,10398,1446,207409,4015,187738,4369,167468,4893,20270,2344,14610,1876,2791,725,2869,695,5644,1378,1364,746,5372,1459,2983,889,4308,892,190906,4681,171748,4448,154397,4443,17351,1950,13623,1867,2115,574,1613,517,5507,1176,411,342,5493,982,1657,693,6090,1049,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,284007,4734,118522,5056,100615,4717,17907,2839,14359,2586,2015,893,1533,868,110682,5294,5667,1373,33625,2824,4013,1043,11498,1692,137849,3207,58053,3013,50663,2968,7390,1515,5892,1361,769,687,729,462,50210,3242,3994,1160,16182,1902,2534,975,6876,1323,146158,3711,60469,3716,49952,3302,10517,1826,8467,1732,1246,545,804,495,60472,3918,1673,633,17443,1983,1479,545,4622,951,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8143041,27952,7340525,32546,6454480,30048,886045,19734,682864,18500,110917,5341,92264,7733,159785,8928,43651,4185,137621,6912,135161,7618,326298,11200,4419938,18469,3953397,23444,3447714,22450,505683,12603,375300,11546,66031,4283,64352,5880,75669,6461,35561,3873,80308,5249,97006,7298,177997,7112,3723103,20249,3387128,20757,3006766,18722,380362,11081,307564,10800,44886,3098,27912,3147,84116,5170,8090,1339,57313,3726,38155,3048,148301,6851,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
