GEO_ID,B08012_001E,B08012_001M,B08012_002E,B08012_002M,B08012_003E,B08012_003M,B08012_004E,B08012_004M,B08012_005E,B08012_005M,B08012_006E,B08012_006M,B08012_007E,B08012_007M,B08012_008E,B08012_008M,B08012_009E,B08012_009M,B08012_010E,B08012_010M,B08012_011E,B08012_011M,B08012_012E,B08012_012M,B08012_013E,B08012_013M,B08012_014E,B08012_014M,B08012_015E,B08012_015M,B08012_016E,B08012_016M,B08012_017E,B08012_017M,B08012_018E,B08012_018M,B08012_019E,B08012_019M,B08012_020E,B08012_020M,B08012_021E,B08012_021M,B08012_022E,B08012_022M,B08012_023E,B08012_023M,B08012_024E,B08012_024M,B08012_025E,B08012_025M,B08012_026E,B08012_026M,B08012_027E,B08012_027M,B08012_028E,B08012_028M,B08012_029E,B08012_029M,B08012_030E,B08012_030M,B08012_031E,B08012_031M,B08012_032E,B08012_032M,B08012_033E,B08012_033M,B08012_034E,B08012_034M,B08012_035E,B08012_035M,B08012_036E,B08012_036M,B08012_037E,B08012_037M,B08012_038E,B08012_038M,B08012_039E,B08012_039M,NAME,B08012_001EA,B08012_001MA,B08012_002EA,B08012_002MA,B08012_003MA,B08012_003EA,B08012_004EA,B08012_004MA,B08012_005EA,B08012_005MA,B08012_006MA,B08012_006EA,B08012_007EA,B08012_007MA,B08012_008EA,B08012_008MA,B08012_009EA,B08012_009MA,B08012_010MA,B08012_010EA,B08012_011MA,B08012_011EA,B08012_012MA,B08012_012EA,B08012_013MA,B08012_013EA,B08012_014MA,B08012_014EA,B08012_015MA,B08012_015EA,B08012_016MA,B08012_016EA,B08012_017EA,B08012_017MA,B08012_018MA,B08012_018EA,B08012_019MA,B08012_019EA,B08012_020EA,B08012_020MA,B08012_021MA,B08012_021EA,B08012_022EA,B08012_022MA,B08012_023MA,B08012_023EA,B08012_024MA,B08012_024EA,B08012_025EA,B08012_025MA,B08012_026MA,B08012_026EA,B08012_027EA,B08012_027MA,B08012_028EA,B08012_028MA,B08012_029MA,B08012_029EA,B08012_030EA,B08012_030MA,B08012_031EA,B08012_031MA,B08012_032EA,B08012_032MA,B08012_033EA,B08012_033MA,B08012_034MA,B08012_034EA,B08012_035EA,B08012_035MA,B08012_036EA,B08012_036MA,B08012_037EA,B08012_037MA,B08012_038EA,B08012_038MA,B08012_039EA,B08012_039MA,state
0400000US01,1915474,13884,66350,3999,209489,6192,275995,8439,328912,9384,294964,8214,123090,5666,267785,9217,53286,3621,55322,3750,128673,5031,76644,4111,34964,3005,1033655,9405,37575,2851,103357,4641,137987,6616,165943,6721,152103,5901,65525,3795,153329,6397,30623,2680,31414,2465,76463,3621,52640,3143,26696,2667,881819,9139,28775,2273,106132,4514,138008,4580,162969,5468,142861,5348,57565,3615,114456,6201,22663,2284,23908,2483,52210,3393,24004,2462,8268,1224,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,301317,5413,30838,2586,54942,3464,56164,4036,55117,3697,43007,3498,12203,1702,20807,2393,4204,1224,3784,1025,8946,1395,6228,1196,5077,1166,162370,3594,16721,1720,30275,2397,30127,2567,28139,2640,21982,2203,6852,1154,10661,1891,2206,1112,1921,613,5250,1003,4228,891,4008,996,138947,4116,14117,1769,24667,2338,26037,2506,26978,2559,21025,2379,5351,1091,10146,1832,1998,665,1863,801,3696,1048,2000,632,1069,637,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2607603,15159,77473,5049,275552,8698,349639,11549,392115,11905,390445,12835,163970,7226,394005,11050,69993,4142,105001,6670,211687,9669,130647,6431,47076,4238,1475936,8836,39677,3478,139264,5735,182398,8056,213870,8193,220987,9519,95549,5413,239525,8756,39376,2926,63597,4719,126427,7219,82523,5303,32743,2825,1131667,12257,37796,3224,136288,6828,167241,6878,178245,7044,169458,7667,68421,4117,154480,6654,30617,2848,41404,3405,85260,5325,48124,3776,14333,2454,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1183726,11169,63739,3958,179869,7362,208070,7801,210461,6771,169475,6839,56986,4090,128280,6207,24924,2312,26970,2625,61164,3963,35171,3204,18617,2194,637068,7895,35583,2811,88416,5148,106329,5305,110569,4423,88250,4666,29808,2712,75519,4161,13669,1661,16203,1972,36208,2926,22260,2431,14254,1770,546658,7445,28156,2469,91453,4506,101741,5296,99892,5140,81225,4812,27178,2210,52761,3801,11255,1493,10767,1465,24956,2665,12911,1665,4363,929,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15556756,39755,404832,12536,1448395,19423,2127270,26892,2390288,27078,2282217,26945,868743,16791,2250659,25664,396829,11930,600317,13418,1213861,17521,1111065,19700,462280,12345,8768812,26192,207927,8238,726430,14299,1110620,19735,1297815,19973,1280277,16985,498278,13265,1322024,20638,228623,9005,365832,9954,719077,13843,700922,14676,310987,9893,6787944,29064,196905,9377,721965,11147,1016650,16573,1092473,18595,1001940,19131,370465,9956,928635,14618,168206,6641,234485,9067,494784,11416,410143,11159,151293,6549,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2255390,12412,85657,4765,253837,8082,333200,9776,353593,9646,335246,8423,155496,6679,294555,7643,62177,4261,83936,4582,162955,6183,97417,5676,37321,2875,1252175,9745,45820,3648,125357,6179,176375,6566,188631,7658,182395,6848,90541,5456,170948,5477,34597,2804,48901,3542,99909,5572,63018,4659,25683,2506,1003215,9815,39837,2957,128480,5576,156825,6309,164962,4998,152851,5719,64955,4110,123607,5122,27580,2808,35035,2666,63046,3764,34399,2882,11638,1544,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1655510,12064,56594,4249,187899,6591,250259,7345,270458,7390,259711,8922,107758,5010,196156,5895,47458,3589,58375,3541,106210,5691,74779,4059,39853,3485,878036,7607,28829,3049,85983,4364,120144,5374,140489,5445,133430,5682,58131,3783,110313,4646,27586,2646,34065,2693,61746,3725,49555,2952,27765,2496,777474,8644,27765,2385,101916,5025,130115,5267,129969,4725,126281,5863,49627,3287,85843,3972,19872,2228,24310,1889,44464,3627,25224,2361,12088,1837,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,387917,5891,11951,1708,39909,3232,62405,3813,69071,3945,61749,3549,25786,2600,47769,3453,9117,1657,12085,1613,23522,2988,16188,1998,8365,1533,203101,3975,5495,1244,20025,2102,30368,2770,35149,2695,33400,2783,13606,1739,25668,2699,3948,839,5610,1111,13335,1932,10992,1547,5505,1116,184816,4566,6456,1257,19884,2035,32037,2736,33922,3023,28349,2644,12180,1732,22101,2216,5169,1452,6475,1223,10187,1780,5196,1031,2860,807,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,272509,4297,3750,961,13483,1838,22514,2379,34368,2969,48233,3188,18656,2087,49220,3998,13256,1596,16563,2065,28561,2881,17929,2207,5976,1510,130973,3014,2189,760,7745,1326,10514,1839,15104,1893,23057,2434,9948,1602,24873,3048,6017,1040,8119,1452,12186,1578,8286,1482,2935,1036,141536,3757,1561,645,5738,1098,12000,1481,19264,2260,25176,2186,8708,1213,24347,2152,7239,1355,8444,1519,16375,2196,9643,1617,3041,948,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7816743,29826,196307,7014,683435,16873,996065,19287,1180424,19230,1230215,20700,483089,12172,1262631,17258,244687,9437,310152,10898,645793,17034,434796,13327,149149,7132,4241941,20160,108397,5130,338401,10239,502623,13479,602773,14994,660553,15546,256358,8819,716440,13487,138997,6708,178915,7717,373996,11443,264872,10108,99616,6736,3574802,21093,87910,5023,345034,10920,493442,11950,577651,11798,569662,11077,226731,6964,546191,12404,105690,5820,131237,6638,271797,9290,169924,8134,49533,3856,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4112946,21777,111907,5955,366716,10946,542419,13071,626015,14416,589016,12850,239255,9819,578008,11681,123043,6247,150020,6717,378163,11592,287129,10207,121255,6599,2236635,13237,62783,4374,172886,7935,269903,7776,325027,9114,324650,10309,126212,7100,327405,8615,70449,5053,84934,4979,220601,9438,172106,7394,79679,5140,1876311,14817,49124,3717,193830,7448,272516,9017,300988,10332,264366,9238,113043,5881,250603,8606,52594,3960,65086,4753,157562,6877,115023,6175,41576,3517,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
