GEO_ID,B14002_001E,B14002_001M,B14002_002E,B14002_002M,B14002_003E,B14002_003M,B14002_004E,B14002_004M,B14002_005E,B14002_005M,B14002_006E,B14002_006M,B14002_007E,B14002_007M,B14002_008E,B14002_008M,B14002_009E,B14002_009M,B14002_010E,B14002_010M,B14002_011E,B14002_011M,B14002_012E,B14002_012M,B14002_013E,B14002_013M,B14002_014E,B14002_014M,B14002_015E,B14002_015M,B14002_016E,B14002_016M,B14002_017E,B14002_017M,B14002_018E,B14002_018M,B14002_019E,B14002_019M,B14002_020E,B14002_020M,B14002_021E,B14002_021M,B14002_022E,B14002_022M,B14002_023E,B14002_023M,B14002_024E,B14002_024M,B14002_025E,B14002_025M,B14002_026E,B14002_026M,B14002_027E,B14002_027M,B14002_028E,B14002_028M,B14002_029E,B14002_029M,B14002_030E,B14002_030M,B14002_031E,B14002_031M,B14002_032E,B14002_032M,B14002_033E,B14002_033M,B14002_034E,B14002_034M,B14002_035E,B14002_035M,B14002_036E,B14002_036M,B14002_037E,B14002_037M,B14002_038E,B14002_038M,B14002_039E,B14002_039M,B14002_040E,B14002_040M,B14002_041E,B14002_041M,B14002_042E,B14002_042M,B14002_043E,B14002_043M,B14002_044E,B14002_044M,B14002_045E,B14002_045M,B14002_046E,B14002_046M,B14002_047E,B14002_047M,B14002_048E,B14002_048M,B14002_049E,B14002_049M,NAME,B14002_001MA,B14002_001EA,B14002_002MA,B14002_002EA,B14002_003EA,B14002_003MA,B14002_004EA,B14002_004MA,B14002_005EA,B14002_005MA,B14002_006MA,B14002_006EA,B14002_007MA,B14002_007EA,B14002_008MA,B14002_008EA,B14002_009EA,B14002_009MA,B14002_010EA,B14002_010MA,B14002_011MA,B14002_011EA,B14002_012MA,B14002_012EA,B14002_013MA,B14002_013EA,B14002_014EA,B14002_014MA,B14002_015EA,B14002_015MA,B14002_016MA,B14002_016EA,B14002_017MA,B14002_017EA,B14002_018EA,B14002_018MA,B14002_019MA,B14002_019EA,B14002_020EA,B14002_020MA,B14002_021EA,B14002_021MA,B14002_022MA,B14002_022EA,B14002_023MA,B14002_023EA,B14002_024MA,B14002_024EA,B14002_025MA,B14002_025EA,B14002_026EA,B14002_026MA,B14002_027EA,B14002_027MA,B14002_028MA,B14002_028EA,B14002_029EA,B14002_029MA,B14002_030MA,B14002_030EA,B14002_031MA,B14002_031EA,B14002_032EA,B14002_032MA,B14002_033EA,B14002_033MA,B14002_034MA,B14002_034EA,B14002_035EA,B14002_035MA,B14002_036MA,B14002_036EA,B14002_037EA,B14002_037MA,B14002_038EA,B14002_038MA,B14002_039MA,B14002_039EA,B14002_040EA,B14002_040MA,B14002_041MA,B14002_041EA,B14002_042MA,B14002_042EA,B14002_043EA,B14002_043MA,B14002_044EA,B14002_044MA,B14002_045MA,B14002_045EA,B14002_046MA,B14002_046EA,B14002_047MA,B14002_047EA,B14002_048EA,B14002_048MA,B14002_049EA,B14002_049MA,state
0400000US01,4429245,4698,2145519,5090,583687,6946,36023,2578,17166,1914,18857,2195,30789,2795,25989,2634,4800,876,128471,4717,114018,4639,14453,1891,135344,5285,121935,4569,13409,2059,130239,3685,113945,3897,16294,1910,105378,5304,86926,4641,18452,2525,17443,1925,13841,1831,3602,827,1561832,5945,2283726,4547,596038,6747,34731,2312,15643,1928,19088,2104,30773,2915,24841,2588,5932,1357,118578,4175,106726,4074,11852,1611,123510,4516,110013,4376,13497,1632,126652,4231,110505,4150,16147,1841,136274,4778,117299,4675,18975,2032,25520,2538,21967,2274,3553,872,1687688,6805,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,641857,1719,330773,2052,95373,3058,5041,888,3039,686,2002,709,6212,1120,5510,1148,702,555,20892,1575,18708,1509,2184,1013,19746,1812,18881,1774,865,396,21977,1546,20780,1542,1197,537,18121,2436,15708,2331,2413,826,3384,908,2737,814,647,311,235400,2901,311084,1876,94490,3404,4873,996,2354,611,2519,877,4324,912,4034,879,290,206,17759,1679,16466,1575,1293,677,18937,1583,17636,1551,1301,463,24514,1995,23275,2023,1239,549,19746,2418,17051,2339,2695,920,4337,968,3966,924,371,222,216594,2999,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5880670,5482,2937618,4445,810417,8689,43486,3284,26156,2766,17330,2161,44119,3538,39857,3343,4262,1219,179200,5571,167228,5449,11972,1828,181604,6663,172228,6612,9376,1527,181139,4005,168555,3983,12584,2144,152138,7544,127521,6603,24617,2944,28731,2929,20741,2699,7990,1447,2127201,9187,2943052,5168,814937,8586,40995,3468,24178,2849,16817,2001,44016,3635,40857,3357,3159,839,167297,4806,154874,4727,12423,1984,169399,5389,159538,5593,9861,1592,170058,4923,159351,5013,10707,1531,181896,7531,156474,7223,25422,2908,41276,4178,30037,3297,11239,2287,2128115,8714,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2695855,3244,1317012,4090,347001,5826,26987,2270,18362,1807,8625,1470,21232,1910,19064,1887,2168,724,76713,3192,70249,2916,6464,1368,74214,3127,69704,3121,4510,866,78858,2794,73483,2793,5375,1105,61845,4010,52334,3633,9511,1500,7152,1314,5868,1236,1284,634,970011,5499,1378843,3580,354026,5612,26090,2624,19118,2579,6972,1285,19673,1866,18111,1804,1562,622,72417,2723,66458,2950,5959,1121,70807,2935,65786,2896,5021,965,72347,3156,68146,3383,4201,985,80839,3980,67940,3848,12899,1611,11853,1729,10064,1549,1789,741,1024817,5556,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34864598,13099,17415589,12679,5138668,18390,314084,8842,176709,7352,137375,6572,261998,7269,229919,7355,32079,2761,1024411,12512,925740,13297,98671,5710,1115680,13128,1013884,13405,101796,5047,1183510,11064,1093251,10871,90259,4948,1054535,14719,884221,12623,170314,9070,184450,6716,104445,5603,80005,4675,12276921,18049,17449009,10787,5246723,23887,291400,8003,161507,6367,129893,5738,239276,7698,211493,7378,27783,2919,997990,13196,896984,13083,101006,5178,1041039,11343,943462,11665,97577,4942,1130303,11089,1040509,11865,89794,4990,1305541,19854,1091059,17358,214482,8249,241174,7540,142885,6806,98289,4297,12202286,23737,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4557347,4491,2290604,3804,609285,7543,40005,2639,22346,2124,17659,1964,33939,2573,30162,2515,3777,943,126622,4122,116029,3983,10593,1613,126133,4884,116889,4786,9244,1707,130093,3431,118316,3417,11777,1727,126995,5454,107240,5520,19755,2228,25498,2634,15219,2279,10279,1467,1681319,7494,2266743,4322,623993,7148,40352,2873,22800,2206,17552,1913,32750,2431,29338,2406,3412,856,122547,4191,111564,4426,10983,1940,121117,4405,110081,4608,11036,1653,127444,3529,116241,3523,11203,1561,144063,5435,118532,4972,25531,2711,35720,2810,24670,2458,11050,1540,1642750,7759,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3387593,3016,1643641,2819,454611,4937,28845,2234,13185,1832,15660,1804,23815,2508,20176,2404,3639,854,92096,3686,81912,3407,10184,1718,97102,4376,88120,4309,8982,1174,106263,2993,93777,3070,12486,1486,86878,3543,54166,3108,32712,2270,19612,2051,7791,1379,11821,1675,1189030,4934,1743952,2781,479206,5372,31004,2258,15845,1826,15159,1642,21497,2173,18531,2127,2966,816,86805,3781,77526,3838,9279,1529,96022,3769,86695,3716,9327,1590,100951,2623,90259,2678,10692,1323,113786,4040,70096,3354,43690,2941,29141,2957,13734,1930,15407,2227,1264746,5243,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,817955,2015,395636,1850,107370,2728,5900,1144,2740,643,3160,905,6545,1271,5220,1088,1325,534,23158,2001,18718,1875,4440,936,23380,1904,19747,2096,3633,749,21414,1285,18042,1294,3372,945,22475,1756,19279,1885,3196,917,4498,982,2300,662,2198,712,288266,2789,422319,1671,112239,3301,6750,1211,2549,844,4201,970,5086,863,3813,766,1273,488,20108,1689,15596,1772,4512,1199,21215,1838,15722,1765,5493,1058,23733,1601,19590,1710,4143,1170,29999,2244,24323,2342,5676,1095,5348,936,2872,667,2476,691,310080,3371,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,558758,1584,261685,1532,70311,3030,5435,1179,3515,1022,1920,701,3156,1024,2475,970,681,403,11047,1684,8827,1681,2220,809,14511,2111,11690,1895,2821,992,13413,1497,11286,1456,2127,684,15099,2295,6604,1207,8495,1870,7650,1803,2136,724,5514,1579,191374,3048,297073,1439,80091,3133,3955,1181,2536,966,1419,579,3427,1065,2909,1012,518,387,11452,1562,9381,1489,2071,878,11948,1605,9433,1407,2515,1002,13624,1386,11104,1452,2520,771,24074,2567,11558,1680,12516,2226,11611,1779,2323,773,9288,1521,216982,3001,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17425514,8797,8537644,9293,2106309,15635,150115,6535,72755,4858,77360,4823,109160,5562,95095,5391,14065,1647,443365,8974,390389,8732,52976,3866,458771,9661,403869,10196,54902,3996,478294,8186,424955,8361,53339,3352,395825,10710,306976,9068,88849,5677,70779,4529,40852,3222,29927,2988,6431335,14672,8887870,7920,2163323,16508,140965,6582,64367,4221,76598,4828,105862,4424,89343,4157,16519,2091,422171,9251,367243,9056,54928,4167,431383,7855,376955,8048,54428,3676,459409,8376,412359,8289,47050,4039,511079,11691,398258,10123,112821,5186,92454,5074,55450,3806,37004,3508,6724547,17443,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
